OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
To telle a storie I wol do my labour;,To telle a storie I wol do my labour;,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 463,,0,0,To telle a storie I wol do my labour,To telle a storie I wol do my labour,        ,        ,to@part tellen@v%inf a@indef_art storie@n1 ich@pron%nom willen@v%pr_1 don@v1%inf min@pron%gen labour@n,to@part tellen@v%inf a@indef_art storie@n1 ich@pron%nom willen@v%pr_1 don@v1%inf min@pron%gen labour@n,
Nat that I may encressen hir honour,Not that I may encresen hir honour;,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 464,,10,10,Nat that I may encressen hir honour,Not that I may encresen hir honour,u S u S uSu S uS,u S u S uSu S uS,not@adv that@conj ich@pron%nom mouen@v3%pr_1 encresen@v%inf hire@pron1%fem_gen honour@n,not@adv that@conj ich@pron%nom mouen@v3%pr_1 encresen@v%inf hire@pron1%fem_gen honour@n,
For she hirself is honour and the roote,"For she hirself is honour, and the rote°",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 465,,10,10,For she hirself is honour and the roote,For she hirself is honour and the rote,u S uS u Su S u Sx,u S uS u Su S u Sx,for@conj she@pron%nom hire-self@pron ben@v%pr_3 honour@n and@conj the@def_art rote@n4,for@conj she@pron%nom hire-self@pron ben@v%pr_3 honour@n and@conj the@def_art rote@n4,
"Of bountee, next hir Sone, and soules boote.","Of bountee,° next hir sone, and soules bote.°",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 466,,10,10,Of bountee next hir Sone and soules boote,Of bountee next hir sone and soules bote,u Su S u Sx u Su Sx,u Su S u Sx u Su Sx,of@prep bounte@n nexte@prep hire@pron1%fem_gen sone@n and@conj soule@n%gen bote@n1,of@prep bounte@n nexte@prep hire@pron1%fem_gen sone@n and@conj soule@n%gen bote@n1,
"O mooder Mayde, O mayde Mooder free!",O moder maide! O maide moder free!°,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 467,,10,10,O mooder Mayde O mayde Mooder free,O moder maide O maide moder free,u Su Sx u Su Su S,u Su Sx u Su Su S,o@interj moder@n#adj maide@n o@interj maide@adj moder@n fre@adj,o@interj moder@n#adj maide@n o@interj maide@adj moder@n fre@adj,
"O bussh unbrent, brennynge in Moyses sighte","O bush unbrent,° brenninge° in Moises sighte",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 468,,10,10,O bussh unbrent brennynge in Moyses sighte,O bush unbrent brenninge in Moises sighte,u S uS uSx u Su Sx,u S uS uSx u Su Sx,o@interj bush@n1 unbrent@adj brennen@v%prp_abs in@prep moises@n#propn%gen sighte@n,o@interj bush@n1 unbrent@adj brennen@v%prp_abs in@prep moises@n#propn%gen sighte@n,
That ravyshedest doun fro the Deitee,"That ravishedest° doun fro the deitee,°",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 469,,10,10,That ravyshedest doun fro the Deitee,That ravishedest doun fro the deitee,u SuSu S u S uS,u SuSu S u S uS,that@pron ravishen@v%pt_2 doun@adv from@prep the@def_art deite@n,that@pron ravishen@v%pt_2 doun@adv from@prep the@def_art deite@n,
"Thurgh thyn humblesse, the Goost that in th' alighte","Thurgh thin humbless,° the goost° that in th’alighte,°",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 470,DIFF,10,10,Thurgh thyn humblesse the Goost that in th alighte,Thurgh thin humbless the goost that in thalighte,u S uSx u S u S  uSx,u S uS u S u S uSx,thurgh@prep thin@pron%gen humblesse@n the@def_art gost@n that@pron in@prep the@pron2%obj alighten@v1%pt_3,thurgh@prep thin@pron%gen humblesse@n the@def_art gost@n that@pron in@prep ,
"Of whos vertu, whan he thyn herte lighte","Of whos vertu,° whan he thin herte lighte",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 471,,10,10,Of whos vertu whan he thyn herte lighte,Of whos vertu whan he thin herte lighte,u S uS u S u Su Sx,u S uS u S u Su Sx,of@prep whos@pron%gen vertu@n whan@adv&conj he@pron1%nom thin@pron%gen herte@n lighten@v1%pt_3,of@prep whos@pron%gen vertu@n whan@adv&conj he@pron1%nom thin@pron%gen herte@n lighten@v1%pt_3,
Conceyved was the Fadres sapience,"Conceived was the fadres sapience,°",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 472,,10,10,Conceyved was the Fadres sapience,Conceived was the fadres sapience,uSu S u Su SuSx,uSu S u Su SuSx,conceiven@v%ppl ben@v%pt_3 the@def_art fader@n%gen sapience@n,conceiven@v%ppl ben@v%pt_3 the@def_art fader@n%gen sapience@n,
Help me to telle it in thy reverence!,Help me to telle it in thy reverence!,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 473,,10,10,Help me to telle it in thy reverence,Help me to telle it in thy reverence,u S u Sx u S u SuSx,u S u Sx u S u SuSx,helpen@v%imp me@pron2%obj to@part tellen@v%inf hit@pron in@prep thin@pron%gen reverence@n,helpen@v%imp me@pron2%obj to@part tellen@v%inf hit@pron in@prep thin@pron%gen reverence@n,
"Lady, thy bountee, thy magnificence","Lady! thy bountee, thy magnificence",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 474,,10,10,Lady thy bountee thy magnificence,Lady thy bountee thy magnificence,uS u Su S uSuSx,uS u Su S uSuSx,ladie@n thin@pron%gen bounte@n thin@pron%gen magnificence@n,ladie@n thin@pron%gen bounte@n thin@pron%gen magnificence@n,
Thy vertu and thy grete humylitee,"Thy vertu, and thy grete humilitee",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 475,,10,10,Thy vertu and thy grete humylitee,Thy vertu and thy grete humilitee,u Su S u Sx uSuS,u Su S u Sx uSuS,thin@pron%gen vertu@n and@conj thin@pron%gen gret@adj humilite@n,thin@pron%gen vertu@n and@conj thin@pron%gen gret@adj humilite@n,
Ther may no tonge expresse in no science;,Ther may no tonge expresse in no science;°,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 476,,10,10,Ther may no tonge expresse in no science,Ther may no tonge expresse in no science,u S u Sx uSx u S uSx,u S u Sx uSx u S uSx,ther@adv mouen@v3%pr_3 no@gram_adj tonge@n2 expressen@v%inf in@prep no@gram_adj science@n,ther@adv mouen@v3%pr_3 no@gram_adj tonge@n2 expressen@v%inf in@prep no@gram_adj science@n,
"For somtyme, Lady, er men praye to thee","For somtime, lady, er° men pray to thee",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 477,,10,10,For somtyme Lady er men praye to thee,For somtime lady er men pray to thee,u Sux Su S u S u S,u Sux Su S u S u S,for@conj som-time@adv ladie@n er@conj1 man@n%pl preien@v1%pr_pl to@prep the@pron2%obj,for@conj som-time@adv ladie@n er@conj1 man@n%pl preien@v1%pr_pl to@prep the@pron2%obj,
Thou goost biforn of thy benyngnytee,Thou goost biforn° of thy benignitee,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 478,DIFF,10,10,Thou goost biforn of thy benyngnytee,Thou goost biforn of thy benignitee,u S uS u S uSuS,u S uS u S uSuS,thou@pron%nom gon@v%pr_2 biforen@adv of@prep thin@pron%gen benignite@n,thou@pron%nom gon@v%pr_2 biforen@adv of@prep thou@pron%nom ,
"And getest us the lyght, of thy preyere",And getest us° the light of thy preyere,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 479,,10,10,And getest us the lyght of thy preyere,And getest us the light of thy preyere,u Su S u S u S uSx,u Su S u S u S uSx,and@conj geten@v1%pr_2 us@pron%pl_obj the@def_art light@n of@prep thin@pron%gen preiere@n2,and@conj geten@v1%pr_2 us@pron%pl_obj the@def_art light@n of@prep thin@pron%gen preiere@n2,
To gyden us unto thy Sone so deere.,To giden us unto thy son so dere.,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 480,,10,10,To gyden us unto thy Sone so deere,To giden us unto thy son so dere,u Su S uS u Sx u Sx,u Su S uS u S u Sx,to@part giden@v%inf us@pron%pl_obj unto@prep thin@pron%gen sone@n so@adv dere@adj1,to@part giden@v%inf us@pron%pl_obj unto@prep thin@pron%gen sone@n so@adv dere@adj1,
"My konnyng is so wayk, O blisful Queene","My conning° is so waik,° O blisful quene",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 481,,10,10,My konnyng is so wayk O blisful Queene,My conning is so waik O blisful quene,u Su S u S u Su Sx,u Su S u S u Su Sx,min@pron%gen conninge@ger ben@v%pr_3 so@adv weik@adj o@interj blisful@adj quene@n2,min@pron%gen conninge@ger ben@v%pr_3 so@adv weik@adj o@interj blisful@adj quene@n2,
For to declare thy grete worthynesse,For to declare thy grete worthinesse,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 482,,10,10,For to declare thy grete worthynesse,For to declare thy grete worthinesse,u S uSx u Su SuSx,u S uSx u Su SuSx,for@prep#adv to@part declaren@v%inf thin@pron%gen gret@adj worthinesse@n,for@prep#adv to@part declaren@v%inf thin@pron%gen gret@adj worthinesse@n,
That I ne may the weighte nat susteene;,That I ne may the weighte nat sustene,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 483,,10,10,That I ne may the weighte nat susteene,That I ne may the weighte nat sustene,u S u S u Su S uSx,u S u S u Su S uSx,that@conj ich@pron%nom ne@adv mouen@v3%pr_1 the@def_art weght@n1 not@adv sustenen@v%inf,that@conj ich@pron%nom ne@adv mouen@v3%pr_1 the@def_art weght@n1 not@adv sustenen@v%inf,
"But as a child of twelf month oold, or lesse","But as a child of twelf monthe old, or lesse",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 484,,10,10,But as a child of twelf month oold or lesse,But as a child of twelf monthe old or lesse,u S u S u S u S u Sx,u S u S u S ux S u Sx,but@conj as@conj a@indef_art child@n of@prep twelve@num_adj month@n olde@adj or@conj lesse@adj%comp,but@conj as@conj a@indef_art child@n of@prep twelve@num_adj month@n olde@adj or@conj lesse@adj%comp,
That kan unnethes any word expresse,That can unnethes° any word expresse,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 485,,10,10,That kan unnethes any word expresse,That can unnethes any word expresse,u S uSu Su S uSx,u S uSu Su S uSx,that@pron connen@v%pr_3 unethe@adv ani@gram_adj word@n expressen@v%inf,that@pron connen@v%pr_3 unethe@adv ani@gram_adj word@n expressen@v%inf,
"Right so fare I, and therfore I yow preye","Right so fare I, and therfore I yow preye",data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 486,,10,10,Right so fare I and therfore I yow preye,Right so fare I and therfore I yow preye,u S ux S u Sux S u S,u S ux S u Sux S u S,righte@adv so@adv faren@v%pr_1 ich@pron%nom and@conj ther-fore@adv ich@pron%nom you@pron%pl_obj preien@v1%pr_1,righte@adv so@adv faren@v%pr_1 ich@pron%nom and@conj ther-fore@adv ich@pron%nom you@pron%pl_obj preien@v1%pr_1,
Gydeth my song that I shal of yow seye.,Gideth° my song° that I shal of yow seye.”°,data/riverside_cats/PrPro_riv.cat,data/oxford_txts/PrPro_oxford.txt,data/csvs/PrPro,The Prioress' Prologue 487,,10,10,Gydeth my song that I shal of yow seye,Gideth my song that I shal of yow seye,uS u S u S u S u S,uS u S u S u S u S,giden@v%imp min@pron%gen song@n that@pron ich@pron%nom shulen@v1%pr_1 of@prep you@pron%pl_obj seien@v1%inf,giden@v%imp min@pron%gen song@n that@pron ich@pron%nom shulen@v1%pr_1 of@prep you@pron%pl_obj seien@v1%inf,
