OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"To weddyng, in the Cane of Galilee",To wedding in the Cane° of Galilee,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 11,,10,10,To weddyng in the Cane of Galilee,To wedding in the Cane of Galilee,u Su S u Sx u SuS,u Su S u Sx u SuS,to@prep weddinge@ger in@prep the@def_art cane@n#propn of@prep galilee@n#propn,to@prep weddinge@ger in@prep the@def_art cane@n#propn of@prep galilee@n#propn,
That by the same ensample taughte he me,That by the same ensample taughte he me,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 12,,10,10,That by the same ensample taughte he me,That by the same ensample taughte he me,u S u Sx uSu Sx u S,u S u Sx uSu Sx u S,that@conj bi@prep the@def_art same@gram_adj ensaumple@n techen@v%pt_3 he@pron1%nom me@pron2%obj,that@conj bi@prep the@def_art same@gram_adj ensaumple@n techen@v%pt_3 he@pron1%nom me@pron2%obj,
That I ne sholde wedded be but ones.,That I ne sholde wedded be but ones.,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 13,,10,10,That I ne sholde wedded be but ones,That I ne sholde wedded be but ones,u S u Sx uS u S uS,u S u Sx uS u S uS,that@conj ich@pron%nom ne@adv shulen@v1%pt_3 wedden@v%ppl ben@v%inf but@conj ones@adv,that@conj ich@pron%nom ne@adv shulen@v1%pt_3 wedden@v%ppl ben@v%inf but@conj ones@adv,
"Herkne eek, lo, which a sharp word for the nones","Herkne eek, lo! which° a sharp° word for the nones°",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 14,,10,10,Herkne eek lo which a sharp word for the nones,Herkne eek lo which a sharp word for the nones,ux S u S u S u S u Sx,ux S u S u S u S u Sx,herkenen@v%imp ek@adv lo@interj which@gram_adj a@indef_art sharp@adj word@n for@prep the@def_art nones@n1,herkenen@v%imp ek@adv lo@interj which@gram_adj a@indef_art sharp@adj word@n for@prep the@def_art nones@n1,
"Biside a welle, Jhesus, God and man","Beside a welle Jesus, God and man",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 15,DIFF,10,10,Biside a welle Jhesus God and man,Beside a welle Jesus God and man,uSx u Su Su S u S,uSx u Su Su S u S,bisides@prep a@indef_art welle@n jesu@n1#propn god@n1#propn and@conj man@n,bisides@prep a@indef_art welle@n  god@n1#propn and@conj man@n,
Spak in repreeve of the Samaritan:,Spak in repreve° of the Samaritan:,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 16,,10,10,Spak in repreeve of the Samaritan,Spak in repreve of the Samaritan,u S uSx u S uSuS,u S uSx u S uSuS,speken@v%pt_3 in@prep repreve@n of@prep the@def_art samaritane@n,speken@v%pt_3 in@prep repreve@n of@prep the@def_art samaritane@n,
"`Thou hast yhad fyve housbondes,' quod he","‘Thou hast yhad five housbonds,’ seide he",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 17,DIFF,10,10,Thou hast yhad fyve housbondes quod he,Thou hast yhad five housbonds seide he,u S uS ux SuS u S,u S uS ux Su Su S,thou@pron%nom haven@v%pr_2 haven@v%inf five@num_adj hous-bonde@n%pl quethen@v%pt_3 he@pron1%nom,thou@pron%nom haven@v%pr_2 haven@v%inf five@num_adj hous-bonde@n%pl  he@pron1%nom,
`And that ilke man that now hath thee,"‘And thilke° man, the which that hath now thee",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 18,DIFF,9,10,And that ilke man that now hath thee,And thilke man the which that hath now thee,S u Su S u S u S,u Su S u S u S u S,and@conj that@art&gram_adj ilke@pron_gram_adj man@n that@pron nou@adv haven@v%pr_3 the@pron2%obj,and@conj  man@n the@pron2%obj  that@art&gram_adj haven@v%pr_3 nou@adv the@pron2%obj,
"Is noght thyn housbonde,' thus seyde he certeyn.",Is noght thin housbond’; thus seide he certein;,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 19,,10,10,Is noght thyn housbonde thus seyde he certeyn,Is noght thin housbond thus seide he certein,u S u Sux S ux S uS,u S u Su S ux S uS,ben@v%pr_3 nought@adv thin@pron%gen hous-bonde@n thus@adv seien@v1%pt_3 he@pron1%nom certain@adv,ben@v%pr_3 nought@adv thin@pron%gen hous-bonde@n thus@adv seien@v1%pt_3 he@pron1%nom certain@adv,
"What that he mente therby, I kan nat seyn;","What that he ment therby, I can nat seyn;°",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 20,,10,10,What that he mente therby I kan nat seyn,What that he ment therby I can nat seyn,u S u Sx uS u S u S,u S u S uS u S u S,what@pron that@pron he@pron1%nom menen@v1%pt_3 ther-bi@adv ich@pron%nom connen@v%pr_1 not@adv seien@v1%inf,what@pron that@pron he@pron1%nom menen@v1%pt_3 ther-bi@adv ich@pron%nom connen@v%pr_1 not@adv seien@v1%inf,
"But that I axe, why that the fifthe man","But that I ax,° why that the fifthe man",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 21,,10,10,But that I axe why that the fifthe man,But that I ax why that the fifthe man,u S u Sx u S u Su S,u S u S u S u Su S,but@conj that@pron ich@pron%nom asken@v%pr_1 whi@adv that@part the@def_art fifte@num_adj man@n,but@conj that@pron ich@pron%nom asken@v%pr_1 whi@adv that@part the@def_art fifte@num_adj man@n,
Was noon housbonde to the Samaritan?,Was noon housbond to the Samaritan?,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 22,,10,10,Was noon housbonde to the Samaritan,Was noon housbond to the Samaritan,u S uSx u S uSuS,u S uS u S uSuS,ben@v%pt_3 non@gram_adj hous-bonde@n to@prep the@def_art samaritane@n,ben@v%pt_3 non@gram_adj hous-bonde@n to@prep the@def_art samaritane@n,
How manye myghte she have in mariage?,How manie° might she have in mariage?,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 23,,10,10,How manye myghte she have in mariage,How manie might she have in mariage,u Su Sx u Sx u SuSx,u Su S u Sx u SuSx,hou@adv&conj mani@gram_adj mouen@v3%pt_3 she@pron%nom haven@v%inf in@prep mariage@n,hou@adv&conj mani@gram_adj mouen@v3%pt_3 she@pron%nom haven@v%inf in@prep mariage@n,
Yet herde I nevere tellen in myn age,Yet herde I never tellen in min age,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 24,,10,10,Yet herde I nevere tellen in myn age,Yet herde I never tellen in min age,u Sx u Sux Su S u Sx,u Sx u Su Su S u Sx,yet@adv heren@v%pt_1 ich@pron%nom never@adv tellen@v%inf in@prep min@pron%gen age@n,yet@adv heren@v%pt_1 ich@pron%nom never@adv tellen@v%inf in@prep min@pron%gen age@n,
Upon this nombre diffinicioun.,Upon this nombre diffinicioun;°,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 25,,10,10,Upon this nombre diffinicioun,Upon this nombre diffinicioun,uS u Su SuSuS,uS u Su SuSuS,upon@prep this@gram_adj nombre@n diffinicioun@n,upon@prep this@gram_adj nombre@n diffinicioun@n,
"Men may devyne and glosen, up and doun",Men may devine° and glosen° up and doun.,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 26,,10,10,Men may devyne and glosen up and doun,Men may devine and glosen up and doun,u S uSx u Su S u S,u S uSx u Su S u S,man@n%pl mouen@v3%pr_pl divinen@v%inf and@conj glosen@v%inf up@adv and@conj doun@adv,man@n%pl mouen@v3%pr_pl divinen@v%inf and@conj glosen@v%inf up@adv and@conj doun@adv,
"But wel I woot, expres, withoute lye","But wel I woot° expres,° withoute lie",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 27,,10,10,But wel I woot expres withoute lye,But wel I woot expres withoute lie,u S u S uS uSu S,u S u S uS uSu S,but@conj wel@adv ich@pron%nom witen@v1%pr_1 expresse@adv withouten@prep lie@n1,but@conj wel@adv ich@pron%nom witen@v1%pr_1 expresse@adv withouten@prep lie@n1,
God bad us for to wexe and multiplye;,God bad us for to wexe° and multiplie;,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 28,,0,10,God bad us for to wexe and multiplye,God bad us for to wexe and multiplie,       ,u S u S u Sx u SuS,god@n1#propn bidden@v%pt_3 us@pron%pl_obj for@prep#adv to@part waxen@v1%inf and@conj multiplien@v%inf,god@n1#propn bidden@v%pt_3 us@pron%pl_obj for@prep#adv to@part waxen@v1%inf and@conj multiplien@v%inf,
That gentil text kan I wel understonde.,That gentil° text can I wel understonde.,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 29,,10,10,That gentil text kan I wel understonde,That gentil text can I wel understonde,u Su S u S u SuSx,u Su S u S u SuSx,that@art&gram_adj gentil@adj texte@n connen@v%pr_1 ich@pron%nom wel@adv understonden@v%inf,that@art&gram_adj gentil@adj texte@n connen@v%pr_1 ich@pron%nom wel@adv understonden@v%inf,
"Eek wel I woot, he seyde myn housbonde","Eek° wel I woot he seide, min housbonde",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 30,,10,10,Eek wel I woot he seyde myn housbonde,Eek wel I woot he seide min housbonde,u S u S u Su S uSx,u S u S u Su S uSx,ek@adv wel@adv ich@pron%nom witen@v1%pr_1 he@pron1%nom seien@v1%pt_3 min@pron%gen hous-bonde@n,ek@adv wel@adv ich@pron%nom witen@v1%pr_1 he@pron1%nom seien@v1%pt_3 min@pron%gen hous-bonde@n,
Sholde lete fader and mooder and take to me.,"Shold lete° fader and moder, and take me;",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 31,DIFF,10,10,Sholde lete fader and mooder and take to me,Shold lete fader and moder and take me,ux Sx uS u Su S ux S x,u Sx uS u Su S ux S,shulen@v1%pt_3 leten@v%inf fader@n and@conj moder@n and@conj taken@v%inf to@prep me@pron2%obj,shulen@v1%pt_3 leten@v%inf fader@n and@conj moder@n and@conj taken@v%inf me@pron2%obj,
But of no nombre mencion made he,But of no nombre mencioun made he,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 32,,10,10,But of no nombre mencion made he,But of no nombre mencioun made he,u S u Sx uSu Su S,u S u Sx uSu Su S,but@conj of@prep no@gram_adj nombre@n mencioun@n maken@v1%pt_3 he@pron1%nom,but@conj of@prep no@gram_adj nombre@n mencioun@n maken@v1%pt_3 he@pron1%nom,
"Of bigamye, or of octogamye;",Of bigamie or of octogamie;°,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 33,,0,10,Of bigamye or of octogamye,Of bigamie or of octogamie,    ,u SuS u S uSuS,of@prep bigamie@n or@conj of@prep octogamie@n,of@prep bigamie@n or@conj of@prep octogamie@n,
Why sholde men thanne speke of it vileynye?,Why sholde men speke of it vileinie?°,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 34,DIFF,0,10,Why sholde men thanne speke of it vileynye,Why sholde men speke of it vileinie,       ,u Sx u Su S u SuS,whi@adv shulen@v1%pt_pl man@n%pl thanne@adv speken@v%inf of@prep hit@pron vileinie@n,whi@adv shulen@v1%pt_pl man@n%pl speken@v%inf of@prep hit@pron vileinie@n,
"Lo, heere the wise kyng, daun Salomon;","¶“Lo, here° the wise king, dan° Salomon;",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 35,,10,10,Lo heere the wise kyng daun Salomon,Lo here the wise king dan Salomon,u Sx u Su S u SuS,u Sx u Su S u SuS,lo@interj her@adv the@def_art wise@adj king@n daun@n#adj salomon@n#propn,lo@interj her@adv the@def_art wise@adj king@n daun@n#adj salomon@n#propn,
I trowe he hadde wyves mo than oon.,I trowe° he hadde wives mo than oon;,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 36,,10,10,I trowe he hadde wyves mo than oon,I trowe he hadde wives mo than oon,u Sx u Su Su S u S,u Sx u Su Su S u S,ich@pron%nom trouen@v%pr_1 he@pron1%nom haven@v%pt_3 wif@n%pl mo@adj%comp than@conj on@pron,ich@pron%nom trouen@v%pr_1 he@pron1%nom haven@v%pt_3 wif@n%pl mo@adj%comp than@conj on@pron,
As wolde God it leveful were unto me,"As, wolde° God, it lefful° were to me",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 37,DIFF,10,10,As wolde God it leveful were unto me,As wolde God it lefful were to me,u Sx u S uSu Sx uS x,u Su S u Su Sx u S,as@conj willen@v%pt_3 god@n1#propn hit@pron lefful@adj2 ben@v%pt_3 unto@prep me@pron2%obj,as@conj willen@v%pt_3 god@n1#propn hit@pron  ben@v%pt_3 hit@pron me@pron2%obj,
To be refresshed half so ofte as he!,To be refresshed half so ofte as he!,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 38,,10,10,To be refresshed half so ofte as he,To be refresshed half so ofte as he,u S uSu S u Sx u S,u S uSu S u Sx u S,to@part ben@v%inf refreshen@v%ppl half@adv so@adv ofte@adv as@conj he@pron1%nom,to@part ben@v%inf refreshen@v%ppl half@adv so@adv ofte@adv as@conj he@pron1%nom,
Which yifte of God hadde he for alle his wyvys!,Which yifte of° God hadde he for alle his wivis!,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 39,,0,0,Which yifte of God hadde he for alle his wyvys,Which yifte of God hadde he for alle his wivis,         ,         ,which@pron yifte@n of@prep god@n1#propn haven@v%pt_3 he@pron1%nom for@prep al@gram_adj his@pron1%gen wif@n%pl,which@pron yifte@n of@prep god@n1#propn haven@v%pt_3 he@pron1%nom for@prep al@gram_adj his@pron1%gen wif@n%pl,
No man hath swich that in this world alyve is.,"No man hath swich,° that in this world alive is.",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 40,,0,0,No man hath swich that in this world alyve is,No man hath swich that in this world alive is,         ,         ,no@gram_adj man@n haven@v%pr_3 swich@gram_adj that@conj in@prep this@gram_adj world@n alive@adj ben@v%pr_3,no@gram_adj man@n haven@v%pr_3 swich@gram_adj that@conj in@prep this@gram_adj world@n alive@adj ben@v%pr_3,
"God woot, this noble kyng, as to my wit","God woot,° this noble king, as to my wit",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 41,,10,10,God woot this noble kyng as to my wit,God woot this noble king as to my wit,u S u Su S u S u S,u S u Su S u S u S,god@n1#propn witen@v1%pr_3 this@gram_adj noble@adj king@n as@conj to@prep min@pron%gen wit@n,god@n1#propn witen@v1%pr_3 this@gram_adj noble@adj king@n as@conj to@prep min@pron%gen wit@n,
The firste nyght had many a myrie fit,The firste night had many a mery fit°,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 42,,10,10,The firste nyght had many a myrie fit,The firste night had many a mery fit,u Sx u S uS u Su S,u Sx u S uS u Su S,the@def_art first@num_adj night@n haven@v%pt_3 mani@gram_adj a@indef_art mirie@adj fit@n2,the@def_art first@num_adj night@n haven@v%pt_3 mani@gram_adj a@indef_art mirie@adj fit@n2,
"With ech of hem, so wel was hym on lyve.","With ech of hem, so wel was him on live!°",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 43,,10,10,With ech of hem so wel was hym on lyve,With ech of hem so wel was him on live,u S u S u S u S u Sx,u S u S u S u S u Sx,with@prep ech@pron of@prep hem@pron%pl_obj so@adv wel@adj ben@v%pt_3 him@pron%obj on@prep lif@n,with@prep ech@pron of@prep hem@pron%pl_obj so@adv wel@adj ben@v%pt_3 him@pron%obj on@prep lif@n,
Yblessed be God that I have wedded fyve!,Yblessed be° God that I have wedded five!,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 44,,10,10,Yblessed be God that I have wedded fyve,Yblessed be God that I have wedded five,uSu S u S u Sx ux Sx,uSu S u S u Sx ux Sx,blessen@v%ppl ben@v%pr_3 god@n1#propn that@conj ich@pron%nom haven@v%pr_1 wedden@v%ppl five@num_adj,blessen@v%ppl ben@v%pr_3 god@n1#propn that@conj ich@pron%nom haven@v%pr_1 wedden@v%ppl five@num_adj,
"Welcome the sixte, whan that evere he shal.","Welcom the sixte, whan that ever he shal.",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 45,,10,10,Welcome the sixte whan that evere he shal,Welcom the sixte whan that ever he shal,uSx u Sx u S uSx u S,uS u Sx u S uS u S,welcom@adj the@def_art sixte@num_n whan@adv&conj that@part ever@adv he@pron1%nom shulen@v1%pr_3,welcom@adj the@def_art sixte@num_n whan@adv&conj that@part ever@adv he@pron1%nom shulen@v1%pr_3,
"For sothe, I wol nat kepe me chaast in al.","For sothe,° I wol nat kep me chast in al;",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 46,,10,10,For sothe I wol nat kepe me chaast in al,For sothe I wol nat kep me chast in al,u Sx u S u Sx u S u S,u Sx u S u S u S u S,for@prep soth@n ich@pron%nom willen@v%pr_1 not@adv kepen@v%inf me@pron2%obj chaste@adj in@prep al@gram_adjas_n,for@prep soth@n ich@pron%nom willen@v%pr_1 not@adv kepen@v%inf me@pron2%obj chaste@adj in@prep al@gram_adjas_n,
Whan myn housbonde is fro the world ygon,"Whan min housbond is fro the world ygon,°",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 47,,10,10,Whan myn housbonde is fro the world ygon,Whan min housbond is fro the world ygon,u S uSx u S u S uS,u S uS u S u S uS,whan@adv&conj min@pron%gen hous-bonde@n ben@v%pr_3 from@prep the@def_art world@n igon@v%ppl,whan@adv&conj min@pron%gen hous-bonde@n ben@v%pr_3 from@prep the@def_art world@n igon@v%ppl,
Som Cristen man shal wedde me anon,Som Cristen man shal wedde me anon;,data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 48,,10,10,Som Cristen man shal wedde me anon,Som Cristen man shal wedde me anon,u Su S u Su S uS,u Su S u Su S uS,som@gram_adj cristen@adj man@n shulen@v1%pr_3 wedden@v%inf me@pron2%obj an-on@adv,som@gram_adj cristen@adj man@n shulen@v1%pr_3 wedden@v%inf me@pron2%obj an-on@adv,
For thanne th' apostle seith that I am free,"For than th’apostle° seith, that I am free",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 49,DIFF,10,10,For thanne th apostle seith that I am free,For than thapostle seith that I am free,u Sx  uSu S u S u S,u S uSu S u S u S,for@conj thanne@adv the@def_art apostle@n seien@v1%pr_3 that@conj ich@pron%nom ben@v%pr_1 fre@adj,for@conj thanne@adv  seien@v1%pr_3 that@conj ich@pron%nom ben@v%pr_1 for@conj,
"To wedde, a Goddes half, where it liketh me.","To wedde, a Goddes half,° wher it liketh me.°",data/riverside_cats/WBPro_riv.cat,data/oxford_txts/WBPro_oxford.txt,data/csvs/WBPro,The Wife of Bath's Prologue 50,,10,10,To wedde a Goddes half where it liketh me,To wedde a Goddes half wher it liketh me,u Sx u Su S ux S uS x,u Sx u Su S u S uS x,to@part wedden@v%inf o@prep2 god@n1#propn%gen half@n wher@adv&conj hit@pron liken@v1%pr_3 me@pron2%obj,to@part wedden@v%inf o@prep2 god@n1#propn%gen half@n wher@adv&conj hit@pron liken@v1%pr_3 me@pron2%obj,
