OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Is that a cook of Londoun, with meschaunce?","Is that a cook of Londoun, with meschaunce?°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 11,,10,10,Is that a cook of Londoun with meschaunce,Is that a cook of Londoun with meschaunce,u S u S u Su S uSx,u S u S u Su S uSx,ben@v%pr_3 that@pron a@indef_art cok@n6 of@prep london@n#propn with@prep mischaunce@n,ben@v%pr_3 that@pron a@indef_art cok@n6 of@prep london@n#propn with@prep mischaunce@n,
"Do hym come forth, he knoweth his penaunce;","Do him° come forth, he knoweth his penaunce,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 12,,10,10,Do hym come forth he knoweth his penaunce,Do him come forth he knoweth his penaunce,u S ux S u Su S uSx,u S ux S u Su S uSx,don@v1%imp him@pron%obj comen@v%inf forth@adv he@pron1%nom knouen@v%pr_3 his@pron1%gen penaunce@n,don@v1%imp him@pron%obj comen@v%inf forth@adv he@pron1%nom knouen@v%pr_3 his@pron1%gen penaunce@n,
"For he shal telle a tale, by my fey","For he shal telle a tale, by my fey!°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 13,,10,10,For he shal telle a tale by my fey,For he shal telle a tale by my fey,u S u Sx u Su S u S,u S u Sx u Su S u S,for@conj he@pron1%nom shulen@v1%pr_3 tellen@v%inf a@indef_art tale@n bi@prep min@pron%gen feith@n,for@conj he@pron1%nom shulen@v1%pr_3 tellen@v%inf a@indef_art tale@n bi@prep min@pron%gen feith@n,
Although it be nat worth a botel hey.,Although it be nat worth a botel hey.°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 14,,10,10,Although it be nat worth a botel hey,Although it be nat worth a botel hey,uS u S u S u Su S,uS u S u S u Su S,al-thogh@conj hit@pron ben@v%pr_3 not@adv worth@adj a@indef_art botel@n2 hei@n,al-thogh@conj hit@pron ben@v%pr_3 not@adv worth@adj a@indef_art botel@n2 hei@n,
"Awake, thou Cook,"""" quod he, """"God yeve thee sorwe!","Awake, thou Cook,” quod he, “God yeve° thee sorwe",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 15,,10,10,Awake thou Cook quod he God yeve thee sorwe,Awake thou Cook quod he God yeve thee sorwe,uSx u S u S u Sx u Sx,uSx u S u S u Sx u Sx,awaken@v%imp thou@pron%nom cok@n6 quethen@v%pt_3 he@pron1%nom god@n1#propn yeven@v%pr_3 the@pron2%obj sorwe@n,awaken@v%imp thou@pron%nom cok@n6 quethen@v%pt_3 he@pron1%nom god@n1#propn yeven@v%pr_3 the@pron2%obj sorwe@n,
What eyleth thee to slepe by the morwe?,What eileth thee° to slepe by the morwe?°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 16,,10,10,What eyleth thee to slepe by the morwe,What eileth thee to slepe by the morwe,u Su S u Su S u Sx,u Su S u Su S u Sx,what@pron eilen@v%pr_3 the@pron2%obj to@part slepen@v%inf bi@prep the@def_art morwe@n,what@pron eilen@v%pr_3 the@pron2%obj to@part slepen@v%inf bi@prep the@def_art morwe@n,
"Hastow had fleen al nyght, or artow dronke?","Hastow had fleen° al night, or artow dronke",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 17,,10,10,Hastow had fleen al nyght or artow dronke,Hastow had fleen al night or artow dronke,uS u S u S u Su Sx,uS u S u S u Su Sx,haven@v%pr_2_pron haven@v%ppl fle@n al@gram_adj night@n or@conj ben@v%pr_2_pron dronken@ppl#adj,haven@v%pr_2_pron haven@v%ppl fle@n al@gram_adj night@n or@conj ben@v%pr_2_pron dronken@ppl#adj,
Or hastow with som quene al nyght yswonke,"Or hastow with som quene° al night yswonke,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 18,,10,10,Or hastow with som quene al nyght yswonke,Or hastow with som quene al night yswonke,u Su S u Sx u S uSx,u Su S u Sx u S uSx,or@conj haven@v%pr_2_pron with@prep som@gram_adj quene@n1 al@gram_adj night@n swinken@v%ppl,or@conj haven@v%pr_2_pron with@prep som@gram_adj quene@n1 al@gram_adj night@n swinken@v%ppl,
So that thow mayst nat holden up thyn heed?,So that thou mayst nat holden up thin heed?”,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 19,,10,10,So that thow mayst nat holden up thyn heed,So that thou mayst nat holden up thin heed,u S u S u Su S u S,u S u S u Su S u S,so@adv that@conj thou@pron%nom mouen@v3%pr_2 not@adv holden@v1%inf up@adv thin@pron%gen hed@n1,so@adv that@conj thou@pron%nom mouen@v3%pr_2 not@adv holden@v1%inf up@adv thin@pron%gen hed@n1,
"This Cook, that was ful pale and no thyng reed","This Cook, that was ful pale and no thing reed,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 20,,10,10,This Cook that was ful pale and no thyng reed,This Cook that was ful pale and no thing reed,u S u S u Sx u S u S,u S u S u Sx u S u S,this@gram_adj cok@n6 that@pron ben@v%pt_3 ful@adv pale@adj and@conj no@gram_adj thing@n red@adj,this@gram_adj cok@n6 that@pron ben@v%pt_3 ful@adv pale@adj and@conj no@gram_adj thing@n red@adj,
"Seyde to oure Hoost, """"So God my soule blesse","Seid to our Host, “So God my soule blesse",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 21,,10,10,Seyde to oure Hoost So God my soule blesse,Seid to our Host So God my soule blesse,ux S ux S u S u Su Sx,u S u S u S u Su Sx,seien@v1%pt_3 to@prep oure@pron%pl_gen hoste@n2 so@adv god@n1#propn min@pron%gen soule@n blessen@v%pr_3,seien@v1%pt_3 to@prep oure@pron%pl_gen hoste@n2 so@adv god@n1#propn min@pron%gen soule@n blessen@v%pr_3,
As ther is falle on me swich hevynesse,"As ther is falle on me swich hevinesse,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 22,,10,10,As ther is falle on me swich hevynesse,As ther is falle on me swich hevinesse,u S u Sx u S u SuSx,u S u Sx u S u SuSx,as@conj ther@adv ben@v%pr_3 fallen@v%ppl on@prep me@pron2%obj swich@gram_adj hevinesse@n,as@conj ther@adv ben@v%pr_3 fallen@v%ppl on@prep me@pron2%obj swich@gram_adj hevinesse@n,
"Noot I nat why, that me were levere slepe","Noot I° nat why, that me were lever° slepe",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 23,,10,10,Noot I nat why that me were levere slepe,Noot I nat why that me were lever slepe,u S u S u x Sx uSu Sx,u S u S u x Su Su Sx,witen@v1%pr_1_neg ich@pron%nom not@adv whi@pron that@conj me@pron2%obj ben@v%pt_3 lef@adj%comp slepen@v%inf,witen@v1%pr_1_neg ich@pron%nom not@adv whi@pron that@conj me@pron2%obj ben@v%pt_3 lef@adj%comp slepen@v%inf,
Than the beste galon wyn in Chepe.,Than the beste galoun win in Chepe.”°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 24,,9,9,Than the beste galon wyn in Chepe,Than the beste galoun win in Chepe,S u Su Su S u Sx,S u Su Su S u Sx,than@conj the@def_art best@adj%sup galoun@n win@n in@prep chep@n2#propn,than@conj the@def_art best@adj%sup galoun@n win@n in@prep chep@n2#propn,
"Wel,"""" quod the Maunciple, """"if it may doon ese","¶“Wel” quod the Maunciple, “if it may doon ese°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 25,,10,10,Wel quod the Maunciple if it may doon ese,Wel quod the Maunciple if it may doon ese,u S u Sux S u S u Sx,u S u Sux S u S u Sx,wel@adv#interj quethen@v%pt_3 the@def_art maunciple@n if@conj hit@pron mouen@v3%pr_3 don@v1%inf ese@n,wel@adv#interj quethen@v%pt_3 the@def_art maunciple@n if@conj hit@pron mouen@v3%pr_3 don@v1%inf ese@n,
"To thee, sire Cook, and to no wight displese","To thee, sir Cook, and to no wight° displese",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 26,,10,10,To thee sire Cook and to no wight displese,To thee sir Cook and to no wight displese,u S ux S u S u S uSx,u S u S u S u S uSx,to@prep the@pron2%obj sire@n#adj cok@n6 and@conj to@prep no@gram_adj wight@n displesen@v%inf,to@prep the@pron2%obj sire@n#adj cok@n6 and@conj to@prep no@gram_adj wight@n displesen@v%inf,
Which that heere rideth in this compaignye,Which that heer rideth in this companie,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 27,,0,10,Which that heere rideth in this compaignye,Which that heer rideth in this companie,      ,u S u Su S u SuS,which@pron that@pron her@adv riden@v%pr_3 in@prep this@gram_adj compaignie@n,which@pron that@pron her@adv riden@v%pr_3 in@prep this@gram_adj compaignie@n,
"And that oure Hoost wole, of his curteisye","And that our Host wol, of his curteisie",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 28,,0,10,And that oure Hoost wole of his curteisye,And that our Host wol of his curteisie,       ,u S u S u S u SuS,and@conj that@conj oure@pron%pl_gen hoste@n2 willen@v%pr_3 of@prep his@pron1%gen courteisie@n,and@conj that@conj oure@pron%pl_gen hoste@n2 willen@v%pr_3 of@prep his@pron1%gen courteisie@n,
I wol as now excuse thee of thy tale.,I wol as now excuse thee of thy tale;,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 29,,10,10,I wol as now excuse thee of thy tale,I wol as now excuse thee of thy tale,u S u S uSx u S u Sx,u S u S uSx u S u Sx,ich@pron%nom willen@v%pr_1 as@conj nou@adv excusen@v%inf the@pron2%obj of@prep thin@pron%gen tale@n,ich@pron%nom willen@v%pr_1 as@conj nou@adv excusen@v%inf the@pron2%obj of@prep thin@pron%gen tale@n,
"For, in good feith, thy visage is ful pale","For, in good feith, thy visage is ful pale",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 30,,10,10,For in good feith thy visage is ful pale,For in good feith thy visage is ful pale,u S u S u Sux S u Sx,u S u S u Sux S u Sx,for@conj in@prep god@adj feith@n thin@pron%gen visage@n ben@v%pr_3 ful@adv pale@adj,for@conj in@prep god@adj feith@n thin@pron%gen visage@n ben@v%pr_3 ful@adv pale@adj,
"Thyne eyen daswen eek, as that me thynketh","Thin eyen daswen° eek,° as that me thinketh,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 31,,10,10,Thyne eyen daswen eek as that me thynketh,Thin eyen daswen eek as that me thinketh,ux Su Su S u S x uS,u Su Su S u S x uS,thin@pron%gen eie@n1%pl daswen@v%pr_pl ek@adv as@conj that@part me@pron2%obj thinken@v1%pr_3,thin@pron%gen eie@n1%pl daswen@v%pr_pl ek@adv as@conj that@part me@pron2%obj thinken@v1%pr_3,
"And, wel I woot, thy breeth ful soure stynketh:","And wel I woot,° thy breeth° ful soure stinketh",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 32,,10,10,And wel I woot thy breeth ful soure stynketh,And wel I woot thy breeth ful soure stinketh,u S u S u S u Sx uS,u S u S u S u Sx uS,and@conj wel@adv ich@pron%nom witen@v1%pr_1 thin@pron%gen breth@n1 ful@adv soure@adv stinken@v%pr_3,and@conj wel@adv ich@pron%nom witen@v1%pr_1 thin@pron%gen breth@n1 ful@adv soure@adv stinken@v%pr_3,
That sheweth wel thou art nat wel disposed.,That sheweth wel thou art not wel disposed;,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 33,,10,10,That sheweth wel thou art nat wel disposed,That sheweth wel thou art not wel disposed,u Su S u S u S uSx,u Su S u S u S uSx,that@pron sheuen@v1%pr_3 wel@adv thou@pron%nom ben@v%pr_2 not@adv wel@adv disposen@v%ppl,that@pron sheuen@v1%pr_3 wel@adv thou@pron%nom ben@v%pr_2 not@adv wel@adv disposen@v%ppl,
"Of me, certeyn, thou shalt nat been yglosed.","Of me, certein, thou shalt nat been yglosed.°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 34,,10,10,Of me certeyn thou shalt nat been yglosed,Of me certein thou shalt nat been yglosed,u x Su S u S u SuS,u x Su S u S u SuS,of@prep me@pron2%obj certain@adv thou@pron%nom shulen@v1%pr_2 not@adv ben@v%inf glosen@v%ppl,of@prep me@pron2%obj certain@adv thou@pron%nom shulen@v1%pr_2 not@adv ben@v%inf glosen@v%ppl,
"See how he ganeth, lo, this dronken wight","Se how he ganeth,° lo, this dronken wight",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 35,,10,10,See how he ganeth lo this dronken wight,Se how he ganeth lo this dronken wight,u S u Su S u Su S,u S u Su S u Su S,sen@v1%imp hou@adv&conj he@pron1%nom gonen@v%pr_3 lo@interj this@gram_adj dronken@ppl#adj wight@n,sen@v1%imp hou@adv&conj he@pron1%nom gonen@v%pr_3 lo@interj this@gram_adj dronken@ppl#adj wight@n,
As though he wolde swolwe us anonright.,As though he wolde us swolwe° anonright.°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 36,DIFF,10,10,As though he wolde swolwe us anonright,As though he wolde us swolwe anonright,u S u Su Sx u SuS,u S u Sx u Su SuS,as@conj though@conj he@pron1%nom willen@v%pt_3 swolwen@v%inf us@pron%pl_obj anon-rightes@adv,as@conj though@conj he@pron1%nom willen@v%pt_3 us@pron%pl_obj swolwen@v%inf anon-rightes@adv,green
"Hoold cloos thy mouth, man, by thy fader kyn!","Hold cloos thy mouth, man, by thy fader kin!",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 37,,10,10,Hoold cloos thy mouth man by thy fader kyn,Hold cloos thy mouth man by thy fader kin,u S u S u S u Su S,u S u S u S u Su S,holden@v1%imp closen@v#adj%ppl thin@pron%gen mouth@n man@n bi@prep thin@pron%gen fader@n%gen kin@n,holden@v1%imp closen@v#adj%ppl thin@pron%gen mouth@n man@n bi@prep thin@pron%gen fader@n%gen kin@n,
The devel of helle sette his foot therin!,The devel of helle sette° his foot therin!,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 38,,10,10,The devel of helle sette his foot therin,The devel of helle sette his foot therin,u Su S ux Sx u S uS,u Su S ux Sx u S uS,the@def_art devel@n of@prep helle@n setten@v%pt_3 his@pron1%gen fot@n ther-inne@adv,the@def_art devel@n of@prep helle@n setten@v%pt_3 his@pron1%gen fot@n ther-inne@adv,
Thy cursed breeth infecte wole us alle.,Thy cursed breeth infecte wol us alle;,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 39,,10,10,Thy cursed breeth infecte wole us alle,Thy cursed breeth infecte wol us alle,u Su S uSu Sx u Sx,u Su S uSu S u Sx,thin@pron%gen cursed@ppl#adj breth@n1 infecten@v%inf willen@v%pr_3 us@pron%pl_obj al@gram_adj,thin@pron%gen cursed@ppl#adj breth@n1 infecten@v%inf willen@v%pr_3 us@pron%pl_obj al@gram_adj,
"Fy, stynkyng swyn! Fy, foule moote thee falle!","Fy, stinking swin, fy! foule moot thee falle!°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 40,,10,10,Fy stynkyng swyn Fy foule moote thee falle,Fy stinking swin fy foule moot thee falle,u Su S u Su Sx u Sx,u Su S u Su S u Sx,fi@interj stinken@v#adj%prp swine@n fi@interj foule@adv moten@v2%pr_3 the@pron2%obj fallen@v%inf,fi@interj stinken@v#adj%prp swine@n fi@interj foule@adv moten@v2%pr_3 the@pron2%obj fallen@v%inf,
"A, taketh heede, sires, of this lusty man.","A! taketh heed, sirs, of this lusty° man.",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 41,,10,10,A taketh heede sires of this lusty man,A taketh heed sirs of this lusty man,u Su Sx ux S u Su S,u Su S u S u Su S,a@interj taken@v%imp hed@n2 sire@n%pl of@prep this@gram_adj lusti@adj man@n,a@interj taken@v%imp hed@n2 sire@n%pl of@prep this@gram_adj lusti@adj man@n,
"Now, sweete sire, wol ye justen atte fan?","Now, swete sir, wol ye juste atte fan?°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 42,DIFF,10,10,Now sweete sire wol ye justen atte fan,Now swete sir wol ye juste atte fan,u Sx ux S u Su Su S,u Sx u S u Su Su S,nou@adv swete@adj sire@n willen@v%pr_pl ye@pron%pl_nom justen@v%inf atte@prep fanne@n,nou@adv swete@adj sire@n willen@v%pr_pl ye@pron%pl_nom justen@v%inf atte@prep fanne@n,green
Therto me thynketh ye been wel yshape!, Therto me thinketh ye been wel yshape!°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 43,,10,10,Therto me thynketh ye been wel yshape,Therto me thinketh ye been wel yshape,uS u Su S u S uSx,uS u Su S u S uSx,ther-to@adv me@pron2%obj thinken@v1%pr_3 ye@pron%pl_nom ben@v%pr_pl wel@adv ishapen@v%ppl,ther-to@adv me@pron2%obj thinken@v1%pr_3 ye@pron%pl_nom ben@v%pr_pl wel@adv ishapen@v%ppl,
I trowe that ye dronken han wyn ape,"I trowe° that ye dronken han win ape,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 44,,10,10,I trowe that ye dronken han wyn ape,I trowe that ye dronken han win ape,u Su S u Su S u Sx,u Su S u Su S u Sx,ich@pron%nom trouen@v%pr_1 that@conj ye@pron%pl_nom drinken@v%ppl haven@v%pr_pl win@n ape@n#adj,ich@pron%nom trouen@v%pr_1 that@conj ye@pron%pl_nom drinken@v%ppl haven@v%pr_pl win@n ape@n#adj,
And that is whan men pleyen with a straw.,And that is whan men pleyen with a straw.”°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 45,,10,10,And that is whan men pleyen with a straw,And that is whan men pleyen with a straw,u S u S u Su S u S,u S u S u Su S u S,and@conj that@pron ben@v%pr_3 whan@adv&conj man@n%pl pleien@v1%pr_pl with@prep a@indef_art strau@n,and@conj that@pron ben@v%pr_3 whan@adv&conj man@n%pl pleien@v1%pr_pl with@prep a@indef_art strau@n,
And with this speche the Cook wax wrooth and wraw,"¶And with this speech the cook wex wrooth and wraw,°",data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 46,,10,10,And with this speche the Cook wax wrooth and wraw,And with this speech the cook wex wrooth and wraw,u S u Sx u S u S u S,u S u S u S u S u S,and@conj with@prep this@gram_adj speche@n the@def_art cok@n6 waxen@v1%pt_3 wroth@adj and@conj wrau@adj,and@conj with@prep this@gram_adj speche@n the@def_art cok@n6 waxen@v1%pt_3 wroth@adj and@conj wrau@adj,
And on the Manciple he gan nodde faste,And on the Maunciple he gan nodde° faste°,data/riverside_cats/MancPro_riv.cat,data/oxford_txts/MancPro_oxford.txt,data/csvs/MancPro,Prologue to the Manciple's Tale 47,,10,10,And on the Manciple he gan nodde faste,And on the Maunciple he gan nodde faste,u S u Sux S u Su Sx,u S u Sux S u Su Sx,and@conj on@prep the@def_art maunciple@n he@pron1%nom ginnen@v%pt_3 nodden@v%inf faste@adv,and@conj on@prep the@def_art maunciple@n he@pron1%nom ginnen@v%pt_3 nodden@v%inf faste@adv,
