OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"For, pardee, ye han ofte tyme herd telle","For pardee,° ye han ofte time herd telle",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1675,,10,10,For pardee ye han ofte tyme herd telle,For pardee ye han ofte time herd telle,u Su S u Su S u Sx,u Su S u Su Sx u Sx,for@conj parde@interj ye@pron%pl_nom haven@v%pr_pl ofte@adj time@n heren@v%ppl tellen@v%inf,for@conj parde@interj ye@pron%pl_nom haven@v%pr_pl ofte@adj time@n heren@v%ppl tellen@v%inf,
How that a frere ravysshed was to helle,How that a frere ravisshed° was to helle,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1676,,10,10,How that a frere ravysshed was to helle,How that a frere ravisshed was to helle,u S u Su Su S u Sx,u S u Su Sux S u Sx,hou@adv&conj that@part a@indef_art frere@n ravishen@v%ppl ben@v%pt_3 to@prep helle@n,hou@adv&conj that@part a@indef_art frere@n ravishen@v%ppl ben@v%pt_3 to@prep helle@n,
In spirit ones by a visioun;,In spirit ones by a visioun;,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1677,,9,9,In spirit ones by a visioun,In spirit ones by a visioun,S uS uS  u SuS,S uS uS  u SuS,in@prep spirit@n ones@adv bi@prep a@indef_art visioun@n,in@prep spirit@n ones@adv bi@prep a@indef_art visioun@n,
And as an angel ladde hym up and doun,"And as an angel ladde° him up and doun,°",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1678,,10,10,And as an angel ladde hym up and doun,And as an angel ladde him up and doun,u S u Su Su  S u S,u S u Su Sx u S u S,and@conj as@conj a@indef_art aungel@n leden@v1%pt_3 him@pron%obj up@adv and@conj doun@adv,and@conj as@conj a@indef_art aungel@n leden@v1%pt_3 him@pron%obj up@adv and@conj doun@adv,
To shewen hym the peynes that ther were,To shewen him the peines that ther were,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1679,,9,10,To shewen hym the peynes that ther were,To shewen him the peines that ther were,S uS  u Su S u Sx,u Su S u Su S u Sx,to@part sheuen@v1%inf him@pron%obj the@def_art peine@n%pl that@pron ther@adv ben@v%pt_pl,to@part sheuen@v1%inf him@pron%obj the@def_art peine@n%pl that@pron ther@adv ben@v%pt_pl,
In al the place saugh he nat a frere;,In al the place saugh he nat a frere;,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1680,,10,10,In al the place saugh he nat a frere,In al the place saugh he nat a frere,u S u Su S u S u Sx,u S u Su S u S u Sx,in@prep al@gram_adj the@def_art place@n sen@v1%pt_3 he@pron1%nom not@adv a@indef_art frere@n,in@prep al@gram_adj the@def_art place@n sen@v1%pt_3 he@pron1%nom not@adv a@indef_art frere@n,
Of oother folk he saugh ynowe in wo.,Of other folk he saugh° ynowe° in wo.°,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1681,,9,9,Of oother folk he saugh ynowe in wo,Of other folk he saugh ynowe in wo,S uS u S u Sx u S,S uS u S u Sx u S,of@prep other@gram_adj folk@n he@pron1%nom sen@v1%pt_3 inough@adj in@prep wo@n,of@prep other@gram_adj folk@n he@pron1%nom sen@v1%pt_3 inough@adj in@prep wo@n,
Unto this angel spak the frere tho:,Unto this angel spak the frere tho:,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1682,,10,10,Unto this angel spak the frere tho,Unto this angel spak the frere tho,uS u Su S u Su S,uS u Su S u Su S,unto@prep this@gram_adj aungel@n speken@v%pt_3 the@def_art frere@n tho@adv,unto@prep this@gram_adj aungel@n speken@v%pt_3 the@def_art frere@n tho@adv,
"`Now, sire,' quod he, `han freres swich a grace","¶“ ‘Now, sir,’ quod he, ‘han freres swich a grace°",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1683,,10,10,Now sire quod he han freres swich a grace,Now sir quod he han freres swich a grace,u Su S u S ux S u Sx,u S u S u Su S u Sx,nou@adv sire@n quethen@v%pt_3 he@pron1%nom haven@v%pr_pl frere@n%pl swich@gram_adj a@indef_art grace@n,nou@adv sire@n quethen@v%pt_3 he@pron1%nom haven@v%pr_pl frere@n%pl swich@gram_adj a@indef_art grace@n,
That noon of hem shal come to this place?',That noon of hem shal come to this place?’,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1684,,10,10,That noon of hem shal come to this place,That noon of hem shal come to this place,u S u S u Su S u Sx,u S u S u Su S u Sx,that@conj non@pron of@prep hem@pron%pl_obj shulen@v1%pr_3 comen@v%inf to@prep this@gram_adj place@n,that@conj non@pron of@prep hem@pron%pl_obj shulen@v1%pr_3 comen@v%inf to@prep this@gram_adj place@n,
"`Yis' quod this angel, `many a millioun!'","¶“ ‘Yis,’ quod this angel, ‘many a millioun!’",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1685,,10,10,Yis quod this angel many a millioun,Yis quod this angel many a millioun,u S u Su S u SuS,u S u Su S u SuS,yis@adv quethen@v%pt_3 this@gram_adj aungel@n mani@gram_adj a@indef_art milioun@num_n,yis@adv quethen@v%pt_3 this@gram_adj aungel@n mani@gram_adj a@indef_art milioun@num_n,
And unto Sathanas he ladde hym doun.,And unto Sathanas° he ladde him doun.,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1686,,10,10,And unto Sathanas he ladde hym doun,And unto Sathanas he ladde him doun,u Su SuS u Su  S,u Su SuS u Sx u S,and@conj unto@prep satanas@n#propn he@pron1%nom leden@v1%pt_3 him@pron%obj doun@adv,and@conj unto@prep satanas@n#propn he@pron1%nom leden@v1%pt_3 him@pron%obj doun@adv,
"`And now hath Sathanas,' seith he, `a tayl","‘And now hath Sathanas,’ seith he, ‘a tail",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1687,,10,10,And now hath Sathanas seith he a tayl,And now hath Sathanas seith he a tail,u S u SuS u S u S,u S u SuS u S u S,and@conj nou@adv haven@v%pr_3 satanas@n#propn seien@v1%pr_3 he@pron1%nom a@indef_art tail@n,and@conj nou@adv haven@v%pr_3 satanas@n#propn seien@v1%pr_3 he@pron1%nom a@indef_art tail@n,
Brodder than of a carryk is the sayl.,Brodder° than of a carrik° is the sail.,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1688,,9,10,Brodder than of a carryk is the sayl,Brodder than of a carrik is the sail,Su S u S u S u S,uS u S u Su S u S,brod@adj%comp than@conj of@prep a@indef_art carike@n1 ben@v%pr_3 the@def_art seile@n,brod@adj%comp than@conj of@prep a@indef_art carike@n1 ben@v%pr_3 the@def_art seile@n,
"Hold up thy tayl, thou Sathanas!' quod he;","Hold up thy tail, thou Sathanas!’ quod he",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1689,,9,9,Hold up thy tayl thou Sathanas quod he,Hold up thy tail thou Sathanas quod he,S u  S u SuS u S,S u  S u SuS u S,holden@v1%imp up@adv thin@pron%gen tail@n thou@pron%nom satanas@n#propn quethen@v%pt_3 he@pron1%nom,holden@v1%imp up@adv thin@pron%gen tail@n thou@pron%nom satanas@n#propn quethen@v%pt_3 he@pron1%nom,
"`Shewe forth thyn ers, and lat the frere se","‘Shew forth thin ers,° and lat the frere see",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1690,,9,10,Shewe forth thyn ers and lat the frere se,Shew forth thin ers and lat the frere see,Su S  u S u S ux S,u S u S u S u Su S,sheuen@v1%imp forth@adv thin@pron%gen ars@n and@conj leten@v%imp the@def_art frere@n sen@v1%inf,sheuen@v1%imp forth@adv thin@pron%gen ars@n and@conj leten@v%imp the@def_art frere@n sen@v1%inf,
Where is the nest of freres in this place!',Where is the nest of freres in this place!’,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1691,,10,10,Where is the nest of freres in this place,Where is the nest of freres in this place,ux S u S u Su S u Sx,ux S u S u Su S u Sx,wher@adv&conj ben@v%pr_3 the@def_art nest@n of@prep frere@n%pl in@prep this@gram_adj place@n,wher@adv&conj ben@v%pr_3 the@def_art nest@n of@prep frere@n%pl in@prep this@gram_adj place@n,
And er that half a furlong wey of space,"And, er° that half a furlongwey of space,°",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1692,DIFF,10,10,And er that half a furlong wey of space,And er that half a furlongwey of space,u S u S u Su S u Sx,u S u S u SuS u Sx,and@conj er@conj1 that@part half@n a@indef_art furlong@n#adj wei@n of@prep space@n,and@conj er@conj1 that@part half@n a@indef_art furlong-wey@n of@prep space@n,green
Right so as bees out swarmen from an hyve,Right so as bees out swarmen from an hive,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1693,,10,10,Right so as bees out swarmen from an hyve,Right so as bees out swarmen from an hive,u S u S u Su S u S,u S u S u Su S u Sx,righte@adv so@adv as@conj be@n%pl oute@adv swarmen@v%pr_pl from@prep a@indef_art hive@n,righte@adv so@adv as@conj be@n%pl oute@adv swarmen@v%pr_pl from@prep a@indef_art hive@n,
Out of the develes ers ther gonne dryve,Out of the devels ers ther gonne drive°,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1694,,10,10,Out of the develes ers ther gonne dryve,Out of the devels ers ther gonne drive,u S u SuS u S ux S,u S u Su S u Su Sx,oute@adv#prep of@prep the@def_art devel@n%gen ars@n ther@adv ginnen@v%pt_pl driven@v%inf,oute@adv#prep of@prep the@def_art devel@n%gen ars@n ther@adv ginnen@v%pt_pl driven@v%inf,
Twenty thousand freres on a route,"Twenty thousand freres in a route,°",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1695,,0,0,Twenty thousand freres on a route,Twenty thousand freres in a route,     ,     ,twenti@num_adj thousand@num_adj frere@n%pl on@prep a@indef_art route@n1,twenti@num_adj thousand@num_adj frere@n%pl on@prep a@indef_art route@n1,
And thurghout helle swarmed al aboute,And thurghout helle swarmeden aboute;,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1696,DIFF,10,10,And thurghout helle swarmed al aboute,And thurghout helle swarmeden aboute,u Su Su Su S uSx,u Su Su SuS uSx,and@conj thurgh-oute@prep helle@n swarmen@v%pt_pl al@adv abouten@adv,and@conj thurgh-oute@prep helle@n swarmen@v%pt_pl abouten@adv,green
And comen agayn as faste as they may gon,"And comen again,° as faste as they may gon",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1697,,10,10,And comen agayn as faste as they may gon,And comen again as faste as they may gon,u Sx uS u Sx u S u S,u Sx uS u Sx u S u S,and@conj comen@v%pr_pl ayen@adv as@conj faste@adv as@conj thei@pron%pl_nom mouen@v3%pr_pl gon@v%inf,and@conj comen@v%pr_pl ayen@adv as@conj faste@adv as@conj thei@pron%pl_nom mouen@v3%pr_pl gon@v%inf,
And in his ers they crepten everychon.,And in his ers they crepten everichon.°,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1698,,10,10,And in his ers they crepten everychon,And in his ers they crepten everichon,u S u S u Su SuS,u S u S u Su SxuS,and@conj in@prep his@pron1%gen ars@n thei@pron%pl_nom crepen@v%pt_pl everich-on@pron,and@conj in@prep his@pron1%gen ars@n thei@pron%pl_nom crepen@v%pt_pl everich-on@pron,
He clapte his tayl agayn and lay ful stille.,"He clapte° his tail again, and lay ful stille.",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1699,,10,10,He clapte his tayl agayn and lay ful stille,He clapte his tail again and lay ful stille,u Sx u S uS u S u Sx,u Sx u S uS u S u Sx,he@pron1%nom clappen@v%pt_3 his@pron1%gen tail@n ayen@adv and@conj lien@v1%pt_3 ful@adv stille@adv,he@pron1%nom clappen@v%pt_3 his@pron1%gen tail@n ayen@adv and@conj lien@v1%pt_3 ful@adv stille@adv,
"This frere, whan he looked hadde his fille","This frere, whan he looked hadde his fille",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1700,,10,10,This frere whan he looked hadde his fille,This frere whan he looked hadde his fille,u Su S u Su Sx u Sx,u Su S u Su Sx u Sx,this@gram_adj frere@n whan@adv&conj he@pron1%nom loken@v2%ppl haven@v%pt_3 his@pron1%gen fille@n1,this@gram_adj frere@n whan@adv&conj he@pron1%nom loken@v2%ppl haven@v%pt_3 his@pron1%gen fille@n1,
Upon the tormentz of this sory place,Upon the tormentz of this sory° place,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1701,,9,9,Upon the tormentz of this sory place,Upon the tormentz of this sory place,Su S uS u S u Sx,Su S uS u S u Sx,upon@prep the@def_art torment@n%pl of@prep this@gram_adj sori@adj place@n,upon@prep the@def_art torment@n%pl of@prep this@gram_adj sori@adj place@n,
"His spirit God restored, of his grace",His spirit God restored of his grace°,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1702,,10,10,His spirit God restored of his grace,His spirit God restored of his grace,u Su S uSu S u Sx,u Su S uSu S u Sx,his@pron1%gen spirit@n god@n1#propn restoren@v%pt_3 of@prep his@pron1%gen grace@n,his@pron1%gen spirit@n god@n1#propn restoren@v%pt_3 of@prep his@pron1%gen grace@n,
"Unto his body agayn, and he awook.","Unto his body again, and he awook;",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1703,,10,10,Unto his body agayn and he awook,Unto his body again and he awook,uS u S uS u S uS,uS u S uS u S uS,unto@prep his@pron1%gen bodi@n ayen@adv and@conj he@pron1%nom awaken@v%pt_3,unto@prep his@pron1%gen bodi@n ayen@adv and@conj he@pron1%nom awaken@v%pt_3,
"But natheles, for fere yet he quook","But natheles, for fere° yet he quook",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1704,,10,10,But natheles for fere yet he quook,But natheles for fere yet he quook,u SuS u Su S u S,u SuS u Su S u S,but@conj no-the-lesse@adv for@prep fer@n1 yet@adv he@pron1%nom quaken@v%pt_3,but@conj no-the-lesse@adv for@prep fer@n1 yet@adv he@pron1%nom quaken@v%pt_3,
So was the develes ers ay in his mynde,So was the devels ers ay in his minde,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1705,,10,10,So was the develes ers ay in his mynde,So was the devels ers ay in his minde,u S u SuS u S u S x,u S u Su S u S u Sx,so@adv ben@v%pt_3 the@def_art devel@n%gen ars@n ai@adv in@prep his@pron1%gen minde@n1,so@adv ben@v%pt_3 the@def_art devel@n%gen ars@n ai@adv in@prep his@pron1%gen minde@n1,
That is his heritage of verray kynde.,That is his heritage of verray kinde.°,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1706,,10,10,That is his heritage of verray kynde,That is his heritage of verray kinde,u S u SuSu S uS x,u S u SuSx u Su Sx,that@pron ben@v%pr_3 his@pron1%gen heritage@n of@prep verrei@adj kinde@n,that@pron ben@v%pr_3 his@pron1%gen heritage@n of@prep verrei@adj kinde@n,
"God save yow alle, save this cursed Frere!","God save yow alle, save° this cursed Frere;",data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1707,,10,10,God save yow alle save this cursed Frere,God save yow alle save this cursed Frere,u Su S ux Su S uS xx,u Su S ux Su S uS xx,god@n1#propn saven@v%pr_3 you@pron%pl_obj al@gram_adj sauf@prep this@gram_adj cursed@ppl#adj frere@n,god@n1#propn saven@v%pr_3 you@pron%pl_obj al@gram_adj sauf@prep this@gram_adj cursed@ppl#adj frere@n,
My prologe wol I ende in this manere.,My prologe wol I ende in this manere.”,data/riverside_cats/SumPro_riv.cat,data/oxford_txts/SumPro_oxford.txt,data/csvs/SumPro,The Summoner's Prologue 1708,,10,10,My prologe wol I ende in this manere,My prologe wol I ende in this manere, uSu S u Su S u Sxx, uSu S u Su S u Sxx,min@pron%gen prologe@n willen@v%pr_1 ich@pron%nom enden@v%inf in@prep this@gram_adj manere@n,min@pron%gen prologe@n willen@v%pr_1 ich@pron%nom enden@v%inf in@prep this@gram_adj manere@n,
