OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
That it is grisly for to heere hem swere.,That it is grisly° for to here hem swere;,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 473,,9,9,That it is grisly for to heere hem swere,That it is grisly for to here hem swere,S u S u S u Su S xx,S u S u S u Su S xx,that@conj hit@pron ben@v%pr_3 grisli@adj for@prep#adv to@part heren@v%inf hem@pron%pl_obj sweren@v%inf,that@conj hit@pron ben@v%pr_3 grisli@adj for@prep#adv to@part heren@v%inf hem@pron%pl_obj sweren@v%inf,
Oure blissed Lordes body they totere --,Our blissed lordes body they totere;°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 474,,9,9,Oure blissed Lordes body they totere,Our blissed lordes body they totere,Su Su Su S u Sxx,S uS uS u S uSx,oure@pron%pl_gen blessed@ppl#adj lord@n%gen bodi@n thei@pron%pl_nom toteren@v%pt_pl --@dash,oure@pron%pl_gen blessed@ppl#adj lord@n%gen bodi@n thei@pron%pl_nom toteren@v%pt_pl --@dash,
Hem thoughte that Jewes rente hym noght ynough --,Hem thoughte° Jewes rente° him noght ynough;,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 475,DIFF,0,10,Hem thoughte that Jewes rente hym noght ynough,Hem thoughte Jewes rente him noght ynough,       ,u Su Su Su S u S,hem@pron%pl_obj thinken@v1%pt_3 that@conj jeu@n%pl renden@v2%pt_pl him@pron%obj nought@adv inough@adv --@dash,hem@pron%pl_obj thinken@v1%pt_3 jeu@n%pl renden@v2%pt_pl him@pron%obj nought@adv inough@adv,green
And ech of hem at otheres synne lough.,And ech of hem at otheres sinne lough.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 476,,10,10,And ech of hem at otheres synne lough,And ech of hem at otheres sinne lough,u S u S u SuS u S,u S u S u SuS ux S,and@conj ech@pron of@prep hem@pron%pl_obj at@prep other@pron sinne@n laughen@v%pt_3,and@conj ech@pron of@prep hem@pron%pl_obj at@prep other@pron sinne@n laughen@v%pt_3,
And right anon thanne comen tombesteres,¶And right anon than comen tombesteres°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 477,,10,10,And right anon thanne comen tombesteres,And right anon than comen tombesteres,u S uS ux Su SuSx,u S uS u Su SuSx,and@conj righte@adv an-on@adv thanne@adv comen@v%pr_pl tumbestere@n%pl,and@conj righte@adv an-on@adv thanne@adv comen@v%pr_pl tumbestere@n%pl,
"Fetys and smale, and yonge frutesteres","Fetis° and smale, and yonge fruitesteres,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 478,,9,10,Fetys and smale and yonge frutesteres,Fetis and smale and yonge fruitesteres,S u Su S ux SuSx,uS u Su S ux SuSx,fetis@adj and@conj smal@adj and@conj yong@adj fruitestere@n%pl,fetis@adj and@conj smal@adj and@conj yong@adj fruitestere@n%pl,
"Syngeres with harpes, baudes, wafereres","Singers with harpes, baudes,° wafereres,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 479,,10,10,Syngeres with harpes baudes wafereres,Singers with harpes baudes wafereres,uS u Su Su SuSx,uS u Su Su SuSx,singere@n%pl with@prep harpe@n%pl baude@n%pl waferer@n%pl,singere@n%pl with@prep harpe@n%pl baude@n%pl waferer@n%pl,
Whiche been the verray develes officeres,Which been the verray develes officeres°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 480,,10,10,Whiche been the verray develes officeres,Which been the verray develes officeres,ux S u Su SuS uSxx,u S u Su SuS uSxx,which@pron ben@v%pr_pl the@def_art verrei@adj devel@n%gen officer@n%pl,which@pron ben@v%pr_pl the@def_art verrei@adj devel@n%gen officer@n%pl,
To kyndle and blowe the fyr of lecherye,To kindle and blow the fir of lecherie,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 481,,0,10,To kyndle and blowe the fyr of lecherye,To kindle and blow the fir of lecherie,       ,u Su S u S u S uxS,to@part kindelen@v1%inf and@conj blouen@v1%inf the@def_art fir@n of@prep lecherie@n,to@part kindelen@v1%inf and@conj blouen@v1%inf the@def_art fir@n of@prep lecherie@n,
That is annexed unto glotonye.,That is annexed unto glotonie.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 482,,9,10,That is annexed unto glotonye,That is annexed unto glotonie,S u SuS uS uSx,u S uSu Su SuS,that@pron ben@v%pr_3 annexen@v%ppl unto@prep glotonie@n,that@pron ben@v%pr_3 annexen@v%ppl unto@prep glotonie@n,
The hooly writ take I to my witnesse,The holy writ° take I to my witnesse,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 483,,0,0,The hooly writ take I to my witnesse,The holy writ take I to my witnesse,       ,       ,the@def_art holi@adj2 writ@n taken@v%pr_1 ich@pron%nom to@prep min@pron%gen witnesse@n,the@def_art holi@adj2 writ@n taken@v%pr_1 ich@pron%nom to@prep min@pron%gen witnesse@n,
That luxurie is in wyn and dronkenesse.,That luxurie° is in win and dronkenesse.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 484,,10,10,That luxurie is in wyn and dronkenesse,That luxurie is in win and dronkenesse,u SuS u S  u SuSx,u SuS u S u S uxSx,that@conj luxurie@n ben@v%pr_3 in@prep win@n and@conj dronkenesse@n,that@conj luxurie@n ben@v%pr_3 in@prep win@n and@conj dronkenesse@n,
"Lo, how that dronken Looth, unkyndely","Lo, how that dronken Loth, unkindely,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 485,,0,9,Lo how that dronken Looth unkyndely,Lo how that dronken Loth unkindely,     ,S u S uS u SuS,lo@interj hou@adv&conj that@part dronken@ppl#adj looth@n#propn unkindeli@adv,lo@interj hou@adv&conj that@part dronken@ppl#adj looth@n#propn unkindeli@adv,
"Lay by his doghtres two, unwityngly;","Lay by his doghtres two, unwitingly;°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 486,,0,0,Lay by his doghtres two unwityngly,Lay by his doghtres two unwitingly,     ,     ,lien@v1%pt_3 bi@prep his@pron1%gen doughter@n%pl two@num_adj unwitingli@adv,lien@v1%pt_3 bi@prep his@pron1%gen doughter@n%pl two@num_adj unwitingli@adv,
"So dronke he was, he nyste what he wroghte.","So dronke he was, he niste° what he wroghte.°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 487,,10,10,So dronke he was he nyste what he wroghte,So dronke he was he niste what he wroghte,u Su S u S u S u Sx,u Su S u S ux S u Sx,so@adv dronken@ppl#adj he@pron1%nom ben@v%pt_3 he@pron1%nom witen@v1%pt_3_neg what@pron he@pron1%nom werken@v%pt_3,so@adv dronken@ppl#adj he@pron1%nom ben@v%pt_3 he@pron1%nom witen@v1%pt_3_neg what@pron he@pron1%nom werken@v%pt_3,
"Herodes, whoso wel the stories soghte",Herodes (whoso° wel the stories soghte),data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 488,,10,10,Herodes whoso wel the stories soghte,Herodes whoso wel the stories soghte,uSx uS u S uSu Sx,uSx uS u S uSu Sx,herodes@n#propn who-so@pron%nom wel@adv the@def_art storie@n1%pl sechen@v%pt_3,herodes@n#propn who-so@pron%nom wel@adv the@def_art storie@n1%pl sechen@v%pt_3,
Whan he of wyn was repleet at his feeste,"Whan he of win was replet° at his feste,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 489,,9,10,Whan he of wyn was repleet at his feeste,Whan he of win was replet at his feste,S u S  u Su S u Sx,u S u S u Su S u Sx,whan@adv&conj he@pron1%nom of@prep win@n ben@v%pt_3 replete@ppl at@prep his@pron1%gen feste@n,whan@adv&conj he@pron1%nom of@prep win@n ben@v%pt_3 replete@ppl at@prep his@pron1%gen feste@n,
Right at his owene table he yaf his heeste,Right at his owene table he yaf° his heste°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 490,,10,10,Right at his owene table he yaf his heeste,Right at his owene table he yaf his heste,u S u Sux Su S x u Sx,u S u Sux Su S u S xx,righte@adv at@prep his@pron1%gen ouen@adj table@n he@pron1%nom yeven@v%pt_3 his@pron1%gen heste@n1,righte@adv at@prep his@pron1%gen ouen@adj table@n he@pron1%nom yeven@v%pt_3 his@pron1%gen heste@n1,
"To sleen the Baptist John, ful giltelees.",To sleen° the Baptist John ful giltelees.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 491,,10,10,To sleen the Baptist John ful giltelees,To sleen the Baptist John ful giltelees,u S u Su S u SuS,u S u Su S u SuS,to@part slen@v%inf the@def_art baptist@n1#propn john@n4#propn ful@adv giltles@adv,to@part slen@v%inf the@def_art baptist@n1#propn john@n4#propn ful@adv giltles@adv,
Senec seith a good word doutelees;,Senek° seith eek a good word doutelees;°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 492,DIFF,9,10,Senec seith a good word doutelees,Senek seith eek a good word doutelees,Su S u S u SuS,uS u S u S u SuS,senec@n#propn seien@v1%pr_3 a@indef_art god@adj word@n douteles@adv,senec@n#propn seien@v1%pr_3 ek@adv a@indef_art god@adj word@n douteles@adv,green
He seith he kan no difference fynde,"He seith, he can no difference finde",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 493,,10,10,He seith he kan no difference fynde,He seith he can no difference finde,u S u S u SuSu S,u S u S u SuSu Sx,he@pron1%nom seien@v1%pr_3 he@pron1%nom connen@v%pr_3 no@gram_adj difference@n finden@v%inf,he@pron1%nom seien@v1%pr_3 he@pron1%nom connen@v%pr_3 no@gram_adj difference@n finden@v%inf,
Bitwix a man that is out of his mynde,Bitwix a man that is out of his minde,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 494,,10,10,Bitwix a man that is out of his mynde,Bitwix a man that is out of his minde,uS u S u S u S u S,uS u S u S u S u Sx,bitwixe@prep a@indef_art man@n that@pron ben@v%pr_3 oute@adv#prep of@prep his@pron1%gen minde@n1,bitwixe@prep a@indef_art man@n that@pron ben@v%pr_3 oute@adv#prep of@prep his@pron1%gen minde@n1,
And a man which that is dronkelewe,"And a man which that is dronkelewe,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 495,,9,9,And a man which that is dronkelewe,And a man which that is dronkelewe,S u S u S u SuSx,S u S u S u SuSx,and@conj a@indef_art man@n which@pron that@pron ben@v%pr_3 dronke-leue@adj,and@conj a@indef_art man@n which@pron that@pron ben@v%pr_3 dronke-leue@adj,
"But that woodnesse, yfallen in a shrewe","But that woodnesse,° yfallen° in a shrewe,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 496,,10,10,But that woodnesse yfallen in a shrewe,But that woodnesse yfallen in a shrewe,u S uSu Su S u Sx,u S uSu Su S u Sx,but@conj that@conj wodnesse@n fallen@v%ppl_abs in@prep a@indef_art shreue@n,but@conj that@conj wodnesse@n fallen@v%ppl_abs in@prep a@indef_art shreue@n,
Persevereth lenger than doth dronkenesse.,Persevereth° lenger than doth dronkenesse.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 497,,10,10,Persevereth lenger than doth dronkenesse,Persevereth lenger than doth dronkenesse,uSuS uS u S uxSx,uSuS uS u S uxSx,perseveren@v%pr_3 lengere@adv%comp than@conj don@v1%pr_3 dronkenesse@n,perseveren@v%pr_3 lengere@adv%comp than@conj don@v1%pr_3 dronkenesse@n,
"O glotonye, ful of cursednesse!","¶O glotonie, ful of cursednesse",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 498,,9,9,O glotonye ful of cursednesse,O glotonie ful of cursednesse,S uSu S u SuSx,S uSu S u SuSx,o@interj glotonie@n ful@adj of@prep cursednesse@n,o@interj glotonie@n ful@adj of@prep cursednesse@n,
O cause first of oure confusioun!,"O cause first of our confusioun,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 499,,10,10,O cause first of oure confusioun,O cause first of our confusioun,u Su S u Sx uSuS,u Su S u S uSuS,o@interj cause@n first@num_adj of@prep oure@pron%pl_gen confusioun@n,o@interj cause@n first@num_adj of@prep oure@pron%pl_gen confusioun@n,
O original of oure dampnacioun,O original° of our dampnacioun,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 500,,10,10,O original of oure dampnacioun,O original of our dampnacioun,x uSuS u Sx uSuS,x uSuS u S uSuS,o@interj originale@n of@prep oure@pron%pl_gen dampnacioun@n,o@interj originale@n of@prep oure@pron%pl_gen dampnacioun@n,
Til Crist hadde boght us with his blood agayn!,Til Crist had boght° us with his blood again!,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 501,,10,10,Til Crist hadde boght us with his blood agayn,Til Crist had boght us with his blood again,u S ux S u S u S uS,u S u S u S u S uS,til@conj crist@n#propn haven@v%pt_3 bien@v%ppl us@pron%pl_obj with@prep his@pron1%gen blod@n1 ayen@adv,til@conj crist@n#propn haven@v%pt_3 bien@v%ppl us@pron%pl_obj with@prep his@pron1%gen blod@n1 ayen@adv,
"Lo, how deere, shortly for to sayn","Lo, how dere, shortly for to sayn",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 502,,0,0,Lo how deere shortly for to sayn,Lo how dere shortly for to sayn,      ,      ,lo@interj hou@adv&conj dere@adv shortli@adv for@prep#adv to@part seien@v1%inf,lo@interj hou@adv&conj dere@adv shortli@adv for@prep#adv to@part seien@v1%inf,
Aboght was thilke cursed vileynye!,Aboght° was thilke cursed vileinie;°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 503,,0,10,Aboght was thilke cursed vileynye,Aboght was thilke cursed vileinie,    ,uS u Su Su SuS,abien@v%ppl ben@v%pt_3 thilke@gram_adj cursed@ppl#adj vileinie@n,abien@v%ppl ben@v%pt_3 thilke@gram_adj cursed@ppl#adj vileinie@n,
Corrupt was al this world for glotonye.,Corrupt was al this world for glotonie!,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 504,,9,10,Corrupt was al this world for glotonye,Corrupt was al this world for glotonie,Su S u S u S uSx,uS u S u S u SuS,corrupten@v%ppl ben@v%pt_3 al@gram_adj this@gram_adj world@n for@prep glotonie@n,corrupten@v%ppl ben@v%pt_3 al@gram_adj this@gram_adj world@n for@prep glotonie@n,
"Adam oure fader, and his wyf also","Adam our fader, and his wif also",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 505,,9,10,Adam oure fader and his wyf also,Adam our fader and his wif also,Su Su Sx u S  uS,uS u Su S u S uS,adam@n1#propn oure@pron%pl_gen fader@n and@conj his@pron1%gen wif@n also@adv,adam@n1#propn oure@pron%pl_gen fader@n and@conj his@pron1%gen wif@n also@adv,
Fro Paradys to labour and to wo,Fro Paradis to labour and to wo,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 506,,9,10,Fro Paradys to labour and to wo,Fro Paradis to labour and to wo,S uS u Su S u S,u SuS u Su S u S,from@prep paradise@n to@prep labour@n and@conj to@prep wo@n,from@prep paradise@n to@prep labour@n and@conj to@prep wo@n,
"Were dryven for that vice, it is no drede.","Were driven for that vice, it is no drede;°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 507,,9,10,Were dryven for that vice it is no drede,Were driven for that vice it is no drede,Su S u S ux S u S xx,ux Su S u Su S u S xx,ben@v%pt_3 driven@v%ppl for@prep that@art&gram_adj vice@n hit@pron ben@v%pr_3 no@gram_adj drede@n,ben@v%pt_3 driven@v%ppl for@prep that@art&gram_adj vice@n hit@pron ben@v%pr_3 no@gram_adj drede@n,
"For whil that Adam fasted, as I rede","For whil that Adam fasted, as I rede,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 508,,10,10,For whil that Adam fasted as I rede,For whil that Adam fasted as I rede,u S u Su Su S u Sx,u S u Su Su S u Sx,for@conj whil@conj that@part adam@n1#propn fasten@v2%pt_3 as@conj ich@pron%nom reden@v1%pr_1,for@conj whil@conj that@part adam@n1#propn fasten@v2%pt_3 as@conj ich@pron%nom reden@v1%pr_1,
He was in Paradys; and whan that he,He was in Paradis; and whan that he,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 509,,9,10,He was in Paradys and whan that he,He was in Paradis and whan that he,S u S uS u S u S,u S u SuS u S u S,he@pron1%nom ben@v%pt_3 in@prep paradise@n and@conj whan@adv&conj that@part he@pron1%nom,he@pron1%nom ben@v%pt_3 in@prep paradise@n and@conj whan@adv&conj that@part he@pron1%nom,
Eet of the fruyt deffended on the tree,Eet of the fruit defended° on the tree,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 510,,10,10,Eet of the fruyt deffended on the tree,Eet of the fruit defended on the tree,u S u S uSu S u S,u S u S uSu S u S,eten@v%pt_3 of@prep the@def_art fruit@n defenden@v%ppl_abs on@prep the@def_art tre@n,eten@v%pt_3 of@prep the@def_art fruit@n defenden@v%ppl_abs on@prep the@def_art tre@n,
Anon he was out cast to wo and peyne.,Anon he was outcast to wo and peine.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 511,DIFF,10,10,Anon he was out cast to wo and peyne,Anon he was outcast to wo and peine,uS u S u S u S u Sx,uS u S uS u S u Sx,an-on@adv he@pron1%nom ben@v%pt_3 oute@adv casten@v%ppl to@prep wo@n and@conj peine@n,an-on@adv he@pron1%nom ben@v%pt_3 outcasten@v%ppl oute@adv wo@n and@conj peine@n,green
"O glotonye, on thee wel oghte us pleyne!","O Glotonie, on thee wel oghte us pleine!°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 512,,9,10,O glotonye on thee wel oghte us pleyne,O Glotonie on thee wel oghte us pleine,S uSx u S u Sx u Sx,u SuS u S u Sx u Sx,o@interj glotonie@n on@prep the@pron2%obj wel@adv ouen@v%pt_3 us@pron%pl_obj pleinen@v%inf,o@interj glotonie@n on@prep the@pron2%obj wel@adv ouen@v%pt_3 us@pron%pl_obj pleinen@v%inf,
"O, wiste a man how manye maladyes","O, wiste a man° how many maladies",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 513,,10,10,O wiste a man how manye maladyes,O wiste a man how many maladies,u Su S u S ux SuS,u Sx u S u S uSuS,o@interj witen@v1%pt_3 a@indef_art man@n hou@adv&conj mani@gram_adj maladie@n%pl,o@interj witen@v1%pt_3 a@indef_art man@n hou@adv&conj mani@gram_adj maladie@n%pl,
Folwen of excesse and of glotonyes,Folwen of excesse and of° glotonies,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 514,,10,10,Folwen of excesse and of glotonyes,Folwen of excesse and of glotonies,uS u Sux S u SuS,ux S uSx u S uSuS,folwen@v%pr_pl of@prep excess@n and@conj of@prep glotonie@n%pl,folwen@v%pr_pl of@prep excess@n and@conj of@prep glotonie@n%pl,
He wolde been the moore mesurable,He wolde been the more mesurable°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 515,,10,10,He wolde been the moore mesurable,He wolde been the more mesurable,u Su S u Su SuSx,u Su S u Su SuSx,he@pron1%nom willen@v%pt_3 ben@v%inf the@adv more@adv%comp mesurable@adj,he@pron1%nom willen@v%pt_3 ben@v%inf the@adv more@adv%comp mesurable@adj,
"Of his diete, sittynge at his table.","Of his diete, sittinge at his table.",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 516,,9,9,Of his diete sittynge at his table,Of his diete sittinge at his table,S u Su Su S u Sx,S u Su Sux S u Sx,of@prep his@pron1%gen diete@n sitten@v%prp_abs at@prep his@pron1%gen table@n,of@prep his@pron1%gen diete@n sitten@v%prp_abs at@prep his@pron1%gen table@n,
