OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
I pray yow hertely telle us somwhat elles;,"I prey yow hertely, telle us somwhat° elles",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2793,,0,0,I pray yow hertely telle us somwhat elles,I prey yow hertely telle us somwhat elles,       ,       ,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj hertelie@adv tellen@v%inf us@pron%pl_obj som-what@pron elles@adj,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj hertelie@adv tellen@v%inf us@pron%pl_obj som-what@pron elles@adj,
"For sikerly, nere clynkyng of youre belles","For sikerly,° nere° clinking of your belles",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2794,,10,10,For sikerly nere clynkyng of youre belles,For sikerly nere clinking of your belles,u SuS ux Su S ux Sx,u SuS ux Su S u Sx,for@conj sikerli@adv ben@v%pt_3_neg clinking@ger of@prep your@pron%pl_gen belle@n1%pl,for@conj sikerli@adv ben@v%pt_3_neg clinking@ger of@prep your@pron%pl_gen belle@n1%pl,
That on youre bridel hange on every syde,That on your bridel hange on every side,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2795,,10,10,That on youre bridel hange on every syde,That on your bridel hange on every side,u S ux Su Sx u Sxu Sx,u S u Su Sx u Sxu Sx,that@pron on@prep your@pron%pl_gen bridel@n hongen@v%pr_pl on@prep everi@pron_gram_adj side@n,that@pron on@prep your@pron%pl_gen bridel@n hongen@v%pr_pl on@prep everi@pron_gram_adj side@n,
By hevene kyng that for us alle dyde,"By heven king, that for us alle dide,°",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2796,,10,10,By hevene kyng that for us alle dyde,By heven king that for us alle dide,u Sux S u S u Su Sx,u Su S u S u Su Sx,bi@prep heven@n#adj king@n that@pron for@prep us@pron%pl_obj al@gram_adj dien@v%pt_3,bi@prep heven@n#adj king@n that@pron for@prep us@pron%pl_obj al@gram_adj dien@v%pt_3,
I sholde er this han fallen doun for sleep,I sholde er this han fallen doun for slepe,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2797,,10,10,I sholde er this han fallen doun for sleep,I sholde er this han fallen doun for slepe,u Sx u S u Su S u S,u Sx u S u Su S u Sx,ich@pron%nom shulen@v1%pt_1 er@prep this@pron haven@v%inf fallen@v%ppl doun@adv for@prep slep@n,ich@pron%nom shulen@v1%pt_1 er@prep this@pron haven@v%inf fallen@v%ppl doun@adv for@prep slep@n,
Althogh the slough had never been so deep;,Although the slough° had never been so depe;,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2798,,10,10,Althogh the slough had never been so deep,Although the slough had never been so depe,uS u S u Su S u S,uS u S u Su S u Sx,al-thogh@conj the@def_art slough@n1 haven@v%pt_3 never@adv ben@v%ppl so@adv dep@adj,al-thogh@conj the@def_art slough@n1 haven@v%pt_3 never@adv ben@v%ppl so@adv dep@adj,
Thanne hadde your tale al be toold in veyn.,Than had your tale al be told in vain.,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2799,,10,10,Thanne hadde your tale al be toold in veyn,Than had your tale al be told in vain,ux Sx u Su S u S u S,u S u Su S u S u S,thanne@adv haven@v%pt_3 your@pron%pl_gen tale@n al@adv ben@v%ppl tellen@v%ppl in@prep vein@n,thanne@adv haven@v%pt_3 your@pron%pl_gen tale@n al@adv ben@v%ppl tellen@v%ppl in@prep vein@n,
"For certeinly, as that thise clerkes seyn","For certeinly, as that thise clerkes seyn",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2800,,10,10,For certeinly as that thise clerkes seyn,For certeinly as that thise clerkes seyn,u SuS u S ux Su S,u SuS u S ux Su S,for@conj certainli@adv as@conj that@part these@gram_adj%pl clerk@n%pl seien@v1%pr_pl,for@conj certainli@adv as@conj that@part these@gram_adj%pl clerk@n%pl seien@v1%pr_pl,
Whereas a man may have noon audience,"‘Wheras° a man may have noon audience,°",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2801,,10,10,Whereas a man may have noon audience,Wheras a man may have noon audience,uS u S u Sx u SuSx,uS u S u Sx u SuSx,wher-as@adv a@indef_art man@n mouen@v3%pr_3 haven@v%inf non@gram_adj audience@n,wher-as@adv a@indef_art man@n mouen@v3%pr_3 haven@v%inf non@gram_adj audience@n,
Noght helpeth it to tellen his sentence.,Noght helpeth it° to tellen his sentence.’°,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2802,,10,10,Noght helpeth it to tellen his sentence,Noght helpeth it to tellen his sentence,u Su S u Su S uSx,u Su S u Su S uSx,nought@pron helpen@v%pr_3 hit@pron to@part tellen@v%inf his@pron1%gen sentence@n,nought@pron helpen@v%pr_3 hit@pron to@part tellen@v%inf his@pron1%gen sentence@n,
And wel I woot the substance is in me,And wel I woot the substance° is in me,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2803,,10,10,And wel I woot the substance is in me,And wel I woot the substance is in me,u S u S u Sux S u S,u S u S u Sux S u S,and@conj wel@adv ich@pron%nom witen@v1%pr_1 the@def_art substaunce@n ben@v%pr_3 in@prep me@pron2%obj,and@conj wel@adv ich@pron%nom witen@v1%pr_1 the@def_art substaunce@n ben@v%pr_3 in@prep me@pron2%obj,
If any thyng shal wel reported be.,If any thing shal wel reported be.,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2804,,10,10,If any thyng shal wel reported be,If any thing shal wel reported be,u Su S u S uSu S,u Su S u S uSu S,if@conj ani@gram_adj thing@n shulen@v1%pr_3 wel@adv reporten@v%ppl ben@v%inf,if@conj ani@gram_adj thing@n shulen@v1%pr_3 wel@adv reporten@v%ppl ben@v%inf,
"Sir, sey somwhat of huntyng, I yow preye.","Sir, sey somwhat° of hunting, I yow preye.”",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2805,,10,10,Sir sey somwhat of huntyng I yow preye,Sir sey somwhat of hunting I yow preye,u S uS u Su S u S,u S uS u Su S u S,sire@n seien@v1%imp som-what@pron of@prep huntinge@ger ich@pron%nom you@pron%pl_obj preien@v1%pr_1,sire@n seien@v1%imp som-what@pron of@prep huntinge@ger ich@pron%nom you@pron%pl_obj preien@v1%pr_1,
"Nay,"""" quod this Monk, """"I have no lust to pleye.","“Nay,” quod this Monk, “I have no lust° to pleye;",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2806,,10,10,Nay quod this Monk I have no lust to pleye,Nay quod this Monk I have no lust to pleye,u S u S u Sx u S u S,u S u S u Sx u S u S,nai@interj quethen@v%pt_3 this@gram_adj monk@n ich@pron%nom haven@v%pr_1 no@gram_adj lust@n to@part pleien@v1%inf,nai@interj quethen@v%pt_3 this@gram_adj monk@n ich@pron%nom haven@v%pr_1 no@gram_adj lust@n to@part pleien@v1%inf,
"Now lat another telle, as I have toold.","Now let another telle, as I have told.”",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2807,,10,10,Now lat another telle as I have toold,Now let another telle as I have told,u S uSu Sx u S ux S,u S uSu Sx u S ux S,nou@adv leten@v%imp another@pron tellen@v%inf as@conj ich@pron%nom haven@v%pr_1 tellen@v%ppl,nou@adv leten@v%imp another@pron tellen@v%inf as@conj ich@pron%nom haven@v%pr_1 tellen@v%ppl,
Thanne spak oure Hoost with rude speche and boold,"¶Than spak our Host, with rude° speche and bold",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2808,,10,10,Thanne spak oure Hoost with rude speche and boold,Than spak our Host with rude speche and bold,ux S ux S u Su Sx u S,u S u S u Su Sx u S,thanne@adv speken@v%pt_3 oure@pron%pl_gen hoste@n2 with@prep rude@adj speche@n and@conj bold@adj,thanne@adv speken@v%pt_3 oure@pron%pl_gen hoste@n2 with@prep rude@adj speche@n and@conj bold@adj,
And seyde unto the Nonnes Preest anon,And seide unto the Nonnes Preest anon,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2809,,10,10,And seyde unto the Nonnes Preest anon,And seide unto the Nonnes Preest anon,u Sx uS u Su S uS,u Sx uS u Su S uS,and@conj seien@v1%pt_3 unto@prep the@def_art nonne@n%gen prest@n3 an-on@adv,and@conj seien@v1%pt_3 unto@prep the@def_art nonne@n%gen prest@n3 an-on@adv,
"Com neer, thou preest, com hyder, thou sir John!","“Com neer, thou preest, com hider,° thou Sir John",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2810,,10,10,Com neer thou preest com hyder thou sir John,Com neer thou preest com hider thou Sir John,u S u S u Su S u S,u S u S u Su S u S,comen@v%imp ner@adv2 thou@pron%nom prest@n3 comen@v%imp hider@adv thou@pron%nom sire@n#adj john@n6#propn,comen@v%imp ner@adv2 thou@pron%nom prest@n3 comen@v%imp hider@adv thou@pron%nom sire@n#adj john@n6#propn,
Telle us swich thyng as may oure hertes glade.,"Tel us swich thing as may our hertes glade,°",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2811,,10,10,Telle us swich thyng as may oure hertes glade,Tel us swich thing as may our hertes glade,ux S u S u S ux Su Sx,u S u S u S u Su Sx,tellen@v%imp us@pron%pl_obj swich@gram_adj thing@n as@conj mouen@v3%pr_3 oure@pron%pl_gen herte@n%pl gladen@v%inf,tellen@v%imp us@pron%pl_obj swich@gram_adj thing@n as@conj mouen@v3%pr_3 oure@pron%pl_gen herte@n%pl gladen@v%inf,
"Be blithe, though thou ryde upon a jade.","Be blithe,° though thou ride upon a jade.°",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2812,,10,10,Be blithe though thou ryde upon a jade,Be blithe though thou ride upon a jade,u Su S u Sx uS u Sx,u Su S u Sx uS u Sx,ben@v%imp blithe@adj though@conj thou@pron%nom riden@v%pr_2 upon@prep a@indef_art jade@n,ben@v%imp blithe@adj though@conj thou@pron%nom riden@v%pr_2 upon@prep a@indef_art jade@n,
What thogh thyn hors be bothe foul and lene?,What though° thin hors be bothe foule° and lene,data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2813,,10,10,What thogh thyn hors be bothe foul and lene,What though thin hors be bothe foule and lene,u S u S u Su S u Sx,u S u S u Su Sx u Sx,what@adv though@conj thin@pron%gen hors@n ben@v%pr_3 bothe@num_conj foul@adj and@conj lene@adj1,what@adv though@conj thin@pron%gen hors@n ben@v%pr_3 bothe@num_conj foul@adj and@conj lene@adj1,
"If he wol serve thee, rekke nat a bene.","If he wol serve thee, rekke nat a bene;°",data/riverside_cats/NPPro_riv.cat,data/oxford_txts/NPPro_oxford.txt,data/csvs/NPPro,Prologue to the Nun's Priest's Tale 2814,,10,10,If he wol serve thee rekke nat a bene,If he wol serve thee rekke nat a bene,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,if@conj he@pron1%nom willen@v%pr_3 serven@v1%inf the@pron2%obj recchen@v2%imp not@adv a@indef_art bene@n1,if@conj he@pron1%nom willen@v%pr_3 serven@v1%inf the@pron2%obj recchen@v2%imp not@adv a@indef_art bene@n1,
