OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"As though she wolde seyn, """"Lo! I, Nature","As though she wolde seyn, “Lo!° I, Nature",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 11,,10,10,As though she wolde seyn Lo I Nature,As though she wolde seyn Lo I Nature,u S u Su S u S uSx,u S u Su S u S uSx,as@conj though@conj she@pron%nom willen@v%pt_3 seien@v1%inf lo@interj ich@pron%nom nature@n#propn,as@conj though@conj she@pron%nom willen@v%pt_3 seien@v1%inf lo@interj ich@pron%nom nature@n#propn,
Thus kan I forme and peynte a creature,Thus can I forme and peinte a creature,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 12,,10,10,Thus kan I forme and peynte a creature,Thus can I forme and peinte a creature,u S u Sx u Sx u SuSx,u S u Sx u Sx u SuSx,thus@adv connen@v%pr_1 ich@pron%nom formen@v%inf and@conj peinten@v%inf a@indef_art creature@n,thus@adv connen@v%pr_1 ich@pron%nom formen@v%inf and@conj peinten@v%inf a@indef_art creature@n,
Whan that me list; who kan me countrefete?,Whan that me list;° who can me countrefete?°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 13,,10,10,Whan that me list who kan me countrefete,Whan that me list who can me countrefete,u S u S u S u SuSx,u S u S u S u SuSx,whan@adv&conj that@part me@pron2%obj listen@v1%pr_3 who@pron%nom connen@v%pr_3 me@pron2%obj countrefeten@v%inf,whan@adv&conj that@part me@pron2%obj listen@v1%pr_3 who@pron%nom connen@v%pr_3 me@pron2%obj countrefeten@v%inf,
"Pigmalion noght, though he ay forge and bete","Pigmalion noght, though he ay forge° and bete,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 14,,0,0,Pigmalion noght though he ay forge and bete,Pigmalion noght though he ay forge and bete,       ,       ,pigmalion@n#propn nought@adv though@conj he@pron1%nom ai@adv forgen@v%pr_3 and@conj beten@v1%pr_3,pigmalion@n#propn nought@adv though@conj he@pron1%nom ai@adv forgen@v%pr_3 and@conj beten@v1%pr_3,green
"Or grave, or peynte; for I dar wel seyn","Or grave,° or peinte; for I dar wel seyn",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 15,,10,10,Or grave or peynte for I dar wel seyn,Or grave or peinte for I dar wel seyn,u Su S ux S u S u S,u Su S ux S u S u S,or@conj graven@v1%pr_3 or@conj peinten@v%pr_3 for@conj ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf,or@conj graven@v1%pr_3 or@conj peinten@v%pr_3 for@conj ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf,
"Apelles, Zanzis, sholde werche in veyn","Apelles, Zanzis, sholde werche in vein",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 16,,10,10,Apelles Zanzis sholde werche in veyn,Apelles Zanzis sholde werche in vein,uSu Su Su Sx u S,uSu Su Su Sx u S,appelles@n#propn zanzis@n1#propn shulen@v1%pt_3 werken@v%inf in@prep vein@n,appelles@n#propn zanzis@n1#propn shulen@v1%pt_3 werken@v%inf in@prep vein@n,
"Outher to grave, or peynte, or forge, or bete",Outher° to grave or peinte or forge or bete,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 17,,10,10,Outher to grave or peynte or forge or bete,Outher to grave or peinte or forge or bete,uS u Sx u Sx u Sx u Sx,uS u Sx u Sx u Sx u Sx,outher@conj to@part graven@v1%inf or@conj peinten@v%inf or@conj forgen@v%inf or@conj beten@v1%inf,outher@conj to@part graven@v1%inf or@conj peinten@v%inf or@conj forgen@v%inf or@conj beten@v1%inf,
If they presumed me to countrefete.,If they presumed me to countrefete.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 18,,10,10,If they presumed me to countrefete,If they presumed me to countrefete,u S uSu S u SuSx,u S uSu S u SuSx,if@conj thei@pron%pl_nom presumen@v%pt_pl me@pron2%obj to@part countrefeten@v%inf,if@conj thei@pron%pl_nom presumen@v%pt_pl me@pron2%obj to@part countrefeten@v%inf,
For He that is the formere principal,For he that is the former principal°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 19,,10,10,For He that is the formere principal,For he that is the former principal,u S u S u Sux SuS,u S u S u Su SuS,for@conj he@pron1%nom that@pron ben@v%pr_3 the@def_art formere@n principal@adj,for@conj he@pron1%nom that@pron ben@v%pr_3 the@def_art formere@n principal@adj,
Hath maked me his vicaire general,"Hath maked° me his vicaire general,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 20,,10,10,Hath maked me his vicaire general,Hath maked me his vicaire general,u Su x S uSu SuS,u Su x S uSu SuS,haven@v%pr_3 maken@v1%ppl me@pron2%obj his@pron1%gen vicar@n general@adj,haven@v%pr_3 maken@v1%ppl me@pron2%obj his@pron1%gen vicar@n general@adj,
To forme and peynten erthely creaturis,To forme and peinten erthely creaturis,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 21,,10,10,To forme and peynten erthely creaturis,To forme and peinten erthely creaturis,u Sx u Sx uS uSuS,u Sx u Sx uS uSuS,to@part formen@v%inf and@conj peinten@v%inf ertheli@adj creature@n%pl,to@part formen@v%inf and@conj peinten@v%inf ertheli@adj creature@n%pl,green
"Right as me list, and ech thyng in my cure is","Right as me list,° and ech thing in my cure° is",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 22,,10,10,Right as me list and ech thyng in my cure is,Right as me list and ech thing in my cure is,u S u S u S  u  Su S,u S u S u S u S  ux S,righte@adv as@conj me@pron2%obj listen@v1%pr_3 and@conj ech@pron_gram_adj thing@n in@prep min@pron%gen cure@n1 ben@v%pr_3,righte@adv as@conj me@pron2%obj listen@v1%pr_3 and@conj ech@pron_gram_adj thing@n in@prep min@pron%gen cure@n1 ben@v%pr_3,
"Under the moone, that may wane and waxe","Under the mone, that may wane° and waxe,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 23,,10,10,Under the moone that may wane and waxe,Under the mone that may wane and waxe,uS u Su S u Sx u Sx,uS u Su S u Sx u Sx,under@prep the@def_art mone@n1 that@pron mouen@v3%pr_3 wanen@v%inf and@conj waxen@v1%inf,under@prep the@def_art mone@n1 that@pron mouen@v3%pr_3 wanen@v%inf and@conj waxen@v1%inf,
And for my werk right no thyng wol I axe;,And for my werk right no thing° wol I axe;°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 24,,0,9,And for my werk right no thyng wol I axe,And for my werk right no thing wol I axe,         ,S u  S u S u S u Sx,and@conj for@prep min@pron%gen werk@n righte@adv no@gram_adj thing@n willen@v%pr_1 ich@pron%nom asken@v%inf,and@conj for@prep min@pron%gen werk@n righte@adv no@gram_adj thing@n willen@v%pr_1 ich@pron%nom asken@v%inf,
My lord and I been ful of oon accord.,My lord and I ben ful of oon accord;°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 25,,9,9,My lord and I been ful of oon accord,My lord and I ben ful of oon accord, S u S u S u S uS, S u S u S u S uS,min@pron%gen lord@n and@conj ich@pron%nom ben@v%pr_pl ful@adv of@prep on@num_adj accord@n,min@pron%gen lord@n and@conj ich@pron%nom ben@v%pr_pl ful@adv of@prep on@num_adj accord@n,
I made hire to the worshipe of my lord;,I made hir to the worship° of my lord.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 26,,10,10,I made hire to the worshipe of my lord,I made hir to the worship of my lord,u Su Sx u S uSx u  S,u Su S u S uS u  S,ich@pron%nom maken@v1%pt_1 hire@pron2%fem_obj to@prep the@def_art worshipe@n of@prep min@pron%gen lord@n,ich@pron%nom maken@v1%pt_1 hire@pron2%fem_obj to@prep the@def_art worshipe@n of@prep min@pron%gen lord@n,
So do I alle myne othere creatures,So° do I al mine other creatures,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 27,,10,10,So do I alle myne othere creatures,So do I al mine other creatures,u S u Su x Sux SuSx,u S u S ux Su SuSx,so@adv don@v1%pr_1 ich@pron%nom al@gram_adj min@pron%gen other@gram_adj creature@n%pl,so@adv don@v1%pr_1 ich@pron%nom al@gram_adj min@pron%gen other@gram_adj creature@n%pl,
What colour that they han or what figures.,"What colour that they han, or what figures.”—",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 28,,10,10,What colour that they han or what figures,What colour that they han or what figures,u Su S u S u S uSx,u Su S u S u S uSx,what@gram_adj colour@n that@pron thei@pron%pl_nom haven@v%pr_pl or@conj what@gram_adj figure@n%pl,what@gram_adj colour@n that@pron thei@pron%pl_nom haven@v%pr_pl or@conj what@gram_adj figure@n%pl,
Thus semeth me that Nature wolde seye.,Thus semeth me° that Nature wolde seye.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 29,,10,10,Thus semeth me that Nature wolde seye,Thus semeth me that Nature wolde seye,u Su S u Sux Su Sx,u Su S u Sux Su Sx,thus@adv semen@v2%pr_3 me@pron2%obj that@conj nature@n#propn willen@v%pt_3 seien@v1%inf,thus@adv semen@v2%pr_3 me@pron2%obj that@conj nature@n#propn willen@v%pt_3 seien@v1%inf,
This mayde of age twelve yeer was and tweye,"This maide of age twelf yeer was and tweie,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 30,DIFF,10,10,This mayde of age twelve yeer was and tweye,This maide of age twelf yeer was and tweie,u Su S ux Sx u S u Sx,u Su S ux S u S u S,this@gram_adj maide@n of@prep age@n twelve@num_adj yer@n ben@v%pt_3 and@conj twein@num_adj,this@gram_adj maide@n of@prep age@n twelve@num_adj yer@n ben@v%pt_3 and@conj twein@num_adj,green
In which that Nature hadde swich delit.,In which that Nature hadde swich delit.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 31,,10,10,In which that Nature hadde swich delit,In which that Nature hadde swich delit,u S u Sux Su S uS,u S u Sux Su S uS,in@prep which@pron that@pron nature@n#propn haven@v%pt_3 swich@gram_adj delite@n1,in@prep which@pron that@pron nature@n#propn haven@v%pt_3 swich@gram_adj delite@n1,
For right as she kan peynte a lilie whit,For right as she can peinte a lilie whit,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 32,,10,10,For right as she kan peynte a lilie whit,For right as she can peinte a lilie whit,u S u S u Sx u Su S,u S u S u Sx u Su S,for@conj righte@adv as@conj she@pron%nom connen@v%pr_3 peinten@v%inf a@indef_art lilie@n whit@adj,for@conj righte@adv as@conj she@pron%nom connen@v%pr_3 peinten@v%inf a@indef_art lilie@n whit@adj,
"And reed a rose, right with swich peynture","And reed° a rose, right with swich peinture°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 33,,10,10,And reed a rose right with swich peynture,And reed a rose right with swich peinture,u S u Su S u S uSx,u S u Su S u S uSx,and@conj red@adj a@indef_art rose@n1 righte@adv with@prep swich@gram_adj peinture@n,and@conj red@adj a@indef_art rose@n1 righte@adv with@prep swich@gram_adj peinture@n,
She peynted hath this noble creature,She peinted hath this noble creature,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 34,,10,10,She peynted hath this noble creature,She peinted hath this noble creature,u Su S u Su SuSx,u Su S u Su SuSx,she@pron%nom peinten@v%ppl haven@v%pr_3 this@gram_adj noble@adj creature@n,she@pron%nom peinten@v%ppl haven@v%pr_3 this@gram_adj noble@adj creature@n,
"Er she were born, upon hir lymes fre","Er she were born, upon hir limes free,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 35,,9,10,Er she were born upon hir lymes fre,Er she were born upon hir limes free,S u Su S uS u S x,u S ux S uS u Su S,er@conj1 she@pron%nom ben@v%pt_3 beren@v1%ppl upon@prep hire@pron1%fem_gen lim@n1%pl fre@adj,er@conj1 she@pron%nom ben@v%pt_3 beren@v1%ppl upon@prep hire@pron1%fem_gen lim@n1%pl fre@adj,
Where as by right swiche colours sholde be;,Wheras° by right swich colours sholde be;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 36,DIFF,10,9,Where as by right swiche colours sholde be,Wheras by right swich colours sholde be,ux S  u Su Su Su S,Su  S u Su Su S,wher@adv&conj as@conj bi@prep righte@adv swich@gram_adj colour@n%pl shulen@v1%pt_pl ben@v%inf,wher-as@adv bi@prep righte@adv swich@gram_adj colour@n%pl shulen@v1%pt_pl ben@v%inf,green
And Phebus dyed hath hire tresses grete,And Phebus° diyd hath hir tresses grete°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 37,,10,9,And Phebus dyed hath hire tresses grete,And Phebus diyd hath hir tresses grete,u Su S u Su Su Sx,S uS u S u Su Sx,and@conj phebus@n#propn deien@v%ppl haven@v%pr_3 hire@pron1%fem_gen tresse@n%pl gret@adj,and@conj phebus@n#propn deien@v%ppl haven@v%pr_3 hire@pron1%fem_gen tresse@n%pl gret@adj,
Lyk to the stremes of his burned heete.,Lik to the stremes° of his burned° hete.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 38,,9,10,Lyk to the stremes of his burned heete,Lik to the stremes of his burned hete, S u Su S u Su Sx,u S u Su S u Su Sx,lik@adj to@prep the@def_art strem@n%pl of@prep his@pron1%gen burnen@v#adj%ppl hete@n1,lik@adj to@prep the@def_art strem@n%pl of@prep his@pron1%gen burnen@v#adj%ppl hete@n1,
And if that excellent was hire beautee,And if that° excellent was hir beautee,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 39,,10,10,And if that excellent was hire beautee,And if that excellent was hir beautee,u S u SuS u Sx uS,u S u SuS u S uS,and@conj if@conj that@part excellent@adj ben@v%pt_3 hire@pron1%fem_gen beaute@n,and@conj if@conj that@part excellent@adj ben@v%pt_3 hire@pron1%fem_gen beaute@n,
A thousand foold moore vertuous was she.,A thousand-fold more vertuous was she.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 40,DIFF,10,10,A thousand foold moore vertuous was she,A thousandfold more vertuous was she,u Su S ux SuS u S,u SuS ux SuS u S,a@indef_art thousand@num_adj folde@n2 more@adv%comp vertuous@adj ben@v%pt_3 she@pron%nom,a@indef_art thousandfold@adj more@adv%comp vertuous@adj ben@v%pt_3 she@pron%nom,green
In hire ne lakked no condicioun,In hir ne lakked° no condicioun,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 41,,10,10,In hire ne lakked no condicioun,In hir ne lakked no condicioun,u Su S ux S uSuS,u S u Su S uSuS,in@prep hire@pron2%fem_obj ne@adv lakken@v%pt_3 no@gram_adj condicioun@n,in@prep hire@pron2%fem_obj ne@adv lakken@v%pt_3 no@gram_adj condicioun@n,
"That is to preyse, as by discrecioun.","That is to preise, as by discrecioun.°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 42,,10,10,That is to preyse as by discrecioun,That is to preise as by discrecioun,u S u Su S  uSuS,u S u Su S  uSuS,that@pron ben@v%pr_3 to@part preisen@v%inf as@conj bi@prep discrecioun@n,that@pron ben@v%pr_3 to@part preisen@v%inf as@conj bi@prep discrecioun@n,
As wel in goost as body chast was she,As wel in goost° as body chast° was she;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 43,,9,9,As wel in goost as body chast was she,As wel in goost as body chast was she,S u S u S u S u S,S u S u S u S u S,as@conj wel@adv in@prep gost@n as@conj bodi@n chaste@adj ben@v%pt_3 she@pron%nom,as@conj wel@adv in@prep gost@n as@conj bodi@n chaste@adj ben@v%pt_3 she@pron%nom,
For which she floured in virginitee,For which she floured in virginitee,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 44,,10,10,For which she floured in virginitee,For which she floured in virginitee,u S u Su S uSuS,u S u Su S uSuS,for@prep which@pron she@pron%nom flouren@v1%pt_3 in@prep virginite@n,for@prep which@pron she@pron%nom flouren@v1%pt_3 in@prep virginite@n,
With alle humylitee and abstinence,With alle humilitee and abstinence,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 45,,10,10,With alle humylitee and abstinence,With alle humilitee and abstinence,u Su SuS u SuSx,u Sx uSuS u SuSx,with@prep al@gram_adj humilite@n and@conj abstinence@n,with@prep al@gram_adj humilite@n and@conj abstinence@n,
With alle attemperaunce and pacience,With alle attemperaunce° and pacience,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 46,,10,10,With alle attemperaunce and pacience,With alle attemperaunce and pacience,u Su SuxSx u SuSx,u Su SuxSx u SuSx,with@prep al@gram_adj attempraunce@n and@conj pacience@n,with@prep al@gram_adj attempraunce@n and@conj pacience@n,
With mesure eek of beryng and array.,With mesure° eek of bering and array.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 47,,9,10,With mesure eek of beryng and array,With mesure eek of bering and array,S uSx u S u S uS,u Sux S u Su S uS,with@prep mesure@n ek@adv of@prep bering@ger and@conj arrai@n,with@prep mesure@n ek@adv of@prep bering@ger and@conj arrai@n,
Discreet she was in answeryng alway;,Discreet she was in answering alway;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 48,,9,10,Discreet she was in answeryng alway,Discreet she was in answering alway,Su S u S uS uS,uS u S u SuS uS,discrete@adj she@pron%nom ben@v%pt_3 in@prep answering@ger al-wei@adv,discrete@adj she@pron%nom ben@v%pt_3 in@prep answering@ger al-wei@adv,
"Though she were wis as Pallas, dar I seyn","Though° she were wis as Pallas, dar I seyn",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 49,,10,10,Though she were wis as Pallas dar I seyn,Though she were wis as Pallas dar I seyn,u S ux S u Su S u S,u S ux S u Su S u S,though@conj she@pron%nom ben@v%pt_3 wise@adj as@conj pallas@n#propn durren@v%pr_3 ich@pron%nom seien@v1%inf,though@conj she@pron%nom ben@v%pt_3 wise@adj as@conj pallas@n#propn durren@v%pr_3 ich@pron%nom seien@v1%inf,
Hir facound eek ful wommanly and pleyn,Hir facound° eek ful wommanly and plein,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 50,,9,9,Hir facound eek ful wommanly and pleyn,Hir facound eek ful wommanly and plein,S uS u S uS u S,S uS u S uS u S,hire@pron1%fem_gen facounde@n ek@adv ful@adv wommanli@adj and@conj plaine@adj,hire@pron1%fem_gen facounde@n ek@adv ful@adv wommanli@adj and@conj plaine@adj,
No countrefeted termes hadde she,No countrefeted° termes hadde she,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 51,,10,10,No countrefeted termes hadde she,No countrefeted termes hadde she,u SuSu Su Su S,u SuSu Su Su S,no@gram_adj countrefet@ppl#adj terme@n%pl haven@v%pt_3 she@pron%nom,no@gram_adj countrefet@ppl#adj terme@n%pl haven@v%pt_3 she@pron%nom,
"To seme wys, but after hir degree",To seme wis; but after° hir degree°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 52,,0,10,To seme wys but after hir degree,To seme wis but after hir degree,      ,u Su S u Su S uS,to@part semen@v2%inf wise@adj but@conj after@prep hire@pron1%fem_gen degre@n,to@part semen@v2%inf wise@adj but@conj after@prep hire@pron1%fem_gen degre@n,
"She spak, and alle hire wordes, moore and lesse","She spak, and alle hir wordes more and lesse",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 53,,10,10,She spak and alle hire wordes moore and lesse,She spak and alle hir wordes more and lesse,u S u Su Sx ux Sx u Sx,u S u Su S ux Sx u Sx,she@pron%nom speken@v%pt_3 and@conj al@gram_adj hire@pron1%fem_gen word@n%pl more@n3 and@conj lesse@n2,she@pron%nom speken@v%pt_3 and@conj al@gram_adj hire@pron1%fem_gen word@n%pl more@n3 and@conj lesse@n2,
