OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Three keen, and eek a sheep that highte Malle.","Three kin,° and eek a sheep that highte° Malle.",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2831,,10,10,Three keen and eek a sheep that highte Malle,Three kin and eek a sheep that highte Malle,u S u S u S u Su Sx,u S u S u S u Su Sx,thre@num_adj cou@n and@conj ek@adv a@indef_art shep@n that@pron hoten@v1%pt_3 malle@n#propn,thre@num_adj cou@n and@conj ek@adv a@indef_art shep@n that@pron hoten@v1%pt_3 malle@n#propn,
Ful sooty was hire bour and eek hir halle,"Ful sooty was hir bour,° and eek hire halle",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2832,,10,10,Ful sooty was hire bour and eek hir halle,Ful sooty was hir bour and eek hire halle,u Su S ux S u S u Sx,u Su S u S u S ux Sx,ful@adv soti@adj ben@v%pt_3 hire@pron1%fem_gen bour@n and@conj ek@adv hire@pron1%fem_gen halle@n,ful@adv soti@adj ben@v%pt_3 hire@pron1%fem_gen bour@n and@conj ek@adv hire@pron1%fem_gen halle@n,
In which she eet ful many a sklendre meel.,In which she eet ful many a sclendre° meel.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2833,,10,10,In which she eet ful many a sklendre meel,In which she eet ful many a sclendre meel,u S x u S uS u Su S,u S x u S uS u Su S,in@prep which@pron she@pron%nom eten@v%pt_3 ful@adv mani@gram_adj a@indef_art sclendre@adj mel@n2,in@prep which@pron she@pron%nom eten@v%pt_3 ful@adv mani@gram_adj a@indef_art sclendre@adj mel@n2,
Of poynaunt sauce hir neded never a deel.,Of poinaunt° sauce hir neded never a deel.°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2834,,10,10,Of poynaunt sauce hir neded never a deel,Of poinaunt sauce hir neded never a deel,u Su Sx u Su S u S,u Su Sx u Su S u S,of@prep poinaunt@adj sauce@n hire@pron2%fem_obj neden@v2%pt_3 never@adv a@indef_art del@n2,of@prep poinaunt@adj sauce@n hire@pron2%fem_obj neden@v2%pt_3 never@adv a@indef_art del@n2,
No deyntee morsel passed thurgh hir throte;,No deintee° morsel passed thurgh hir throte;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2835,,10,10,No deyntee morsel passed thurgh hir throte,No deintee morsel passed thurgh hir throte,u Su Su Su S u Sx,u Su Su Su S u Sx,no@gram_adj deinte@adj morsel@n passen@v%pt_3 thurgh@prep hire@pron1%fem_gen throte@n,no@gram_adj deinte@adj morsel@n passen@v%pt_3 thurgh@prep hire@pron1%fem_gen throte@n,
Hir diete was accordant to hir cote.,Hir diete was accordant to° hir cote.°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2836,,10,10,Hir diete was accordant to hir cote,Hir diete was accordant to hir cote,u Su S uSu S u Sx,u Su S uSu S u Sx,hire@pron1%fem_gen diete@n ben@v%pt_3 accordaunt@adj to@prep hire@pron1%fem_gen cote@n1,hire@pron1%fem_gen diete@n ben@v%pt_3 accordaunt@adj to@prep hire@pron1%fem_gen cote@n1,
Repleccioun ne made hire nevere sik;,Repleccioun° ne made hir never sik;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2837,,10,10,Repleccioun ne made hire nevere sik,Repleccioun ne made hir never sik,uSuS u Sx ux Sux S,uSuS u Sx u Su S,replecioun@n ne@adv maken@v1%pt_3 hire@pron2%fem_obj never@adv sik@adj,replecioun@n ne@adv maken@v1%pt_3 hire@pron2%fem_obj never@adv sik@adj,
Attempree diete was al hir phisik,"Attempree° diete was al hir phisik,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2838,,10,10,Attempree diete was al hir phisik,Attempree diete was al hir phisik,uSu Su S u S uS,uSu Su S u S uS,attempre@adj diete@n ben@v%pt_3 al@gram_adj hire@pron1%fem_gen phisike@n,attempre@adj diete@n ben@v%pt_3 al@gram_adj hire@pron1%fem_gen phisike@n,
"And exercise, and hertes suffisaunce.","And exercise, and hertes suffisaunce.°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2839,,10,10,And exercise and hertes suffisaunce,And exercise and hertes suffisaunce,u SuSx u Su SuSx,u SuSx u Su SuSx,and@conj exercise@n and@conj herte@n%gen suffisaunce@n,and@conj exercise@n and@conj herte@n%gen suffisaunce@n,
The goute lette hire nothyng for to daunce,The goute lette hir nothing° for to daunce,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2840,,10,10,The goute lette hire nothyng for to daunce,The goute lette hir nothing for to daunce,u Sx ux Su Su S u Sx,u Su Sx u Su S u Sx,the@def_art goute@n1 letten@v%pt_3 hire@pron2%fem_obj no-thing@adv for@prep#adv to@part dauncen@v%inf,the@def_art goute@n1 letten@v%pt_3 hire@pron2%fem_obj no-thing@adv for@prep#adv to@part dauncen@v%inf,
N' apoplexie shente nat hir heed.,N’apoplexie° shente° nat hir heed;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2841,DIFF,9,9,N apoplexie shente nat hir heed,N apoplexie shente nat hir heed, SuSu Su S u S, SuSu Su S u S,ne@conj1 apoplexie@n shenden@v%pt_3 not@adv hire@pron1%fem_gen hed@n1,ne@conj1 apoplexie@n shenden@v%pt_3 not@adv hire@pron1%fem_gen hed@n1,green
"No wyn ne drank she, neither whit ne reed;","No win ne drank she, neither whit ne reed;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2842,,10,10,No wyn ne drank she neither whit ne reed,No win ne drank she neither whit ne reed,u S u S u Su S u S,u S u S u Su S u S,no@gram_adj win@n ne@adv drinken@v%pt_3 she@pron%nom neither@conj whit@adj#n ne@conj1 red@adj,no@gram_adj win@n ne@adv drinken@v%pt_3 she@pron%nom neither@conj whit@adj#n ne@conj1 red@adj,
Hir bord was served moost with whit and blak --,Hir bord° was served most with whit and blak,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2843,,10,10,Hir bord was served moost with whit and blak,Hir bord was served most with whit and blak,u S u Su S u S u S,u S u Su S u S u S,hire@pron1%fem_gen bord@n ben@v%pt_3 serven@v1%ppl most@adv%sup with@prep whit@adj#n and@conj blak@n --@dash,hire@pron1%fem_gen bord@n ben@v%pt_3 serven@v1%ppl most@adv%sup with@prep whit@adj#n and@conj blak@n --@dash,
"Milk and broun breed, in which she foond no lak","Milk and broun breed, in which she fond no lak,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2844,,10,10,Milk and broun breed in which she foond no lak,Milk and broun breed in which she fond no lak,u S u S u S u S u S,u S u S u S u S u S,milk@n and@conj broun@adj bred@n1 in@prep which@pron she@pron%nom finden@v%pt_3 no@gram_adj lak@n,milk@n and@conj broun@adj bred@n1 in@prep which@pron she@pron%nom finden@v%pt_3 no@gram_adj lak@n,
"Seynd bacoun, and somtyme an ey or tweye","Seind° bacoun, and somtime an ei° or tweie",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2845,,10,10,Seynd bacoun and somtyme an ey or tweye,Seind bacoun and somtime an ei or tweie,u Su S uSx u S u S,u Su S uSx u S u S,sengen@v#adj%ppl bacoun@n and@conj som-time@adv a@indef_art ei@n1 or@conj twein@num_adj,sengen@v#adj%ppl bacoun@n and@conj som-time@adv a@indef_art ei@n1 or@conj twein@num_adj,
"For she was, as it were, a maner deye.",For she was as it were a maner° deie.°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2846,,10,10,For she was as it were a maner deye,For she was as it were a maner deie,u S u S u Sx u Su S,u S u S u Sx u Su S,for@conj she@pron%nom ben@v%pt_3 as@conj hit@pron ben@v%pt_3 a@indef_art manere@n#adj daie@n,for@conj she@pron%nom ben@v%pt_3 as@conj hit@pron ben@v%pt_3 a@indef_art manere@n#adj daie@n,
"A yeerd she hadde, enclosed al aboute","¶A yerd° she hadde, enclosed al aboute",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2847,,10,10,A yeerd she hadde enclosed al aboute,A yerd she hadde enclosed al aboute,u S u Sx uSu S uSx,u Su x Sx uSu S uSx,a@indef_art yerd@n she@pron%nom haven@v%pt_3 enclosen@v%ppl_abs al@adv abouten@adv,a@indef_art yerd@n she@pron%nom haven@v%pt_3 enclosen@v%ppl_abs al@adv abouten@adv,
"With stikkes, and a drye dych withoute","With stikkes, and a drie dich withoute",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2848,,9,9,With stikkes and a drye dych withoute,With stikkes and a drie dich withoute,S uS u S u S uSx,S uS u S u S uSx,with@prep stikke@n%pl and@conj a@indef_art drie@adj1 diche@n withouten@adv,with@prep stikke@n%pl and@conj a@indef_art drie@adj1 diche@n withouten@adv,
"In which she hadde a cok, hight Chauntecleer.","In which she hadde a cok, hight° Chauntecleer",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2849,,10,10,In which she hadde a cok hight Chauntecleer,In which she hadde a cok hight Chauntecleer,u S u Sx u S u SuS,u S u Sx u S u SuS,in@prep which@pron she@pron%nom haven@v%pt_3 a@indef_art cok@n1 hoten@v1%ppl_abs chaunte-cler@n#propn,in@prep which@pron she@pron%nom haven@v%pt_3 a@indef_art cok@n1 hoten@v1%ppl_abs chaunte-cler@n#propn,
"In al the land, of crowyng nas his peer.",In al the land of crowing nas° his peer.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2850,,10,10,In al the land of crowyng nas his peer,In al the land of crowing nas his peer,u S u S u Su S u S,u S u S u Su S u S,in@prep al@gram_adj the@def_art lond@n of@prep crouinge@ger ben@v%pt_3_neg his@pron1%gen per@n,in@prep al@gram_adj the@def_art lond@n of@prep crouinge@ger ben@v%pt_3_neg his@pron1%gen per@n,
His voys was murier than the murie orgon,His vois was merier than the mery orgon°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2851,,0,10,His voys was murier than the murie orgon,His vois was merier than the mery orgon,       ,u S u SuS u S xx uS,his@pron1%gen voice@n ben@v%pt_3 mirie@adj%comp than@conj the@def_art mirie@adj organe@n,his@pron1%gen voice@n ben@v%pt_3 mirie@adj%comp than@conj the@def_art mirie@adj organe@n,
On messe-dayes that in the chirche gon.,On messdayes° that in the chirche gon;°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2852,,10,10,On messedayes that in the chirche gon,On messdayes that in the chirche gon,u SuSu S u S ux S,u SuS u S u Su S,on@prep messe-dai@n%pl that@pron in@prep the@def_art chirche@n gon@v%pr_pl,on@prep messe-dai@n%pl that@pron in@prep the@def_art chirche@n gon@v%pr_pl,
Wel sikerer was his crowyng in his logge,"Wel sikerer° was his crowing in his logge,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2853,,10,10,Wel sikerer was his crowyng in his logge,Wel sikerer was his crowing in his logge,u Sux S u Su S u Sx,u Sux S u Su S u Sx,wel@adv siker@adj%comp ben@v%pt_3 his@pron1%gen crouinge@ger in@prep his@pron1%gen logge@n2,wel@adv siker@adj%comp ben@v%pt_3 his@pron1%gen crouinge@ger in@prep his@pron1%gen logge@n2,
Than is a clokke or an abbey orlogge.,"Than is a clokke, or an abbey orlogge.°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2854,,10,10,Than is a clokke or an abbey orlogge,Than is a clokke or an abbey orlogge,u S u Sx u S uS uSx,u S u Sx u S uS uSx,than@conj ben@v%pr_3 a@indef_art clokke@n or@conj a@indef_art abbeie@n#adj orloge@n,than@conj ben@v%pr_3 a@indef_art clokke@n or@conj a@indef_art abbeie@n#adj orloge@n,
By nature he knew ech ascencioun,By nature crew° he ech ascencioun°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2855,DIFF,10,10,By nature he knew ech ascencioun,By nature crew he ech ascencioun,u Sux S u S uSuS,u Sux S u S uSuS,bi@prep nature@n he@pron1%nom knouen@v%pt_3 ech@pron_gram_adj ascensioun@n,bi@prep nature@n crouen@v%pt_3 he@pron1%nom ech@pron_gram_adj ascensioun@n,green
Of the equynoxial in thilke toun;,Of the equinoxial° in thilke° toun;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2856,,10,10,Of the equynoxial in thilke toun,Of the equinoxial in thilke toun,u S uSuSu S ux S,u S uSuSu S ux S,of@prep the@def_art equinoxial@n in@prep thilke@gram_adj toun@n,of@prep the@def_art equinoxial@n in@prep thilke@gram_adj toun@n,
For whan degrees fiftene weren ascended,For whan degrees fiftene were ascended,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2857,DIFF,10,10,For whan degrees fiftene weren ascended,For whan degrees fiftene were ascended,u S uS uSx uS uSx,u S uS uSx ux SuS,for@conj whan@adv&conj degre@n%pl fif-tene@num_adj ben@v%pt_pl ascenden@v%ppl,for@conj whan@adv&conj degre@n%pl fif-tene@num_adj ben@v%pt_pl ascenden@v%ppl,green
Thanne crew he that it myghte nat been amended.,"Than crew he, that it might nat ben amended.°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2858,,10,10,Thanne crew he that it myghte nat been amended,Than crew he that it might nat ben amended,ux S u S u Sx u S uSx,u S u S u S u S uSx,thanne@adv crouen@v%pt_3 he@pron1%nom that@conj hit@pron mouen@v3%pt_3 not@adv ben@v%ppl amenden@v%ppl,thanne@adv crouen@v%pt_3 he@pron1%nom that@conj hit@pron mouen@v3%pt_3 not@adv ben@v%ppl amenden@v%ppl,
His coomb was redder than the fyn coral,His comb was redder than the fin° coral,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2859,,10,10,His coomb was redder than the fyn coral,His comb was redder than the fin coral,u S u Su S u S uS,u S u Su S u S uS,his@pron1%gen comb@n ben@v%pt_3 red@adj%comp than@conj the@def_art fin@adj coral@n1,his@pron1%gen comb@n ben@v%pt_3 red@adj%comp than@conj the@def_art fin@adj coral@n1,
And batailled as it were a castel wal;,"And batailed,° as it were a castel wal.",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2860,,10,10,And batailled as it were a castel wal,And batailed as it were a castel wal,u SuS u S xx u Su S,u SuS u S xx u Su S,and@conj batild@ppl as@conj hit@pron ben@v%pt_3 a@indef_art castel@n wal@n1,and@conj batild@ppl as@conj hit@pron ben@v%pt_3 a@indef_art castel@n wal@n1,
"His byle was blak, and as the jeet it shoon;","His bile° was blak, and as the jeet° it shoon;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2861,,10,10,His byle was blak and as the jeet it shoon,His bile was blak and as the jeet it shoon,u Sx u S u S u S u S,u Sx u S u S u S u S,his@pron1%gen bile@n1 ben@v%pt_3 blak@adj and@conj as@conj the@def_art get@n2 hit@pron shinen@v%pt_3,his@pron1%gen bile@n1 ben@v%pt_3 blak@adj and@conj as@conj the@def_art get@n2 hit@pron shinen@v%pt_3,
Lyk asure were his legges and his toon;,"Lik asur° were his legges, and his toon;°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2862,,10,10,Lyk asure were his legges and his toon,Lik asur were his legges and his toon,u Sux Sx u Su S u S,u Su Sx u Su S u S,like@prep asur@n1 ben@v%pt_pl his@pron1%gen leg@n%pl and@conj his@pron1%gen to@n%pl,like@prep asur@n1 ben@v%pt_pl his@pron1%gen leg@n%pl and@conj his@pron1%gen to@n%pl,
His nayles whitter than the lylye flour,His nailes whitter than the lilie flour,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2863,,10,10,His nayles whitter than the lylye flour,His nailes whitter than the lilie flour,u Su Su S u Su S,u Su Su S u Su S,his@pron1%gen nail@n%pl whit@adj%comp than@conj the@def_art lilie@n#adj flour@n1,his@pron1%gen nail@n%pl whit@adj%comp than@conj the@def_art lilie@n#adj flour@n1,
And lyk the burned gold was his colour.,And lik the burned° gold was his colour.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2864,,10,10,And lyk the burned gold was his colour,And lik the burned gold was his colour,u S u Su S u S uS,u S u Su S u S uS,and@conj like@prep the@def_art burnen@v#adj%ppl gold@n ben@v%pt_3 his@pron1%gen colour@n,and@conj like@prep the@def_art burnen@v#adj%ppl gold@n ben@v%pt_3 his@pron1%gen colour@n,
This gentil cok hadde in his governaunce,This gentil° cok hadde in his governaunce,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2865,,10,10,This gentil cok hadde in his governaunce,This gentil cok hadde in his governaunce,u Su S ux S u SuSx,u Su S ux S u SuSx,this@gram_adj gentil@adj cok@n1 haven@v%pt_3 in@prep his@pron1%gen governaunce@n,this@gram_adj gentil@adj cok@n1 haven@v%pt_3 in@prep his@pron1%gen governaunce@n,
Sevene hennes for to doon al his plesaunce,"Sevene hennes, for to doon al his plesaunce,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2866,,10,10,Sevene hennes for to doon al his plesaunce,Sevene hennes for to doon al his plesaunce,uSx uS u S u S u xSx,uSx uS u S u S u xSx,seven@num_adj hen@n1%pl for@prep#adv to@part don@v1%inf al@gram_adj his@pron1%gen plesaunce@n1,seven@num_adj hen@n1%pl for@prep#adv to@part don@v1%inf al@gram_adj his@pron1%gen plesaunce@n1,
Whiche were his sustres and his paramours,"Which were his sustres° and his paramours,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2867,,10,10,Whiche were his sustres and his paramours,Which were his sustres and his paramours,ux Sx u Su S u SuS,u Sx u Su S u SuS,which@pron ben@v%pt_pl his@pron1%gen suster@n%pl and@conj his@pron1%gen paramoure@n%pl,which@pron ben@v%pt_pl his@pron1%gen suster@n%pl and@conj his@pron1%gen paramoure@n%pl,
"And wonder lyk to hym, as of colours;","And wonder° lik° to him, as of° colours.",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2868,,10,10,And wonder lyk to hym as of colours,And wonder lik to him as of colours,u Su S u S u S uS,u Su S u S u S uS,and@conj wonder@adv lik@adj to@prep him@pron%obj as@conj of@prep colour@n%pl,and@conj wonder@adv lik@adj to@prep him@pron%obj as@conj of@prep colour@n%pl,
Of whiche the faireste hewed on hir throte,Of which the faireste hewed° on hir throte,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2869,,10,10,Of whiche the faireste hewed on hir throte,Of which the faireste hewed on hir throte,u Sx u Sux Su S u Sx,u S u Sux Su S u Sx,of@prep which@pron the@def_art faire@adv%sup heuen@v2#adj%ppl on@prep hire@pron1%fem_gen throte@n,of@prep which@pron the@def_art faire@adv%sup heuen@v2#adj%ppl on@prep hire@pron1%fem_gen throte@n,
Was cleped faire damoysele Pertelote.,Was cleped° faire damisel° Pertelote.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2870,,10,10,Was cleped faire damoysele Pertelote,Was cleped faire damisel Pertelote,u Su Sx uSux SuSx,u Su Sx uSu SuSx,ben@v%pt_3 clepen@v%ppl fair@adj damisele@n pertelote@n#propn,ben@v%pt_3 clepen@v%ppl fair@adj damisele@n pertelote@n#propn,
"Curteys she was, discreet, and debonaire","Curteis° she was, discreet, and debonaire",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2871,,10,10,Curteys she was discreet and debonaire,Curteis she was discreet and debonaire,uS u S uS u SuSx,uS u S uS u SuSx,courteis@adj she@pron%nom ben@v%pt_3 discrete@adj and@conj debonaire@adj,courteis@adj she@pron%nom ben@v%pt_3 discrete@adj and@conj debonaire@adj,
