OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
He made the peple pitously to synge,He maad the peple pitously to singe.°,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1316,,10,10,He made the peple pitously to synge,He maad the peple pitously to singe,u Sx u Su SuS u Sx,u S u Su SuS u Sx,he@pron1%nom maken@v1%pt_3 the@def_art peple@n pitousli@adv to@part singen@v%inf,he@pron1%nom maken@v1%pt_3 the@def_art peple@n pitousli@adv to@part singen@v%inf,
For er the bisshop caughte hem with his hook,For er° the bisshop caughte hem with his hook,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1317,,10,10,For er the bisshop caughte hem with his hook,For er the bisshop caughte hem with his hook,u S u Su Sx u S u S,u S u Su Sx u S u S,for@conj er@conj1 the@def_art bishop@n cacchen@v%pt_3 hem@pron%pl_obj with@prep his@pron1%gen hok@n,for@conj er@conj1 the@def_art bishop@n cacchen@v%pt_3 hem@pron%pl_obj with@prep his@pron1%gen hok@n,
They weren in the erchedeknes book.,They weren in the erchedeknes book.,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1318,,10,10,They weren in the erchedeknes book,They weren in the erchedeknes book,u Su S u SuSu S,u Su S u SuSu S,thei@pron%pl_nom ben@v%pt_pl in@prep the@def_art arche-deken@n%gen bok@n1,thei@pron%pl_nom ben@v%pt_pl in@prep the@def_art arche-deken@n%gen bok@n1,
"Thanne hadde he, thurgh his jurisdiccioun","And hadde he, thurgh his jurisdiccioun",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1319,DIFF,10,10,Thanne hadde he thurgh his jurisdiccioun,And hadde he thurgh his jurisdiccioun,ux Sx u S u SuSuS,u Sx u S u SuSuS,thanne@adv haven@v%pt_3 he@pron1%nom thurgh@prep his@pron1%gen jurisdiccioun@n,and@conj haven@v%pt_3 he@pron1%nom thurgh@prep his@pron1%gen jurisdiccioun@n,green
Power to doon on hem correccioun.,Power to doon on° hem correccioun.,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1320,,10,10,Power to doon on hem correccioun,Power to doon on hem correccioun,uS u S u S uSuS,uS u S u S uSuS,pouere@n to@part don@v1%inf on@prep hem@pron%pl_obj correccioun@n,pouere@n to@part don@v1%inf on@prep hem@pron%pl_obj correccioun@n,
He hadde a somonour redy to his hond;,He hadde a somnour redy to his hond,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1321,,10,10,He hadde a somonour redy to his hond,He hadde a somnour redy to his hond,u Sx u SuS uS x u S,u Sx u Su Su S u S,he@pron1%nom haven@v%pt_3 a@indef_art somnour@n redi@adj3 to@prep his@pron1%gen honde@n,he@pron1%nom haven@v%pt_3 a@indef_art somnour@n redi@adj3 to@prep his@pron1%gen honde@n,
A slyer boye nas noon in Engelond;,A slyer boy° was noon in Engelond;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1322,DIFF,0,10,A slyer boye nas noon in Engelond,A slyer boy was noon in Engelond,"      ",u Su S u S u SuS,a@indef_art sleigh@adj%comp boie@n1 ben@v%pt_3_neg non@pron in@prep engelond@n#propn,a@indef_art sleigh@adj%comp boie@n1 ben@v%pt_3 non@pron in@prep engelond@n#propn,green
For subtilly he hadde his espiaille,"For subtilly he hadde his espiaille,°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1323,,10,10,For subtilly he hadde his espiaille,For subtilly he hadde his espiaille,u SuS u Sx u SuSx,u SuS u Sx u SuSx,for@conj sotilli@adv he@pron1%nom haven@v%pt_3 his@pron1%gen espiaille@n,for@conj sotilli@adv he@pron1%nom haven@v%pt_3 his@pron1%gen espiaille@n,
That taughte hym wel wher that hym myghte availle.,That taughte° him wher that him mighte availle.°,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1324,DIFF,10,10,That taughte hym wel wher that hym myghte availle,That taughte him wher that him mighte availle,u Sx u S u S u Sx uSx,u Su S u S u Sx uSx,that@pron techen@v%pt_3 him@pron%obj wel@adv wher@adv&conj that@part him@pron%obj mouen@v3%pt_3 availen@v%inf,that@pron techen@v%pt_3 him@pron%obj wher@adv&conj that@part him@pron%obj mouen@v3%pt_3 availen@v%inf,green
He koude spare of lecchours oon or two,He coude spare of lechours oon or two,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1325,,10,10,He koude spare of lecchours oon or two,He coude spare of lechours oon or two,u Su Sx u Su S u S,u Su Sx u Su S u S,he@pron1%nom connen@v%pt_3 sparen@v%inf of@prep lechour@n%pl on@pron or@conj two@num_adj,he@pron1%nom connen@v%pt_3 sparen@v%inf of@prep lechour@n%pl on@pron or@conj two@num_adj,
To techen hym to foure and twenty mo.,To techen him° to foure and twenty mo.,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1326,,10,10,To techen hym to foure and twenty mo,To techen him to foure and twenty mo,u Su S u Sx u Su S,u Su S u Sx u Su S,to@part techen@v%inf him@pron%obj to@prep four@num_adj and@conj twenti@num_adj mo@n,to@part techen@v%inf him@pron%obj to@prep four@num_adj and@conj twenti@num_adj mo@n,
For thogh this Somonour wood were as an hare,For thogh this somnour° wood° were as an hare,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1327,,10,10,For thogh this Somonour wood were as an hare,For thogh this somnour wood were as an hare,u S u SuS u xx S u Sx,u S u Su S ux S u Sx,for@conj though@conj this@gram_adj somnour@n wod@adj ben@v%pt_3 as@conj a@indef_art hare@n,for@conj though@conj this@gram_adj somnour@n wod@adj ben@v%pt_3 as@conj a@indef_art hare@n,
To telle his harlotrye I wol nat spare;,To telle his harlotrie° I wol nat spare;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1328,,0,10,To telle his harlotrye I wol nat spare,To telle his harlotrie I wol nat spare,"       ",u Sx u SuS u S u Sx,to@part tellen@v%inf his@pron1%gen harlotrie@n ich@pron%nom willen@v%pr_1 not@adv sparen@v%inf,to@part tellen@v%inf his@pron1%gen harlotrie@n ich@pron%nom willen@v%pr_1 not@adv sparen@v%inf,
For we been out of his correccioun.,For we been out of his correccioun;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1329,,10,10,For we been out of his correccioun,For we been out of his correccioun,u S u S u S uSuS,u S u S u S uSuS,for@conj we@pron%pl_nom ben@v%pr_pl oute@adv#prep of@prep his@pron1%gen correccioun@n,for@conj we@pron%pl_nom ben@v%pr_pl oute@adv#prep of@prep his@pron1%gen correccioun@n,
They han of us no jurisdiccioun,They han of us no jurisdiccioun,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1330,,10,10,They han of us no jurisdiccioun,They han of us no jurisdiccioun,u S u S u SuSuS,u S u S u SuSuS,thei@pron%pl_nom haven@v%pr_pl of@prep us@pron%pl_obj no@gram_adj jurisdiccioun@n,thei@pron%pl_nom haven@v%pr_pl of@prep us@pron%pl_obj no@gram_adj jurisdiccioun@n,
"Ne nevere shullen, terme of alle hir lyves.","Ne never shullen, terme of° alle hir lives.",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1331,,10,10,Ne nevere shullen terme of alle hir lyves,Ne never shullen terme of alle hir lives,u Sux Su Sx u Sx u Sx,u Su Su Sx u Sx u Sx,ne@conj1 never@adv shulen@v1%pr_pl terme@n of@prep al@gram_adj here@pron%pl_gen lif@n%pl,ne@conj1 never@adv shulen@v1%pr_pl terme@n of@prep al@gram_adj here@pron%pl_gen lif@n%pl,
Peter! so been wommen of the styves,"¶“Peter! so been the wommen of the stives,”°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1332,DIFF,10,10,Peter so been wommen of the styves,Peter so been the wommen of the stives,uS u S uS u S uS,uS u S u Su S u Sx,peter@n1#propn_interj so@adv ben@v%pr_pl womman@n%pl of@prep the@def_art steue@n2%pl,peter@n1#propn_interj so@adv ben@v%pr_pl the@def_art womman@n%pl of@prep the@def_art steue@n2%pl,green
"Quod the Somonour, """"yput out of oure cure!","Quod the Somnour, “yput out of my cure!”",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1333,DIFF,0,10,Quod the Somonour yput out of oure cure,Quod the Somnour yput out of my cure,"       ",u S uS uS u S u Sx,quethen@v%pt_3 the@def_art somnour@n putten@v%ppl oute@adv#prep of@prep oure@pron%pl_gen cure@n1,quethen@v%pt_3 the@def_art somnour@n putten@v%ppl oute@adv#prep of@prep min@pron%gen cure@n1,green
Pees! with myschance and with mysaventure!,"¶“Pees, with mischance° and with misaventure,”°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1334,,10,10,Pees with myschance and with mysaventure,Pees with mischance and with misaventure,u S uSx u S uSuSx,u S uSx u S uSuSx,pes@interj with@prep mischaunce@n and@conj with@prep misaventure@n,pes@interj with@prep mischaunce@n and@conj with@prep misaventure@n,
"Thus seyde oure Hoost, """"and lat hym telle his tale.","Thus seide our Host, “and lat him telle his tale.",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1335,,10,10,Thus seyde oure Hoost and lat hym telle his tale,Thus seide our Host and lat him telle his tale,u Sx ux S u S u Sx u Sx,u Sx u S u S u Sx u Sx,thus@adv seien@v1%pt_3 oure@pron%pl_gen hoste@n2 and@conj leten@v%imp him@pron%obj tellen@v%inf his@pron1%gen tale@n,thus@adv seien@v1%pt_3 oure@pron%pl_gen hoste@n2 and@conj leten@v%imp him@pron%obj tellen@v%inf his@pron1%gen tale@n,
"Now telleth forth, thogh that the Somonour gale;","Now telleth forth, thogh that the Somnour gale,°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1336,,10,10,Now telleth forth thogh that the Somonour gale,Now telleth forth thogh that the Somnour gale,u Sx u S u S uSu Sx,u Su S u S u Su Sx,nou@adv tellen@v%imp forth@adv though@conj that@part the@def_art somnour@n galen@v%pr_3,nou@adv tellen@v%imp forth@adv though@conj that@part the@def_art somnour@n galen@v%pr_3,
"Ne spareth nat, myn owene maister deere.","Ne spareth nat,° min owne maister dere.”",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1337,,10,10,Ne spareth nat myn owene maister deere,Ne spareth nat min owne maister dere,u Su S u Sux Su Sx,u Su S u Su Su Sx,ne@adv sparen@v%imp not@adv min@pron%gen ouen@adj maister@n dere@adj1,ne@adv sparen@v%imp not@adv min@pron%gen ouen@adj maister@n dere@adj1,
"This false theef, this somonour, quod the Frere","¶“This false theef,° this somnour,” quod the Frere",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1338,,10,10,This false theef this somonour quod the Frere,This false theef this somnour quod the Frere,u Sx u S uSu S u Sx,u Su S u Su S u Sx,this@gram_adj fals@adj thef@n2 this@gram_adj somnour@n quethen@v%pt_3 the@def_art frere@n,this@gram_adj fals@adj thef@n2 this@gram_adj somnour@n quethen@v%pt_3 the@def_art frere@n,
Hadde alwey bawdes redy to his hond,“Hadde alwey baudes° redy to his hond,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1339,DIFF,10,10,Hadde alwey bawdes redy to his hond,Hadde alwey baudes redy to his hond,ux Su Su Su S u S,ux Su Su Su S u S,haven@v%pt_3 al-wei@adv baude@n%pl redi@adj3 to@prep his@pron1%gen honde@n,haven@v%pt_3 al-wei@adv baude@n%pl redi@adj3 to@prep his@pron1%gen honde@n,green
As any hauk to lure in Engelond,As any hauk° to lure in Engelond,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1340,,10,10,As any hauk to lure in Engelond,As any hauk to lure in Engelond,u Su S u Sx u SuS,u Su S u Sx u SuS,as@conj ani@gram_adj hauk@n1 to@prep lure@n1 in@prep engelond@n#propn,as@conj ani@gram_adj hauk@n1 to@prep lure@n1 in@prep engelond@n#propn,
That tolde hym al the secree that they knewe,That tolde him al the secree that they knewe;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1341,,10,10,That tolde hym al the secree that they knewe,That tolde him al the secree that they knewe,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,that@pron tellen@v%pt_3 him@pron%obj al@gram_adj the@def_art secre@n that@pron thei@pron%pl_nom knouen@v%pt_pl,that@pron tellen@v%pt_3 him@pron%obj al@gram_adj the@def_art secre@n that@pron thei@pron%pl_nom knouen@v%pt_pl,
For hire acqueyntance was nat come of newe.,For hir acqueintance was nat come of newe.°,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1342,,10,10,For hire acqueyntance was nat come of newe,For hir acqueintance was nat come of newe,u Sx uSux S u Sx u Sx,u S uSux S u Sx u Sx,for@conj here@pron%pl_gen aqueintaunce@n ben@v%pt_3 not@adv comen@v%ppl of@prep neue@n,for@conj here@pron%pl_gen aqueintaunce@n ben@v%pt_3 not@adv comen@v%ppl of@prep neue@n,
They weren his approwours prively.,They weren hise approwours° prively;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1343,,10,10,They weren his approwours prively,They weren hise approwours prively,u Su S uSu SuS,u Su Sx uSu SuS,thei@pron%pl_nom ben@v%pt_pl his@pron1%gen approuer@n%pl privelie@adv,thei@pron%pl_nom ben@v%pt_pl his@pron1%gen approuer@n%pl privelie@adv,
He took hymself a greet profit therby;,He took himself a greet profit therby;,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1344,,10,10,He took hymself a greet profit therby,He took himself a greet profit therby,u S uS u S uS uS,u S uS u S uS uS,he@pron1%nom taken@v%pt_3 him-self@pron a@indef_art gret@adj profite@n1 ther-bi@adv,he@pron1%nom taken@v%pt_3 him-self@pron a@indef_art gret@adj profite@n1 ther-bi@adv,
His maister knew nat alwey what he wan.,His maister knew nat alwey what he wan.,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1345,,10,10,His maister knew nat alwey what he wan,His maister knew nat alwey what he wan,u Su S u Su S u S,u Su S u Su S u S,his@pron1%gen maister@n knouen@v%pt_3 not@adv al-wei@adv what@pron he@pron1%nom winnen@v%pt_3,his@pron1%gen maister@n knouen@v%pt_3 not@adv al-wei@adv what@pron he@pron1%nom winnen@v%pt_3,
Withouten mandement a lewed man,"Withouten mandement,° a lewed° man",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1346,,10,10,Withouten mandement a lewed man,Withouten mandement a lewed man,uSu SuS u Su S,uSu SuS u Su S,withouten@prep maundement@n a@indef_art leued@adj man@n,withouten@prep maundement@n a@indef_art leued@adj man@n,
"He koude somne, on peyne of Cristes curs","He coude somne,° on peine° of Cristes curs,°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1347,,10,10,He koude somne on peyne of Cristes curs,He coude somne on peine of Cristes curs,u Su Sx u Sx u Su S,u Su Sx u Sx u Su S,he@pron1%nom connen@v%pt_3 somnen@v%inf on@prep peine@n of@prep crist@n#propn%gen curs@n,he@pron1%nom connen@v%pt_3 somnen@v%inf on@prep peine@n of@prep crist@n#propn%gen curs@n,
And they were glade for to fille his purs,And they were gladde for to fille his purs,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1348,,10,10,And they were glade for to fille his purs,And they were gladde for to fille his purs,u S ux Su S u Sx u S,u S ux Su S u Sx u S,and@conj thei@pron%pl_nom ben@v%pt_pl glad@adj for@prep#adv to@part fillen@v%inf his@pron1%gen purse@n,and@conj thei@pron%pl_nom ben@v%pt_pl glad@adj for@prep#adv to@part fillen@v%inf his@pron1%gen purse@n,
And make hym grete feestes atte nale.,And make him grete festes atte nale.°,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1349,,10,10,And make hym grete feestes atte nale,And make him grete festes atte nale,u Sx u Su Su Su Sx,u Sx u Su Su Su Sx,and@conj maken@v1%inf him@pron%obj gret@adj feste@n%pl atte@prep nale@n,and@conj maken@v1%inf him@pron%obj gret@adj feste@n%pl atte@prep nale@n,
And right as Judas hadde purses smale,And right as Judas hadde purses smale,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1350,,10,10,And right as Judas hadde purses smale,And right as Judas hadde purses smale,u S u Su Su Su Sx,u S u Su Su Su Sx,and@conj righte@adv as@conj judas@n1#propn haven@v%pt_3 purse@n%pl smal@adj,and@conj righte@adv as@conj judas@n1#propn haven@v%pt_3 purse@n%pl smal@adj,
"And was a theef, right swich a theef was he;","And was a theef, right swich a theef was he;",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1351,,10,10,And was a theef right swich a theef was he,And was a theef right swich a theef was he,u S u S u S u S u S,u S u S u S u S u S,and@conj ben@v%pt_3 a@indef_art thef@n2 righte@adv swich@gram_adj a@indef_art thef@n2 ben@v%pt_3 he@pron1%nom,and@conj ben@v%pt_3 a@indef_art thef@n2 righte@adv swich@gram_adj a@indef_art thef@n2 ben@v%pt_3 he@pron1%nom,
His maister hadde but half his duetee.,His maister hadde but half his duetee.°,data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1352,,10,10,His maister hadde but half his duetee,His maister hadde but half his duetee,u Su Su S u S uS,u Su Su S u S uS,his@pron1%gen maister@n haven@v%pt_3 but@conj half@n his@pron1%gen duete@n,his@pron1%gen maister@n haven@v%pt_3 but@conj half@n his@pron1%gen duete@n,
"He was, if I shal yeven hym his laude","He was, if I shal yeven him his laude,°",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1353,,10,10,He was if I shal yeven hym his laude,He was if I shal yeven him his laude,u S u S u Su S u Sx,u S u S u Su S u Sx,he@pron1%nom ben@v%pt_3 if@conj ich@pron%nom shulen@v1%pr_1 yeven@v%inf him@pron%obj his@pron1%gen laude@n1,he@pron1%nom ben@v%pt_3 if@conj ich@pron%nom shulen@v1%pr_1 yeven@v%inf him@pron%obj his@pron1%gen laude@n1,
"A theef, and eek a somnour, and a baude.","A theef, and eek a somnour, and a baude.",data/riverside_cats/FriT_riv.cat,data/oxford_txts/FriT_oxford.txt,data/csvs/FriT,The Friar's Tale 1354,,10,10,A theef and eek a somnour and a baude,A theef and eek a somnour and a baude,u S u S u Su S u Sx,u S u S u Su S u Sx,a@indef_art thef@n2 and@conj ek@adv a@indef_art somnour@n and@conj a@indef_art baude@n,a@indef_art thef@n2 and@conj ek@adv a@indef_art somnour@n and@conj a@indef_art baude@n,
