OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Mighte ones knowe of thilke blisful lyf,Mighte ones° knowe of thilke° blisful lif,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1259,,10,10,Mighte ones knowe of thilke blisful lyf,Mighte ones knowe of thilke blisful lif,ux Su Sx u Su Su S,ux Su Sx u Su Su S,mouen@v3%pt_3 ones@adv knouen@v%inf of@prep thilke@gram_adj blisful@adj lif@n,mouen@v3%pt_3 ones@adv knouen@v%inf of@prep thilke@gram_adj blisful@adj lif@n,
That is bitwixe an housbonde and his wyf,That is bitwixe an housbond and his wif;,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1260,,10,10,That is bitwixe an housbonde and his wyf,That is bitwixe an housbond and his wif,u S uSx u Sux S u S,u S uSx u Su S u S,that@pron ben@v%pr_3 bitwixe@prep a@indef_art hous-bonde@n and@conj his@pron1%gen wif@n,that@pron ben@v%pr_3 bitwixe@prep a@indef_art hous-bonde@n and@conj his@pron1%gen wif@n,
And for to lyve under that hooly boond,And for to live under that holy bond,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1261,,10,10,And for to lyve under that hooly boond,And for to live under that holy bond,u S u Sx uS u Su S,u S u Sx uS u Su S,and@conj for@prep#adv to@part liven@v1%inf under@prep that@art&gram_adj holi@adj2 bond@n,and@conj for@prep#adv to@part liven@v1%inf under@prep that@art&gram_adj holi@adj2 bond@n,
With which that first God man and womman bond.,With which that first God man and womman bond°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1262,,10,10,With which that first God man and womman bond,With which that first God man and womman bond,u S u S u S u Su S,u S u S u S u Su S,with@prep which@pron that@pron first@adv god@n1#propn man@n and@conj womman@n binden@v%pt_3,with@prep which@pron that@pron first@adv god@n1#propn man@n and@conj womman@n binden@v%pt_3,
"Noon oother lyf,"""" seyde he, """"is worth a bene","“Non other lif,” seide he, “is worth a bene;°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1263,,10,10,Noon oother lyf seyde he is worth a bene,Non other lif seide he is worth a bene,u Su S ux S u S u Sx,u Su S ux S u S u Sx,non@gram_adj other@gram_adj lif@n seien@v1%pt_3 he@pron1%nom ben@v%pr_3 worth@adj a@indef_art bene@n1,non@gram_adj other@gram_adj lif@n seien@v1%pt_3 he@pron1%nom ben@v%pr_3 worth@adj a@indef_art bene@n1,
For wedlok is so esy and so clene,"For wedlok is so esy° and so clene,°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1264,,10,10,For wedlok is so esy and so clene,For wedlok is so esy and so clene,u Su S u Su S u Sx,u Su S u Su S u Sx,for@conj wedlok@n ben@v%pr_3 so@adv esi@adj and@conj so@adv clene@adj,for@conj wedlok@n ben@v%pr_3 so@adv esi@adj and@conj so@adv clene@adj,
That in this world it is a paradys.,That in this world it is a paradis.”,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1265,,10,10,That in this world it is a paradys,That in this world it is a paradis,u S u S u S u SuS,u S u S u S u SuS,that@conj in@prep this@gram_adj world@n hit@pron ben@v%pr_3 a@indef_art paradise@n,that@conj in@prep this@gram_adj world@n hit@pron ben@v%pr_3 a@indef_art paradise@n,
"Thus seyde this olde knyght, that was so wys.","¶Thus seid this olde knight, that was so wis.°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1266,,10,10,Thus seyde this olde knyght that was so wys,Thus seid this olde knight that was so wis,u Sx u Su S u S u S,u S u Su S u S u S,thus@adv seien@v1%pt_3 this@gram_adj olde@adj knight@n that@pron ben@v%pt_3 so@adv wise@adj,thus@adv seien@v1%pt_3 this@gram_adj olde@adj knight@n that@pron ben@v%pt_3 so@adv wise@adj,
"And certeinly, as sooth as God is kyng","And certeinly, as sooth° as God is king",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1267,,10,10,And certeinly as sooth as God is kyng,And certeinly as sooth as God is king,u SuS u S u S u S,u SuS u S u S u S,and@conj certainli@adv as@conj sothe@adv as@conj god@n1#propn ben@v%pr_3 king@n,and@conj certainli@adv as@conj sothe@adv as@conj god@n1#propn ben@v%pr_3 king@n,
To take a wyf it is a glorious thyng,"To take a wif, it is a glorious thing",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1268,,0,0,To take a wyf it is a glorious thyng,To take a wif it is a glorious thing,"        ",u S u S u S u Suxu S,to@part taken@v%inf a@indef_art wif@n hit@pron ben@v%pr_3 a@indef_art glorious@adj thing@n,to@part taken@v%inf a@indef_art wif@n hit@pron ben@v%pr_3 a@indef_art glorious@adj thing@n,green
And namely whan a man is oold and hoor;,And namely whan a man is old and hoor;°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1269,,0,0,And namely whan a man is oold and hoor,And namely whan a man is old and hoor,"        ",u Su S u S u S u S,and@conj nameli@adv whan@adv&conj a@indef_art man@n ben@v%pr_3 olde@adj and@conj hor@adj,and@conj nameli@adv whan@adv&conj a@indef_art man@n ben@v%pr_3 olde@adj and@conj hor@adj,green
Thanne is a wyf the fruyt of his tresor.,Thanne is a wif the fruit° of his tresor.,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1270,,10,10,Thanne is a wyf the fruyt of his tresor,Thanne is a wif the fruit of his tresor,ux S u S u S u S uS,ux S u S u S u S uS,thanne@adv ben@v%pr_3 a@indef_art wif@n the@def_art fruit@n of@prep his@pron1%gen tresour@n,thanne@adv ben@v%pr_3 a@indef_art wif@n the@def_art fruit@n of@prep his@pron1%gen tresour@n,
Thanne sholde he take a yong wyf and a feir,Than sholde he take a yong wif and a feir,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1271,,10,10,Thanne sholde he take a yong wyf and a feir,Than sholde he take a yong wif and a feir,ux Sx u Sx u S u S u S,u Sx u Sx u S u S u S,thanne@adv shulen@v1%pt_3 he@pron1%nom taken@v%inf a@indef_art yong@adj wif@n and@conj a@indef_art fair@adj,thanne@adv shulen@v1%pt_3 he@pron1%nom taken@v%inf a@indef_art yong@adj wif@n and@conj a@indef_art fair@adj,
On which he myghte engendren hym an heir,On which he mighte engendren° him an heir,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1272,,10,10,On which he myghte engendren hym an heir,On which he mighte engendren him an heir,u S u Sx uSu S u S,u S u Sx uSu S u S,on@prep which@pron he@pron1%nom mouen@v3%pt_3 engendren@v%inf him@pron%obj a@indef_art heir@n,on@prep which@pron he@pron1%nom mouen@v3%pt_3 engendren@v%inf him@pron%obj a@indef_art heir@n,
And lede his lyf in joye and in solas,"And lede his lif in joye and in solas,°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1273,,10,10,And lede his lyf in joye and in solas,And lede his lif in joye and in solas,u Sx u S u S u S uS,u Sx u S u S u S uS,and@conj leden@v1%inf his@pron1%gen lif@n in@prep joie@n and@conj in@prep solas@n,and@conj leden@v1%inf his@pron1%gen lif@n in@prep joie@n and@conj in@prep solas@n,
"Where as thise bacheleris synge """"allas","Wheras° thise bacheleres singe “Allas,”",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1274,DIFF,10,10,Where as thise bacheleris synge allas,Wheras thise bacheleres singe Allas,ux S ux SuSu Sx uS,uS ux SuSu Sx uS,wher@adv&conj as@conj these@gram_adj%pl bacheler@n%pl singen@v%pr_pl alas@interj,wher-as@adv these@gram_adj%pl bacheler@n%pl singen@v%pr_pl alas@interj,green
Whan that they fynden any adversitee,Whan that they finden any adversitee,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1275,,10,10,Whan that they fynden any adversitee,Whan that they finden any adversitee,u S u Su Sx uSuS,u S u Su Sx uSuS,whan@adv&conj that@part thei@pron%pl_nom finden@v%pr_pl ani@gram_adj adversite@n,whan@adv&conj that@part thei@pron%pl_nom finden@v%pr_pl ani@gram_adj adversite@n,
"In love, which nys but childyssh vanytee.","In love, which nis° but childish vanitee.",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1276,,10,10,In love which nys but childyssh vanytee,In love which nis but childish vanitee,u Sx u S u Su SuS,u Sx u S u Su SuS,in@prep love@n1 which@pron ben@v%pr_3_neg but@conj childish@adj vanite@n,in@prep love@n1 which@pron ben@v%pr_3_neg but@conj childish@adj vanite@n,
And trewely it sit wel to be so,And trewely it sit° wel to be so,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1277,,10,10,And trewely it sit wel to be so,And trewely it sit wel to be so,u SuS u S u S u S,u SuS u S u S u S,and@conj treuli@adv hit@pron sitten@v%pr_3 wel@adv to@part ben@v%inf so@adv,and@conj treuli@adv hit@pron sitten@v%pr_3 wel@adv to@part ben@v%inf so@adv,
That bacheleris have often peyne and wo;,That bacheleres have often peine and wo;,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1278,,10,10,That bacheleris have often peyne and wo,That bacheleres have often peine and wo,u SuSu Sx ux Sx u S,u SuSu Sx ux Sx u S,that@conj bacheler@n%pl haven@v%pr_pl often@adv peine@n and@conj wo@n,that@conj bacheler@n%pl haven@v%pr_pl often@adv peine@n and@conj wo@n,
"On brotel ground they buylde, and brotelnesse","On brotel° ground they builde, and brotelnesse",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1279,,10,10,On brotel ground they buylde and brotelnesse,On brotel ground they builde and brotelnesse,u Su S u Sx u SuSx,u Su S u Sx u SuSx,on@prep brotel@adj ground@n thei@pron%pl_nom bilden@v%pr_pl and@conj brotelnesse@n,on@prep brotel@adj ground@n thei@pron%pl_nom bilden@v%pr_pl and@conj brotelnesse@n,
They fynde whan they wene sikernesse.,"They finde, whan they wene° sikernesse.°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1280,,10,10,They fynde whan they wene sikernesse,They finde whan they wene sikernesse,u Su S u Su SuSx,u Su S u Su SuSx,thei@pron%pl_nom finden@v%pr_pl whan@adv&conj thei@pron%pl_nom wenen@v2%pr_pl sikernesse@n,thei@pron%pl_nom finden@v%pr_pl whan@adv&conj thei@pron%pl_nom wenen@v2%pr_pl sikernesse@n,
They lyve but as a bryd or as a beest,They live but as a brid° or as a beste,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1281,,10,10,They lyve but as a bryd or as a beest,They live but as a brid or as a beste,u Sx u S u S u S u S,u Sx u S u S u S u Sx,thei@pron%pl_nom liven@v1%pr_pl but@conj as@conj a@indef_art brid@n or@conj as@conj a@indef_art beste@n,thei@pron%pl_nom liven@v1%pr_pl but@conj as@conj a@indef_art brid@n or@conj as@conj a@indef_art beste@n,
In libertee and under noon arreest,"In libertee, and under non areste,°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1282,,10,10,In libertee and under noon arreest,In libertee and under non areste,u SuS u Su S uS,u SuS u Su S uSx,in@prep liberte@n and@conj under@prep non@gram_adj areste@n,in@prep liberte@n and@conj under@prep non@gram_adj areste@n,
Ther as a wedded man in his estaat,Theras° a wedded man in his estaat°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1283,DIFF,10,10,Ther as a wedded man in his estaat,Theras a wedded man in his estaat,u S u Su S u S uS,uS u Su S u S uS,ther@adv as@conj a@indef_art wedden@v#adj%ppl man@n in@prep his@pron1%gen estat@n,ther-as@adv a@indef_art wedden@v#adj%ppl man@n in@prep his@pron1%gen estat@n,green
Lyveth a lyf blisful and ordinaat,"Liveth a lif blisful and ordinaat,°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1284,,10,10,Lyveth a lyf blisful and ordinaat,Liveth a lif blisful and ordinaat,uS u S uS u SuS,uS u S uS u SuS,liven@v1%pr_3 a@indef_art lif@n blisful@adj and@conj ordinate@adj,liven@v1%pr_3 a@indef_art lif@n blisful@adj and@conj ordinate@adj,
Under this yok of mariage ybounde.,Under this yok of mariage ybounde;°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1285,,10,10,Under this yok of mariage ybounde,Under this yok of mariage ybounde,uS u S u SuSx uSx,uS u S u SuSx uSx,under@prep this@gram_adj yok@n of@prep mariage@n binden@v#adj%ppl,under@prep this@gram_adj yok@n of@prep mariage@n binden@v#adj%ppl,
Wel may his herte in joy and blisse habounde,Wel may his herte in joye and blisse habounde.°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1286,,10,10,Wel may his herte in joy and blisse habounde,Wel may his herte in joye and blisse habounde,u S u Sx u S u Sx uSx,u S u Sx u S u Sx uSx,wel@adv mouen@v3%pr_3 his@pron1%gen herte@n in@prep joie@n and@conj blisse@n abounden@v1%inf,wel@adv mouen@v3%pr_3 his@pron1%gen herte@n in@prep joie@n and@conj blisse@n abounden@v1%inf,
For who kan be so buxom as a wyf?,¶For who can be so buxom° as a wif?,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1287,,10,10,For who kan be so buxom as a wyf,For who can be so buxom as a wif,u S u S u Su S u S,u S u S u Su S u S,for@conj who@pron%nom connen@v%pr_3 ben@v%inf so@adv buxom@adj as@conj a@indef_art wif@n,for@conj who@pron%nom connen@v%pr_3 ben@v%inf so@adv buxom@adj as@conj a@indef_art wif@n,
"Who is so trewe, and eek so ententyf","Who is so trewe, and eek so ententif°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1288,,10,10,Who is so trewe and eek so ententyf,Who is so trewe and eek so ententif,u S u Sx u S u SuS,u S u Sx u S u SuS,who@pron%nom ben@v%pr_3 so@adv treu@adj and@conj ek@adv so@adv ententif@adj,who@pron%nom ben@v%pr_3 so@adv treu@adj and@conj ek@adv so@adv ententif@adj,
"To kepe hym, syk and hool, as is his make?","To kepe him, sik and hool,° as is his make?°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1289,,10,10,To kepe hym syk and hool as is his make,To kepe him sik and hool as is his make,u Sx u S u S u S u Sx,u Sx u S u S u S u Sx,to@part kepen@v%inf him@pron%obj sik@adj and@conj hole@adj2 as@conj ben@v%pr_3 his@pron1%gen make@n1,to@part kepen@v%inf him@pron%obj sik@adj and@conj hole@adj2 as@conj ben@v%pr_3 his@pron1%gen make@n1,
For wele or wo she wole hym nat forsake;,"For wele or wo,° she wol him nat forsake.°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1290,,10,10,For wele or wo she wole hym nat forsake,For wele or wo she wol him nat forsake,u Sx u S u Sx u S uSx,u Sx u S u S u S uSx,for@conj wele@n1 or@conj wo@n she@pron%nom willen@v%pr_3 him@pron%obj not@adv forsaken@v%inf,for@conj wele@n1 or@conj wo@n she@pron%nom willen@v%pr_3 him@pron%obj not@adv forsaken@v%inf,
She nys nat wery hym to love and serve,She nis nat° wery° him to love and serve,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1291,,10,10,She nys nat wery hym to love and serve,She nis nat wery him to love and serve,u S u Su S u Sx u Sx,u S u Su S u Sx u Sx,she@pron%nom ben@v%pr_3_neg not@adv weri@adj him@pron%obj to@part loven@v1%inf and@conj serven@v1%inf,she@pron%nom ben@v%pr_3_neg not@adv weri@adj him@pron%obj to@part loven@v1%inf and@conj serven@v1%inf,
Though that he lye bedrede til he sterve.,Thogh that he lie bedrede° til he sterve.°,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1292,,10,10,Though that he lye bedrede til he sterve,Thogh that he lie bedrede til he sterve,u S u S uSu S u Sx,u S u S uSu S u Sx,though@conj that@part he@pron1%nom lien@v1%pr_3 bed-reden@adj til@conj he@pron1%nom sterven@v%pr_3,though@conj that@part he@pron1%nom lien@v1%pr_3 bed-reden@adj til@conj he@pron1%nom sterven@v%pr_3,
And yet somme clerkes seyn it nys nat so,"¶And yet som clerkes seyn, it nis nat so",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1293,,10,10,And yet somme clerkes seyn it nys nat so,And yet som clerkes seyn it nis nat so,u S ux Su S u S u S,u S u Su S u S u S,and@conj yet@adv som@gram_adj clerk@n%pl seien@v1%pr_pl hit@pron ben@v%pr_3_neg not@adv so@adv,and@conj yet@adv som@gram_adj clerk@n%pl seien@v1%pr_pl hit@pron ben@v%pr_3_neg not@adv so@adv,
Of whiche he Theofraste is oon of tho.,"Of whiche he, Theofraste, is oon of tho.°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1294,,10,10,Of whiche he Theofraste is oon of tho,Of whiche he Theofraste is oon of tho,u Su S uSx u S u S,u Su S uSx u S u S,of@prep which@pron he@pron1_adj theofraste@n#propn ben@v%pr_3 on@pron of@prep tho@pron2%pl,of@prep which@pron he@pron1_adj theofraste@n#propn ben@v%pr_3 on@pron of@prep tho@pron2%pl,
What force though Theofraste liste lye?,What force° though Theofraste liste° lie?,data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1295,,10,10,What force though Theofraste liste lye,What force though Theofraste liste lie,u Su S uSu Su S,u Su S uSu Su S,what@gram_adj force@n though@conj theofraste@n#propn listen@v1%pr_3 lien@v2%inf,what@gram_adj force@n though@conj theofraste@n#propn listen@v1%pr_3 lien@v2%inf,
"Ne take no wyf,"""" quod he, """"for housbondrye","“Ne take no wif,” quod he, “for housbondrie,°",data/riverside_cats/MerT_riv.cat,data/oxford_txts/MerT_oxford.txt,data/csvs/MerT,The Merchant's Tale 1296,,0,10,Ne take no wyf quod he for housbondrye,Ne take no wif quod he for housbondrie,"       ",u Sx u S u S u SuS,ne@adv taken@v%imp no@gram_adj wif@n quethen@v%pt_3 he@pron1%nom for@prep hus-bondrie@n,ne@adv taken@v%imp no@gram_adj wif@n quethen@v%pt_3 he@pron1%nom for@prep hus-bondrie@n,
