headword,infinitive,preterite,past_participle,classification,notes
abaishen,abaishen,,"abaist(2), abasshed(1)",weak,classified by morphological evidence
abiden,abiden,"abood(4), abode(2)","abiden(2), biden(1)",strong,known
abien,abien,aboughte(1),aboght(4),weak,not in list
abreiden,abreiden,"abreide(3), abraide(2), abreid(1)",,weak,classified by computer (CHECK)
accepten,accepten,,accepted(1),weak,classified by morphological evidence
accorden,accorden,"accorded(1), acorded(1)","acorded(9), accorded(4)",weak,classified by morphological evidence
accounten,accounten,acounted(1),,weak,classified by morphological evidence
accusen,accusen,"acused(1), accused(1)",accused(1),weak,classified by computer (CHECK)
acheven,acheven,acheved(1),acheved(1),weak,classified by morphological evidence
acursen,acursen,,acursed(4),weak,classified by morphological evidence
adauen,adauen,,adawed(1),weak,classified by morphological evidence (check!)
adden,adden,added(1),,weak,classified by morphological evidence
adouren,adouren,,adoured(1),weak,classified by morphological evidence
adreden,adreden,,"adrad(5), adred(1)",weak,classified by morphological evidence
affermen,affermen,,"affermed(1), affirmed(1)",weak,classified by computer (CHECK)
affraien,affraien,,"affraied(3), affrayed(1)",weak,classified by morphological evidence (check!)
afrighten,afrighten,,afright(1),weak,classified by computer (CHECK)
agasten,agasten,agaste(3),agast(24),weak,classified by morphological evidence
agilten,agilten,agilte(3),agilt(5),weak,classified by morphological evidence
agon,agon,,"ago(17), agoon(11), agon(7)",irregular,Gon is irregular
agreven,agreven,,"agreved(3), ygreved(1)",weak,classified by morphological evidence
agrisen,agrisen,agroos(3),,strong,classified by morphological evidence
agroteien,agroteien,,agroted(1),weak,classified by computer (CHECK)
alighten,alighten,alighte(4),alight(2),weak,classified by computer (CHECK)
allien,allien,,allied(2),weak,classified by computer (CHECK)
alteren,alteren,altered(1),,weak,classified by morphological evidence
amaien,amaien,,amaied(2),weak,classified by computer (CHECK)
amenden,amenden,amended(1),amended(11),weak,classified by morphological evidence
ameven,ameven,ameved(1),,weak,classified by computer (CHECK)
anhongen,anhongen,,"anhanged(5), anhonged(1)",weak,classified by morphological evidence
annexen,annexen,,annexed(2),weak,classified by morphological evidence
anoien,anoien,,anoyed(1),weak,classified by computer (CHECK)
answeren,answeren,"answerde(112), answerd(8), answered(2), answerede(1)","answered(2), answerd(1)",weak,classified by morphological evidence
apaien,apaien,,"apaid(10), apaied(4)",weak,classified by computer (CHECK)
apallen,apallen,,"appalled(1), apalled(1)",weak,classified by morphological evidence
apeiren,apeiren,,apeired(1),weak,classified by computer (CHECK)
apiken,apiken,,apiked(1),weak,classified by morphological evidence
apperen,apperen,appered(1),appered(1),weak,classified by computer (CHECK)
appesen,appesen,,apesed(2),weak,classified by computer (CHECK)
appointen,appointen,apointed(1),apointed(1),weak,classified by morphological evidence
apposen,apposen,apposed(1),,weak,classified by morphological evidence
approchen,approchen,approched(1),,weak,classified by computer (CHECK)
aqueinten,aqueinten,,aqueinted(1),weak,classified by morphological evidence
araisen,araisen,,areised(1),weak,classified by computer (CHECK)
aretten,aretten,,aretted(1),weak,classified by morphological evidence
arguen,arguen,argued(1),,weak,classified by morphological evidence
argumenten,argumenten,argumented(1),,weak,classified by morphological evidence
arisen,arisen,"aroos(3), ascry(1)",arisen(1),strong,known strong verb
ariven,ariven,arived(2),"arived(2), arrived(2)",weak,classified by morphological evidence
armen,armen,,armed(4),weak,classified by morphological evidence
arraien,arraien,arrayed(2),"arrayed(7), araied(2), arayed(2), arraied(1)",weak,classified by morphological evidence
ascenden,ascenden,,ascended(1),weak,classified by computer (CHECK)
asken,asken,"asked(8), axed(7)",axed(2),weak,classified by morphological evidence
aslaken,aslaken,,aslaked(1),weak,classified by morphological evidence
aspien,aspien,"aspide(3), espyed(2), aspied(2), espide(1), aspyede(1), espied(1)","espyed(3), espied(1), espid(1), aspied(1)",weak,not in list
assaien,assaien,,"assayed(6), assaied(3)",weak,classified by morphological evidence
assaillen,assaillen,,"assailled(2), assailed(1)",weak,classified by morphological evidence
assegen,assegen,,asseged(1),weak,classified by morphological evidence
assemblen,assemblen,assembled(1),assembled(4),weak,classified by morphological evidence (check!)
assenten,assenten,,assented(4),weak,classified by morphological evidence
assuren,assuren,assured(1),assured(3),weak,classified by morphological evidence
asterten,asterten,"asterte(4), asterted(1)",astert(1),weak,classified by morphological evidence
astonen,astonen,astoned(1),,weak,classified by morphological evidence
astoren,astoren,,astored(1),weak,classified by morphological evidence
ataken,ataken,,atake(1),strong,classified by computer (CHECK)
attamen,attamen,,attamed(1),weak,classified by computer (CHECK)
auntren,auntren,auntred(1),,weak,classified by morphological evidence
avisen,avisen,avised(1),avised(8),weak,classified by morphological evidence
awaken,awaken,"awook(5), awaked(1)",awaked(1),strong,known strong verb
awreken,awreken,,"awreke(1), awroken(1)",strong,Wreken is strong
banishen,banishen,,"ybanisht(1), banished(1)",weak,classified by morphological evidence
bathen,bathen,bathed(1),"bathed(2), ybathed(1)",weak,classified by morphological evidence
bedden,bedden,,ybedded(1),weak,classified by computer (CHECK)
beden,beden,,"bode(1), boden(1)",strong,known strong verb
beginnen,beginnen,,bigan(1),weak,classified by computer (CHECK)
bekken,bekken,bekked(1),,weak,classified by morphological evidence
ben,ben,"was(2467), were(421), wer(23), nere(1), war(1), wis(1), it(1)","been(60), ben(39), be(33), ybe(1), ywedded(1)",irregular,Known irregular
benden,benden,bente(1),bent(3),weak,classified by morphological evidence (check!)
beren,beren,"bar(62), baar(6), beer(3), ber(1), bare(1)","born(67), bore(10), borne(2), boren(1)",strong,known strong verb (check!)
beten,beten,bet(1),"ybete(7), beten(3), ybeten(2), ybet(1), bet(1), bete(1)",strong,known strong verb (check!)
bibben,bibben,,bibbed(1),weak,classified by morphological evidence
bicomen,bicomen,"bicam(1), becam(1), bicom(1)","bicomen(2), become(2), bicome(1)",strong,Comen is strong
bidden,bidden,"bad(74), bade(1)","bidde(1), bede(1)",strong,known strong verb
biden,biden,bood(1),,strong,known
bien,bien,"boghte(5), bouhte(1)","bought(3), ybought(2), boght(2), yboght(1)",weak,not in list
bifallen,bifallen,"bifel(31), befel(4), juil(1), bifelle(1), befill(1)",bifalle(3),strong,Fallen is strong
bigilen,bigilen,"begilde(1), begiled(1)","bigiled(6), begiled(1)",weak,classified by morphological evidence
biginnen,biginnen,"bigan(64), began(16), bigonne(2)","bigonne(13), begonne(3), bigon(1)",strong,known strong verb
bigon,bigon,,"bigoon(8), bigon(6), begoon(3), begon(1)",strong / irregular,"Gon is generally irregular, but this form seems strong"
biheuen,biheuen,,behewe(1),strong,classified by computer (CHECK)
biholden,biholden,"biheld(4), behelde(4), beheld(3), bihelde(1)","beholde(2), biholde(2)",strong,known strong verb
bihoten,bihoten,"bihighte(3), bihight(1), behette(1)",bihight(2),weak,classified by computer (CHECK)
bijapen,bijapen,,bijaped(4),weak,classified by morphological evidence
biknouen,biknouen,beknew(1),,strong,classified by computer (CHECK)
bilden,bilden,"bulte(1), bilt(1)",bilt(1),weak,not in list
binden,binden,bond(9),"bounden(6), bounde(4), ybounde(3), ybounden(2)",strong,known strong verb
biquethen,biquethen,,biquethe(1),strong,known strong verb
bireinen,bireinen,bireined(1),,weak,classified by computer (CHECK)
bireven,bireven,"birafte(5), biraft(2), berafte(1)","biraft(7), bireved(1)",weak,not in list
birien,birien,buried(1),"yburied(2), beried(1)",weak,not in list
bisechen,bisechen,"bisoughte(4), bisoghte(3)",,weak,not in list
bisegen,bisegen,,"biseged(3), beseged(1)",weak,classified by morphological evidence
bisen,bisen,,besein(1),strong,Seems strong even though not in list
bisetten,bisetten,"bisette(3), besette(2)","biset(7), beset(4), besette(1)",weak,not in list
bishetten,bishetten,,bishet(1),weak,classified by morphological evidence
bisien,bisien,bisied(1),,weak,classified by morphological evidence
bistouen,bistouen,,bistowed(4),weak,classified by morphological evidence
bistriden,bistriden,bistrood(1),,weak,classified by computer (CHECK)
bitaken,bitaken,bitook(1),,strong,Taken is strong
biten,biten,boot(1),biten(1),TODO,classified by computer (CHECK)
bithinken,bithinken,"bethoghte(2), bethoughte(1), bithoughte(1)",bithoght(1),weak,not in list
bitiden,bitiden,bitidde(2),"betid(4), bitid(2), bitidde(1)",weak,not in list
bitraien,bitraien,betrayed(2),"betrayed(6), bitrayed(2)",weak,classified by morphological evidence
bitraishen,bitraishen,betraised(2),bitraised(2),weak,classified by morphological evidence
biwailen,biwailen,bewailed(1),biwailled(1),weak,classified by morphological evidence
biwaren,biwaren,,biwared(1),weak,classified by computer (CHECK)
biwreien,biwreien,biwreyed(1),biwreid(1),weak,classified by morphological evidence
biyeten,biyeten,begat(1),"bigete(1), bigeten(1)",weak,Program failed here
blaken,blaken,,blaked(1),weak,classified by computer (CHECK)
blamen,blamen,blamed(2),blamed(2),weak,classified by morphological evidence
blasfemen,blasfemen,,blasphemed(1),weak,classified by morphological evidence
bleden,bleden,bledde(5),,weak,classified by computer (CHECK)
blenchen,blenchen,bleinte(2),ybleint(1),weak,classified by morphological evidence
blenden,blenden,blente(1),"blent(3), yblent(2)",weak,classified by morphological evidence (check!)
bleren,bleren,,blered(2),weak,classified by morphological evidence (check!)
blessen,blessen,blessed(1),"blessed(10), yblessed(4)",weak,classified by morphological evidence
blouen,blouen,"blew(11), blewe(1)","yblowe(4), blowe(3), blowen(2)",strong,classified by morphological evidence (check!)
borwen,borwen,borwed(1),borwed(1),weak,classified by morphological evidence
bosten,bosten,,bosted(1),weak,classified by computer (CHECK)
breden,breden,bredde(1),bred(2),weak,classified by morphological evidence (check!)
breiden,breiden,"breide(6), braide(1)",braid(1),weak,classified by computer (CHECK)
breken,breken,brak(9),"broken(8), broke(3)",strong,known strong verb
brennen,brennen,"brende(15), brente(5), brent(1)","brent(10), ybrend(2), ybrent(2), brend(1)",weak,classified by morphological evidence
bresten,bresten,"brast(9), breste(1), braste(1)",brosten(4),strong,known strong verb
bridelen,bridelen,bridled(1),,weak,classified by morphological evidence
bringen,bringen,"broghte(29), broughte(11), broght(3), brought(1)","broght(34), brought(14), ybrought(1), ybroght(1)",weak,not in list
cacchen,cacchen,"caughte(21), caught(2)","caught(32), ycaught(2)",weak,classified by morphological evidence
calculen,calculen,calculed(1),,weak,classified by morphological evidence
callen,callen,called(8),"called(19), ycalled(1)",weak,classified by morphological evidence
capen,capen,caped(1),,weak,classified by morphological evidence
carien,carien,,"caried(4), ycaried(2)",weak,classified by morphological evidence
casten,casten,"caste(68), cast(3), casteth(1)","cast(5), ycast(1), casten(1)",weak,not in list
causen,causen,"caused(5), causede(1)",,weak,classified by morphological evidence (check!)
cesen,cesen,cessed(3),cessed(1),weak,classified by morphological evidence
chacen,chacen,,"chased(1), chaced(1)",weak,classified by morphological evidence
chargen,chargen,charged(3),charged(4),weak,classified by morphological evidence
chasten,chasten,,chasted(1),weak,classified by morphological evidence
chastisen,chastisen,,chastised(1),weak,classified by computer (CHECK)
chaungen,chaungen,"chaunged(6), changed(1)","chaunged(8), ychaunged(1), changed(1)",weak,classified by morphological evidence
chesen,chesen,"chees(14), ches(1)","chosen(5), chose(1)",strong,known strong verb
chiden,chiden,chidde(2),,weak,classified by morphological evidence
clappen,clappen,"clapte(3), clapt(1)",,weak,classified by morphological evidence
clauen,clauen,clew(1),yclawed(1),weak,classified by morphological evidence
clepen,clepen,cleped(3),"cleped(27), ycleped(8), yclept(1), clepid(1)",weak,classified by morphological evidence
cleven,cleven,cleft(1),,strong,known strong verb (check!)
climben,climben,"clamb(1), clomb(1)","clomben(2), clombe(1)",strong,known strong verb
clippen,clippen,,clipped(1),weak,classified by morphological evidence (check!)
clothen,clothen,"cladde(3), cledde(1), clad(1)","clothed(8), clad(8), yclothed(2), yclad(2)",weak,classified by morphological evidence
colouren,colouren,,coloured(1),weak,classified by morphological evidence
comen,comen,"cam(99), com(63), come(9), came(2)","come(59), comen(25), ycome(8), ycomen(4), com(2), denis(1), icomen(1)",strong,known strong verb
comforten,comforten,,conforted(2),weak,classified by morphological evidence
commaunden,commaunden,"comanded(5), comaunded(4)","comanded(4), comaunded(1)",weak,classified by morphological evidence
commenden,commenden,,commended(1),weak,classified by morphological evidence
committen,committen,,committed(1),weak,classified by computer (CHECK)
compassen,compassen,compassed(2),compassed(1),weak,classified by computer (CHECK)
compleinen,compleinen,compleined(3),compleined(6),weak,classified by morphological evidence
completen,completen,,complet(1),weak,classified by morphological evidence
comprehenden,comprehenden,,comprehended(1),weak,classified by computer (CHECK)
conceiven,conceiven,,"conceived(3), conseived(1)",weak,classified by morphological evidence
concluden,concluden,,concluded(1),weak,classified by morphological evidence
condescenden,condescenden,,condescended(1),weak,classified by computer (CHECK)
confermen,confermen,,confermed(1),weak,classified by morphological evidence
confounden,confounden,,confounded(1),weak,classified by morphological evidence
connen,connen,"coude(190), coud(22), couthe(9), couth(1)","ykoude(1), coud(1)",irregular,Known irregular
conqueren,conqueren,conquered(3),conquered(1),weak,classified by morphological evidence
consecraten,consecraten,,consecrat(1),weak,classified by computer (CHECK)
conserven,conserven,,conserved(3),weak,classified by morphological evidence
consideren,consideren,considered(1),considered(5),weak,classified by morphological evidence
conspiren,conspiren,,conspired(1),weak,classified by computer (CHECK)
constreinen,constreinen,constreined(1),constreined(4),weak,classified by morphological evidence
consumen,consumen,,consumed(1),weak,classified by morphological evidence
contrarien,contrarien,contraried(1),,weak,classified by morphological evidence
conveien,conveien,"conveied(1), conveyed(1)",,weak,classified by morphological evidence
converten,converten,converted(2),converted(5),weak,classified by morphological evidence
convicten,convicten,,convict(1),weak,classified by computer (CHECK)
corounen,corounen,,"crouned(4), corouned(3), crowned(2), ycorouned(1), ycoroned(1)",weak,classified by morphological evidence (check!)
correcten,correcten,,corrected(2),weak,classified by morphological evidence
corrupten,corrupten,,corrupt(1),weak,classified by morphological evidence
costen,costen,"coste(3), cost(1)",,weak,classified by morphological evidence
couchen,couchen,couched(3),couched(3),weak,classified by morphological evidence
counseilen,counseilen,counseilled(1),,weak,classified by morphological evidence
counten,counten,counted(1),,weak,classified by morphological evidence
countrefeten,countrefeten,countrefeted(1),countrefeted(2),weak,classified by morphological evidence
countrepleten,countrepleten,,countrepleted(1),weak,classified by computer (CHECK)
couplen,couplen,,ycoupled(1),weak,classified by morphological evidence
coveren,coveren,covered(5),"kevered(3), covered(1)",weak,classified by morphological evidence (check!)
crampishen,crampishen,,crampisshed(1),weak,classified by computer (CHECK)
crasen,crasen,,crased(1),weak,classified by computer (CHECK)
creauncen,creauncen,,creaunced(1),weak,classified by morphological evidence
crepen,crepen,"crepte(2), creep(2), crept(1)","cropen(2), crope(1)",strong,known strong verb
crien,crien,"cride(20), cried(10), criede(1)",cried(5),weak,Not in s.e.e. list
cristnen,cristnen,"cristened(1), cristned(1)","cristned(2), ycristned(1)",weak,classified by morphological evidence
crouchen,crouchen,,crouched(1),weak,classified by computer (CHECK)
crouen,crouen,crew(3),"ycrowe(1), crowe(1)",strong,known strong verb
curen,curen,,cured(1),weak,classified by morphological evidence (check!)
cursen,cursen,cursed(2),,weak,classified by computer (CHECK)
cutten,cutten,"kitte(3), cut(1)","cut(2), cutted(1)",weak,classified by morphological evidence (check!)
dampnen,dampnen,dampned(2),"dampned(10), damned(1)",weak,classified by morphological evidence
daswen,daswen,,daswed(1),weak,classified by morphological evidence
dauen,dauen,,dawed(1),weak,classified by computer (CHECK)
dauncen,dauncen,daunced(3),,weak,classified by morphological evidence
daunten,daunten,daunted(1),daunted(1),weak,classified by morphological evidence
deceiven,deceiven,,deceived(8),weak,classified by morphological evidence
declaren,declaren,declared(1),declared(3),weak,classified by morphological evidence
defacen,defacen,,defaced(1),weak,classified by morphological evidence
defenden,defenden,defended(2),,weak,classified by morphological evidence
defoulen,defoulen,,defouled(5),weak,classified by morphological evidence
deien,deien,dyed(1),diyd(1),weak,classified by morphological evidence
deinen,deinen,"deined(1), deigned(1)",deined(3),weak,classified by morphological evidence (check!)
delen,delen,"deled(1), delte(1)",deled(1),weak,classified by morphological evidence
deliberen,deliberen,,delibered(1),weak,classified by morphological evidence
deliten,deliten,delited(1),,weak,classified by morphological evidence
deliveren,deliveren,delivered(1),delivered(3),weak,classified by morphological evidence
delven,delven,,dolven(1),strong,known strong verb
demen,demen,"demed(6), demede(1)",demed(1),weak,classified by morphological evidence
departen,departen,departed(2),departed(11),weak,classified by morphological evidence
depeinten,depeinten,,"depeinted(5), depeint(2)",weak,classified by morphological evidence
deriven,deriven,,derived(1),weak,classified by morphological evidence
descenden,descenden,descended(1),descended(6),weak,classified by morphological evidence
descriven,descriven,,discrived(1),weak,classified by morphological evidence
deserven,deserven,deserved(1),deserved(14),weak,classified by morphological evidence
desiren,desiren,desired(3),,weak,classified by morphological evidence
despeiren,despeiren,,despeired(5),weak,classified by morphological evidence
destroien,destroien,destroyed(2),"destroyed(11), distroyed(1)",weak,classified by morphological evidence
devouren,devouren,,devoured(5),weak,classified by computer (CHECK)
dien,dien,"deide(26), dide(5), died(3), deied(2), dyed(1), deid(1)","died(1), deyed(1)",weak,not in list
dighten,dighten,dighte(4),"dight(5), dighte(1), ydight(1)",weak,classified by morphological evidence
disclaundren,disclaundren,,"disclaundred(1), desclaundred(1)",weak,classified by computer (CHECK)
discoveren,discoveren,,discovered(1),weak,classified by morphological evidence
discussen,discussen,,discussed(1),weak,classified by morphological evidence
disesen,disesen,,disesed(1),weak,classified by computer (CHECK)
disfiguren,disfiguren,,disfigured(2),weak,classified by morphological evidence
disgisen,disgisen,,disgised(1),weak,classified by morphological evidence
disheriten,disheriten,,disherited(1),weak,classified by computer (CHECK)
disparagen,disparagen,,disparaged(1),weak,classified by morphological evidence
dispenden,dispenden,,despended(3),weak,classified by morphological evidence
displesen,displesen,,displesed(2),weak,classified by morphological evidence
disposen,disposen,disposed(1),disposed(5),weak,classified by morphological evidence
disputen,disputen,disputed(1),,weak,classified by morphological evidence
distourben,distourben,,disturbed(1),weak,classified by morphological evidence
distreinen,distreinen,destrained(1),distreined(1),weak,classified by computer (CHECK)
distroublen,distroublen,,destroubled(1),weak,classified by morphological evidence
dividen,dividen,,divided(1),weak,classified by morphological evidence
dokken,dokken,,dokked(1),weak,classified by morphological evidence
don,don,"dide(76), did(38)","doon(104), don(24), do(21), ydo(7), ydoon(6), done(4), ydon(3), doo(1)",strong / irregular,"Don is generally irregular, but this form seems strong"
drauen,drauen,"drow(7), drough(6), drogh(1), drew(1)","ydrawe(7), drawe(3), draw(1)",strong,Known strong verb (from skeat but not wiki)
drecchen,drecchen,,drecched(1),weak,classified by morphological evidence
dreden,dreden,"dradde(5), dredde(4)",,weak,not in list
dremen,dremen,dremed(4),,weak,classified by morphological evidence (check!)
drenchen,drenchen,"dreinte(3), dreint(1)","dreint(4), drenched(1), drent(1), dreinte(1)",weak,not in list
dressen,dressen,"dressed(2), dressede(1)","dressed(3), ydressed(1)",weak,classified by morphological evidence
drien,drien,,dryed(1),weak,classified by computer (CHECK)
drinken,drinken,"drank(15), dronk(2)","dronken(6), dronke(5)",strong,known strong verb
driven,driven,"droof(6), drof(1)","driven(7), drive(5), ydriven(1)",strong,known strong verb
durren,durren,"dorste(49), durste(5), dorst(2), durst(2)",,weak,not in list
dusken,dusken,dusked(1),,weak,classified by morphological evidence
dwellen,dwellen,"dwelte(10), dwelled(6)","dwelt(2), dwelled(2)",weak,not in list
eilen,eilen,"eiled(2), eileth(1)",,weak,classified by morphological evidence
eken,eken,,eched(1),weak,classified by morphological evidence
embelishen,embelishen,embelisshed(1),,weak,classified by computer (CHECK)
embosen,embosen,,embosed(1),weak,classified by morphological evidence
embracen,embracen,,enbraced(1),weak,classified by morphological evidence
embrouden,embrouden,,"enbrouded(1), embrouded(1)",weak,classified by morphological evidence
empoisounen,empoisounen,,empoisoned(2),weak,classified by morphological evidence
emprenten,emprenten,,"emprented(2), enprented(1)",weak,classified by morphological evidence
enchaunten,enchaunten,,enchanted(1),weak,classified by morphological evidence
enclinen,enclinen,,enclined(3),weak,classified by morphological evidence
enclosen,enclosen,,enclosed(2),weak,classified by morphological evidence
encombren,encombren,,encombred(1),weak,classified by morphological evidence
encresen,encresen,encresed(1),encressed(2),weak,classified by morphological evidence
enden,enden,,ended(4),weak,classified by morphological evidence
enduren,enduren,endured(1),endured(2),weak,classified by morphological evidence
enfourmen,enfourmen,,enformed(1),weak,classified by morphological evidence
engendren,engendren,,engendred(4),weak,classified by morphological evidence
enginen,enginen,,engined(1),weak,classified by computer (CHECK)
enhabiten,enhabiten,,enhabit(1),weak,classified by morphological evidence
enhauncen,enhauncen,,"enhaunced(3), enhaunsed(1)",weak,classified by morphological evidence
enluminen,enluminen,,enlumined(1),weak,classified by computer (CHECK)
enointen,enointen,,anoint(1),weak,classified by computer (CHECK)
enqueren,enqueren,,enquered(1),weak,classified by computer (CHECK)
enselen,enselen,,enseled(1),weak,classified by computer (CHECK)
enspiren,enspiren,,inspired(1),weak,classified by morphological evidence (check!)
entenden,entenden,entended(1),,weak,classified by morphological evidence
enterchaungen,enterchaungen,,entrechaunged(1),weak,classified by morphological evidence
entitelen,entitelen,,entitled(1),weak,classified by morphological evidence
entren,entren,,entred(2),weak,classified by morphological evidence
envenimen,envenimen,,envenimed(1),weak,classified by morphological evidence
envolupen,envolupen,,envoluped(1),weak,classified by morphological evidence
escapen,escapen,escaped(1),escaped(4),weak,classified by morphological evidence
escheuen,escheuen,,eschewed(2),weak,classified by morphological evidence
esen,esen,,esed(7),weak,classified by morphological evidence
eten,eten,"eet(8), et(1)","eten(3), ete(1)",strong,known strong verb
exciten,exciten,excited(1),,weak,classified by morphological evidence
excusen,excusen,excused(1),excused(3),weak,classified by morphological evidence
executen,executen,,execut(1),weak,classified by morphological evidence
expounen,expounen,expouned(3),,weak,classified by morphological evidence
expressen,expressen,,expressed(1),weak,classified by computer (CHECK)
failen,failen,"failed(1), failled(1)",,weak,classified by morphological evidence
fallen,fallen,"fil(68), fel(18), fille(4), fill(2), felle(1)","falle(18), fallen(9), yfalle(4), yfallen(1)",strong,known strong verb
falsen,falsen,falsed(2),falsed(2),weak,classified by morphological evidence
faren,faren,"ferde(15), ferd(4)","fare(8), yfare(3), faren(3), ferd(2)",strong,known strong verb
farsen,farsen,,farsed(1),weak,classified by morphological evidence
fasten,fasten,"fasted(3), faste(1)",fast(1),weak,classified by morphological evidence (check!)
faunen,faunen,fauned(1),,weak,classified by morphological evidence (check!)
feden,feden,fedde(5),fed(1),weak,classified by morphological evidence
feffen,feffen,,feffed(1),weak,classified by morphological evidence
feinen,feinen,feined(8),"feined(5), fained(1), yfeined(1)",weak,classified by morphological evidence
felen,felen,"felte(36), felt(2), felede(1), feled(1)","felt(7), feled(1)",weak,classified by morphological evidence (check!)
fellen,fellen,,feld(1),weak,classified by morphological evidence
feteren,feteren,fettred(1),fetered(2),weak,classified by morphological evidence
fetheren,fetheren,fethered(1),,weak,classified by morphological evidence (check!)
fetten,fetten,fette(6),"fet(5), yfet(2)",weak,classified by morphological evidence
fighten,fighten,faught(5),foughten(1),strong,known strong verb
fillen,fillen,,"fild(2), filled(1)",weak,classified by morphological evidence
finden,finden,"fond(67), fonde(5), found(4), founde(2)","founde(29), founden(14), fond(1), found(1)",strong,known strong verb
firen,firen,,yfired(1),weak,classified by computer (CHECK)
fishen,fishen,,fisshed(1),weak,classified by morphological evidence
fixen,fixen,,fix(1),weak,classified by computer (CHECK)
flateren,flateren,,yflatered(2),weak,classified by morphological evidence (check!)
flen,flen,"fledde(8), fled(3), fleigh(1)","fled(8), yfled(1), fledde(1)",weak,classified by morphological evidence (check!)
fleten,fleten,fleet(1),,weak,classified by computer (CHECK)
flien,flien,"fleigh(6), fley(1), flough(1)",flowen(1),strong,known strong verb
flikeren,flikeren,flikered(1),,weak,classified by morphological evidence
flitten,flitten,,flitted(1),weak,classified by computer (CHECK)
flouren,flouren,floured(1),,weak,classified by morphological evidence (check!)
folen,folen,,foled(1),weak,classified by computer (CHECK)
folwen,folwen,"folwed(6), folwede(2), folewed(1)",yfolowed(1),weak,classified by morphological evidence
forbeden,forbeden,forbad(2),forbode(1),weak,not in list
forberen,forberen,forbar(2),,strong,known
fordon,fordon,fordide(1),"fordo(3), fordoon(2)",strong / irregular,"Don is generally irregular, but this form seems strong"
fore-witen,fore-witen,"forwot(2), forwoot(2)",,weak,classified by morphological evidence
forgon,forgon,foryede(1),"forgon(1), forgo(1)",weak / irregular,"Gon is generally irregular, but this form seems weak"
forlesen,forlesen,,"forlorn(2), forlore(2)",TODO,classified by computer (CHECK)
forleven,forleven,,forlaft(1),weak,classified by computer (CHECK)
formen,formen,formed(4),"yformed(4), formed(3)",weak,classified by morphological evidence
forsaken,forsaken,forsook(7),"forsake(1), forsaken(1)",strong,Known from skeat
forshapen,forshapen,,forshapen(1),strong,Shapen is strong
forsweren,forsweren,forswor(1),"forsworn(3), forswore(2)",strong,known strong verb
forwrappen,forwrappen,,forwrapped(1),weak,classified by morphological evidence
foryeten,foryeten,"forgat(7), forgate(2), not(1), foryat(1)","forgeten(4), foryeten(3), forget(1), forgete(1)",strong,known strong verb
foryeven,foryeven,"foryaf(3), forgaf(1)","foryive(2), foryeven(1)",strong,Known strong verb
fostren,fostren,fostred(2),"fostred(6), yfostred(2)",weak,classified by morphological evidence
founden,founden,,founded(2),weak,classified by morphological evidence (check!)
foundren,foundren,foundred(1),,weak,classified by morphological evidence (check!)
frainen,frainen,,freined(1),weak,classified by computer (CHECK)
fraughten,fraughten,,fraught(1),weak,classified by computer (CHECK)
freten,freten,,"freten(2), frete(1)",strong,known strong verb (check!)
