headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
ofte,ofte,Troilus and Criseyde; Book II 792,data/oxford_txts/TC2_oxford.txt,“How ofte time hath it yknowen be,False,False,BOTH,“How ofte time hath it yknowen be,How ofte tyme hath it yknowen be
pure,pure,Book of the Duchess 1209,data/oxford_txts/BD_oxford.txt,"In my tale, for pure fere",False,False,BOTH,"In my tale, for pure fere",In my tale for pure fere
swete,swete,The Friar's Tale 1585,data/oxford_txts/FriT_oxford.txt,"God save you, sir, what is your swete wille?’",False,False,BOTH,"God save you, sir, what is your swete wille?’",God save you sire what is youre sweete wille
quik,quike,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
povre,povre,The General Prologue 702,data/oxford_txts/GP_oxford.txt,A povre person dwelling upon lond,False,False,BOTH,A povre person dwelling upon lond,A povre person dwellynge upon lond
yong,yonge,The Pardoner's Tale 464,data/oxford_txts/PardT_oxford.txt,"Of yonge folk, that haunteden° folie",False,False,BOTH,"Of yonge folk, that haunteden° folie",Of yonge folk that haunteden folye
lef,leve,The Wife of Bath's Tale 1171,data/oxford_txts/WBT_oxford.txt,"And therfor, leve° housbond, I thus conclude",False,False,BOTH,"And therfor, leve° housbond, I thus conclude",And therfore leeve housbonde I thus conclude
riche,riche,The Shipman's Tale 2,data/oxford_txts/ShipT_oxford.txt,"That riche was, for which men helde° him wis;",False,False,BOTH,"That riche was, for which men helde° him wis;",That riche was for which men helde hym wys
ouen,owene,The Pardoner's Tale 834,data/oxford_txts/PardT_oxford.txt,And pleye at dees right at our owene wille.”,False,False,BOTH,And pleye at dees right at our owene wille.”,And pleye at dees right at oure owene wille
long,longe,The Knight's Tale 1573,data/oxford_txts/KnT_oxford.txt,A longe time; and after he up sterte.,False,False,BOTH,A longe time; and after he up sterte.,A longe tyme and after he up sterte
bai,baye,Troilus and Criseyde; Book V 1038,data/oxford_txts/TC5_oxford.txt,That she him yaf the faire baye stede,False,False,BOTH,That she him yaf the faire baye stede,That she hym yaf the faire baye stede
lef,leve,Troilus and Criseyde; Book III 330,data/oxford_txts/TC3_oxford.txt,“But now to purpos; leve brother dere,False,False,BOTH,“But now to purpos; leve brother dere,But now to purpos leve brother deere
ouen,owene,The Clerk's Tale 504,data/oxford_txts/ClT_oxford.txt,Your owene thing;° werketh after your wille.,False,False,BOTH,Your owene thing;° werketh after your wille.,Youre owene thyng werketh after youre wille
ouen,owne,The Clerk's Tale 652,data/oxford_txts/ClT_oxford.txt,"Ye been our lord, doth with your owne thing",False,False,BOTH,"Ye been our lord, doth with your owne thing",Ye been oure lord dooth with youre owene thyng
muche,muche,The Friar's Tale 1546,data/oxford_txts/FriT_oxford.txt,So muche wo as I have with yow tholed!°,False,False,BOTH,So muche wo as I have with yow tholed!°,So muche wo as I have with yow tholed
ethe,ethe,Troilus and Criseyde; Book V 850,data/oxford_txts/TC5_oxford.txt,And he was ethe ynough to maken dwelle.,False,False,BOTH,And he was ethe ynough to maken dwelle.,And he was ethe ynough to maken dwelle
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False,BOTH,"Of youre rede colera,° pardee",Of youre rede colera pardee
pale,pale,The Reeve's Tale 4150,data/oxford_txts/RvT_oxford.txt,"Ful pale he was for dronken,° and nat reed.",False,False,BOTH,"Ful pale he was for dronken,° and nat reed.",Ful pale he was for dronken and nat reed
wilde,wilde,The Franklin's Tale 1195,data/oxford_txts/FranT_oxford.txt,"He saugh, whan voided° wer thise wilde deer",False,False,BOTH,"He saugh, whan voided° wer thise wilde deer",He saugh whan voyded were thise wilde deer
humble,humble,The Knight's Tale 2219,data/oxford_txts/KnT_oxford.txt,"And doun he kneleth, and with humble chere°",False,False,BOTH,"And doun he kneleth, and with humble chere°",And doun he kneleth and with humble cheere
god,gode,The Merchant's Tale 2387,data/oxford_txts/MerT_oxford.txt,"“Ye maze,° maze, gode sire,” quod she",False,False,BOTH,"“Ye maze,° maze, gode sire,” quod she",Ye maze maze goode sire quod she
god,goode,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,False,BOTH,"Debonair, goode, glade, and sadde,°",Debonaire goode glade and sadde
huge,huge,Troilus and Criseyde; Book IV 1387,data/oxford_txts/TC4_oxford.txt,“And that shal been an huge quantitee,False,False,BOTH,“And that shal been an huge quantitee,And that shal ben an huge quantite
swete,swete,Troilus and Criseyde; Book III 1183,data/oxford_txts/TC3_oxford.txt,"Foryeve it me, min owene swete herte.”",False,False,BOTH,"Foryeve it me, min owene swete herte.”",Foryeve it me myn owene swete herte
secre,secree,The Merchant's Tale 1937,data/oxford_txts/MerT_oxford.txt,"In secree wise° his purs, and eek his bille,°",False,False,BOTH,"In secree wise° his purs, and eek his bille,°",In secree wise his purs and eek his bille
lef,leve,Troilus and Criseyde; Book IV 926,data/oxford_txts/TC4_oxford.txt,"And nought encresse, leve nece swete;",False,False,BOTH,"And nought encresse, leve nece swete;",And nought encresse leeve nece swete
softe,softe,Troilus and Criseyde; Book V 636,data/oxford_txts/TC5_oxford.txt,"With softe vois he, of his lady dere",False,False,BOTH,"With softe vois he, of his lady dere",With softe vois he of his lady deere
badde,badde,The Merchant's Tale 1593,data/oxford_txts/MerT_oxford.txt,"And somme were riche, and hadden badde name.°",False,False,BOTH,"And somme were riche, and hadden badde name.°",And somme were riche and hadden badde name
fre,free,Troilus and Criseyde; Book I 958,data/oxford_txts/TC1_oxford.txt,"Be lusty, free, persevere in thy servise",False,False,BOTH,"Be lusty, free, persevere in thy servise",Be lusty fre persevere in thy servyse
olde,olde,Troilus and Criseyde; Book V 470,data/oxford_txts/TC5_oxford.txt,"The lettres eek, that she of olde time",False,False,BOTH,"The lettres eek, that she of olde time",The lettres ek that she of olde tyme
wise,wise,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",False,False,BOTH,"The goode, wise, worthy, fresshe, and free",The goode wise worthi fresshe and free
povre,povre,The General Prologue 478,data/oxford_txts/GP_oxford.txt,And was a povre Parson of a toun;,False,False,BOTH,And was a povre Parson of a toun;,And was a povre PERSOUN OF A TOUN
fals,false,The Reeve's Tale 4269,data/oxford_txts/RvT_oxford.txt,A! false traitour! false clerk!” quod he,False,False,BOTH,A! false traitour! false clerk!” quod he,A false traitour False clerk quod he
juste,juste,Troilus and Criseyde; Book V 1256,data/oxford_txts/TC5_oxford.txt,What wratthe of juste cause have ye to me?,False,False,BOTH,What wratthe of juste cause have ye to me?,What wratthe of juste cause have ye to me
long,longe,Troilus and Criseyde; Book II 507,data/oxford_txts/TC2_oxford.txt,"This other day, nought gon ful longe while",False,False,BOTH,"This other day, nought gon ful longe while",This other day naught gon ful longe while
dere,deere,The Friar's Tale 1567,data/oxford_txts/FriT_oxford.txt,"Heer may ye see, min owne deere brother",False,False,BOTH,"Heer may ye see, min owne deere brother",Heere may ye se myn owene deere brother
humble,humble,The Summoner's Tale 1936,data/oxford_txts/SumT_oxford.txt,But we that humble been and chast and pore,False,False,BOTH,But we that humble been and chast and pore,But we that humble been and chaast and poore
weik,waike,The Knight's Tale 887,data/oxford_txts/KnT_oxford.txt,And waike° been the oxen in my plough.,False,False,BOTH,And waike° been the oxen in my plough.,And wayke been the oxen in my plough
thikke,thikke,The General Prologue 549,data/oxford_txts/GP_oxford.txt,"He was short-sholdred, brood, a thikke knarre",False,False,BOTH,"He was short-sholdred, brood, a thikke knarre",He was shortsholdred brood a thikke knarre
mek,meke,The Clerk's Tale 141,data/oxford_txts/ClT_oxford.txt,Hir° meke preiere and hir pitous chere°,False,False,BOTH,Hir° meke preiere and hir pitous chere°,Hir meeke preyere and hir pitous cheere
olde,olde,The Knight's Tale 2828,data/oxford_txts/KnT_oxford.txt,"Of olde folk, and folk of tendre yeres",False,False,BOTH,"Of olde folk, and folk of tendre yeres",Of olde folk and folk of tendre yeeres
povre,povre,The Pardoner's Tale 713,data/oxford_txts/PardT_oxford.txt,An old man and a povre° with hem mette.,False,False,BOTH,An old man and a povre° with hem mette.,An oold man and a povre with hem mette
bitter,bittre,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,False,False,BOTH,Ful bittre drink; and for to han gladnesse,Ful bittre drynke and for to han gladnesse
noble,noble,The Summoner's Tale 2265,data/oxford_txts/SumT_oxford.txt,"Your noble confessour, ther God him save,°",False,False,BOTH,"Your noble confessour, ther God him save,°",Youre noble confessour there God hym save
softe,softe,The Friar's Tale 1412,data/oxford_txts/FriT_oxford.txt,This yeman him answerde in softe speche,False,False,BOTH,This yeman him answerde in softe speche,This yeman hym answerde in softe speche
olde,olde,The Friar's Tale 1582,data/oxford_txts/FriT_oxford.txt,"‘Com out,’ quod he, ‘thou olde viritrate!",False,False,BOTH,"‘Com out,’ quod he, ‘thou olde viritrate!",Com out quod he thou olde virytrate
selde,selde,The Clerk's Tale 146,data/oxford_txts/ClT_oxford.txt,That selde time is founde in mariage;,False,False,BOTH,That selde time is founde in mariage;,That seelde tyme is founde in mariage
sobre,sobre,Troilus and Criseyde; Book III 237,data/oxford_txts/TC3_oxford.txt,And gan to speken in a sobre wise,False,False,BOTH,And gan to speken in a sobre wise,And gan to speken in a sobre wyse
swete,swete,Book of the Duchess 108,data/oxford_txts/BD_oxford.txt,"¶“A mercy, swete ladi dere!”",False,False,BOTH,"¶“A mercy, swete ladi dere!”",A mercy swete lady dere
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False,BOTH,Dede were his japes and his crueltee,Dede were his japes and his cruelte
mek,meke,The Miller's Tale 3202,data/oxford_txts/MilT_oxford.txt,And lik a maiden meke for to see.,False,False,BOTH,And lik a maiden meke for to see.,And lyk a mayden meke for to see
ofte,ofte,The Clerk's Tale 233,data/oxford_txts/ClT_oxford.txt,Ful ofte sithe° this markis sette his eye,False,False,BOTH,Ful ofte sithe° this markis sette his eye,Ful ofte sithe this markys sette his ye
fresh,fresshe,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False,BOTH,"Welcome be thou, faire fresshe May",Welcome be thou faire fresshe May
sengle,sengle,The Merchant's Tale 1667,data/oxford_txts/MerT_oxford.txt,Wel ofte rather than a sengle° man!,False,False,BOTH,Wel ofte rather than a sengle° man!,Wel ofte rather than a sengle man
huge,huge,Book of the Duchess 447,data/oxford_txts/BD_oxford.txt,"To an oke,° an huge tree.",False,False,BOTH,"To an oke,° an huge tree.",To an ook an huge tree
fals,false,The Nun's Priest's Tale 3228,data/oxford_txts/NPT_oxford.txt,"False dissimilour,° O Greek Sinon",False,False,BOTH,"False dissimilour,° O Greek Sinon",False dissymulour o Greek Synon
blind,blinde,The Merchant's Tale 2259,data/oxford_txts/MerT_oxford.txt,Unto this olde blinde worthy knight,False,False,BOTH,Unto this olde blinde worthy knight,Unto this olde blynde worthy knyght
wise,wise,Troilus and Criseyde; Book I 976,data/oxford_txts/TC1_oxford.txt,For this have I herd seide of wise ylered,False,False,BOTH,For this have I herd seide of wise ylered,For this have I herd seyd of wyse lered
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False,BOTH,"And seye, ‘Leve° moder,° leet me in!",And seye Leeve mooder leet me in
dere,dere,Troilus and Criseyde; Book I 810,data/oxford_txts/TC1_oxford.txt,What! many a man hath love ful dere ybought,False,False,BOTH,What! many a man hath love ful dere ybought,What many a man hath love ful deere ybought
double,double,The Knight's Tale 1454,data/oxford_txts/KnT_oxford.txt,Who feleth double soor and hevinesse,False,False,BOTH,Who feleth double soor and hevinesse,Who feeleth double soor and hevynesse
neue,newe,House of Fame 2045,data/oxford_txts/HF_oxford.txt,A newe tiding prevely,False,False,BOTH,A newe tiding prevely,A newe tydynge prively
neue,newe,Troilus and Criseyde; Book I 157,data/oxford_txts/TC1_oxford.txt,"With newe grene, of lusty Ver the prime",False,False,BOTH,"With newe grene, of lusty Ver the prime",With newe grene of lusty Veer the pryme
noble,noble,The Wife of Bath's Prologue 165,data/oxford_txts/WBPro_oxford.txt,Ye been a noble prechour in this cas!,False,False,BOTH,Ye been a noble prechour in this cas!,Ye been a noble prechour in this cas
swete,swete,The Manciple's Tale 300,data/oxford_txts/MancT_oxford.txt,Ne never swete noise shul ye make,False,False,BOTH,Ne never swete noise shul ye make,Ne nevere sweete noyse shul ye make
ouen,owne,The Wife of Bath's Prologue 449,data/oxford_txts/WBPro_oxford.txt,But I wol kepe it for your owne tooth.°,False,False,BOTH,But I wol kepe it for your owne tooth.°,But I wol kepe it for youre owene tooth
propre,propre,The Reeve's Tale 3972,data/oxford_txts/RvT_oxford.txt,In cradel it lay and was a propre page.°,False,False,BOTH,In cradel it lay and was a propre page.°,In cradel it lay and was a propre page
kinde,kinde,Troilus and Criseyde; Book II 970,data/oxford_txts/TC2_oxford.txt,And spreden on hir kinde cours by rowe;,False,False,BOTH,And spreden on hir kinde cours by rowe;,And spreden on hire kynde cours by rowe
fals,false,The Wife of Bath's Prologue 800,data/oxford_txts/WBPro_oxford.txt,"‘O! hastow slain me, false theef?’° I seide",False,False,BOTH,"‘O! hastow slain me, false theef?’° I seide",O hastow slayn me false theef I seyde
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,BOTH,"¶And ye maistresses° in your olde lif,°",And ye maistresses in youre olde lyf
humble,humble,Troilus and Criseyde; Book II 828,data/oxford_txts/TC2_oxford.txt,"Ben humble subgit, trewe in min entente",False,False,BOTH,"Ben humble subgit, trewe in min entente",Ben humble subgit trewe in myn entente
grene,grene,Book of the Duchess 398,data/oxford_txts/BD_oxford.txt,Doun by a floury grene went°,False,False,BOTH,Doun by a floury grene went°,Doun by a floury grene wente
propre,propre,House of Fame 43,data/oxford_txts/HF_oxford.txt,"Or if the soule, of propre kinde°",False,False,BOTH,"Or if the soule, of propre kinde°",Or yf the soule of propre kynde
riche,riche,The Clerk's Tale 1118,data/oxford_txts/ClT_oxford.txt,With a coroune of many a riche stoon°,False,False,BOTH,With a coroune of many a riche stoon°,With a coroune of many a riche stoon
bitter,bittre,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,BOTH,"Yelt bittre fruit, though swete seed be sowe.",Yelt bittre fruyt though swete seed be sowe
humble,humble,Troilus and Criseyde; Book IV 1499,data/oxford_txts/TC4_oxford.txt,"“For which, with humble, trewe, and pitous herte",False,False,BOTH,"“For which, with humble, trewe, and pitous herte",For which with humble trewe and pitous herte
pale,pale,The Clerk's Tale 340,data/oxford_txts/ClT_oxford.txt,For which she loked with ful pale face.,False,False,BOTH,For which she loked with ful pale face.,For which she looked with ful pale face
dere,dere,The Shipman's Tale 69,data/oxford_txts/ShipT_oxford.txt,"Our dere cosin, ful of curteisie?",False,False,BOTH,"Our dere cosin, ful of curteisie?",Oure deere cosyn ful of curteisye
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False,BOTH,¶Than were ther yonge povre scolers two,Thanne were ther yonge povre scolers two
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False,BOTH,"As I best can, gon sithen longe while.",As I best kan gon sithen longe while
fals,false,The Merchant's Tale 1785,data/oxford_txts/MerT_oxford.txt,"O servant traitour, false hoomly° hewe,°",False,False,BOTH,"O servant traitour, false hoomly° hewe,°",O servant traytour false hoomly hewe
prive,privee,The Wife of Bath's Prologue 620,data/oxford_txts/WBPro_oxford.txt,And also in another privee place.,False,False,BOTH,And also in another privee place.,And also in another privee place
pale,pale,Troilus and Criseyde; Book V 708,data/oxford_txts/TC5_oxford.txt,Ful pale ywaxen was hir brighte face,False,False,BOTH,Ful pale ywaxen was hir brighte face,Ful pale ywoxen was hire brighte face
noble,noble,The Reeve's Tale 3942,data/oxford_txts/RvT_oxford.txt,"¶A wif he hadde, ycomen of noble kin;",False,False,BOTH,"¶A wif he hadde, ycomen of noble kin;",A wyf he hadde ycomen of noble kyn
mete,mete,The Knight's Tale 1631,data/oxford_txts/KnT_oxford.txt,Bothe suffisaunt and mete° to darreine°,False,False,BOTH,Bothe suffisaunt and mete° to darreine°,Bothe suffisaunt and mete to darreyne
red,rede,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,False,BOTH,"Right as the fresshe, rede rose newe",Ryght as the freshe rede rose newe
treu,trewe,The Franklin's Tale 758,data/oxford_txts/FranT_oxford.txt,"Sire, I wol be your humble trewe wif",False,False,BOTH,"Sire, I wol be your humble trewe wif",Sire I wol be youre humble trewe wyf
clene,clene,The Pardoner's Tale 873,data/oxford_txts/PardT_oxford.txt,The thridde° he kepte clene for his drinke.,False,False,BOTH,The thridde° he kepte clene for his drinke.,The thridde he kepte clene for his drynke
yong,yonge,The Clerk's Tale 567,data/oxford_txts/ClT_oxford.txt,“Have heer again your litel yonge maide.°,False,False,BOTH,“Have heer again your litel yonge maide.°,Have heer agayn youre litel yonge mayde
god,goode,Book of the Duchess 891,data/oxford_txts/BD_oxford.txt,"But goode folk, over al other",False,False,BOTH,"But goode folk, over al other",But goode folk over al other
narwe,narwe,The Nun's Priest's Tale 2822,data/oxford_txts/NPT_oxford.txt,Was whilom° dwelling in a narwe° cotage,False,False,BOTH,Was whilom° dwelling in a narwe° cotage,Was whilom dwellyng in a narwe cotage
large,large,House of Fame 1412,data/oxford_txts/HF_oxford.txt,Of tho that hadde large fame;,False,False,BOTH,Of tho that hadde large fame;,Of thoo that hadde large fame
povre,povre,The Clerk's Tale 222,data/oxford_txts/ClT_oxford.txt,Hir olde povre fader fostred she;°,False,False,BOTH,Hir olde povre fader fostred she;°,Hir olde povre fader fostred shee
dere,dere,Troilus and Criseyde; Book IV 405,data/oxford_txts/TC4_oxford.txt,"Forthi be glad, min owene dere brother",False,False,BOTH,"Forthi be glad, min owene dere brother",Forthi be glad myn owen deere brother
ouen,owne,House of Fame 1311,data/oxford_txts/HF_oxford.txt,Our owne gentil lady Fame,False,False,BOTH,Our owne gentil lady Fame,Our oune gentil lady Fame
yong,yonge,The Franklin's Tale 956,data/oxford_txts/FranT_oxford.txt,"Ther° yonge folk kepen° hir observaunces,°",False,False,BOTH,"Ther° yonge folk kepen° hir observaunces,°",Ther yonge folk kepen hir observaunces
noble,noble,The Wife of Bath's Tale 1026,data/oxford_txts/WBT_oxford.txt,"Ful many a noble wif, and many a maide,°",False,False,BOTH,"Ful many a noble wif, and many a maide,°",Ful many a noble wyf and many a mayde
noble,noble,The Knight's Tale 1913,data/oxford_txts/KnT_oxford.txt,Hath Theseus don wroght° in noble wise.,False,False,BOTH,Hath Theseus don wroght° in noble wise.,Hath Theseus doon wroght in noble wyse
propre,propre,The Squire's Tale 619,data/oxford_txts/SqT_oxford.txt,And loven novelries° of propre kinde;,False,False,BOTH,And loven novelries° of propre kinde;,And loven novelries of propre kynde
blaunk,blaunche,Troilus and Criseyde; Book I 916,data/oxford_txts/TC1_oxford.txt,"And som, thou seidest, hadde a blaunche fevere",False,False,BOTH,"And som, thou seidest, hadde a blaunche fevere",And som thow seydest hadde a blaunche fevere
foul,foule,Troilus and Criseyde; Book III 1321,data/oxford_txts/TC3_oxford.txt,"Awey, thou foule daunger and thou fere",False,False,BOTH,"Awey, thou foule daunger and thou fere",Awey thow foule daunger and thow feere
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False,BOTH,So ferde it by this fers and proude knight;,So ferde it by this fierse and proude knyght
deinte,deintee,Troilus and Criseyde; Book V 438,data/oxford_txts/TC5_oxford.txt,"That deintee was, al coste it greet richesse",False,False,BOTH,"That deintee was, al coste it greet richesse",That deynte was al coste it gret richesse
straunge,straunge,The Merchant's Tale 1440,data/oxford_txts/MerT_oxford.txt,"In straunge hand, and this I tell yow alle.",False,False,BOTH,"In straunge hand, and this I tell yow alle.",In straunge hand and this I telle yow alle
blak,blake,Troilus and Criseyde; Book IV 779,data/oxford_txts/TC4_oxford.txt,"Shul blake been, in tokening, herte swete",False,False,BOTH,"Shul blake been, in tokening, herte swete",Shul blake ben in tokenyng herte swete
badde,badde,House of Fame 1768,data/oxford_txts/HF_oxford.txt,Though they gon in ful badde lese.”°,False,False,BOTH,Though they gon in ful badde lese.”°,Though they goon in ful badde lese
noble,noble,The Reeve's Tale 4263,data/oxford_txts/RvT_oxford.txt,"For Cristes saule,° and heer a noble game.",False,False,BOTH,"For Cristes saule,° and heer a noble game.",For Cristes saule and heer a noble game
muche,moche,Book of the Duchess 1197,data/oxford_txts/BD_oxford.txt,"So moche beaute, trewely",False,False,BOTH,"So moche beaute, trewely",So moche beaute trewely
povre,povre,The Wife of Bath's Prologue 249,data/oxford_txts/WBPro_oxford.txt,"To wedde a povre womman, for costage;°",False,False,BOTH,"To wedde a povre womman, for costage;°",To wedde a povre womman for costage
lege,lige,The Clerk's Tale 310,data/oxford_txts/ClT_oxford.txt,And art my feithful lige man ybore;,False,False,BOTH,And art my feithful lige man ybore;,And art my feithful lige man ybore
tender,tendre,Troilus and Criseyde; Book IV 795,data/oxford_txts/TC4_oxford.txt,How shal your tendre herte this sustene?,False,False,BOTH,How shal your tendre herte this sustene?,How shal youre tendre herte this sustene
fair,faire,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BOTH,"¶“And goode faire White she hete,°",And goode faire White she het
grene,grene,The Knight's Tale 2935,data/oxford_txts/KnT_oxford.txt,And than with grene wode and spicerie,False,False,BOTH,And than with grene wode and spicerie,And thanne with grene wode and spicerye
neue,newe,Troilus and Criseyde; Book V 1269,data/oxford_txts/TC5_oxford.txt,I fele now so sharpe a newe peine,False,False,BOTH,I fele now so sharpe a newe peine,I fele now so sharp a newe peyne
dere,dere,The Clerk's Tale 1056,data/oxford_txts/ClT_oxford.txt,"Now knowe I, dere wif, thy stedfastnesse,”",False,False,BOTH,"Now knowe I, dere wif, thy stedfastnesse,”",Now knowe I dere wyf thy stedfastnesse
fair,faire,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,BOTH,"And fareth wel, goodly faire fresshe may",And fareth wel goodly faire fresshe may
