headword,word,line_number,filename,context,is_elided,is_final
rude,rude,The Wife of Bath's Tale 1172,data/oxford_txts/WBT_oxford.txt,"Al were° it that mine auncestres were rude,°",False,True
riche,riche,The Wife of Bath's Tale 1186,data/oxford_txts/WBT_oxford.txt,"I holde° him riche, al° hadde he nat a sherte.",True,False
povre,poure,The Wife of Bath's Tale 1187,data/oxford_txts/WBT_oxford.txt,He that coveiteth is a poure wight,False,False
riche,riche,The Wife of Bath's Tale 1190,data/oxford_txts/WBT_oxford.txt,"Is riche, although ye holde him but a knave.°",True,False
loue,lowe,The Wife of Bath's Tale 1201,data/oxford_txts/WBT_oxford.txt,"Povert ful ofte, whan a man is lowe",False,True
treu,trewe,The Wife of Bath's Tale 1221,data/oxford_txts/WBT_oxford.txt,And be to yow a trewe° humble wif,False,False
humble,humble,The Wife of Bath's Tale 1221,data/oxford_txts/WBT_oxford.txt,And be to yow a trewe° humble wif,False,False
dere,dere,The Wife of Bath's Tale 1230,data/oxford_txts/WBT_oxford.txt,"“My lady and my love, and wif so dere",False,True
wise,wise,The Wife of Bath's Tale 1231,data/oxford_txts/WBT_oxford.txt,I put me in your wise governance;,False,False
wroth,wrothe,The Wife of Bath's Tale 1239,data/oxford_txts/WBT_oxford.txt,"¶“Kis me,” quod she, “we be no lenger wrothe;°",False,True
treu,trewe,The Wife of Bath's Tale 1243,data/oxford_txts/WBT_oxford.txt,But° I to yow be also good and trewe,False,True
neue,newe,The Wife of Bath's Tale 1244,data/oxford_txts/WBT_oxford.txt,"As ever was wif, sin that the world was newe.",False,True
yong,yonge,The Wife of Bath's Tale 1259,data/oxford_txts/WBT_oxford.txt,"Housbondes meke, yonge, and fresshe abedde",True,False
fresh,fresshe,The Wife of Bath's Tale 1259,data/oxford_txts/WBT_oxford.txt,"Housbondes meke, yonge, and fresshe abedde",True,False
olde,olde,The Wife of Bath's Tale 1263,data/oxford_txts/WBT_oxford.txt,And olde and angry nigards° of dispence,True,False
large,large,The Merchant's Prologue 1223,data/oxford_txts/MerPro_oxford.txt,Ther is a long and large difference,False,False
gret,grete,The Merchant's Prologue 1224,data/oxford_txts/MerPro_oxford.txt,Bitwix° Grisildis grete pacience,False,False
ware,ware,100-ch 593,data/oxford_txts/LGW_oxford.txt,He lafte hir falsly er° that she was ware°,False,True
long,longe,100-ch 619,data/oxford_txts/LGW_oxford.txt,"Hit were to longe, lest that I shold slake°",False,False
blithe,blithe,100-ch 647,data/oxford_txts/LGW_oxford.txt,"He bringeth° the cuppe, and biddeth° hem be blithe;°",False,True
dere,dere,100-ch 701,data/oxford_txts/LGW_oxford.txt,"For love of Antony, that was hir° so dere:—",False,True
treu,trewe,100-ch 703,data/oxford_txts/LGW_oxford.txt,"Now, er° I finde a man thus trewe and stable",True,False
stable,stable,100-ch 703,data/oxford_txts/LGW_oxford.txt,"Now, er° I finde a man thus trewe and stable",False,True
heigh,hie,100-ch 709,data/oxford_txts/LGW_oxford.txt,"Ful hie,° of harde tiles wel ybake.°",True,False
olde,olde,100-ch 739,data/oxford_txts/LGW_oxford.txt,Of olde time of his fundacioun;°,False,False
narwe,narwe,100-ch 740,data/oxford_txts/LGW_oxford.txt,"But yit this clifte° was so narwe and lite,°",True,False
lite,lite,100-ch 740,data/oxford_txts/LGW_oxford.txt,"But yit this clifte° was so narwe and lite,°",False,True
dere,dere,100-ch 741,data/oxford_txts/LGW_oxford.txt,"It nas nat° sene, dere ynogh a mite.°",False,False
narwe,narwe,100-ch 744,data/oxford_txts/LGW_oxford.txt,Ye founden first this litel narwe clifte;,False,False
long,longe,100-ch 772,data/oxford_txts/LGW_oxford.txt,And longe time they wroghte° in this manere,False,False
brod,brode,100-ch 782,data/oxford_txts/LGW_oxford.txt,"And, for the feldes° been so brode° and wide",True,False
wid,wide,100-ch 782,data/oxford_txts/LGW_oxford.txt,"And, for the feldes° been so brode° and wide",False,True
treu,trewe,100-ch 800,data/oxford_txts/LGW_oxford.txt,That ever woman wolde be so trewe,False,True
wilde,wilde,100-ch 805,data/oxford_txts/LGW_oxford.txt,¶Allas! than comth° a wilde leonesse,False,False
pale,pale,100-ch 831,data/oxford_txts/LGW_oxford.txt,"And pale he wex,° therwith his heer aroos,°",False,False
dere,dere,100-ch 868,data/oxford_txts/LGW_oxford.txt,"That it was Piramus, her herte dere.°",False,True
large,large,100-ch 893,data/oxford_txts/LGW_oxford.txt,"To make my wounde large ynogh, I gesse.",False,False
deinte,deintee,100-ch 920,data/oxford_txts/LGW_oxford.txt,For it is deintee° to° us men to finde,False,False
treu,trewe,100-ch 921,data/oxford_txts/LGW_oxford.txt,A man that can in love be trewe and kinde.,True,False
kinde,kinde,100-ch 921,data/oxford_txts/LGW_oxford.txt,A man that can in love be trewe and kinde.,False,True
wilde,wilde,100-ch 980,data/oxford_txts/LGW_oxford.txt,With any wilde boor or other beste°,False,False
swete,swete,100-ch 1042,data/oxford_txts/LGW_oxford.txt,Whom sholde he loven but this lady swete?,False,True
mete,mete,100-ch 1043,data/oxford_txts/LGW_oxford.txt,There nis° no womman to him half so mete.°,False,True
neue,newe,100-ch 1045,data/oxford_txts/LGW_oxford.txt,"Hath sodeinly° broght in so newe a chaunce,°",True,False
hard,harde,100-ch 1056,data/oxford_txts/LGW_oxford.txt,"And al hir tempest° and hir harde cas,°",False,False
noble,noble,100-ch 1064,data/oxford_txts/LGW_oxford.txt,That ever swich a noble man as he,False,False
noble,noble,100-ch 1070,data/oxford_txts/LGW_oxford.txt,"And had a noble visage° for the nones,°",False,False
large,large,100-ch 1116,data/oxford_txts/LGW_oxford.txt,"Ne large palfrey,° esy for the nones,°",False,False
large,large,100-ch 1118,data/oxford_txts/LGW_oxford.txt,"Ne sakkes ful of gold, of large wighte,°",False,False
wilde,wilde,100-ch 1121,data/oxford_txts/LGW_oxford.txt,"Ne hound, for hert° or wilde boor or dere,°",False,False
kene,kene,100-ch 1190,data/oxford_txts/LGW_oxford.txt,"The nettes dresse,° and speres brode° and kene;°",False,True
fresh,fresshe,100-ch 1191,data/oxford_txts/LGW_oxford.txt,An hunting° wol this lusty° fresshe° quene;,False,False
huge,huge,100-ch 1197,data/oxford_txts/LGW_oxford.txt,And of her wommen eek an huge route.°,False,False
thikke,thikke,100-ch 1198,data/oxford_txts/LGW_oxford.txt,"Upon a thikke° palfrey,° paper-whit",False,False
red,rede,100-ch 1199,data/oxford_txts/LGW_oxford.txt,"With sadel rede,° enbrouded° with delit,°",True,False
sik,seke,100-ch 1203,data/oxford_txts/LGW_oxford.txt,That heleth seke° folk of nightes sorwe.,False,False
yong,yonge,100-ch 1216,data/oxford_txts/LGW_oxford.txt,"Thus seyn thise yonge folk, and up they kille",False,False
treu,trewe,100-ch 1266,data/oxford_txts/LGW_oxford.txt,"That feineth him° so trewe and obeising,°",True,False
tender,tendre,100-ch 1389,data/oxford_txts/LGW_oxford.txt,For ever as° tendre a capoun° et° the fox,True,False
muche,moche,100-ch 1433,data/oxford_txts/LGW_oxford.txt,"That spitten fir, and moche thing° ther was.",False,False
straunge,straunge,100-ch 1474,data/oxford_txts/LGW_oxford.txt,To witen° yif that any straunge° wight°,False,False
straunge,straunge,100-ch 1508,data/oxford_txts/LGW_oxford.txt,"Thise straunge° folk, and doth hem greet honour",False,False
treu,trewe,100-ch 1521,data/oxford_txts/LGW_oxford.txt,"Sad,° wis, and trewe, of wordes avisee,°",True,False
treu,trewe,100-ch 1526,data/oxford_txts/LGW_oxford.txt,That half so trewe a man ther nas° of love,True,False
secre,secree,100-ch 1528,data/oxford_txts/LGW_oxford.txt,"And he was wis, hardy,° secree,° and riche.",True,False
riche,riche,100-ch 1528,data/oxford_txts/LGW_oxford.txt,"And he was wis, hardy,° secree,° and riche.",False,True
ded,dede,100-ch 1531,data/oxford_txts/LGW_oxford.txt,Alle tho° that liven or been dede;,False,True
lik,like,100-ch 1569,data/oxford_txts/LGW_oxford.txt,"That they be like,° of alle thing,° ywis,°",True,False
long,longe,100-ch 1571,data/oxford_txts/LGW_oxford.txt,"And preyed° God, or° it were longe while",False,False
muche,moche,100-ch 1613,data/oxford_txts/LGW_oxford.txt,Ye han yourself yput in moche doute.°,False,False
treu,trewe,100-ch 1636,data/oxford_txts/LGW_oxford.txt,"That Jasoun shal her wedde, as trewe knight;",False,False
sterne,sterne,100-ch 1695,data/oxford_txts/LGW_oxford.txt,"With Romains, that ful sterne° were and stoute,°",False,False
stoute,stoute,100-ch 1695,data/oxford_txts/LGW_oxford.txt,"With Romains, that ful sterne° were and stoute,°",False,True
digne,digne,100-ch 1738,data/oxford_txts/LGW_oxford.txt,"Her countenaunce° is to her herte digne,°",False,True
treu,trewe,100-ch 1843,data/oxford_txts/LGW_oxford.txt,Her herte was so wifly° and so trewe.,False,True
treu,trewe,100-ch 1874,data/oxford_txts/LGW_oxford.txt,"I tell it, for she was of° love so trewe",False,True
wroth,wrothe,100-ch 1892,data/oxford_txts/LGW_oxford.txt,"Ben wrothe,° and wreche han take° for thy sinne.",True,False
gret,grete,100-ch 1895,data/oxford_txts/LGW_oxford.txt,That° had an hundred citees stronge and grete,False,True
strong,stronge,100-ch 1903,data/oxford_txts/LGW_oxford.txt,But natheles° the walles be so stronge,False,True
yong,yonge,100-ch 1948,data/oxford_txts/LGW_oxford.txt,And forth is lad° this woful yonge knight,False,False
derk,derke,100-ch 1961,data/oxford_txts/LGW_oxford.txt,"Doun in the botom derke and wonder° lowe,°",True,False
lef,leve,100-ch 1978,data/oxford_txts/LGW_oxford.txt,"And seide, “Phedra, leve° suster dere",False,False
dere,dere,100-ch 1978,data/oxford_txts/LGW_oxford.txt,"And seide, “Phedra, leve° suster dere",False,True
kinde,kinde,100-ch 2087,data/oxford_txts/LGW_oxford.txt,To me and to my suster here so kinde,False,True
fre,free,100-ch 2152,data/oxford_txts/LGW_oxford.txt,"And took his wif, and eek° her suster free,°",False,True
neue,newe,100-ch 2160,data/oxford_txts/LGW_oxford.txt,And gat him ther a newe barge° anoon,False,False
swete,swete,100-ch 2190,data/oxford_txts/LGW_oxford.txt,"And cried, “Theseus! min herte swete!°",False,True
fair,faire,100-ch 2247,data/oxford_txts/LGW_oxford.txt,King Pandiones faire doghter dere,False,False
dere,dere,100-ch 2247,data/oxford_txts/LGW_oxford.txt,King Pandiones faire doghter dere,False,True
dere,dere,100-ch 2296,data/oxford_txts/LGW_oxford.txt,"“Now, son,” quod he, “that art to me so dere",False,True
riche,riche,100-ch 2302,data/oxford_txts/LGW_oxford.txt,"¶And soothly,° he hath mad him riche feste,°",False,False
dere,dere,100-ch 2329,data/oxford_txts/LGW_oxford.txt,"And “Fader dere!"""" and “Help me, God in hevene!”",True,False
large,large,100-ch 2360,data/oxford_txts/LGW_oxford.txt,She had ywoven° in a stamin° large,False,True
treu,trewe,100-ch 2391,data/oxford_txts/LGW_oxford.txt,Ful litel° while shul ye trewe° him have,True,False
large,large,100-ch 2406,data/oxford_txts/LGW_oxford.txt,"Toward Athenes, to his paleis° large;",False,True
large,large,100-ch 2515,data/oxford_txts/LGW_oxford.txt,Her lettre was right long and therto° large;,False,True
fair,faire,100-ch 2526,data/oxford_txts/LGW_oxford.txt,"Upon your linage° and your faire tonge,°",False,False
dere,dere,100-ch 2574,data/oxford_txts/LGW_oxford.txt,"A doghter dere,° and dide her for to calle°",True,False
sad,sadde,100-ch 2582,data/oxford_txts/LGW_oxford.txt,"Pitouse,° sadde,° wise, and trewe as steel;",False,False
wise,wise,100-ch 2582,data/oxford_txts/LGW_oxford.txt,"Pitouse,° sadde,° wise, and trewe as steel;",True,False
treu,trewe,100-ch 2582,data/oxford_txts/LGW_oxford.txt,"Pitouse,° sadde,° wise, and trewe as steel;",True,False
feble,feble,100-ch 2590,data/oxford_txts/LGW_oxford.txt,"So feble, that his malice is him raft,°",False,False
dere,dere,100-ch 2632,data/oxford_txts/LGW_oxford.txt,"As thou, min Ypermistra, doghter dere!",False,True
grene,grene,100-ch 2648,data/oxford_txts/LGW_oxford.txt,And quook° as dooth the leef of aspe° grene;,False,True
kene,kene,100-ch 2654,data/oxford_txts/LGW_oxford.txt,"And out he caughte° a knif, as rasour° kene;°",False,True
strong,stronge,100-ch 2670,data/oxford_txts/LGW_oxford.txt,The narcotiks and opies° been so stronge:,False,True
long,longe,100-ch 2675,data/oxford_txts/LGW_oxford.txt,"And shortly, lest this tale be to longe",False,True
muche,moche,100-ch 2685,data/oxford_txts/LGW_oxford.txt,"And dreed° of death doth her so moche wo,°",False,False
swifte,swifte,100-ch 2711,data/oxford_txts/LGW_oxford.txt,"¶This Lino swifte was, and light° of fote",False,False
muche,muche,The Friar's Prologue 1273,data/oxford_txts/FriPro_oxford.txt,"Ye han seid muche thing right wel, I seye;",False,False
hende,hende,The Friar's Prologue 1286,data/oxford_txts/FriPro_oxford.txt,"¶Our Host tho spak, “A! sir, ye shold be hende°",False,True
lef,leve,The Friar's Prologue 1300,data/oxford_txts/FriPro_oxford.txt,"“Tel forth your tale, leve° maister deere.”",False,False
dere,deere,The Friar's Prologue 1300,data/oxford_txts/FriPro_oxford.txt,"“Tel forth your tale, leve° maister deere.”",False,True
lame,lame,Troilus and Criseyde; Book II 17,data/oxford_txts/TC2_oxford.txt,"Disblameth me, if any word be lame",False,True
whit,white,Troilus and Criseyde; Book II 51,data/oxford_txts/TC2_oxford.txt,"That fresshe floures, blewe, and white, and rede",True,False
red,rede,Troilus and Criseyde; Book II 51,data/oxford_txts/TC2_oxford.txt,"That fresshe floures, blewe, and white, and rede",False,True
quik,quike,Troilus and Criseyde; Book II 52,data/oxford_txts/TC2_oxford.txt,"Ben quike again, that winter dede made",True,False
ded,dede,Troilus and Criseyde; Book II 52,data/oxford_txts/TC2_oxford.txt,"Ben quike again, that winter dede made",False,False
grene,grene,Troilus and Criseyde; Book II 60,data/oxford_txts/TC2_oxford.txt,It made his hewe aday ful ofte grene;,False,True
bar,bare,Troilus and Criseyde; Book II 110,data/oxford_txts/TC2_oxford.txt,"Do wey your barbe, and shew your face bare;",False,True
wilde,wilde,Troilus and Criseyde; Book II 116,data/oxford_txts/TC2_oxford.txt,"Ye ben so wilde, it semeth as ye rave!",True,False
dere,dere,Troilus and Criseyde; Book II 122,data/oxford_txts/TC2_oxford.txt,"“Now uncle dere,” quod she, “tel it us",False,False
lene,lene,Troilus and Criseyde; Book II 132,data/oxford_txts/TC2_oxford.txt,My wit is for to arede it al to lene;,False,True
voide,voide,Troilus and Criseyde; Book II 173,data/oxford_txts/TC2_oxford.txt,"They been as voide of vices, dar I seye",True,False
thikke,thikke,Troilus and Criseyde; Book II 193,data/oxford_txts/TC2_oxford.txt,For never yet so thikke a swarm of been,True,False
gret,grete,Troilus and Criseyde; Book II 205,data/oxford_txts/TC2_oxford.txt,"Of grete estat, that ever I saw my live;",True,False
fair,faire,Troilus and Criseyde; Book II 224,data/oxford_txts/TC2_oxford.txt,Sith yow is tid thus faire an aventure?”,True,False
fremed,fremde,Troilus and Criseyde; Book II 248,data/oxford_txts/TC2_oxford.txt,Lat be to me your fremde maner speche,False,False
lef,leve,Troilus and Criseyde; Book II 251,data/oxford_txts/TC2_oxford.txt,"And seide, “Gladly, leve nece dere",False,False
dere,dere,Troilus and Criseyde; Book II 251,data/oxford_txts/TC2_oxford.txt,"And seide, “Gladly, leve nece dere",False,True
neue,newe,Troilus and Criseyde; Book II 305,data/oxford_txts/TC2_oxford.txt,And though my tale as now be to yow newe,False,True
treu,trewe,Troilus and Criseyde; Book II 306,data/oxford_txts/TC2_oxford.txt,"Yet trist alwey, ye shal me finde trewe;",False,True
wise,wise,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",False,False
fresh,fresshe,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",True,False
fre,free,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",False,True
dere,dere,Troilus and Criseyde; Book II 330,data/oxford_txts/TC2_oxford.txt,“Allas! he which that is my lord so dere,False,True
treu,trewe,Troilus and Criseyde; Book II 339,data/oxford_txts/TC2_oxford.txt,"That is so trewe and worthy, as ye see",True,False
wikke,wikke,Troilus and Criseyde; Book II 458,data/oxford_txts/TC2_oxford.txt,As men ben cruel in hemself and wikke;,False,True
dere,dere,Troilus and Criseyde; Book II 474,data/oxford_txts/TC2_oxford.txt,"“No, wis,” quod he, “min owene nece dere.”",False,True
dere,dere,Troilus and Criseyde; Book II 494,data/oxford_txts/TC2_oxford.txt,"“Ye, doutelees,” quod she, “min uncle dere.”",False,True
long,longe,Troilus and Criseyde; Book II 507,data/oxford_txts/TC2_oxford.txt,"This other day, nought gon ful longe while",False,False
juste,juste,Troilus and Criseyde; Book II 527,data/oxford_txts/TC2_oxford.txt,"Ledest the fin, by juste purveiaunce",False,False
ded,dede,Troilus and Criseyde; Book II 539,data/oxford_txts/TC2_oxford.txt,That men hem wrien with asshen pale and dede.’,False,True
pale,pale,Troilus and Criseyde; Book II 551,data/oxford_txts/TC2_oxford.txt,But though that he for wo was pale and wan,True,False
dere,dere,Troilus and Criseyde; Book II 591,data/oxford_txts/TC2_oxford.txt,"“O mercy, dere nece,” anoon quod he",False,False
dere,dere,Troilus and Criseyde; Book II 594,data/oxford_txts/TC2_oxford.txt,"Now beth nought wrooth, my blood, my nece dere.”",False,True
noble,noble,Troilus and Criseyde; Book II 647,data/oxford_txts/TC2_oxford.txt,That to biholde it was a noble game,False,False
pure,pure,Troilus and Criseyde; Book II 656,data/oxford_txts/TC2_oxford.txt,"And with that thought, for pure ashamed, she",True,False
long,longe,Troilus and Criseyde; Book II 722,data/oxford_txts/TC2_oxford.txt,"“And eek I knowe, of longe time agoon",False,False
nice,nice,Troilus and Criseyde; Book II 723,data/oxford_txts/TC2_oxford.txt,"His thewes goode, and that he is not nice.",False,True
juste,juste,Troilus and Criseyde; Book II 727,data/oxford_txts/TC2_oxford.txt,"That he may make avaunt, by juste cause;",False,False
ofte,ofte,Troilus and Criseyde; Book II 765,data/oxford_txts/TC2_oxford.txt,"In March, that chaungeth ofte time his face",False,False
fre,free,Troilus and Criseyde; Book II 771,data/oxford_txts/TC2_oxford.txt,"That thought was this, “Allas! sin I am free",False,True
nice,nice,Troilus and Criseyde; Book II 780,data/oxford_txts/TC2_oxford.txt,"For evere som mistrust, or nice strif",False,False
ouen,owene,Troilus and Criseyde; Book II 784,data/oxford_txts/TC2_oxford.txt,"Our wreche is this, our owene wo to drinke.",False,False
ofte,ofte,Troilus and Criseyde; Book II 792,data/oxford_txts/TC2_oxford.txt,“How ofte time hath it yknowen be,False,False
dere,dere,Troilus and Criseyde; Book II 808,data/oxford_txts/TC2_oxford.txt,"Nothing ne acheveth, be him looth or dere.”",False,True
gret,grete,Troilus and Criseyde; Book II 818,data/oxford_txts/TC2_oxford.txt,"And othere of hir wommen, a grete route",False,False
large,large,Troilus and Criseyde; Book II 820,data/oxford_txts/TC2_oxford.txt,"This yerd was large, and railed al the aleies",True,False
humble,humble,Troilus and Criseyde; Book II 828,data/oxford_txts/TC2_oxford.txt,"Ben humble subgit, trewe in min entente",False,False
treu,trewe,Troilus and Criseyde; Book II 828,data/oxford_txts/TC2_oxford.txt,"Ben humble subgit, trewe in min entente",True,False
nice,nice,Troilus and Criseyde; Book II 857,data/oxford_txts/TC2_oxford.txt,"He outher is envious, or right nice",False,True
right,righte,Troilus and Criseyde; Book II 862,data/oxford_txts/TC2_oxford.txt,"“What, is the sonne wers, of kinde righte",False,True
dim,dimme,Troilus and Criseyde; Book II 908,data/oxford_txts/TC2_oxford.txt,And white thinges wexen dimme and donne,True,False
don,donne,Troilus and Criseyde; Book II 908,data/oxford_txts/TC2_oxford.txt,And white thinges wexen dimme and donne,False,True
wise,wise,Troilus and Criseyde; Book II 917,data/oxford_txts/TC2_oxford.txt,"Reherce it nedeth nought, for ye ben wise.",False,True
grene,grene,Troilus and Criseyde; Book II 918,data/oxford_txts/TC2_oxford.txt,"A nightingale, upon a cedre grene",False,True
shene,shene,Troilus and Criseyde; Book II 920,data/oxford_txts/TC2_oxford.txt,Ful loude sang ayein the mone shene,False,True
kinde,kinde,Troilus and Criseyde; Book II 970,data/oxford_txts/TC2_oxford.txt,And spreden on hir kinde cours by rowe;,False,False
dere,dere,Troilus and Criseyde; Book II 972,data/oxford_txts/TC2_oxford.txt,"This Troilus, and seide, “O Venus dere",False,True
gret,grete,Troilus and Criseyde; Book II 987,data/oxford_txts/TC2_oxford.txt,In grete disese abideth for the peine.”,False,False
softe,softe,Troilus and Criseyde; Book II 1028,data/oxford_txts/TC2_oxford.txt,And if thou write a goodly word al softe,False,True
sharp,sharpe,Troilus and Criseyde; Book II 1034,data/oxford_txts/TC2_oxford.txt,Were his nailes pointed never so sharpe,False,True
humble,humble,Troilus and Criseyde; Book II 1069,data/oxford_txts/TC2_oxford.txt,"And in ful humble wise, as in his speche",False,False
god,goode,Troilus and Criseyde; Book II 1203,data/oxford_txts/TC2_oxford.txt,"“Now, goode nece, be it never so lite",False,False
lite,lite,Troilus and Criseyde; Book II 1203,data/oxford_txts/TC2_oxford.txt,"“Now, goode nece, be it never so lite",False,True
dere,dere,Troilus and Criseyde; Book II 1210,data/oxford_txts/TC2_oxford.txt,"Now for the love of me, my nece dere",False,True
bonde,bonde,Troilus and Criseyde; Book II 1223,data/oxford_txts/TC2_oxford.txt,"She nolde nought, ne make hirselven bonde",False,True
nice,nice,Troilus and Criseyde; Book II 1286,data/oxford_txts/TC2_oxford.txt,Lat be your nice shame and your folie,False,False
glad,gladde,Troilus and Criseyde; Book II 1351,data/oxford_txts/TC2_oxford.txt,So were his dayes sory outher gladde.,False,True
dere,dere,Troilus and Criseyde; Book II 1359,data/oxford_txts/TC2_oxford.txt,"And seide, “Lord, and freend, and brother dere",False,True
gret,grete,Troilus and Criseyde; Book II 1403,data/oxford_txts/TC2_oxford.txt,Which hadde his lord and grete freend ben ay;,False,False
dere,dere,Troilus and Criseyde; Book II 1431,data/oxford_txts/TC2_oxford.txt,"Quod Pandarus, “If ye, my lord so dere",False,True
