headword,word,line_number,filename,context,is_elided,is_final
povre,pore,The Legend of Good Women; Prologue F 390,data/oxford_txts/LGW_FPro_oxford.txt,And han of° pore folk compassioun.,False,False
ouen,owne,The Legend of Good Women; Prologue F 406,data/oxford_txts/LGW_FPro_oxford.txt,To ben right at° your owne jugement,False,False
gret,grete,The Legend of Good Women; Prologue F 427,data/oxford_txts/LGW_FPro_oxford.txt,"He made also, goon is a grete whil,°",False,False
treu,trewe,The Legend of Good Women; Prologue F 464,data/oxford_txts/LGW_FPro_oxford.txt,"Forwhy° a trewe man, withouten drede,°",False,False
treu,trewe,The Legend of Good Women; Prologue F 507,data/oxford_txts/LGW_FPro_oxford.txt,"“That is a trewe tale, by min hood,”°",False,False
treu,trewe,The Legend of Good Women; Prologue F 553,data/oxford_txts/LGW_FPro_oxford.txt,Ne shal no° trewe lover come in helle.,False,False
treu,trewe,The Manciple's Tale 192,data/oxford_txts/MancT_oxford.txt,"Ne never so trewe,° ne so debonaire.°",False,False
povre,povre,The Manciple's Tale 215,data/oxford_txts/MancT_oxford.txt,"And a povre wenche,° other than this—",False,False
povre,povre,The Manciple's Tale 219,data/oxford_txts/MancT_oxford.txt,And for that other is a povre womman,False,False
dere,dere,The Manciple's Tale 221,data/oxford_txts/MancT_oxford.txt,"And, God it woot,° min owene dere brother",False,False
fals,false,The Manciple's Tale 295,data/oxford_txts/MancT_oxford.txt,"Now shaltow, false theef, thy song forgon,°",False,False
swete,swete,The Manciple's Tale 300,data/oxford_txts/MancT_oxford.txt,Ne never swete noise shul ye make,False,False
muche,muche,The Manciple's Tale 325,data/oxford_txts/MancT_oxford.txt,"My son, ful ofte, for° to muche speche",False,False
prive,privee,The Prioress' Tale 568,data/oxford_txts/PrT_oxford.txt,That in an aley° hadde a privee place;,False,False
ouen,owne,The Wife of Bath's Prologue 68,data/oxford_txts/WBPro_oxford.txt,He putte it in our owne jugement.,False,False
wise,wise,The Wife of Bath's Prologue 231,data/oxford_txts/WBPro_oxford.txt,"A wise wif, if that she can hir good,°",False,False
olde,olde,The Wife of Bath's Prologue 235,data/oxford_txts/WBPro_oxford.txt,"¶“ ‘Sir olde kainard,° is this thin array?",False,False
olde,olde,The Wife of Bath's Prologue 242,data/oxford_txts/WBPro_oxford.txt,"Sir olde lechour, lat thy japes° be!",False,False
povre,povre,The Wife of Bath's Prologue 249,data/oxford_txts/WBPro_oxford.txt,"To wedde a povre womman, for costage;°",False,False
olde,olde,The Wife of Bath's Prologue 291,data/oxford_txts/WBPro_oxford.txt,Til they be wedded; olde dotard shrewe!,False,False
fair,faire,The Wife of Bath's Prologue 296,data/oxford_txts/WBPro_oxford.txt,And clep° me “faire dame” in every place;,False,False
olde,olde,The Wife of Bath's Prologue 331,data/oxford_txts/WBPro_oxford.txt,"For certein, olde dotard, by your leve,°",False,False
swete,swete,The Wife of Bath's Prologue 385,data/oxford_txts/WBPro_oxford.txt,"Ful giltelees, by Goddes swete pine!°",False,False
god,goode,The Wife of Bath's Prologue 431,data/oxford_txts/WBPro_oxford.txt,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",False,False
swete,sweete,The Wife of Bath's Prologue 435,data/oxford_txts/WBPro_oxford.txt,And han a sweete spiced° conscience,False,False
ouen,owne,The Wife of Bath's Prologue 449,data/oxford_txts/WBPro_oxford.txt,But I wol kepe it for your owne tooth.°,False,False
swete,sweete,The Wife of Bath's Prologue 459,data/oxford_txts/WBPro_oxford.txt,Whan I had dronke a draughte of sweete win.,False,False
queinte,queinte,The Wife of Bath's Prologue 516,data/oxford_txts/WBPro_oxford.txt,In this matere a queinte° fantasie;,False,False
dere,dere,The Wife of Bath's Prologue 522,data/oxford_txts/WBPro_oxford.txt,"Greet prees° at market maketh dere ware,°",False,False
prive,privee,The Wife of Bath's Prologue 620,data/oxford_txts/WBPro_oxford.txt,And also in another privee place.,False,False
povre,pore,The Wife of Bath's Prologue 626,data/oxford_txts/WBPro_oxford.txt,"How pore he was, ne eek of what degree.°",False,False
olde,olde,The Wife of Bath's Prologue 642,data/oxford_txts/WBPro_oxford.txt,And me of olde Roman gestes° teche,False,False
fals,false,The Wife of Bath's Prologue 800,data/oxford_txts/WBPro_oxford.txt,"‘O! hastow slain me, false theef?’° I seide",False,False
dere,deere,The Wife of Bath's Prologue 804,data/oxford_txts/WBPro_oxford.txt,"And seide, ‘deere suster Alisoun",False,False
treu,trewe,The Wife of Bath's Prologue 819,data/oxford_txts/WBPro_oxford.txt,"And that he seid, ‘Min owne trewe° wif",False,False
swete,swete,Troilus and Criseyde; Book III 69,data/oxford_txts/TC3_oxford.txt,"“Ye, swete herte? allas, I may nought rise",False,False
swete,swete,Troilus and Criseyde; Book III 98,data/oxford_txts/TC3_oxford.txt,"Was, twyes, “Mercy, mercy, swete herte!”",False,False
fresh,fresshe,Troilus and Criseyde; Book III 128,data/oxford_txts/TC3_oxford.txt,"Quod Troilus, “O goodly fresshe free!",False,False
swete,swete,Troilus and Criseyde; Book III 147,data/oxford_txts/TC3_oxford.txt,"Lo, this mene I, min owene swete herte.”",False,False
god,gode,Troilus and Criseyde; Book III 264,data/oxford_txts/TC3_oxford.txt,"But gode brother, do now as thee oughte",False,False
wise,wise,Troilus and Criseyde; Book III 327,data/oxford_txts/TC3_oxford.txt,"For wel wot I, in wise folk, that vice",False,False
lef,leve,Troilus and Criseyde; Book III 330,data/oxford_txts/TC3_oxford.txt,“But now to purpos; leve brother dere,False,False
treu,trewe,Troilus and Criseyde; Book III 333,data/oxford_txts/TC3_oxford.txt,For at thy day thou shalt me trewe finde.,False,False
ded,dede,Troilus and Criseyde; Book III 352,data/oxford_txts/TC3_oxford.txt,That han in winter dede been and dreie,False,False
god,goode,Troilus and Criseyde; Book III 631,data/oxford_txts/TC3_oxford.txt,"“But goode nece, if I mighte ever plese",False,False
muche,muche,Troilus and Criseyde; Book III 638,data/oxford_txts/TC3_oxford.txt,"Criseyde, whiche that coude as muche good",False,False
dere,dere,Troilus and Criseyde; Book III 774,data/oxford_txts/TC3_oxford.txt,And him hir ‘leef ’ and ‘dere herte’ calle,False,False
ouen,owne,Troilus and Criseyde; Book III 915,data/oxford_txts/TC3_oxford.txt,Ye knowe eek how it is your owne knight,False,False
god,gode,Troilus and Criseyde; Book III 975,data/oxford_txts/TC3_oxford.txt,"Now doth him sitte, gode nece dere",False,False
gret,grete,Troilus and Criseyde; Book III 992,data/oxford_txts/TC3_oxford.txt,"Your grete trouthe, and servise every day",False,False
swete,swete,Troilus and Criseyde; Book III 1173,data/oxford_txts/TC3_oxford.txt,"Have mercy, swete herte min, Criseyde!",False,False
swete,swete,Troilus and Criseyde; Book III 1183,data/oxford_txts/TC3_oxford.txt,"Foryeve it me, min owene swete herte.”",False,False
bitter,bittre,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,False,False
juste,juste,Troilus and Criseyde; Book III 1227,data/oxford_txts/TC3_oxford.txt,As she that juste cause hadde him to triste,False,False
swete,swete,Troilus and Criseyde; Book III 1278,data/oxford_txts/TC3_oxford.txt,"Min herte swete, how I yow mighte plese!",False,False
fresh,fresshe,Troilus and Criseyde; Book III 1296,data/oxford_txts/TC3_oxford.txt,"For certes, fresshe wommanliche wif",False,False
foul,foule,Troilus and Criseyde; Book III 1321,data/oxford_txts/TC3_oxford.txt,"Awey, thou foule daunger and thou fere",False,False
neue,newe,Troilus and Criseyde; Book III 1404,data/oxford_txts/TC3_oxford.txt,And fallen in a newe joye anoon,False,False
sore,sore,Troilus and Criseyde; Book III 1421,data/oxford_txts/TC3_oxford.txt,"With herte sore, to Troilus thus seide:—",False,False
treu,trewe,Troilus and Criseyde; Book III 1648,data/oxford_txts/TC3_oxford.txt,"And seide, “Freend, as I am trewe knight",False,False
neue,newe,Troilus and Criseyde; Book III 1654,data/oxford_txts/TC3_oxford.txt,But now I fele a newe qualitee,False,False
prive,privee,Sir Thopas 801,data/oxford_txts/Thop_oxford.txt,"That he fond, in a privee° woon,°",False,False
dere,dere,Troilus and Criseyde; Book IV 405,data/oxford_txts/TC4_oxford.txt,"Forthi be glad, min owene dere brother",False,False
neue,newe,Troilus and Criseyde; Book IV 416,data/oxford_txts/TC4_oxford.txt,And upon newe cas lith newe avis.,False,False
lef,leve,Troilus and Criseyde; Book IV 458,data/oxford_txts/TC4_oxford.txt,"It lith not in my power, leve brother.",False,False
blak,blake,Troilus and Criseyde; Book IV 779,data/oxford_txts/TC4_oxford.txt,"Shul blake been, in tokening, herte swete",False,False
lef,leve,Troilus and Criseyde; Book IV 926,data/oxford_txts/TC4_oxford.txt,"And nought encresse, leve nece swete;",False,False
smothe,smothe,Troilus and Criseyde; Book IV 996,data/oxford_txts/TC4_oxford.txt,That han hir top ful heighe and smothe yshore;,False,False
bitter,bittre,Troilus and Criseyde; Book IV 1136,data/oxford_txts/TC4_oxford.txt,"As bittre weren, out of teres kinde",False,False
treu,trewe,Troilus and Criseyde; Book IV 1417,data/oxford_txts/TC4_oxford.txt,And that hir herte trewe was and kinde,False,False
treu,trewe,Troilus and Criseyde; Book IV 1439,data/oxford_txts/TC4_oxford.txt,That of hir heste he might hir trewe finde.,False,False
swete,swete,Troilus and Criseyde; Book IV 1449,data/oxford_txts/TC4_oxford.txt,"Dwel rather here, min owene swete herte!",False,False
dere,dere,The Miller's Tale 3361,data/oxford_txts/MilT_oxford.txt,"“Now, dere lady, if thy wille be",False,False
ouen,owne,The Miller's Tale 3588,data/oxford_txts/MilT_oxford.txt,For it is Goddes owne heste° dere.,False,False
dere,dere,The Miller's Tale 3610,data/oxford_txts/MilT_oxford.txt,"Go, dere spouse, and help to save our lif.”",False,False
treu,trewe,The Miller's Tale 3715,data/oxford_txts/MilT_oxford.txt,That trewe love was ever so ivel biset!°,False,False
swete,swete,The Miller's Tale 3726,data/oxford_txts/MilT_oxford.txt,"Lemman, thy grace, and swete brid, thin ore!”°",False,False
swete,swete,The Miller's Tale 3767,data/oxford_txts/MilT_oxford.txt,"“What, Absolon! for Cristes swete tree,°",False,False
treu,trewe,The Miller's Tale 3781,data/oxford_txts/MilT_oxford.txt,"Thou sholdest have, as I am trewe smith;",False,False
swete,swete,The Miller's Tale 3805,data/oxford_txts/MilT_oxford.txt,"“Spek, swete brid,° I noot° nat wher thou art.”",False,False
treu,trewe,The Knight's Tale 959,data/oxford_txts/KnT_oxford.txt,"And swoor his ooth, as he was trewe knight",False,False
quik,quike,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False
ded,dede,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False
lef,leve,The Knight's Tale 1184,data/oxford_txts/KnT_oxford.txt,"And soothly,° leve brother, this is al.",False,False
treu,trewe,The Knight's Tale 1326,data/oxford_txts/KnT_oxford.txt,"That many a trewe man hath doon mescheef,°",False,False
muche,muche,The Knight's Tale 1359,data/oxford_txts/KnT_oxford.txt,So muche sorwe had never creature,False,False
povre,povre,The Knight's Tale 1409,data/oxford_txts/KnT_oxford.txt,And cladde him as a povre laborer,False,False
fair,faire,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False
fresh,fresshe,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False
long,longe,The Knight's Tale 1573,data/oxford_txts/KnT_oxford.txt,A longe time; and after he up sterte.,False,False
fals,false,The Knight's Tale 1580,data/oxford_txts/KnT_oxford.txt,"And seide: “Arcite, false traitour wikke,°",False,False
ouen,owne,The Knight's Tale 1744,data/oxford_txts/KnT_oxford.txt,"Youre owne mouth, by your confessioun",False,False
muche,muche,The Knight's Tale 1808,data/oxford_txts/KnT_oxford.txt,Can° hem therfor as muche thank as me;,False,False
vein,veine,The Knight's Tale 2240,data/oxford_txts/KnT_oxford.txt,"Ne renoun° in this cas, ne veine glorie",False,False
chaste,chaste,The Knight's Tale 2304,data/oxford_txts/KnT_oxford.txt,"Chaste goddesse, wel wostow° that I",False,False
hot,hote,The Knight's Tale 2319,data/oxford_txts/KnT_oxford.txt,"That al hir hote love, and hir desir",False,False
fair,faire,The Knight's Tale 2386,data/oxford_txts/KnT_oxford.txt,"Of faire yonge fresshe Venus free,°",False,False
yong,yonge,The Knight's Tale 2386,data/oxford_txts/KnT_oxford.txt,"Of faire yonge fresshe Venus free,°",False,False
treu,trewe,The Knight's Tale 2657,data/oxford_txts/KnT_oxford.txt,"I wol be trewe juge, and no partie.°",False,False
olde,olde,The Knight's Tale 2828,data/oxford_txts/KnT_oxford.txt,"Of olde folk, and folk of tendre yeres",False,False
ouen,owne,The Knight's Tale 3077,data/oxford_txts/KnT_oxford.txt,"That gentil Palamon, your owne knight",False,False
povre,povre,The Knight's Tale 3085,data/oxford_txts/KnT_oxford.txt,"And, though° he were a povre bacheler,°",False,False
god,goode,74,oxford_txts/GP.txt,His hors were goode but he was nat gay,False,False
ouen,owne,338,oxford_txts/GP.txt,For he was Epicurus owne sone,False,False
neue,newe,430,oxford_txts/GP.txt,Hir frendshipe nas nat newe to biginne,False,False
povre,povre,480,oxford_txts/GP.txt,And was a povre Parson of a toun,False,False
treu,trewe,533,oxford_txts/GP.txt,A trewe swinkere and a good was he,False,False
povre,povre,539,oxford_txts/GP.txt,For Cristes sake for every povre wight,False,False
long,longe,593,oxford_txts/GP.txt,Ful longe were his legges and ful lene,False,False
povre,povre,704,oxford_txts/GP.txt,A povre person dwelling upon lond,False,False
long,longe,786,oxford_txts/GP.txt,Our counseil was nat longe for to seche,False,False
fair,faire,The Man of Law's Tale 316,data/oxford_txts/MLT_oxford.txt,To shippe is brought this woful faire maide,False,False
long,longe,The Man of Law's Tale 536,data/oxford_txts/MLT_oxford.txt,And Custance hath so longe sojourned there,False,False
fals,false,The Man of Law's Tale 640,data/oxford_txts/MLT_oxford.txt,"Fro false blame, and thou, merciful maide,°",False,False
fair,faire,The Man of Law's Tale 851,data/oxford_txts/MLT_oxford.txt,"Thou glorie of wommanhede, thou faire may,°",False,False
bright,brighte,The Man of Law's Tale 852,data/oxford_txts/MLT_oxford.txt,"Thou haven° of refut,° brighte sterre° of day",False,False
dere,dere,The Man of Law's Tale 858,data/oxford_txts/MLT_oxford.txt,"O mercy, dere constable!” quod she;",False,False
long,longe,The Man of Law's Tale 870,data/oxford_txts/MLT_oxford.txt,"Habundantly for hir, ful longe space",False,False
long,longe,The Man of Law's Tale 979,data/oxford_txts/MLT_oxford.txt,And longe time dwelled she in that place,False,False
yong,yonge,The Man of Law's Tale 1105,data/oxford_txts/MLT_oxford.txt,"“Fader,” quod she, “your yonge child Custance",False,False
god,gode,The Man of Law's Tale 1111,data/oxford_txts/MLT_oxford.txt,"Now, Gode fader, mercy I yow crie",False,False
long,longe,Book of the Duchess 20,data/oxford_txts/BD_oxford.txt,Not longe time to endure,False,False
olde,olde,Book of the Duchess 53,data/oxford_txts/BD_oxford.txt,"That clerkes° had, in olde time",False,False
long,longe,Book of the Duchess 79,data/oxford_txts/BD_oxford.txt,"Hom, for it was a longe terme.",False,False
swete,swete,Book of the Duchess 108,data/oxford_txts/BD_oxford.txt,"¶“A mercy, swete ladi dere!”",False,False
long,longe,Book of the Duchess 217,data/oxford_txts/BD_oxford.txt,It were to longe for to dwelle;,False,False
glad,gladde,Book of the Duchess 338,data/oxford_txts/BD_oxford.txt,With many gladde° gilde° stremes;,False,False
cler,clere,Book of the Duchess 340,data/oxford_txts/BD_oxford.txt,"Blew, bright, clere was the aire",False,False
prive,prive,Book of the Duchess 382,data/oxford_txts/BD_oxford.txt,Fro al the hounds a prive° way.,False,False
smothe,smothe,Book of the Duchess 394,data/oxford_txts/BD_oxford.txt,And leide al smothe° doun his heres.°,False,False
god,goode,Book of the Duchess 560,data/oxford_txts/BD_oxford.txt,"“Graunt mercy, goode frend,” quod he",False,False
fals,false,Book of the Duchess 637,data/oxford_txts/BD_oxford.txt,That is a false flatering beste;,False,False
fals,false,Book of the Duchess 734,data/oxford_txts/BD_oxford.txt,Was false whiche° a fool she was!,False,False
whit,white,Book of the Duchess 780,data/oxford_txts/BD_oxford.txt,As a white walle or a table;,False,False
god,goode,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,False
god,goode,Book of the Duchess 891,data/oxford_txts/BD_oxford.txt,"But goode folk, over al other",False,False
rounde,rounde,Book of the Duchess 946,data/oxford_txts/BD_oxford.txt,"Semed a rounde toure of ivoire,°",False,False
god,goode,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False
fair,faire,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False
yong,yonge,Book of the Duchess 1090,data/oxford_txts/BD_oxford.txt,"I was right yonge, soth to say",False,False
long,longe,Book of the Duchess 1148,data/oxford_txts/BD_oxford.txt,"Noght longe time, leve° hit wel.",False,False
muche,moche,Book of the Duchess 1197,data/oxford_txts/BD_oxford.txt,"So moche beaute, trewely",False,False
swete,swete,Troilus and Criseyde; Book V 63,data/oxford_txts/TC5_oxford.txt,Whan she forgoth hir owene swete herte?,False,False
fresh,fresshe,Troilus and Criseyde; Book V 244,data/oxford_txts/TC5_oxford.txt,Shal been your fresshe wommanliche face,False,False
lef,leve,Troilus and Criseyde; Book V 307,data/oxford_txts/TC5_oxford.txt,"My swerd, min helm, and, leve brother dere",False,False
fin,fine,Troilus and Criseyde; Book V 421,data/oxford_txts/TC5_oxford.txt,“But sin of fine force I moot arise,False,False
olde,olde,Troilus and Criseyde; Book V 470,data/oxford_txts/TC5_oxford.txt,"The lettres eek, that she of olde time",False,False
lef,leve,Troilus and Criseyde; Book V 477,data/oxford_txts/TC5_oxford.txt,"And seide, “Leve brother Pandarus",False,False
god,goode,Troilus and Criseyde; Book V 572,data/oxford_txts/TC5_oxford.txt,"‘Now goode swete, love me wel, I preye.’",False,False
wise,wise,Troilus and Criseyde; Book V 790,data/oxford_txts/TC5_oxford.txt,For wise folk in bokes it expresse,False,False
fresh,fresshe,Troilus and Criseyde; Book V 830,data/oxford_txts/TC5_oxford.txt,"Yong, fresshe, strong, and hardy as lioun;",False,False
long,longe,Troilus and Criseyde; Book V 851,data/oxford_txts/TC5_oxford.txt,"And after this, withouten longe lette",False,False
wise,wise,Troilus and Criseyde; Book V 904,data/oxford_txts/TC5_oxford.txt,“What wene ye your wise fader wolde,False,False
bright,brighte,Troilus and Criseyde; Book V 1022,data/oxford_txts/TC5_oxford.txt,Inwith hir fadres faire brighte tente.,False,False
bai,baye,Troilus and Criseyde; Book V 1038,data/oxford_txts/TC5_oxford.txt,That she him yaf the faire baye stede,False,False
neue,newe,Troilus and Criseyde; Book V 1148,data/oxford_txts/TC5_oxford.txt,"Almost, ywis, al newe was my care.",False,False
wod,wode,Troilus and Criseyde; Book V 1213,data/oxford_txts/TC5_oxford.txt,Which that men clepeth wode Jalousie,False,False
gret,grete,Troilus and Criseyde; Book V 1250,data/oxford_txts/TC5_oxford.txt,"The blisful goddes, through hir grete might",False,False
neue,newe,Troilus and Criseyde; Book V 1255,data/oxford_txts/TC5_oxford.txt,"What newe lust, what beaute, what science",False,False
juste,juste,Troilus and Criseyde; Book V 1256,data/oxford_txts/TC5_oxford.txt,What wratthe of juste cause have ye to me?,False,False
neue,newe,Troilus and Criseyde; Book V 1269,data/oxford_txts/TC5_oxford.txt,I fele now so sharpe a newe peine,False,False
long,longe,Troilus and Criseyde; Book V 1325,data/oxford_txts/TC5_oxford.txt,As ye wel knowe how longe time agoon,False,False
swete,swete,Troilus and Criseyde; Book V 1344,data/oxford_txts/TC5_oxford.txt,"Foryeve it me, min owene swete herte.",False,False
dere,dere,Troilus and Criseyde; Book V 1401,data/oxford_txts/TC5_oxford.txt,"“Ywis, min owene dere herte trewe",False,False
fair,faire,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False
fresh,fresshe,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False
neue,newe,Troilus and Criseyde; Book V 1689,data/oxford_txts/TC5_oxford.txt,"To feffe with your newe love,” quod he",False,False
swete,swete,Troilus and Criseyde; Book V 1720,data/oxford_txts/TC5_oxford.txt,"But trewely, Criseyde, swete may",False,False
fals,false,Troilus and Criseyde; Book V 1781,data/oxford_txts/TC5_oxford.txt,"Through false folk; God yeve hem sorwe, amen!",False,False
gret,grete,Troilus and Criseyde; Book V 1782,data/oxford_txts/TC5_oxford.txt,That with hir grete wit and subtiltee,False,False
olde,olde,Troilus and Criseyde; Book V 1854,data/oxford_txts/TC5_oxford.txt,"Lo here, the forme of olde clerkes speche",False,False
neue,newe,Parliament of Fowls 250,data/oxford_txts/PF_oxford.txt,Of newe flaume; and wel aspied I thenne,False,False
prive,privee,Parliament of Fowls 260,data/oxford_txts/PF_oxford.txt,"And in a privee corner, in disporte,°",False,False
red,rede,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,False
long,longe,Parliament of Fowls 661,data/oxford_txts/PF_oxford.txt,A yeer is not so longe to endure,False,False
yong,yonge,The Pardoner's Tale 464,data/oxford_txts/PardT_oxford.txt,"Of yonge folk, that haunteden° folie",False,False
fals,false,The Pardoner's Tale 632,data/oxford_txts/PardT_oxford.txt,And false swering is yet more reprevable.°,False,False
heigh,heighe,The Pardoner's Tale 640,data/oxford_txts/PardT_oxford.txt,Of heighe Goddes hestes° honurable,False,False
prive,privee,The Pardoner's Tale 675,data/oxford_txts/PardT_oxford.txt,"Ther cam a privee° theef, men clepeth° Deeth",False,False
povre,povre,The Pardoner's Tale 713,data/oxford_txts/PardT_oxford.txt,An old man and a povre° with hem mette.,False,False
long,longe,The Pardoner's Tale 726,data/oxford_txts/PardT_oxford.txt,As longe time as° it is Goddes wille.,False,False
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False
long,longe,The Pardoner's Tale 735,data/oxford_txts/PardT_oxford.txt,That in my chambre longe time hath be,False,False
yong,yonge,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False
fals,false,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False
ouen,owene,The Pardoner's Tale 790,data/oxford_txts/PardT_oxford.txt,And for our owene tresor doon us honge.°,False,False
ouen,owene,The Pardoner's Tale 834,data/oxford_txts/PardT_oxford.txt,And pleye at dees right at our owene wille.”,False,False
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False
swete,swete,The Reeve's Tale 4236,data/oxford_txts/RvT_oxford.txt,"And seide, “Far wel, Malin, swete wight!°",False,False
dere,dere,The Reeve's Tale 4240,data/oxford_txts/RvT_oxford.txt,"“Now dere lemman,”° quod she, “go, far wel!",False,False
god,goode,The Reeve's Tale 4247,data/oxford_txts/RvT_oxford.txt,"And, goode lemman, God thee save and kepe!”°",False,False
fals,false,The Reeve's Tale 4268,data/oxford_txts/RvT_oxford.txt,"¶“Ye, false harlot,”° quod the millere, “hast?",False,False
fals,false,The Reeve's Tale 4269,data/oxford_txts/RvT_oxford.txt,A! false traitour! false clerk!” quod he,False,False
povre,povre,The Nun's Priest's Tale 2821,data/oxford_txts/NPT_oxford.txt,"¶A povre widwe, somdel° stape° in age",False,False
fair,faire,The Nun's Priest's Tale 2870,data/oxford_txts/NPT_oxford.txt,Was cleped° faire damisel° Pertelote.,False,False
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False
dere,dere,The Nun's Priest's Tale 3006,data/oxford_txts/NPT_oxford.txt,"Now help me, dere brother, er I die;",False,False
fals,false,The Nun's Priest's Tale 3228,data/oxford_txts/NPT_oxford.txt,"False dissimilour,° O Greek Sinon",False,False
dere,dere,The Nun's Priest's Tale 3347,data/oxford_txts/NPT_oxford.txt,"¶O Gaufred,° dere maister soverain,°",False,False
