text,original_scansion,predicted_scansion,dataset_split,filename,match
Whan this was rad than seid this olde man,u S u S u S u Su S,u S u S u S u Sx S,train,SNT_gui_complete.csv,no
This is to seyn the bowes were so brode,u S u S u Su Sx u Sx,u S u S u Su Sx S Sx,train,KnT_gui_complete.csv,no
Than sholde he take a yong wif and a feir,u Sx u Sx u S u S u S,u Sx u Sx u S u S u S,train,MerT_gui_complete.csv,yes
That they ne yive me a yifte echon,u S u Sx x u Sx uS,u S u Sx x u Sx Su,train,BD_gui_complete.csv,no
And that anoon in al the haste I can,u S uS u S u Sx u S,u S uS u S u Sx S u,train,MerT_gui_complete.csv,no
Tho was I war wher that ther sat a queen,u S u S u S u S u S,u S u S u S u S u S,train,PF_gui_complete.csv,yes
What eileth yow to grucche thus and grone,u Su S u Su S u Sx,u Su S u Su S u Sx,train,WBPro_gui_complete.csv,yes
That sone after the midnight Palamoun,u Su Sx u Su SuS,u Su Su S xu uSu,train,KnT_gui_complete.csv,no
Or elles was the air so thikke,u Su S u S u Sx,u Su S u S u Sx,train,HF_gui_complete.csv,yes
That wel was him that mighte her ones see,u S u S u Su S ux S,u S u S u Su S ux u,train,LGW_gui_complete.csv,no
And sette hir doun and gan a lettre write,u Su S u S u S ux Sx,u Sx u S u S S ux Sx,train,TC2_gui_complete.csv,no
Ther God us graunte sounde and sone to mete,u S u Su Sx u Sx u Sx,u S u Su Sx u Sx u Sx,train,TC3_gui_complete.csv,yes
To drinken of the welle ther as she sat,u Su S u Su S u x S,u Su S u Su S u x u,train,LGW_gui_complete.csv,no
What sholde I mo ensamples heerof sayn,u Su S u Sux Su S,u Su S u Sux SS u,train,FranT_gui_complete.csv,no
Awey to drive hir derke fantasie,uS u Su S ux SuS,uS u Sx S ux SuS,train,FranT_gui_complete.csv,no
They wente and put thes teines in assay,u Su S u S ux S uS,u Sx S u S ux S uS,train,CYT_gui_complete.csv,no
And after this with sikinge he abreide,u Su S u Sux S uSx,u Su S u Sux S uSx,train,TC1_gui_complete.csv,yes
For min estat now lith in jupartie,u S uS u S u SuS,u S uS u S u SuS,train,TC2_gui_complete.csv,yes
Either on morwes or on evens,uS u Sx u S uS,uS u Su S u Su,train,HF_gui_complete.csv,no
Ne wette hir fingres in hir sauce depe,u Su S uS u S ux Sx,u Su S uS u S ux Sx,train,GP_gui_complete.csv,yes
As for that fin to make swiche a thing,u S u S u Su Sx u S,u S u S u Su Sx S u,train,LGW_gui_complete.csv,no
Out of a wangtooth sprang anon a welle,u S u Su S uS u Sx,u S u Su S uS u Sx,train,MkT_gui_complete.csv,yes
Nothing forgat he the penaunce and wo,uS uS u S uSx u S,uu uS u S uSx S u,train,WBPro_gui_complete.csv,no
And of this broche he tolde him word and ende,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,train,TC5_gui_complete.csv,yes
Noght helpeth it to tellen his sentence,u Su S u Su S uSx,u Su S u Su S uSx,train,NPPro_gui_complete.csv,yes
The sclaundre of Walter ofte and wide spradde,u Su S uS ux S ux Sx,u Su S uS ux S ux Sx,train,ClT_gui_complete.csv,yes
And rekke nat to been an homicide,u Su S u S u SuSx,u Su S u S u SuSx,train,MerT_gui_complete.csv,yes
Ye han heer touched also moot I thee,u S u Su Su S u S,u S u Su Su S u S,train,FriPro_gui_complete.csv,yes
And whan he sey noon other remedie,u S u S u Su SuS,u S u S u Su SxS,train,MkT_gui_complete.csv,no
For which thise woful maidens ful of drede,u S ux Su Su S u Sx,u S ux Su Su S u Sx,train,FranT_gui_complete.csv,yes
A baggepipe wel coude he blowe and sowne,u SuSx u Sx u Sx u Sx,u SuSx u Sx u Sx u Sx,train,GP_gui_complete.csv,yes
Ne shal I never been untrewe wif,u S u Su S uSu S,u S u Su S uSx S,train,FranT_gui_complete.csv,no
For unto hem it is a bitter swete,u Su S u S u Su Sx,u Su S u S u Su Sx,train,CYT_gui_complete.csv,yes
I am of Grekes so fered that I deie,u S u Su S ux S u S,u S u Su S ux u S u,train,TC2_gui_complete.csv,no
And nere it that we been so neigh the tente,u Sx u S u S u S u Sx,u Sx S u x S x S u Sx,train,TC5_gui_complete.csv,no
Hath had sith that the world began,u S u S u S uS,u S u S u S uS,train,HF_gui_complete.csv,yes
Singeth Placebo and I shal if I can,uS uSx u S u S u S,uS uSu S u S u S u,train,SumT_gui_complete.csv,no
Of thinges that to comen been pardee,u Su S u Su S uS,u Su S u Su S uS,train,TC4_gui_complete.csv,yes
That swich a lewed mannes wit shal pace,u S u Su Su S u Sx,u S u Su Su S u Sx,train,GP_gui_complete.csv,yes
And seide We ben everichon,u Su S u SxuS,u Su S u SxSu,train,HF_gui_complete.csv,no
As he had seyn it chaungen up and doun,u S u S u Su S u S,u S u S u Su S u S,train,KnT_gui_complete.csv,yes
Na more of this as now for it suffiseth,u Sx u S u S u S uSx,u Sx u S u S u S uSx,train,ShipT_gui_complete.csv,yes
So lat your daunger sucred ben a lite,u S u Su Su S u Sx,u S u Su Su S u Sx,train,TC2_gui_complete.csv,yes
Than had thise wrecches two er hir ending,u S ux Su S u S uS,u S ux Su S u S uS,train,PardT_gui_complete.csv,yes
And findeth hir frendes there hole and sounde,u Su S uS ux Sx u Sx,u Su S uS ux Sx u Sx,train,MLT_gui_complete.csv,yes
They wol seyn in as muche as in me is,u S u S u Su S u x S,u S u S u Sx S u x u,train,TC5_gui_complete.csv,no
Whom so ye hate as beth not wroth with me,u S u Su S u S u S x,u S u Su S u S u S x,train,TC5_gui_complete.csv,yes
And maister er ye come in his presence,u Su S u Su S u xSx,u Su S u Su S u xxx,train,PardT_gui_complete.csv,no
Nothing ne acheveth be him looth or dere,uS u SuS u S u S xx,uS u SuS u S u S xx,train,TC2_gui_complete.csv,yes
Or for estat delit or for weddinge,u S uS uS u S uSx,u S uS uS u S uSx,train,TC4_gui_complete.csv,yes
Our first mater is good to kepe,u S uS u S u Sx,u S uS u S u Sx,train,BD_gui_complete.csv,yes
But aldermost in honour out of doute,u SuS u Su S u Sx,u SuS u Su S u Sx,train,TC1_gui_complete.csv,yes
And Juppiter bitokneth snow and rein,u SuS uSu S u S,u SuS uSu S u S,train,MkT_gui_complete.csv,yes
But natheles yit be we to thee holde,u SuS u S u S u Sx,u SuS u S u S u Sx,train,LGW_gui_complete.csv,yes
And for it is no fruit but los of time,u S u S u S u S u Sx,u S u S u S u S u Sx,train,SqT_gui_complete.csv,yes
Which I shall telle yow bitwix us two,u S u Su S uS u S,u S u Su S uS u S,train,SqT_gui_complete.csv,yes
The harm of hem that stode in heigh degree,u S u S u Sx u S uS,u S u S u Sx u S uS,train,MkT_gui_complete.csv,yes
Ne I not who serveth leef ne who the flour,u S u S ux S u S u S,u S u S ux S u S u S,train,LGW_FPro_gui_complete.csv,yes
For min estat and also for his hele,u S uS u Su S u Sx,u S uS u Su S u Sx,train,TC2_gui_complete.csv,yes
Ful streite lest they diden som folie,u Su S u Su S uS,u Su S u Su S uS,train,LGW_gui_complete.csv,yes
That she hadde had a ship hirself allone,u x Su S u S uS uSx,u S ux S u S uS uSx,train,MilT_gui_complete.csv,no
Withinne a litel while sooth to seyn,uSu S uS ux S u S,uSx S uS ux S u S,train,SqT_gui_complete.csv,no
Upon his heed a Flaundrish bever hat,uS u S u Su Su S,uS u S u Su Su S,train,GP_gui_complete.csv,yes
This markis caughte yet another lest,u Su Su S uSu S,u Su Su S uSx x,train,ClT_gui_complete.csv,no
What rekketh me thogh folk sey vileinie,u Su S u S u SuS,S Su S u S u SuS,train,WBPro_gui_complete.csv,no
Ful fetis was hir cloke as I was war,u Su S u Sx u S u S,u Su S u Sx S x u u,train,GP_gui_complete.csv,no
Sith it availeth not for to ben trewe,u S uSu S u S u Sx,u S uSu S u S u Sx,train,Anelida_gui_complete.csv,yes
To Thebesward and al his host biside,u SuS u S u S uSx,u SuS u S u S uSx,train,KnT_gui_complete.csv,yes
Eek som men grave in tree som in stoon wal,u S u Sx u S u S u S,u S u Sx u S u S u S,train,TC2_gui_complete.csv,yes
Hadde of him take hir thoughte tho no fere,ux S u Su S ux S u Sx,ux S u Sx u ux S u Sx,train,TC3_gui_complete.csv,no
Desir of gold shal so his sowle blende,uS u S u S u Su Sx,uS u S u S u Su Sx,train,TC4_gui_complete.csv,yes
And me so wel disfigure and so lowe,u S u S uSux S u Sx,u S u S uSux S u Sx,train,LGW_gui_complete.csv,yes
But what it moste nedes be,u S u Su Su S,u S u Su Sx S,train,HF_gui_complete.csv,no
Ye han wel herd the fin of his entente,u S u S u S u S uSx,u S u S u S u S uSx,train,TC3_gui_complete.csv,yes
To bedde he gooth and with him goth his wif,u Sx u S u S u S u S,u Sx u S u S u S S S,train,RvT_gui_complete.csv,no
But held him as his thral lowe in distresse,u S u S u S ux S uSx,u S u S u S ux S uSx,train,TC1_gui_complete.csv,yes
Of Antenor that broughte hem to mischaunce,u SuS u Sx u S uSx,u SuS u Sx S S uSx,train,TC4_gui_complete.csv,no
I wol non old wif han in no manere,u S u S u S u S uSx,S S u S u S u S uSx,train,MerT_gui_complete.csv,no
His tale anon and seyde in this manere,u Su Su S ux S u Sxx,u Su Su S ux S u Sxx,train,GP_gui_complete.csv,yes
But God wot quod this senatour also,u S u S u SuS uS,u S u S u SuS uS,train,MLT_gui_complete.csv,yes
This Ercules and Jasoun gan beholde,u SuS u Su S uSx,u SuS u Su S uSx,train,LGW_gui_complete.csv,yes
At ende I had the bet in ech degree,u Su x S u S u S uS,u Sx x S u S u S uS,train,WBPro_gui_complete.csv,no
With the nones that he hadde owher a wif,u S uS u S ux Sx u S,u S uS u S ux Sx u S,train,LGW_gui_complete.csv,yes
In which she hadde a cok hight Chauntecleer,u S u Sx u S u SuS,u S u Sx u S u SuS,train,NPT_gui_complete.csv,yes
That with these foules I be al torent,u S ux Su S u S uS,u S ux Su S u S uS,train,PF_gui_complete.csv,yes
If that him list to stonden theragain,u S u S u Su SuS,u S u S u Su SuS,train,FriT_gui_complete.csv,yes
That it nis fild ful of tidinges,u S u S u S uSx,u S u S u S uSu,train,HF_gui_complete.csv,no
Redressen hem ayein the sonne bright,uSu S uS u Su S,uSu S uS u Sx S,train,TC2_gui_complete.csv,no
And Polites his son certain,u SuS u S uS,u Sux u S uS,train,HF_gui_complete.csv,no
Ther fil as it bifalleth times mo,u S u S uSu Su S,u S u S uSu Su S,train,ClT_gui_complete.csv,yes
But al that thing I moot as now forbere,u S u S u S u S uSx,S S u S u S u S uSx,train,KnT_gui_complete.csv,no
Three strokes in the nekke he smoot hir tho,u Su S u Sx u S u S,u Su S u Sx S u S u,train,SNT_gui_complete.csv,no
About his nekke as she was wont to do,uS u Su S x u S u S,uS u Su S x u u S u,train,PhyT_gui_complete.csv,no
On brotel ground they builde and brotelnesse,u Su S u Sx u SuSx,u Su S u Sx u SuSx,train,MerT_gui_complete.csv,yes
And ever kepte her chast as for his wif,u Su Sx u S u S u S,u Su Sx u S S u S u,train,LGW_gui_complete.csv,no
For wel she had herd seid that thilke day,u S u S u S u Su S,u S u S u S u Su S,train,ClT_gui_complete.csv,yes
Now rekke I never to ben deed right here,u Su S uS u S u S xx,u Su S uS u S u S xx,train,ClT_gui_complete.csv,yes
And with that word he for a quisshen ran,u S u S u S u Su S,u S u S u S u Su S,train,TC3_gui_complete.csv,yes
But atte laste whan that thise lordes wende,u Su Su S u Sx ux Sx,u Su Su S u Sx Sx Sx,train,ClT_gui_complete.csv,no
And out of olde bokes in good fey,u S u Su Su S u S,u S u Su Sx S u S,train,PF_gui_complete.csv,no
No wonder was she mighte it nat endure,u Su S u Sx u S uSx,u Su S u Sx u S uSx,train,LGW_gui_complete.csv,yes
For which he heeld his glorie or his renoun,u S u S u Su S u xS,u S u S u Su S u Su,train,PardT_gui_complete.csv,no
Nat with no swollen thoght in hir corage,u S u Su S u S uSx,u S u Su S u S uSx,train,ClT_gui_complete.csv,yes
And she with reverence in humble chere,u S u SuSu S ux Sx,u S u SuSu S ux Sx,train,ClT_gui_complete.csv,yes
And thou shalt make him couche as dooth a quaille,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,train,ClT_gui_complete.csv,yes
So aungellik was hir natif beautee,u SuS u S uS uS,u SuS u S uS uS,train,TC1_gui_complete.csv,yes
Which that so hye gan to sore,S u S u S u Sx,S u S u S u Sx,train,HF_gui_complete.csv,yes
That love yow most God wel thou wost alway,u Sx u S u S u S uS,u Su S u S u S u Su,train,Anelida_gui_complete.csv,no
But for to save us that he sithen bouhte,u S u Su S u S ux Sx,u S u Su S u S ux ux,train,ABC_gui_complete.csv,no
I wol thee lede unto the pope Urban,u S u Sx uS u Sx uS,u S u Sx Su S ux Su,train,SNT_gui_complete.csv,no
But I ne clepe nat innocence folie,u S u Sx u SuSx uS,u S u Sx u SuSx Su,train,LGW_FPro_gui_complete.csv,no
Thise been the cokkes wordes and nat mine,ux S u Su Su S u Sx,ux S u Su Su S u Sx,train,NPT_gui_complete.csv,yes
The king with othere lordes for the beste,u S u Sux Su S u Sx,u S u Sux Su S u Sx,train,TC4_gui_complete.csv,yes
Now wolde som men waiten as I gesse,u Su S u Su S u Sx,u Su S u Su S u Sx,train,MLT_gui_complete.csv,yes
To swich thing as men wol opposen me,u S u S u S uSu S,u S u S u S uSu x,train,FriT_gui_complete.csv,no
Had seen togedres in oo place,u S uSu S u Sx,u S uSu S u Sx,train,BD_gui_complete.csv,yes
In which they woneden in reste and pees,u S u SuS u Sx u S,u S u SuS u xx S u,train,KnT_gui_complete.csv,no
If it be so I do thee no comfort,u S u S u S u S uS,u S u S u S u S uS,train,TC1_gui_complete.csv,yes
Now keep yow fro the white and fro the rede,u S u S u Su S u S xx,u S u S u Su S u S xx,train,PardT_gui_complete.csv,yes
Ye shal not blende him for your womanhede,u S u Su S u S uSxx,u S u Su S u S uSxx,train,TC4_gui_complete.csv,yes
And on the morwe pulle it up as blive,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,train,TC1_gui_complete.csv,yes
Ye profre me to have so large a reine,u Su S u Sx u Sx u Sx,u Su S u Sx u Sx u Sx,train,FranT_gui_complete.csv,yes
With croppes brode and eke as thikke,u Su Sx u Sx u Sx,u Su Sx u Sx u ux,train,BD_gui_complete.csv,no
And took hir leve and hoom and held hir stille,u S u Sx u S u S u Sx,u S u Sx u S u S S ux,train,TC1_gui_complete.csv,no
Hir hippes were a streight flat bakke,u Su Sx u S u Sx,u Su Sx S u S ux,train,BD_gui_complete.csv,no
Into miserie in which I wol biwaile,uS uxS u S u S uSx,uS uxS u S u S uSx,train,TC4_gui_complete.csv,yes
Savinge a child that was of halfyeer age,uSx u S u S u Su Sx,uSx u S u S u Su Sx,train,RvT_gui_complete.csv,yes
The king of hevene with his woundes newe,u S u Sux S u Su Sx,u S u Sux S u Su Sx,train,MLT_gui_complete.csv,yes
Or in the Rose or elles in Creseyde,u S u Su S uS u xSx,u S u Su S uS u Sux,train,LGW_FPro_gui_complete.csv,no
On Dorigen remembreth at the leste,u SuS uSu S u Sx,u SuS uSu S u Sx,train,FranT_gui_complete.csv,yes
I niste how but in a strete,u Su S u S u Sx,u Su S u S u Sx,train,HF_gui_complete.csv,yes
Therwith the wikked spirit God us blesse,uS u Su Su S u Sx,uS u Su Su S u Sx,train,TC5_gui_complete.csv,yes
Nay olde stot that is nat min entente,u Su S u S u S uSx,u Su S u S u S uSx,train,FriT_gui_complete.csv,yes
For traisoun but he nas but seven yeer old,u Su S u S u Sx u S,u Su S u S u Su S u,train,NPT_gui_complete.csv,no
And with hir faire nece Antigone,u S u Su Su SuSx,u S u Su Su SuSx,train,TC3_gui_complete.csv,yes
Noot I nat what and songes wolde he make,u S u S u Su Sx u Sx,u S u S u Su Sx u Sx,train,LGW_gui_complete.csv,yes
Now hadde Calkas left in this meschaunce,u Su Su S u S uSx,u Sx Su S u S uSx,train,TC1_gui_complete.csv,no
Loke wel that ye unto no vice assente,ux S u S uS u Sx uSx,ux S u S uS u Sx uSx,train,PhyT_gui_complete.csv,yes
Jasoun quod she for ought I see or can,uS u S u S u S u S,uS u S u S u S u S,train,LGW_gui_complete.csv,yes
Ma dame yis ful wel quod he,u Su S u S u S,u Su S u S u S,train,HF_gui_complete.csv,yes
Me thoughte I saw an egle sore,u Su S u S ux Sx,u Su S u S ux Sx,train,HF_gui_complete.csv,yes
Our manciple I hope he wil be deed,S uSx u Sx u S u S,S uSx u Sx u u S u,train,RvT_gui_complete.csv,no
Was lik an hound and wolde han maad areste,u S u S u Su S u Sxx,u S u S u Su S u Sxx,train,NPT_gui_complete.csv,yes
And that was yelow and glitered as the sonne,u S u Su S uxx S u Sx,u S u Su S uxx S u Sx,train,KnT_gui_complete.csv,yes
Som henge her chin upon her breste,u Su S u Su S xx,u Su S u Su S xx,train,BD_gui_complete.csv,yes
Than was I fered for that was min office,u S u Sx u S u S uSx,u S u Sx u S S u Sux,train,CYT_gui_complete.csv,no
And ful gret nede I had to lerne,u S u Su x S u Sx,u S u Sx x S u Sx,train,BD_gui_complete.csv,no
And whan that he cam to this oxes stalle,u S u S u S u Su Sx,u S u S u S u Su Sx,train,NPT_gui_complete.csv,yes
And Angelus ad virginem he song,u SuS u SuS u S,u SuS u Sux u S,train,MilT_gui_complete.csv,no
That he ne visited with his solas,u S u SuS u S uS,u S u SuS u S uS,train,MilT_gui_complete.csv,yes
For yet ne was ther no man that him sewed,u S u S u S u S u Sx,u S u S u S u S u Sx,train,NPT_gui_complete.csv,yes
This Sowdan for his privee conseil sente,u Su S u Su Su Sx,u Su S u Su Su Sx,train,MLT_gui_complete.csv,yes
Wheras he shoope him thilke night to lie,uS u Su S ux S u S,uS u Su S ux S u S,train,SumT_gui_complete.csv,yes
Lust and array and all the circumstaunces,u S uS u S u SuSx,u S uS u S u SuSx,train,KnT_gui_complete.csv,yes
For verray feer so wolde hir herte quake,u Su S u Su S ux Sx,u Su S u Su S ux Sx,train,FranT_gui_complete.csv,yes
I shal ben here and that it may be so,u S u Sx u S u S u S,u S u Sx S u S u S u,train,TC4_gui_complete.csv,no
And it shal been amended if I may,u S u S uSu S u S,u S u S uSu S u S,train,WBT_gui_complete.csv,yes
That good Arcite of chivalri flour,u S uSu S uSu S,u S uSu S uSu S,train,KnT_gui_complete.csv,yes
And him avaunce at hoom in his contree,u S uSx u S u S uS,u S uSx S u S u Su,train,LGW_gui_complete.csv,no
That in these women men may alday finde,u S ux Su S u Su Sx,u S ux Su S u Su Sx,train,LGW_gui_complete.csv,yes
In somer seson thider wolde he go,u Su Su Su Sx u S,u Su Su Su Sx S u,train,MerT_gui_complete.csv,no
Nold nat love hir and righte thus,u S ux S u Su S,u S ux S u Sx S,train,BD_gui_complete.csv,no
At Babiloine was his soverein see,u SuSu S u Sxu S,u SuSu S u SxS u,train,MkT_gui_complete.csv,no
A Gods halfe in good time quod I,u S ux S u Sx u S,u S ux S u Sx S x,train,BD_gui_complete.csv,no
And hertes colde hem wolde I that he twiste,u Su Sx u Sx u S u Sx,u Su Sx u Sx u S S ux,train,TC3_gui_complete.csv,no
Shal bere a distaf hir cost for to quite,u Sx u Su S u S u Sx,u Sx u Su S u S u Sx,train,MkT_gui_complete.csv,yes
God woot of thing ful often looth bigonne,u S u S u Su S uSx,u S u S u Su S uSx,train,TC2_gui_complete.csv,yes
To Troye is come this woful Troilus,u Su S ux S uS uS,u Su S ux S uS uS,train,TC5_gui_complete.csv,yes
But liggeth stille and taketh him right here,u Su Su S uS u S xx,u Su Su S uS u S xx,train,TC3_gui_complete.csv,yes
Acheved al his aventure,uSu S u SuSx,uSu S u SuSx,train,HF_gui_complete.csv,yes
Herestow not what they prayen us,uxS u S u Su S,uxS u S u Su u,train,HF_gui_complete.csv,no
And wroot the names alwey as he stood,u S u Su Su S u S,u S u Su Su S u S,train,SumT_gui_complete.csv,yes
To me she cam and bad me for to singe,u S u S u S u S u Sx,u S u S u S u S u Sx,train,PrT_gui_complete.csv,yes
Where he was casten in a pit biside,ux S u Su S u S uSx,ux S u Su S u S uSx,train,PrT_gui_complete.csv,yes
Cupide our lord his arwes forge and file,uSu S u S ux Sx u Sx,uSu S u S ux Sx u Sx,train,PF_gui_complete.csv,yes
When Palamon the larke herde singe,u SuS u Su Su Sx,u SuS u Su Sx Sx,train,KnT_gui_complete.csv,no
Now certes quod this somnour so fare I,u Su S u Su S ux S,u Su S u Su S ux S,train,FriT_gui_complete.csv,yes
Ther was defaute in somwhat wel I woot,u S uSx u Su S u S,u S uSx u Su u x S,train,CYT_gui_complete.csv,no
To serve and plese everich in that place,u Su S ux Sxu S u Sx,u Su S ux Sxu S u Sx,train,MLT_gui_complete.csv,yes
And trusten him she wolde and wel she mighte,u Su S u Su S u x Sx,u Su S u Su S u x Sx,train,TC5_gui_complete.csv,yes
Wedded with fortunat honestetee,uS u SuS uSuS,uS u SuS uSuS,train,ClT_gui_complete.csv,yes
And in the see it happed hem to mete,u S u S u Su S u Sx,u S u S u Su S u Sx,train,LGW_gui_complete.csv,yes
What sholde I peinte or drawen it on lengthe,u Su S ux S ux S u Sx,u Su S ux S ux S u Sx,train,TC2_gui_complete.csv,yes
And in this manere this necessitee,u S u Sux S uSuS,u S u Sux S uSuS,train,TC4_gui_complete.csv,yes
After his felawe he bigan to calle,uS u Sux S uS u Sx,uS u Sux S uS u Sx,train,NPT_gui_complete.csv,yes
Thus am I lost for ought that I can see,u S u S u S u S u S,u S u S u S u S u S,train,TC4_gui_complete.csv,yes
Whoso me seeth he seeth sorwe al at ones,uS u S u S ux S u Sx,uS u S u S ux S u Su,train,TC4_gui_complete.csv,no
Whan he was hool and sound and hadde his reste,u S u S u S u Su S xx,u S u S u S u Su S xx,train,LGW_gui_complete.csv,yes
That at Cartage birafte hirself hir lif,u S uSx uSx uS u S,u S uSx uSx Su S u,train,FranT_gui_complete.csv,no
From a sparke spronge amis,S u Su Sx uS,u S Sx Sx Su,train,HF_gui_complete.csv,no
That fortune unto swich a fin thee broghte,u Sux Su S u S u Sx,u Sux Su S u S u Sx,train,MkT_gui_complete.csv,yes
Greet chere dooth this noble senatour,u Su S u Su SuS,u Su S u Su SuS,train,MLT_gui_complete.csv,yes
He priketh harde and depe as he were mad,u Su Su S ux S u xx S,u Su Su S ux S u xx S,train,RvT_gui_complete.csv,yes
As to min auctor listeth to devise,u S u Su Su S uSx,u S u Su Su S uSx,train,TC3_gui_complete.csv,yes
Alla the king comth hoom sone after this,uS u S u S ux Su S,uS u S u S ux Su S,train,MLT_gui_complete.csv,yes
Now war yow sirs and lat this man have place,u S u S u S u S ux Sx,u S u S u S u S ux Sx,train,ThopPro_gui_complete.csv,yes
In vertu he considered ful right,u Su S uSuS u S,u Su S uSux u S,train,ClT_gui_complete.csv,no
For office uncommitted ofte anoyeth,u Sux SuSx ux SuS,u Sux SuSu Sx uSS,train,PF_gui_complete.csv,no
And for I sholde the bet abreide,u S u Sx u S uSx,u S u Sx u S uSx,train,HF_gui_complete.csv,yes
Fele I no wind that souneth so lik peine,ux S u S u Su S u Sx,ux S u S u Su S u Sx,train,TC5_gui_complete.csv,yes
See ye nat alle how they been forsworn,u S u Su S u S uS,u S u Su S u S uS,train,LGW_gui_complete.csv,yes
That shapen hem this citee for to winne,u Su S u Su S u Sx,u Su S u Su S u Sx,train,SqT_gui_complete.csv,yes
But if it be whan they hem misavise,u S u S u S u SuSx,u S u S u S u SuSx,train,WBPro_gui_complete.csv,yes
And grette him but he spake noght,u Su S u S ux S,u Sx u u S ux S,train,BD_gui_complete.csv,no
Shoon as the burned gold with stremes brighte,u S u Su S u Su Sx,u S u Su S u Su Sx,train,FranT_gui_complete.csv,yes
They ete and drinke and whan this hadde an ende,u Sx u Sx u S u Sx u Sx,u Sx u Sx u S u Sx u Sx,train,SqT_gui_complete.csv,yes
Mo gode thewes than hir vices badde,u Su Su S u Su Sx,u Su Su S u Su Sx,train,MerT_gui_complete.csv,yes
Now as ye be a god and eek a kinge,u S u S u S u S u Sx,u S u S u S u S u Sx,train,LGW_FPro_gui_complete.csv,yes
And in the gardin at the sonne upriste,u S u Su S u Sx uSx,u S u Su S u Sx Sux,train,KnT_gui_complete.csv,no
Were of the same suite of hir coler,ux S u Su Su S u Sx,ux S u Su Su S u Sx,train,MilT_gui_complete.csv,yes
I warn yow wel for save I and a frere,u S u S u Su S u S xx,u S u S u Su S u S xx,train,CYT_gui_complete.csv,yes
Retorneth in his part contrarie again,uSx u S u SuS uS,uSx u u u SuS uS,train,TC4_gui_complete.csv,no
