text,original_scansion,predicted_scansion,dataset_split,filename,match
For what he may not gete that wolde he have,u S u S u Sx u Sx u Sx,u S u S u Su S ux S Sx,train,Anelida_gui_complete.csv,no
May sitte on me forwhy ther is no space,u Su S u S u S u Sx,u Su S u S u S u uS,train,TC1_gui_complete.csv,no
That as an harpe obeyeth to the honde,u S u Su Sux S u Sx,u S u Su SuS S u Sx,train,LGW_FPro_gui_complete.csv,no
Remembreth yow on passed hevinesse,uSu S u Su SuSx,uSu S u Su SuSu,train,TC1_gui_complete.csv,no
To bringe hem out of hir adversitee,u Sx u S u S uSuS,u Su S u S u SuSu,train,MkT_gui_complete.csv,no
She cryeth Suster with ful loude stevene,S u Su S u Su Sxx,u u Su S u Su uSx,train,LGW_gui_complete.csv,no
To every foule Nature yaf his make,u Su Su Sux S u Sx,u Su Su Sux S u Su,train,PF_gui_complete.csv,no
To wedden whan time is but nathelees,u Su S ux S u SuS,u Su S ux S u SuS,train,KnT_gui_complete.csv,yes
Ful wrongfully of Thebes held the strengthe,S uS u Su S u Sx,S uS u Su S u Su,train,TC5_gui_complete.csv,no
And doun upon his beddes side him sette,u S uS u Su Sx u Sx,u S uS u Su Sx u Sx,train,TC3_gui_complete.csv,yes
And in hir walk this blinde man they mette,u S u S u Su S u Sx,u S u S u Su S u Su,train,MLT_gui_complete.csv,no
To this benigne verray feithful maide,u S uSu Su Su Sx,u S uSu Su Su Su,train,ClT_gui_complete.csv,no
God save hem that biseged han our toun,u Su S u Sux S u S,u Su S u SuS u S u,train,TC1_gui_complete.csv,no
The streem of lif now droppeth on the chimbe,u S u S u Su S u Sx,u S u S u Su S u Su,train,RvPro_gui_complete.csv,no
I have do so as ye comanded me,u Su S u S u SuS x,u Su S u S u SuS u,train,FranT_gui_complete.csv,no
His bile was blak and as the jeet it shoon,u Sx u S u S u S u S,u Su S u S u S u S u,train,NPT_gui_complete.csv,no
Be cause certein of the purveyinge,u Su Su S u SuSx,u Su Su S u SuSu,train,TC4_gui_complete.csv,no
And yet eftsones I hitte him on the cheke,u S uSx u Sx u S u Sx,u S uSu S ux S u S uS,train,WBPro_gui_complete.csv,no
And at the west gate of the toun quod he,u S u S ux S u S u S,u S u S ux S u S u S,train,NPT_gui_complete.csv,yes
Quod tho Criseyde Wole ye doon o thing,u S uSu Su x S u S,u S uuu Su S u S u,train,TC3_gui_complete.csv,no
Herde I so pleye and ravisshing swetnesse,ux S u Sx u SuS uSx,ux S u uS S uSS uSx,train,PF_gui_complete.csv,no
That wilde is gnawen mote he now min herte,u Su S ux Sx u S u Sx,u Su S uS Sx u S S Sx,train,LGW_gui_complete.csv,no
Anoonright I wente nere,SuS u Su Sx,uuS S Su Su,train,BD_gui_complete.csv,no
For certein whan that fortune list to flee,u Su S u Sux S u S,u Su S u Suu S u S,train,MkT_gui_complete.csv,no
So spradde of hire heigh bountee the fame,u Su S ux S uS u Sx,u uS S ux S uS u Su,train,ClT_gui_complete.csv,no
Quod tho Criseyde and therwithal him kiste,u S uSx u SuS u Sx,u S uux u SuS u Sx,train,TC3_gui_complete.csv,no
Whan he endured hadde a yeer or two,u S uSu Sx u S u S,u S uSu Su S u S u,train,KnT_gui_complete.csv,no
As Palamon to sleen his fo Arcite,u SuS u S u S uSx,u SuS u S u S uSu,train,KnT_gui_complete.csv,no
And taketh hir leve and with an holy entente,u Sx u Sx u S u S uSx,S uS u Sx u S u S uSx,train,MLT_gui_complete.csv,no
Wel muchel more I oghte avised be,u Su Su S ux Sux S,u Su Su S ux SuS u,train,MerT_gui_complete.csv,no
Was never capitain under a king,u Su SuS uS u S,u Su SuS uS u S,train,MkT_gui_complete.csv,yes
The tenthe day now of Decembre,u Su S u S uSx,u Su S u S uSu,train,HF_gui_complete.csv,no
She tolde eek how Hemonides asterte,u Su S u SuSx uSx,u Su S u SuSS uSx,train,TC5_gui_complete.csv,no
He spak to hem that wold live parfitly,S u S u S u Sx uS,u S u S u S ux Su,train,WBPro_gui_complete.csv,no
What bet than swiche five Ey nay ywis,u S u Su Su S u S,u S u Su Su S u S,train,TC2_gui_complete.csv,yes
But yet I pray to al this compaignie,u S u S u S u SuS,u S u S u S u SuS,train,WBPro_gui_complete.csv,yes
That men most entrecomunen yfere,S u S uSuSu Sx,u S u Suuux ux,train,TC4_gui_complete.csv,no
His heed to the wal his body to the grounde,u S u S u S u S u Sx,u S u S u S u S u Su,train,TC4_gui_complete.csv,no
That for to been a wedded man yow leste,u S u S u Su S u Sx,u S u S u Su S u Su,train,ClT_gui_complete.csv,no
His martyrdom for sothe it am nat I,S uS u Sx u S u S,S SS S ux S u S u,train,KnT_gui_complete.csv,no
And eek ther was a polcat in his hawe,u S u S u Su S u Sx,u S u S u Su S u Su,train,PardT_gui_complete.csv,no
Were the tiding sooth or fals,Sx u Su S u S,ux S uS u S u,train,HF_gui_complete.csv,no
They wene that no man may hem bigile,u Su S u S u S uSx,u Su S u S u S uSu,train,RvT_gui_complete.csv,no
No lenger for to slepe and walke aboute,u Su S u Sx u Sx uSx,u Su S u uS S ux uSx,train,SqT_gui_complete.csv,no
And God toforn and ferther over this,u S uS u Su Su S,u S uS u Su Su S,train,TC5_gui_complete.csv,yes
And thoughte ay on hir so withouten lette,u Su S u S u Sux Sx,u Su S u S u Suu Sx,train,TC1_gui_complete.csv,no
And letteth nought for favour ne for slouthe,u Su S u Su S u Sx,u Su S u Su S u Su,train,TC2_gui_complete.csv,no
Was a ful worthy gentil werreyour,S u S u Su SuS,S u S S uS uSu,train,LGW_gui_complete.csv,no
Fro yow this yeer what after so befalle,u S u S u Su S uSx,u S u S u Su S uSu,train,PF_gui_complete.csv,no
Coveiteth every man that she may se,uSu Su S u S u S,Suu Su S u S u S,train,WBPro_gui_complete.csv,no
She preide him that he wolde after her sende,u Su S u S ux Sx u Sx,u Su S u S ux Su S Sx,train,LGW_gui_complete.csv,no
As for a soverein notabilitee,u S u Sxu SuSuS,u S u SuS uSuSu,train,NPT_gui_complete.csv,no
Which made alwey hir compleint and hir mone,u Sx uS u Su S u Sx,u Su Su S uS u S Sx,train,FranT_gui_complete.csv,no
Glose whoso wole and sey bothe up and doun,ux Su Sx u S ux S u S,uu uS Su S u Su S u S,train,WBPro_gui_complete.csv,no
Lo here these wrecched worldes appetites,u Su Su Sx ux SuSx,u Su uS Su Su SuSu,train,TC5_gui_complete.csv,no
And ded right through defaulte of slepe,u S u S uSx u Sx,u S u S uSu S uS,train,BD_gui_complete.csv,no
This glade folk to diner they hem sette,u Su S u Su S u Sx,u uS S u Su S u Su,train,MLT_gui_complete.csv,no
In swich another place lede,u S uSu Su Sx,u S uSu uS Su,train,HF_gui_complete.csv,no
The grete Minos of the whiche I speke,u Su Su S u Sx u Sx,u uS Su S u Su u uS,train,LGW_gui_complete.csv,no
And she sprong as a colt doth in the trave,u S u S u S u S u Sx,u S u S u S u S u uS,train,MilT_gui_complete.csv,no
But tak kepe of the deeth of Olofern,u S ux S u S u SuS,u S ux S u S u SuS,train,MkT_gui_complete.csv,yes
That hath so litel penance yiven thee,u S u Su Sux Su S,u S u Su Sux Su S,train,LGW_FPro_gui_complete.csv,yes
And this was gladly in the eventide,S u S u S u SuSx,S u S u S u SuSu,train,LGW_gui_complete.csv,no
Ywimpled wel and on hir heed an hat,Su S u S u S u S,uS u S u S u S S,train,GP_gui_complete.csv,no
Your cours is doon your feith han ye conserved,u S u S u S u S uSx,u S u S u S u S uSu,train,SNT_gui_complete.csv,no
Reclaime thee and bringe thee to lure,uSu S u Su S u Sx,uSu S u Su S u Su,train,MancPro_gui_complete.csv,no
And maken of hir walking sone an ende,u Su S u Su Sx u Sx,u Su S u Su Sx u Sx,train,SqT_gui_complete.csv,yes
That thou graunte us now good fame,S u Sx u S u Sx,u S ux S S S ux,train,HF_gui_complete.csv,no
That writ A thought may flee so hie,u S u S u S u S,u S u S u S u S,train,HF_gui_complete.csv,yes
And dide also his othere observaunces,u Su Su S uxx SuSx,u Su Su S uSu SuSu,train,TC2_gui_complete.csv,no
To lede hem bothe to the juge again,u Su S ux S u Sx uS,u Su S ux S u Su Su,train,SumT_gui_complete.csv,no
Whan that he sholde out of the chambre go,u S u Su S u S ux S,u S u Su S u S ux S,train,ClT_gui_complete.csv,yes
As coude Lameks son Tuballe,u Su Su S uSx,u Su Su S uSu,train,BD_gui_complete.csv,no
Right in hir haukes ledene thus she seide,u S u Su Sux S u Sx,u S u Su Sux S u Su,train,SqT_gui_complete.csv,no
To goon ayein for nought I can him queme,u S uS u S u S u Sx,u S uS u S u S u Su,train,TC5_gui_complete.csv,no
Than may ye see that al this thing hath ende,u S u S u S u S u Sx,u S u S u S u S u Su,train,KnT_gui_complete.csv,no
And seide Dreed thee noght for I am here,u Su S u S u S u Sx,u Su S u S u S u Su,train,LGW_gui_complete.csv,no
Up peine of deeth so have I doon certein,u Su S u x Sx u S uS,u Su S u S ux S u Su,train,MLT_gui_complete.csv,no
And after soper pleyen he bigan,u Su Su Su S uS,u Su Su Su u SS,train,GP_gui_complete.csv,no
And to a knave a ring she yaf anoon,u S u Su S u S x uS,u S u uS S u S u Su,train,LGW_gui_complete.csv,no
And ever sith hath so the tappe yronne,u Su S u S u Su Sx,u Su S u S u Su Su,train,RvPro_gui_complete.csv,no
And eek therto he shal come here so selde,u S uS u S ux Sx u Sx,u S uS u S ux Su S Sx,train,TC2_gui_complete.csv,no
Glad that is no need to axe,S u S u S u Sx,u S u S u S Sx,train,BD_gui_complete.csv,no
And doun he leide his heed and sleep til prime,u S u Sx u S u S u Sx,u S u Su S u S S u uS,train,MerT_gui_complete.csv,no
That fareth lik a man that hurt is sore,u Su S u S u S u Sx,u Su S u S u S u Su,train,TC1_gui_complete.csv,no
Now lat us sitte and drinke and make us merie,u S u Sx u Sx u Sx u xS,u S u Su S ux S ux S xS,train,PardT_gui_complete.csv,no
God lete his soule never come in helle,u Su S ux Su Sx u Sx,u Su S ux Su Su S Sx,train,WBPro_gui_complete.csv,no
I deme that hir herte was ful wo,u Su S u Su S u S,u Su S u Su u S S,train,ClT_gui_complete.csv,no
God sende him hir that sorest for him siketh,u Su S u S ux S u Sx,u Su S u S uS u S ux,train,PF_gui_complete.csv,no
Hir women caught her up anon,u Su S u S uS,u Su S u S uS,train,BD_gui_complete.csv,yes
For which he yaf to Mars honour and glorie,u S u x S u Su S uS,u S u S u S uS u Su,train,KnT_gui_complete.csv,no
And ofte time this was hir manere,u Su Su S u S uSx,u Su Su S u S uxx,train,TC5_gui_complete.csv,no
It moste been considered leveth me,u Su S uSuS uS x,u Su S uSuS uS u,train,KnT_gui_complete.csv,no
And that she moste bothe her children spille,u S u Su Su S ux Sx,u S u Su Su S uS Sx,train,LGW_gui_complete.csv,no
The pleinte that she made in hir distresse,u Su S u Sx u S uSx,u Su S u Su u S uSx,train,TC4_gui_complete.csv,no
If he were founde or that men mighte him spie,u S ux Sx u S u Sx u S,u S ux Su S u S ux S u,train,SNT_gui_complete.csv,no
That ferde as been don in an hive,u Sx u S u S u Sx,u Su S u S u S Sx,train,HF_gui_complete.csv,no
I may nat yeve diffinitif sentence,u S u Sx uSuS uSx,u S u Sx uSuS uux,train,PhyT_gui_complete.csv,no
He seeth he may nat fro his deeth asterte,u S u S u S u S uSx,u S u S u S u S uSu,train,FranT_gui_complete.csv,no
Til in the ile Lemnoun arived he,u S u Su Su Sux S,u S u Su Su SuS u,train,LGW_gui_complete.csv,no
And seide Gode fader shal I die,u Su Su Su S u S,u Su Su Su S u S,train,PhyT_gui_complete.csv,yes
In helle ther ye been in your estat,u Su S u S u S uS,u Su S x u S S SS,train,FriT_gui_complete.csv,no
That with his false forsweringe,u S u Su SuSx,u S u Su Suuu,train,HF_gui_complete.csv,no
Ne Narcisus the faire of yore agon,u SuS u Su S xx uS,u SuS u Su S ux Su,train,KnT_gui_complete.csv,no
Of hem that han hir good therto ylent,S u S u S u Su S,u S u S u S uS u,train,CYT_gui_complete.csv,no
That take it wel and scorne it noght,u Sx u S u Sx u S,u Su S u S ux S u,train,HF_gui_complete.csv,no
But to that oo man fil a greet mervaille,u S u S u S u S uSx,u S u S u S u S uSu,train,NPT_gui_complete.csv,no
But than was that a parcel of hir wo,u S u S u Su S u S,u S u S u Su S S S,train,FranT_gui_complete.csv,no
How mighty and how greet a lord is he,S u S u S u S u S,S S u S u S u S u,train,KnT_gui_complete.csv,no
Your bittre tornen al into swetnesse,u Su Su S uS uSx,u Su Su S uS uSu,train,TC3_gui_complete.csv,no
I trowe som men of armes been therinne,u Su S u S uS u xSx,u uS S u S uS u uSx,train,SqT_gui_complete.csv,no
Nought helpeth us our labour is in vein,u Su S u Su S u S,u Su S u Su S u S,train,CYT_gui_complete.csv,yes
Ther any wight is of us more fain,S u S u S u Su S,S S u S u S ux S,train,TC5_gui_complete.csv,no
But what she was she wolde no man seye,u S u S u Su S u Sx,u S u S u Su S u Su,train,MLT_gui_complete.csv,no
That twenty thousand men han lost hir lives,u S uS u S u S uS,S S uS S S S u Sx,train,SumT_gui_complete.csv,no
Of goddes and as wel they telle ywis,u Su S u S u Su S,u Su S u S u Su S,train,TC5_gui_complete.csv,yes
But sith it liketh yow that I be deed,u S u Su S u S u S,u S u Su S u S u S,train,TC2_gui_complete.csv,yes
That certainly though that I sholde deie,S uS u S u Su S,S uS u S u Su S,train,TC2_gui_complete.csv,yes
With brightnesse of the beautee in hir face,u Sux S u Su S u Sx,u Suu S u Su S u Su,train,Anelida_gui_complete.csv,no
He was war of Arcite and Palamon,u S u S uSx u SuS,u S u S uSu S uSu,train,KnT_gui_complete.csv,no
And present time eek coude I wel ysee,u Su Su S ux S u S,u Su Su S ux S u S,train,TC5_gui_complete.csv,yes
Wel coude he rede a lessoun or a storie,u Sx u xx S uS u S uS,u Su S ux S uS u S uS,train,GP_gui_complete.csv,no
Aspectes badde of Mars or of Saturne,uSu Sx u S u S uSx,uSu Su u S u S uSx,train,TC3_gui_complete.csv,no
But lat be this and tel me how ye fare,u S u S u S u S u Sx,u S u S u S u S u Su,train,TC2_gui_complete.csv,no
And thus algates housbonds hadden sorwe,u S uSu Su Su Sx,u S uSu Su Su Su,train,WBPro_gui_complete.csv,no
Whan thritty tiraunts ful of cursednesse,S u Su S u SuSx,S u Su S u SuSx,train,FranT_gui_complete.csv,yes
Right for to speken of an ordenaunce,u S u Su S u SuSx,u S u Su S u SuSu,train,TC2_gui_complete.csv,no
And eek I seide I mette of him al night,u S u Sx u Sx u S u S,u S u Su S ux S u S u,train,WBPro_gui_complete.csv,no
As seide himself wel more than a curat,u Sx uS u Sx u S uS,u Su Su S ux S u Su,train,GP_gui_complete.csv,no
Unyolden and ydrawe unto the stake,SuS u Sx uS u Sx,SuS u uS uS u uS,train,KnT_gui_complete.csv,no
And also wis God rede me,u Su S u Su S,u Su S u Su S,train,HF_gui_complete.csv,yes
Unnethe is Demophon to londe ywonne,uSu S uSu S ux Sx,uSu S uSu S ux Su,train,LGW_gui_complete.csv,no
That she hir love him graunted atte laste,u S u Su S uS ux Sx,u S u Su S uS ux Su,train,MilT_gui_complete.csv,no
Tho shewede him Cecile al open and plein,u Sux S uSx u Sx u S,u uSu S uSu S uS u S,train,SNT_gui_complete.csv,no
That fairer was than is the brighte sonne,u Su S u S u Su Sx,u Su S u S u Su Su,train,LGW_gui_complete.csv,no
Of ech of hem so as it semed me,u S u S u S u Su S,u S u S u S u Su S,train,GP_gui_complete.csv,yes
And therfor have I spoken of him thus,u Su Su S ux S u S,u Su Su S uS u S u,train,LGW_gui_complete.csv,no
The box tree or the asshen dede and colde,u S u S u Su Sx u Sx,u S u S u Su Su S Sx,train,KnT_gui_complete.csv,no
Medled with pleintes newe his wo to fede,uS u Su Su S u S xx,uS u Su Su S u S xx,train,TC4_gui_complete.csv,yes
Almighty God of trouthe soverein,Su S u Su SuS,Su S S ux SuS,train,Anelida_gui_complete.csv,no
It saugh he gan to taken of it hede,u S u S u Su S u Sx,u S u S u Su S u Su,train,TC5_gui_complete.csv,no
That gan ful lightly of the lettre pace,S u S u S u Su Sx,S u S S S u Su Su,train,TC3_gui_complete.csv,no
He wiste nat wher that he mighte abide,u Su S u S u Sx uSx,u Su S u S u Su uSx,train,MerT_gui_complete.csv,no
Pray hir she go no faster cours than ye,u S u S u Su S u S,u S u S u Su S u S,train,FranT_gui_complete.csv,yes
Converted was thanked be Cristes grace,uSu S uS u Su Sx,uSu S uS u Su uS,train,MLT_gui_complete.csv,no
The owle al night aboute the balkes wond,u Su S u Sux S ux S,u Su S u Sux S uS u,train,LGW_gui_complete.csv,no
Now may I sein that I is but an ape,u S u S u S u S u Sx,u S u S u S u S u Su,train,RvT_gui_complete.csv,no
And many another delitable sighte,u S uSu SuSu Sx,u S uSu SuSu Su,train,ClT_gui_complete.csv,no
That elde which that al can frete and bite,u Su S u S u Sx u Sx,u Su S u S u uS S Sx,train,Anelida_gui_complete.csv,no
The cherl shal have his thral this I awarde,u S u Su S u S x uSx,u S u Su S u S S uSx,train,PhyT_gui_complete.csv,no
Ful longe were his legges and ful lene,u Su Su S uS u S xx,u Su Su S uS u S xx,train,GP_gui_complete.csv,yes
They sworen and assenten every man,u Su S uSu Su S,S uS u SuS uS u,train,MLT_gui_complete.csv,no
That ye me for your servaunt wolde calle,u S u S u Su Su Sx,u S u S u Su Su Su,train,TC5_gui_complete.csv,no
Biholden hir and loken on hir face,uSu S u Su S u Sx,uSu S u Su S u Su,train,TC2_gui_complete.csv,no
That ye for any sorwe or any drede,S u S u Su S u Sx,u S S u ux S u uS,train,ShipT_gui_complete.csv,no
What shal we doon what shal we to him seye,u S u S u S u S u Sx,u S u S u S u S u Su,train,PardT_gui_complete.csv,no
That in this world is noon so poure a page,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,train,SumT_gui_complete.csv,yes
For shaltow never seen hir eft in Troye,u Su Su S u S u Sx,u Su Su S u S u uS,train,TC5_gui_complete.csv,no
It made hir nat a drope for to swete,u Su S u S ux S u Sx,u Su S u S uu S u uS,train,SNT_gui_complete.csv,no
Quod he to pleine or after yow to preche,u S u Su S uS x u Sx,u S u Su S uS S u Sx,train,TC2_gui_complete.csv,no
And in the bed the blody knif he fond,S u S u S u S u S,S u S u S u S u S,train,MLT_gui_complete.csv,yes
Ne his desir ne wherfor he stood thus,u S uS u Su S u S,u S uS u Su S u S,train,TC1_gui_complete.csv,yes
Ful giltelees that dorste I swere ywis,u SuS u Su S ux S,u SuS u Su S uu S,train,MancT_gui_complete.csv,no
But understond now right wel this,u SuS u S u S,u SuS u S u S,train,HF_gui_complete.csv,yes
For he was yong and mighty for the nones,u S u S u S u S uS,S u S u S u S u Sx,train,KnT_gui_complete.csv,no
But in effect she wolde wite anoon,u S uS u Su Sx uS,u S uS u Su Su Su,train,TC3_gui_complete.csv,no
Allas allas that ever love was sinne,uS uS u Su Sx u Sx,uS uS u Su Sx u Sx,train,WBPro_gui_complete.csv,yes
And as his nece obeyed as hir oughte,u S u Su Sux S u Sx,u S u Su Sux S u Sx,train,TC3_gui_complete.csv,yes
Of priking and of hunting for the hare,u Su S u Su S u Sx,u Su S u Su S u Su,train,GP_gui_complete.csv,no
And seide He which that nothing undertaketh,u Sx u S u Su SuSx,u Su S u S uS uSux,train,TC2_gui_complete.csv,no
Hir fader with ful sorweful herte and wil,u Sx u S uSu Sx u S,u Su S u SuS ux S u,train,PhyT_gui_complete.csv,no
To Pandarus that gan ful faste prie,u SuS u S u Su S,u SuS u S u Su S,train,TC2_gui_complete.csv,yes
Thou seyst men may nat kepe a castel wal,u S u S u Sx u Su S,u S u S u Su S uS u,train,WBPro_gui_complete.csv,no
So even were they chosen for to gesse,u Su Su S ux S u Sx,u Su Su S ux S u Sx,train,KnT_gui_complete.csv,yes
And seide O dere herte may it be,u Su S ux Su S u S,u Su S ux Su S u S,train,TC3_gui_complete.csv,yes
For unto Phillis hath he sworen thus,u Su Su S u Su S,u Su Su S u Su S,train,LGW_gui_complete.csv,yes
The toun of Troye shal ben set onfire,u S u Su S u S uSx,u S u uS S u S uSu,train,TC4_gui_complete.csv,no
That on a Sonday were upon hir heed,u S u Su Sx uS u S,u S u Su Su Su S u,train,GP_gui_complete.csv,no
She made Minos winnen thilke place,u Su Su Su Su Sx,u Su Su Su Su uS,train,LGW_gui_complete.csv,no
Thenk eek thyself to saven artow holde,S u S u Su Su Sx,S u S u Su Su Sx,train,TC4_gui_complete.csv,yes
As he best mighte savinge his honour,u S u Su Sux S uS,u S u Su Sux S uS,train,MerT_gui_complete.csv,yes
And throgh plesaunce become his thralle,u S uSx uSx u Sx,u S uSu Sux S uu,train,BD_gui_complete.csv,no
As help me God whan that I saugh him go,u S u S u S u S u S,u S u S u S u S S S,train,WBPro_gui_complete.csv,no
Disporten hem and maken melodie,uSu S u Su SuS,uSu S u Su SuS,train,MerT_gui_complete.csv,yes
O ofte swore thou that thou woldest die,u Su Su S u S ux S,u Su uS S u S uS u,train,LGW_gui_complete.csv,no
Than wolde he speke no word but Latin,u Su S ux S u S uS,u Su S uu S u S uS,train,GP_gui_complete.csv,no
And eke of loves mo eschaunges,u Su S uS x uSx,u Su S uS u uSx,train,HF_gui_complete.csv,no
He made a gardin walled al with stoon,u Su S uS ux S u S,u Su S uS uS u S u,train,MerT_gui_complete.csv,no
A twelfmonth and excuse him atte fulle,u Su S uSu S ux Sx,u Su S uSu S ux Su,train,GP_gui_complete.csv,no
Lest it were wist on any maner side,S u Su S u S ux Sx,S S Sx u S S uu Sx,train,TC1_gui_complete.csv,no
So ye wel fare I recche not to deie,u S u Su S ux S u S,u S u Su S ux S u S,train,TC4_gui_complete.csv,yes
What for to doon and al this bet to eche,u S u S u S u S u Sx,u S u S u S u S u Su,train,TC1_gui_complete.csv,no
I preve it thus tak hede now,u Su S u S ux S,u uS S u S Sx S,train,HF_gui_complete.csv,no
That it was Piramus her herte dere,u S u SuS u Su Sx,u S u SuS u Su Su,train,LGW_gui_complete.csv,no
And God toforn so that it shal suffise,u S uS u S u S uSx,u S uS u S u S uuS,train,TC3_gui_complete.csv,no
Into the temple whan they sholde gon,uS u Su S u Su S,uS u Su S u Su S,train,SumT_gui_complete.csv,yes
At hoom and outward grace ynogh had he,u S u Su Su S u S,u S u Su uS S u S,train,ClT_gui_complete.csv,no
Of sterres that been cleped in scriptures,u Su S u Su S uSx,u Su S u Su S uuS,train,KnT_gui_complete.csv,no
That hereth soun whan men the strenges plie,u Su S u S u Su S,u Su S u S u Su S,train,TC1_gui_complete.csv,yes
