OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Ther as divine servyce is honoured,Ther° as divine service is honoured,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1719,,10,10,Ther as divine servyce is honoured,Ther as divine service is honoured,u S uSx uSx u SuS,u S uSx uSx u SuS,ther@adv as@conj divine@adj servise@n ben@v%pr_3 honouren@v%ppl,ther@adv as@conj divine@adj servise@n ben@v%pr_3 honouren@v%ppl,
Nat ther as it is wasted and devoured,Nat ther as it is° wasted and devoured,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1720,,10,10,Nat ther as it is wasted and devoured,Nat ther as it is wasted and devoured,u S u S u Su S uSx,u S u S u Su S uSx,not@adv ther@adv as@conj hit@pron ben@v%pr_3 wasten@v%ppl and@conj devouren@v%ppl,not@adv ther@adv as@conj hit@pron ben@v%pr_3 wasten@v%ppl and@conj devouren@v%ppl,
Ne ther it nedeth nat for to be yive,"Ne ther it nedeth nat° for to be yive,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1721,,10,10,Ne ther it nedeth nat for to be yive,Ne ther it nedeth nat for to be yive,u S u Su S u S u Sx,u S u Su S u S u Sx,ne@conj1 ther@adv hit@pron neden@v2%pr_3 not@adv for@prep#adv to@part ben@v%inf yeven@v%ppl,ne@conj1 ther@adv hit@pron neden@v2%pr_3 not@adv for@prep#adv to@part ben@v%inf yeven@v%ppl,
"As to possessioners, that mowen lyve","As to possessioners,° that mowen° live",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1722,,10,10,As to possessioners that mowen lyve,As to possessioners that mowen live,u S uSuSu S ux Sx,u S uSuSu S ux Sx,as@conj to@prep possessiouner@n%pl that@pron mouen@v3%pr_pl liven@v1%inf,as@conj to@prep possessiouner@n%pl that@pron mouen@v3%pr_pl liven@v1%inf,
"Thanked be God, in wele and habundaunce.","Thanked be God, in wele° and habundaunce.",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1723,,10,10,Thanked be God in wele and habundaunce,Thanked be God in wele and habundaunce,uS u S u Sx u SuSx,uS u S u Sx u SuSx,thanken@v%ppl ben@v%pr_3 god@n1#propn in@prep wele@n1 and@conj aboundaunce@n,thanken@v%ppl ben@v%pr_3 god@n1#propn in@prep wele@n1 and@conj aboundaunce@n,
"Trentals,"""" seyde he, """"deliveren fro penaunce","“Trentals,” seide he, “deliveren fro penaunce°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1724,,10,10,Trentals seyde he deliveren fro penaunce,Trentals seide he deliveren fro penaunce,uS ux S uSuS u xSx,uS ux S uSuS u xSx,trentale@n%pl seien@v1%pt_3 he@pron1%nom deliveren@v%pr_pl from@prep penaunce@n,trentale@n%pl seien@v1%pt_3 he@pron1%nom deliveren@v%pr_pl from@prep penaunce@n,
"Hir freendes soules, as wel olde as yonge --","Hir freendes soules, as wel olde as yonge",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1725,,10,10,Hir freendes soules as wel olde as yonge,Hir freendes soules as wel olde as yonge,u Su Su S u Sx u Sx,u Su Su S u Sx u Sx,here@pron%pl_gen frend@n%gen soule@n%pl as@conj wel@adv olde@adj as@conj yong@adj --@dash,here@pron%pl_gen frend@n%gen soule@n%pl as@conj wel@adv olde@adj as@conj yong@adj --@dash,
"Ye, whan that they been hastily ysonge","Ye, whan that they been hastily° ysonge;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1726,,10,10,Ye whan that they been hastily ysonge,Ye whan that they been hastily ysonge,u S u S u SuS uSx,u S u S u SuS uSx,ye@adv whan@adv&conj that@part thei@pron%pl_nom ben@v%pr_pl hastilie@adv singen@v%ppl,ye@adv whan@adv&conj that@part thei@pron%pl_nom ben@v%pr_pl hastilie@adv singen@v%ppl,
Nat for to holde a preest joly and gay --,"Nat for to holde° a preest joly° and gay,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1727,,10,10,Nat for to holde a preest joly and gay,Nat for to holde a preest joly and gay,u S u Sx u S uS u S,u S u Sx u S uS u S,not@adv for@prep#adv to@part holden@v1%inf a@indef_art prest@n3 joli@adj and@conj gai@adj --@dash,not@adv for@prep#adv to@part holden@v1%inf a@indef_art prest@n3 joli@adj and@conj gai@adj --@dash,
He syngeth nat but o masse in a day.,He singeth nat but o masse in a day;,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1728,,10,10,He syngeth nat but o masse in a day,He singeth nat but o masse in a day,u Su S u S ux S u S,u Su S u S ux S u S,he@pron1%nom singen@v%pr_3 not@adv but@conj o@num_adj messe@n1 in@prep a@indef_art dai@n,he@pron1%nom singen@v%pr_3 not@adv but@conj o@num_adj messe@n1 in@prep a@indef_art dai@n,
"Delivereth out,"""" quod he, """"anon the soules!","Delivereth out,”° quod he, “anon° the soules;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1729,,10,10,Delivereth out quod he anon the soules,Delivereth out quod he anon the soules,uSux S u S uS u Sx,uSux S u S uS u Sx,deliveren@v%imp oute@adv quethen@v%pt_3 he@pron1%nom an-on@adv the@def_art soule@n%pl,deliveren@v%imp oute@adv quethen@v%pt_3 he@pron1%nom an-on@adv the@def_art soule@n%pl,
Ful hard it is with flesshhook or with oules,Ful hard it is with fleshhook° or with oules°,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1730,,10,10,Ful hard it is with flesshhook or with oules,Ful hard it is with fleshhook or with oules,u S u S u Su S u Sx,u S u S u Su S u Sx,ful@adv hard@adj hit@pron ben@v%pr_3 with@prep flesh-hook@n or@conj with@prep oul@n%pl,ful@adv hard@adj hit@pron ben@v%pr_3 with@prep flesh-hook@n or@conj with@prep oul@n%pl,
"To been yclawed, or to brenne or bake.","To been yclawed, or to brenne° or bake;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1731,,10,10,To been yclawed or to brenne or bake,To been yclawed or to brenne or bake,u S uSu S u Sx u Sx,u S uSu S u Sx u Sx,to@part ben@v%inf clauen@v%ppl or@conj to@part brennen@v%inf or@conj baken@v%inf,to@part ben@v%inf clauen@v%ppl or@conj to@part brennen@v%inf or@conj baken@v%inf,
"Now spede yow hastily, for Cristes sake!","Now speed yow hastily, for Cristes sake.”",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1732,,10,10,Now spede yow hastily for Cristes sake,Now speed yow hastily for Cristes sake,u Sx u SuS u Su Sx,u S u SuS u Su Sx,nou@adv speden@v%imp you@pron%pl_obj hastilie@adv for@prep crist@n#propn%gen sake@n,nou@adv speden@v%imp you@pron%pl_obj hastilie@adv for@prep crist@n#propn%gen sake@n,
And whan this frere had seyd al his entente,And whan this frere had seid al his entente,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1733,,10,10,And whan this frere had seyd al his entente,And whan this frere had seid al his entente,u S u Sx u S u S uSx,u S u Sx u S u S uSx,and@conj whan@adv&conj this@gram_adj frere@n haven@v%pt_3 seien@v1%ppl al@gram_adj his@pron1%gen entente@n,and@conj whan@adv&conj this@gram_adj frere@n haven@v%pt_3 seien@v1%ppl al@gram_adj his@pron1%gen entente@n,
With qui cum patre forth his wey he wente.,With qui cum patre° forth his wey he wente.,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1734,,10,10,With qui cum patre forth his wey he wente,With qui cum patre forth his wey he wente,u S u Su S u S u Sx,u S u Su S u S u Sx,with@prep qui@lat_pron cum@lat_prep pater@lat_n forth@adv his@pron1%gen wei@n he@pron1%nom wenden@v%pt_3,with@prep qui@lat_pron cum@lat_prep pater@lat_n forth@adv his@pron1%gen wei@n he@pron1%nom wenden@v%pt_3,
Whan folk in chirche had yeve him what hem leste,"¶Whan folk in chirche had yeve him what hem leste,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1735,,10,10,Whan folk in chirche had yeve him what hem leste,Whan folk in chirche had yeve him what hem leste,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,whan@adv&conj folk@n in@prep chirche@n haven@v%pt_3 yeven@v%ppl him@pron%obj what@pron hem@pron%pl_obj listen@v1%pt_3,whan@adv&conj folk@n in@prep chirche@n haven@v%pt_3 yeven@v%ppl him@pron%obj what@pron hem@pron%pl_obj listen@v1%pt_3,
He wente his wey; no lenger wolde he reste.,"He wente his wey, no lenger wolde he reste",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1736,,10,10,He wente his wey no lenger wolde he reste,He wente his wey no lenger wolde he reste,u Sx u S u Su Sx u Sx,u Sx u S u Su Sx u Sx,he@pron1%nom wenden@v%pt_3 his@pron1%gen wei@n no@adv lengere@adv%comp willen@v%pt_3 he@pron1%nom resten@v1%inf,he@pron1%nom wenden@v%pt_3 his@pron1%gen wei@n no@adv lengere@adv%comp willen@v%pt_3 he@pron1%nom resten@v1%inf,
"With scrippe and tipped staf, ytukked hye","With scrippe° and tipped staf, ytukked° hie;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1737,,10,10,With scrippe and tipped staf ytukked hye,With scrippe and tipped staf ytukked hie,u Sx u Su S uSu S,u Sx u Su S uSu S,with@prep scrippe@n and@conj tippen@v2#adj%ppl staf@n tuken@v%ppl_abs heighe@adv,with@prep scrippe@n and@conj tippen@v2#adj%ppl staf@n tuken@v%ppl_abs heighe@adv,
In every hous he gan to poure and prye,"In every hous he gan to poure° and prie,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1738,,10,10,In every hous he gan to poure and prye,In every hous he gan to poure and prie,u Sxu S u S u Sx u S,u Sxu S u S u Sx u S,in@prep everi@pron_gram_adj hous@n he@pron1%nom ginnen@v%pt_3 to@part pouren@v1%inf and@conj prien@v%inf,in@prep everi@pron_gram_adj hous@n he@pron1%nom ginnen@v%pt_3 to@part pouren@v1%inf and@conj prien@v%inf,
"And beggeth mele and chese, or elles corn.","And beggeth mele,° and chese, or elles corn.°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1739,,10,10,And beggeth mele and chese or elles corn,And beggeth mele and chese or elles corn,u Su Sx u Sx u Su S,u Su Sx u Sx u Su S,and@conj beggen@v%pr_3 mele@n1 and@conj chese@n or@conj elles@adv corn@n,and@conj beggen@v%pr_3 mele@n1 and@conj chese@n or@conj elles@adv corn@n,
His felawe hadde a staf tipped with horn,His felawe hadde a staf tipped with horn,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1740,,10,10,His felawe hadde a staf tipped with horn,His felawe hadde a staf tipped with horn,u Sux Sx u S uS u S,u Sux Sx u S uS u S,his@pron1%gen felaue@n haven@v%pt_3 a@indef_art staf@n tippen@v2#adj%ppl with@prep horn@n,his@pron1%gen felaue@n haven@v%pt_3 a@indef_art staf@n tippen@v2#adj%ppl with@prep horn@n,
A peyre of tables al of yvory,A peire of tables° al of ivory,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1741,,10,10,A peyre of tables al of yvory,A peire of tables al of ivory,u Sx u Su S u SuS,u Sx u Su S u SuS,a@indef_art paire@n1 of@prep table@n%pl al@adv of@prep ivorie@n,a@indef_art paire@n1 of@prep table@n%pl al@adv of@prep ivorie@n,
And a poyntel polysshed fetisly,"And a pointel° polisshed fetisly,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1742,,10,10,And a poyntel polysshed fetisly,And a pointel polisshed fetisly,u S uS uSu SuS,u S uS uSu SuS,and@conj a@indef_art pointel@n polishen@v%ppl_abs fetisli@adv,and@conj a@indef_art pointel@n polishen@v%ppl_abs fetisli@adv,
"And wroot the names alwey, as he stood","And wroot the names alwey, as he stood",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1743,,10,10,And wroot the names alwey as he stood,And wroot the names alwey as he stood,u S u Su Su S u S,u S u Su Su S u S,and@conj writen@v%pt_3 the@def_art name@n%pl al-wei@adv as@conj he@pron1%nom stonden@v1%pt_3,and@conj writen@v%pt_3 the@def_art name@n%pl al-wei@adv as@conj he@pron1%nom stonden@v1%pt_3,
Of alle folk that yaf hym any good,Of alle folk that yaf him any good,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1744,,10,10,Of alle folk that yaf hym any good,Of alle folk that yaf him any good,u Su S u S u Su S,u Su S u S u Su S,of@prep al@gram_adj folk@n that@pron yeven@v%pt_3 him@pron%obj ani@gram_adj god@n2,of@prep al@gram_adj folk@n that@pron yeven@v%pt_3 him@pron%obj ani@gram_adj god@n2,
Ascaunces that he wolde for hem preye.,Ascaunces° that he wolde for hem preye.,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1745,,10,10,Ascaunces that he wolde for hem preye,Ascaunces that he wolde for hem preye,uSu S u Su S u S,uSu S u Su S u S,ascaunce@conj that@conj he@pron1%nom willen@v%pt_3 for@prep hem@pron%pl_obj preien@v1%inf,ascaunce@conj that@conj he@pron1%nom willen@v%pt_3 for@prep hem@pron%pl_obj preien@v1%inf,
"Yif us a busshel whete, malt, or reye","“Yif us a busshel whete, malt, or reye,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1746,,10,10,Yif us a busshel whete malt or reye,Yif us a busshel whete malt or reye,u S u Su Su S u S,u S u Su Su S u S,yeven@v%imp us@pron%pl_obj a@indef_art busshel@n1#adj whete@n malt@n or@conj rie@n,yeven@v%imp us@pron%pl_obj a@indef_art busshel@n1#adj whete@n malt@n or@conj rie@n,
"A Goddes kechyl, or a trype of chese","A Goddes kechil,° or a trip° of chese",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1747,,10,10,A Goddes kechyl or a trype of chese,A Goddes kechil or a trip of chese,u Su Su S u Sx u Sx,u Su Su S u S u Sx,a@indef_art god@n1#propn%gen kechel@n or@conj a@indef_art trip@n3 of@prep chese@n,a@indef_art god@n1#propn%gen kechel@n or@conj a@indef_art trip@n3 of@prep chese@n,
"Or elles what yow lyst, we may nat cheese;","Or elles what yow list,° we may nat chese;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1748,,10,10,Or elles what yow lyst we may nat cheese,Or elles what yow list we may nat chese,u Su S u S u S u Sx,u Su S u S u S u Sx,or@conj elles@adv what@pron you@pron%pl_obj listen@v1%pr_3 we@pron%pl_nom mouen@v3%pr_pl not@adv chesen@v%inf,or@conj elles@adv what@pron you@pron%pl_obj listen@v1%pr_3 we@pron%pl_nom mouen@v3%pr_pl not@adv chesen@v%inf,
"A Goddes halfpeny, or a masse peny","A Gods halfpeny° or a masse-peny,°",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1749,DIFF,10,10,A Goddes halfpeny or a masse peny,A Gods halfpeny or a massepeny,u Su SuS u S ux xS,u S uSu S u SuxS,a@indef_art god@n1#propn%gen hal-peni@n or@conj a@indef_art messe@n1#adj peni@n,a@indef_art god@n1#propn%gen hal-peni@n or@conj a@indef_art ,
"Or yif us of youre brawn, if ye have eny;","Or yif us of your brawn,° if ye have eny;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1750,,10,10,Or yif us of youre brawn if ye have eny,Or yif us of your brawn if ye have eny,u S u S ux S u S ux xS,u S u S u S u S ux xS,or@conj yeven@v%imp us@pron%pl_obj of@prep your@pron%pl_gen braun@n if@conj ye@pron%pl_nom haven@v%pr_pl ani@gram_adjas_n,or@conj yeven@v%imp us@pron%pl_obj of@prep your@pron%pl_gen braun@n if@conj ye@pron%pl_nom haven@v%pr_pl ani@gram_adjas_n,
"A dagon of youre blanket, leeve dame","A dagon° of your blanket,° leve° dame",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1751,,10,10,A dagon of youre blanket leeve dame,A dagon of your blanket leve dame,u Su S ux Su Su Sx,u Su S u Su Su Sx,a@indef_art dagoun@n of@prep your@pron%pl_gen blanket@n lef@adj dame@n,a@indef_art dagoun@n of@prep your@pron%pl_gen blanket@n lef@adj dame@n,
Oure suster deere -- lo! Heere I write youre name --,"Our suster dere, lo! here I write your name;",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1752,,10,10,Oure suster deere lo Heere I write youre name,Our suster dere lo here I write your name,ux Su Sx u Sx u Sx ux Sx,u Su Sx u Sx u Sx u Sx,oure@pron%pl_gen suster@n dere@adj1 --@dash lo@interj her@adv ich@pron%nom writen@v%pr_1 your@pron%pl_gen name@n --@dash,oure@pron%pl_gen suster@n dere@adj1 --@dash lo@interj her@adv ich@pron%nom writen@v%pr_1 your@pron%pl_gen name@n --@dash,
"Bacon or beef, or swich thyng as ye fynde.","Bacon or beef, or swich thing as ye finde.”",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1753,,10,10,Bacon or beef or swich thyng as ye fynde,Bacon or beef or swich thing as ye finde,uS u S u S u S u Sx,uS u S u S u S u Sx,bacoun@n or@conj bef@n or@conj swich@gram_adj thing@n as@conj ye@pron%pl_nom finden@v%pr_pl,bacoun@n or@conj bef@n or@conj swich@gram_adj thing@n as@conj ye@pron%pl_nom finden@v%pr_pl,
A sturdy harlot wente ay hem bihynde,¶A sturdy harlot° wente ay hem bihinde,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1754,,10,10,A sturdy harlot wente ay hem bihynde,A sturdy harlot wente ay hem bihinde,u Su Su Sx u S uSx,u Su Su Sx u S uSx,a@indef_art sturdi@adj harlot@n wenden@v%pt_3 ai@adv hem@pron%pl_obj bihinde@prep,a@indef_art sturdi@adj harlot@n wenden@v%pt_3 ai@adv hem@pron%pl_obj bihinde@prep,
"That was hir hostes man, and bar a sak","That was hir hostes man, and bar° a sak",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1755,,10,10,That was hir hostes man and bar a sak,That was hir hostes man and bar a sak,u S u Su S u S u S,u S u Su S u S u S,that@pron ben@v%pt_3 here@pron%pl_gen hoste@n2%gen man@n and@conj beren@v1%pt_3 a@indef_art sak@n,that@pron ben@v%pt_3 here@pron%pl_gen hoste@n2%gen man@n and@conj beren@v1%pt_3 a@indef_art sak@n,
"And what men yaf hem, leyde it on his bak.","And what° men yaf° hem, leide it on his bak.",data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1756,,10,10,And what men yaf hem leyde it on his bak,And what men yaf hem leide it on his bak,u S u S u Sx u S u S,u S u S u Sx u S u S,and@conj what@pron man@n%pl yeven@v%pt_pl hem@pron%pl_obj leien@v1%pt_3 hit@pron on@prep his@pron1%gen bak@n,and@conj what@pron man@n%pl yeven@v%pt_pl hem@pron%pl_obj leien@v1%pt_3 hit@pron on@prep his@pron1%gen bak@n,
"And whan that he was out at dore, anon",And whan that he° was out at dore anon,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1757,,10,10,And whan that he was out at dore anon,And whan that he was out at dore anon,u S u S u S u Sx uS,u S u S u S u Sx uS,and@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 oute@adv at@prep dore@n1 an-on@adv,and@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 oute@adv at@prep dore@n1 an-on@adv,
He planed awey the names everichon,He planed awey° the names everichon°,data/riverside_cats/SumT_riv.cat,data/oxford_txts/SumT_oxford.txt,data/csvs/SumT,The Summoner's Tale 1758,,10,10,He planed awey the names everichon,He planed awey the names everichon,u Su Su S ux SxuS,u Su Su S ux SxuS,he@pron1%nom planen@v1%pt_3 awei@adv the@def_art name@n%pl everich-on@pron,he@pron1%nom planen@v1%pt_3 awei@adv the@def_art name@n%pl everich-on@pron,
