OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Criseyde unto the Grekis oost to lede,Criseyde unto the Grekes ost to lede,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 16,,10,10,Criseyde unto the Grekis oost to lede,Criseyde unto the Grekes ost to lede,uSx uS u Su S u Sx,uSx uS u Su S u Sx,criseyde@n#propn unto@prep the@def_art grek@n%gen hoste@n1 to@part leden@v1%inf,criseyde@n#propn unto@prep the@def_art grek@n%gen hoste@n1 to@part leden@v1%inf,
For sorwe of which she felt hire herte blede,For sorwe of which she felte hir herte blede,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 17,,10,10,For sorwe of which she felt hire herte blede,For sorwe of which she felte hir herte blede,u Sx u S x u Su Su Sx,u Sx u S u Sx u Su Sx,for@prep sorwe@n of@prep which@pron she@pron%nom felen@v1%pt_3 hire@pron1%fem_gen herte@n bleden@v%inf,for@prep sorwe@n of@prep which@pron she@pron%nom felen@v1%pt_3 hire@pron1%fem_gen herte@n bleden@v%inf,
As she that nyste what was best to rede.,As she that niste what was best to rede.,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 18,,10,10,As she that nyste what was best to rede,As she that niste what was best to rede,u S u Su S u S u Sx,u S u Su S u S u Sx,as@conj she@pron%nom that@pron witen@v1%pt_3_neg what@pron ben@v%pt_3 best@adjas_n%sup to@part red@n1,as@conj she@pron%nom that@pron witen@v1%pt_3_neg what@pron ben@v%pt_3 best@adjas_n%sup to@part red@n1,
"And trewely, as men in bokes rede","And trewely, as men in bokes rede",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 19,,10,10,And trewely as men in bokes rede,And trewely as men in bokes rede,u SuS u S u Su Sx,u SuS u S u Su Sx,and@conj treuli@adv as@conj man@n%pl in@prep bok@n1%pl reden@v1%pr_pl,and@conj treuli@adv as@conj man@n%pl in@prep bok@n1%pl reden@v1%pr_pl,
Men wiste nevere womman han the care,Men wiste never womman han the care,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 20,,10,10,Men wiste nevere womman han the care,Men wiste never womman han the care,u Sx uSu Su S u Sx,u Su Su Su S u Sx,man@n%pl witen@v1%pt_pl never@adv womman@n haven@v%inf the@def_art care@n1,man@n%pl witen@v1%pt_pl never@adv womman@n haven@v%inf the@def_art care@n1,
Ne was so loth out of a town to fare.,Ne was so looth out of a toun to fare.,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 21,,10,10,Ne was so loth out of a town to fare,Ne was so looth out of a toun to fare,u S u S u S u S u Sx,u S u S u S u S u Sx,ne@conj1 ben@v%pt_3 so@adv loth@adj oute@adv#prep of@prep a@indef_art toun@n to@part faren@v%inf,ne@conj1 ben@v%pt_3 so@adv loth@adj oute@adv#prep of@prep a@indef_art toun@n to@part faren@v%inf,
"This Troilus, withouten reed or loore","This Troilus, withouten reed or lore",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 22,,10,10,This Troilus withouten reed or loore,This Troilus withouten reed or lore,u SuS uSu S u Sx,u SuS uSu S u Sx,this@gram_adj troilus@n#propn withouten@prep red@n1 or@conj lore@n2,this@gram_adj troilus@n#propn withouten@prep red@n1 or@conj lore@n2,
As man that hath his joies ek forlore,As man that hath his joyes eek forlore,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 23,,10,10,As man that hath his joies ek forlore,As man that hath his joyes eek forlore,u S u S u Su S uSx,u S u S u Su S uSx,as@conj man@n that@pron haven@v%pr_3 his@pron1%gen joie@n%pl ek@adv forlesen@v%ppl,as@conj man@n that@pron haven@v%pr_3 his@pron1%gen joie@n%pl ek@adv forlesen@v%ppl,
Was waytyng on his lady evere more,Was waitinge on his lady evermore,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 24,DIFF,10,10,Was waytyng on his lady evere more,Was waitinge on his lady evermore,u Su S u Su Sux Sx,u Sux S u Su SuSx,ben@v%pt_3 waiten@v%prp on@prep his@pron1%gen ladie@n ever@adv more@adv%comp,ben@v%pt_3 waiten@v%prp on@prep his@pron1%gen ladie@n ,
As she that was the sothfast crop and more,As she that was the soothfast crop and more,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 25,,10,10,As she that was the sothfast crop and more,As she that was the soothfast crop and more,u S u S u Su S u Sx,u S u S u Su S u Sx,as@conj she@pron%nom that@pron ben@v%pt_3 the@def_art sothfast@adj crop@n and@conj more@n1,as@conj she@pron%nom that@pron ben@v%pt_3 the@def_art sothfast@adj crop@n and@conj more@n1,
Of al his lust or joies heretofore.,"Of al his lust, or joyes heretofore.",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 26,,10,10,Of al his lust or joies heretofore,Of al his lust or joyes heretofore,u S u S u Su xSuSx,u S u S u Su xSuSx,of@prep al@gram_adj his@pron1%gen lust@n or@conj joie@n%pl her-toforen@adv,of@prep al@gram_adj his@pron1%gen lust@n or@conj joie@n%pl her-toforen@adv,
"But Troilus, now far-wel al thi joie","But Troilus, now farewel al thy joye",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 27,,10,0,But Troilus now farwel al thi joie,But Troilus now farewel al thy joye,u SuS u Su S u S,      ,but@conj troilus@n#propn nou@adv farewel@interj al@gram_adj thin@pron%gen joie@n,but@conj troilus@n#propn nou@adv farewel@interj al@gram_adj thin@pron%gen joie@n,
For shaltow nevere sen hire eft in Troie!,For shaltow never seen hir eft in Troye!,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 28,,10,10,For shaltow nevere sen hire eft in Troie,For shaltow never seen hir eft in Troye,u Su Sxx u Sx u S uS,u Su S u S u S uS,for@conj shulen@v1%pr_2_pron never@adv sen@v1%inf hire@pron2%fem_obj eft@adv in@prep troie@n1#propn,for@conj shulen@v1%pr_2_pron never@adv sen@v1%inf hire@pron2%fem_obj eft@adv in@prep troie@n1#propn,
Soth is that while he bood in this manere,"Soth is, that whil he bood in this manere",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 29,,10,10,Soth is that while he bood in this manere,Soth is that whil he bood in this manere,u S u Sx u S u S uSx,u S u S u S u S uSx,soth@adj ben@v%pr_3 that@conj whil@conj he@pron1%nom biden@v%pt_3 in@prep this@gram_adj manere@n,soth@adj ben@v%pr_3 that@conj whil@conj he@pron1%nom biden@v%pt_3 in@prep this@gram_adj manere@n,
He gan his wo ful manly for to hide,He gan his wo ful manly for to hide,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 30,,10,10,He gan his wo ful manly for to hide,He gan his wo ful manly for to hide,u S u S u Su S u Sx,u S u S u Su S u Sx,he@pron1%nom ginnen@v%pt_3 his@pron1%gen wo@n ful@adv manli@adv1 for@prep#adv to@part hiden@v%inf,he@pron1%nom ginnen@v%pt_3 his@pron1%gen wo@n ful@adv manli@adv1 for@prep#adv to@part hiden@v%inf,
That wel unnethe it sene was in his chere;,That wel unnethe it seen was in his chere;,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 31,,10,10,That wel unnethe it sene was in his chere,That wel unnethe it seen was in his chere,u S uSx u Sx u S u Sx,u S uSx u S u S u Sx,that@conj wel@adv unethe@adv hit@pron sen@v1%ppl ben@v%pt_3 in@prep his@pron1%gen chere@n1,that@conj wel@adv unethe@adv hit@pron sen@v1%ppl ben@v%pt_3 in@prep his@pron1%gen chere@n1,
But at the yate ther she sholde out ride,But at the yate ther she sholde oute ride,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 32,,10,10,But at the yate ther she sholde out ride,But at the yate ther she sholde oute ride,u S u Su S u Sx u Sx,u S u Sx u x Su Su Sx,but@conj at@prep the@def_art gate@n1 ther@adv she@pron%nom shulen@v1%pt_3 oute@adv riden@v%inf,but@conj at@prep the@def_art gate@n1 ther@adv she@pron%nom shulen@v1%pt_3 oute@adv riden@v%inf,
With certeyn folk he hoved hire t' abide,"With certein folk, he hoved hir t’abide",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 33,DIFF,10,10,With certeyn folk he hoved hire t abide,With certein folk he hoved hir tabide,u Su S u Su Sx  uSx,u Su S u Su S uSx,with@prep certain@adj folk@n he@pron1%nom hoven@v1%pt_3 hire@pron2%fem_obj to@part abiden@v%inf,with@prep certain@adj folk@n he@pron1%nom hoven@v1%pt_3 hire@pron2%fem_obj ,
"So wo-bigon, al wolde he naught hym pleyne","So wo bigoon, al wolde he nought him pleine",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 34,DIFF,10,10,So wobigon al wolde he naught hym pleyne,So wo bigoon al wolde he nought him pleine,u SuS u Sx u S u Sx,u S uS u Sx u S u Sx,so@adv wo-begon@adj al@conj willen@v%pt_3 he@pron1%nom nought@adv him@pron%obj pleinen@v%inf,so@adv   al@conj willen@v%pt_3 he@pron1%nom nought@adv him@pron%obj pleinen@v%inf,
That on his hors unnethe he sat for peyne.,That on his hors unnethe he sat for peine.,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 35,,10,10,That on his hors unnethe he sat for peyne,That on his hors unnethe he sat for peine,u S u S uSx u S u Sx,u S u S uSx u S u Sx,that@conj on@prep his@pron1%gen hors@n unethe@adv he@pron1%nom sitten@v%pt_3 for@prep peine@n,that@conj on@prep his@pron1%gen hors@n unethe@adv he@pron1%nom sitten@v%pt_3 for@prep peine@n,
"For ire he quook, so gan his herte gnawe","For ire he quook, so gan his herte gnawe",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 36,,10,10,For ire he quook so gan his herte gnawe,For ire he quook so gan his herte gnawe,u Sx u S u S u Su Sx,u Sx u S u S u Su Sx,for@prep ire@n he@pron1%nom quaken@v%pt_3 so@adv ginnen@v%pt_3 his@pron1%gen herte@n gnauen@v%inf,for@prep ire@n he@pron1%nom quaken@v%pt_3 so@adv ginnen@v%pt_3 his@pron1%gen herte@n gnauen@v%inf,
Whan Diomede on horse gan hym dresse,Whan Diomede on horse gan him dresse,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 37,,10,10,Whan Diomede on horse gan hym dresse,Whan Diomede on horse gan him dresse,u SuSx u Su S u Sx,u SuSx u Su S u Sx,whan@adv&conj diomede@n#propn on@prep hors@n ginnen@v%pt_3 him@pron%obj dressen@v%inf,whan@adv&conj diomede@n#propn on@prep hors@n ginnen@v%pt_3 him@pron%obj dressen@v%inf,
And seyde to hymself this ilke sawe:,And seide unto himself this ilke sawe,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 38,DIFF,10,10,And seyde to hymself this ilke sawe,And seide unto himself this ilke sawe,u Su S uS u Su Sx,u Sx uS uS u Su Sx,and@conj seien@v1%pt_3 to@prep him-self@pron this@gram_adj ilke@pron_gram_adj saue@n2,and@conj seien@v1%pt_3  him-self@pron this@gram_adj ilke@pron_gram_adj saue@n2,
"Allas,"""" quod he, """"thus foul a wrecchednesse","“Allas,” quod he, “thus foul a wrecchednesse",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 39,,10,10,Allas quod he thus foul a wrecchednesse,Allas quod he thus foul a wrecchednesse,uS u S u S u SuSx,uS u S u S u SuSx,alas@interj quethen@v%pt_3 he@pron1%nom thus@adv foul@adj a@indef_art wrecchednesse@n,alas@interj quethen@v%pt_3 he@pron1%nom thus@adv foul@adj a@indef_art wrecchednesse@n,
Whi suffre ich it? Whi nyl ich it redresse?,"Why suffre ich it, why nil ich it redresse?",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 40,,10,10,Whi suffre ich it Whi nyl ich it redresse,Why suffre ich it why nil ich it redresse,u Sx u S u S u S uSx,u Sx u S u S u S uSx,whi@adv sufferen@v%pr_1 ich@pron%nom hit@pron whi@adv willen@v%pr_1_neg ich@pron%nom hit@pron redressen@v%inf,whi@adv sufferen@v%pr_1 ich@pron%nom hit@pron whi@adv willen@v%pr_1_neg ich@pron%nom hit@pron redressen@v%inf,
Were it nat bet atones for to dye,Were it not bet at ones for to die,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 41,DIFF,10,10,Were it nat bet atones for to dye,Were it not bet at ones for to die,ux S u S uSu S u S,ux S u S u Su S u S,ben@v%pt_3 hit@pron not@adv bet@adj%comp at_ones@adv for@prep#adv to@part dien@v%inf,ben@v%pt_3 hit@pron not@adv bet@adj%comp to@part  for@prep#adv  dien@v%inf,
Than evere more in langour thus to drye?,Than evermore in langour thus to drie?,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 42,DIFF,10,10,Than evere more in langour thus to drye,Than evermore in langour thus to drie,u Sux Sx u Su S u S,u SuSx u Su S u S,than@conj ever@adv more@adv%comp in@prep langour@n thus@adv to@part drien@v2%inf,than@conj  in@prep langour@n thus@adv to@part drien@v2%inf,
Whi nyl I make atones riche and pore,“Why nil I make at ones riche and pore,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 43,DIFF,10,10,Whi nyl I make atones riche and pore,Why nil I make at ones riche and pore,u S u Sx uSu Sx u Sx,u S u Sx u Su Sx u Sx,whi@adv willen@v%pr_1_neg ich@pron%nom maken@v1%inf at_ones@adv riche@adj#n and@conj povre@adj#n,whi@adv willen@v%pr_1_neg ich@pron%nom maken@v1%inf   riche@adj#n and@conj povre@adj#n,
To have inough to doone er that she go?,"To have ynough to done, er that she go?",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 44,,10,10,To have inough to doone er that she go,To have ynough to done er that she go,u Sx uS u Sx u S u S,u Sx uS u Sx u S u S,to@part haven@v%inf inough@n to@part don@v1%inf er@conj1 that@part she@pron%nom gon@v%pr_3,to@part haven@v%inf inough@n to@part don@v1%inf er@conj1 that@part she@pron%nom gon@v%pr_3,
Why nyl I brynge al Troie upon a roore?,Why nil I bringe al Troye upon a rore?,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 45,,0,10,Why nyl I brynge al Troie upon a roore,Why nil I bringe al Troye upon a rore,        ,u S u Sx u S uS u Sx,whi@adv willen@v%pr_1_neg ich@pron%nom bringen@v%inf al@gram_adj troie@n1#propn upon@prep a@indef_art rore@n2,whi@adv willen@v%pr_1_neg ich@pron%nom bringen@v%inf al@gram_adj troie@n1#propn upon@prep a@indef_art rore@n2,
Whi nyl I slen this Diomede also?,Why nil I sleen this Diomede also?,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 46,,10,10,Whi nyl I slen this Diomede also,Why nil I sleen this Diomede also,u S u S u SuSx uS,u S u S u SuSx uS,whi@adv willen@v%pr_1_neg ich@pron%nom slen@v%inf this@gram_adj diomede@n#propn also@adv,whi@adv willen@v%pr_1_neg ich@pron%nom slen@v%inf this@gram_adj diomede@n#propn also@adv,
Why nyl I rather with a man or two,Why nil I rather with a man or two,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 47,,10,10,Why nyl I rather with a man or two,Why nil I rather with a man or two,u S u Su S u S u S,u S u Su S u S u S,whi@adv willen@v%pr_1_neg ich@pron%nom rathere@adv%comp with@prep a@indef_art man@n or@conj two@num_adj,whi@adv willen@v%pr_1_neg ich@pron%nom rathere@adv%comp with@prep a@indef_art man@n or@conj two@num_adj,
Stele hire away? Whi wol I this endure?,Stele hir away? Why wol I this endure?,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 48,,10,10,Stele hire away Whi wol I this endure,Stele hir away Why wol I this endure,ux Sx uS u S u S uSx,ux S uS u S u S uSx,stelen@v%inf hire@pron2%fem_obj awei@adv whi@adv willen@v%pr_1 ich@pron%nom this@pron enduren@v%inf,stelen@v%inf hire@pron2%fem_obj awei@adv whi@adv willen@v%pr_1 ich@pron%nom this@pron enduren@v%inf,
Whi nyl I helpen to myn owen cure?,Why nil I helpen to min owene cure?”,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 49,,10,10,Whi nyl I helpen to myn owen cure,Why nil I helpen to min owene cure,u S u Su S u Su Sx,u S u Su S u Sux Sx,whi@adv willen@v%pr_1_neg ich@pron%nom helpen@v%inf to@prep min@pron%gen ouen@adj cure@n1,whi@adv willen@v%pr_1_neg ich@pron%nom helpen@v%inf to@prep min@pron%gen ouen@adj cure@n1,
But why he nolde don so fel a dede,But why he nolde doon so fel a dede,data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 50,,10,10,But why he nolde don so fel a dede,But why he nolde doon so fel a dede,u S u Su S u S u Sx,u S u Su S u S u Sx,but@conj whi@adv he@pron1%nom willen@v%pt_3_neg don@v1%inf so@adv fel@adj a@indef_art dede@n,but@conj whi@adv he@pron1%nom willen@v%pt_3_neg don@v1%inf so@adv fel@adj a@indef_art dede@n,
"That shal I seyn, and whi hym liste it spare:","That shal I seyn, and why him liste it spare:",data/riverside_cats/TC5_riv.cat,data/oxford_txts/TC5_oxford.txt,data/csvs/TC5,Troilus and Criseyde; Book V 51,,10,10,That shal I seyn and whi hym liste it spare,That shal I seyn and why him liste it spare,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,that@pron shulen@v1%pr_1 ich@pron%nom seien@v1%inf and@conj whi@adv him@pron%obj listen@v1%pt_3 hit@pron sparen@v%inf,that@pron shulen@v1%pr_1 ich@pron%nom seien@v1%inf and@conj whi@adv him@pron%obj listen@v1%pt_3 hit@pron sparen@v%inf,
