headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
grene,grene,Parliament of Fowls 184,data/oxford_txts/PF_oxford.txt,"Upon a river, in a grene mede,°",False,False,BOTH,"Upon a river, in a grene mede,°",Upon a ryver in a grene mede
long,longe,Book of the Duchess 79,data/oxford_txts/BD_oxford.txt,"Hom, for it was a longe terme.",False,False,BOTH,"Hom, for it was a longe terme.",Hom for it was a longe terme
povre,povre,The Manciple's Tale 215,data/oxford_txts/MancT_oxford.txt,"And a povre wenche,° other than this—",False,False,BOTH,"And a povre wenche,° other than this—",And a povre wenche oother than this
propre,propre,The Squire's Tale 619,data/oxford_txts/SqT_oxford.txt,And loven novelries° of propre kinde;,False,False,BOTH,And loven novelries° of propre kinde;,And loven novelries of propre kynde
heigh,hye,The Clerk's Tale 135,data/oxford_txts/ClT_oxford.txt,"And tak a wif, for hye Goddes sake;",False,False,BOTH,"And tak a wif, for hye Goddes sake;",And taak a wyf for hye Goddes sake
long,longe,Book of the Duchess 20,data/oxford_txts/BD_oxford.txt,Not longe time to endure,False,False,BOTH,Not longe time to endure,Nat longe tyme to endure
noble,noble,Book of the Duchess 834,data/oxford_txts/BD_oxford.txt,So noble porte and meintenaunce.°,False,False,BOTH,So noble porte and meintenaunce.°,So noble port and meyntenaunce
povre,povre,The Nun's Priest's Tale 2821,data/oxford_txts/NPT_oxford.txt,"¶A povre widwe, somdel° stape° in age",False,False,BOTH,"¶A povre widwe, somdel° stape° in age",A povre wydwe somdeel stape in age
lef,leve,The Summoner's Tale 1751,data/oxford_txts/SumT_oxford.txt,"A dagon° of your blanket,° leve° dame",False,False,BOTH,"A dagon° of your blanket,° leve° dame",A dagon of youre blanket leeve dame
sobre,sobre,The Summoner's Tale 1902,data/oxford_txts/SumT_oxford.txt,But° they be sobre that° for the peple preye,False,False,BOTH,But° they be sobre that° for the peple preye,But they be sobre that for the peple preye
glad,gladde,Book of the Duchess 338,data/oxford_txts/BD_oxford.txt,With many gladde° gilde° stremes;,False,False,BOTH,With many gladde° gilde° stremes;,With many glade gilde stremes
noble,noble,The Reeve's Tale 4263,data/oxford_txts/RvT_oxford.txt,"For Cristes saule,° and heer a noble game.",False,False,BOTH,"For Cristes saule,° and heer a noble game.",For Cristes saule and heer a noble game
heigh,heighe,The Pardoner's Tale 640,data/oxford_txts/PardT_oxford.txt,Of heighe Goddes hestes° honurable,False,False,BOTH,Of heighe Goddes hestes° honurable,Of heighe Goddes heestes honurable
dere,dere,Troilus and Criseyde; Book II 591,data/oxford_txts/TC2_oxford.txt,"“O mercy, dere nece,” anoon quod he",False,False,BOTH,"“O mercy, dere nece,” anoon quod he",O mercy dere nece anon quod he
dere,dere,The Miller's Tale 3361,data/oxford_txts/MilT_oxford.txt,"“Now, dere lady, if thy wille be",False,False,BOTH,"“Now, dere lady, if thy wille be",Now deere lady if thy wille be
large,large,The Miller's Tale 3497,data/oxford_txts/MilT_oxford.txt,And broghte of mighty ale a large quart;,False,False,BOTH,And broghte of mighty ale a large quart;,And broghte of myghty ale a large quart
wise,wise,Troilus and Criseyde; Book I 976,data/oxford_txts/TC1_oxford.txt,For this have I herd seide of wise ylered,False,False,BOTH,For this have I herd seide of wise ylered,For this have I herd seyd of wyse lered
long,longe,The Squire's Tale 444,data/oxford_txts/SqT_oxford.txt,A longe while to waiten° hir she stood,False,False,BOTH,A longe while to waiten° hir she stood,A longe whil to wayten hire she stood
clene,clene,The Knight's Tale 2326,data/oxford_txts/KnT_oxford.txt,"Bihold, goddesse of clene° chastitee",False,False,BOTH,"Bihold, goddesse of clene° chastitee",Bihoold goddesse of clene chastitee
lene,lene,The General Prologue 287,data/oxford_txts/GP_oxford.txt,As lene was his hors as is a rake,False,False,BOTH,As lene was his hors as is a rake,As leene was his hors as is a rake
chaste,chaste,The Knight's Tale 2304,data/oxford_txts/KnT_oxford.txt,"Chaste goddesse, wel wostow° that I",False,False,BOTH,"Chaste goddesse, wel wostow° that I",Chaste goddesse wel wostow that I
ofte,ofte,Troilus and Criseyde; Book II 792,data/oxford_txts/TC2_oxford.txt,“How ofte time hath it yknowen be,False,False,BOTH,“How ofte time hath it yknowen be,How ofte tyme hath it yknowen be
lef,leve,The Wife of Bath's Tale 1171,data/oxford_txts/WBT_oxford.txt,"And therfor, leve° housbond, I thus conclude",False,False,BOTH,"And therfor, leve° housbond, I thus conclude",And therfore leeve housbonde I thus conclude
sengle,sengle,The Merchant's Tale 1667,data/oxford_txts/MerT_oxford.txt,Wel ofte rather than a sengle° man!,False,False,BOTH,Wel ofte rather than a sengle° man!,Wel ofte rather than a sengle man
treu,trewe,The Clerk's Tale 838,data/oxford_txts/ClT_oxford.txt,"And am your trewe wif, it is no drede",False,False,BOTH,"And am your trewe wif, it is no drede",And am youre trewe wyf it is no drede
wilde,wilde,Sir Thopas 755,data/oxford_txts/Thop_oxford.txt,Therinne° is many a wilde best,False,False,BOTH,Therinne° is many a wilde best,Therinne is many a wilde best
long,longe,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,False,False,BOTH,How longe time wol ye rekene° and caste°,How longe tyme wol ye rekene and caste
long,longe,The Franklin's Tale 1081,data/oxford_txts/FranT_oxford.txt,And longe time he lay forth° in a traunce.,False,False,BOTH,And longe time he lay forth° in a traunce.,And longe tyme he lay forth in a traunce
pure,pure,Book of the Duchess 490,data/oxford_txts/BD_oxford.txt,"The blood was fled, for pure drede,°",False,False,BOTH,"The blood was fled, for pure drede,°",The blood was fled for pure drede
treu,trewe,The Miller's Tale 3715,data/oxford_txts/MilT_oxford.txt,That trewe love was ever so ivel biset!°,False,False,BOTH,That trewe love was ever so ivel biset!°,That trewe love was evere so yvel biset
swete,sweete,The Wife of Bath's Prologue 435,data/oxford_txts/WBPro_oxford.txt,And han a sweete spiced° conscience,False,False,BOTH,And han a sweete spiced° conscience,And han a sweete spiced conscience
god,goode,The Shipman's Tale 107,data/oxford_txts/ShipT_oxford.txt,I trowe° certes that our goode man,False,False,BOTH,I trowe° certes that our goode man,I trowe certes that oure goode man
feble,feble,House of Fame 1132,data/oxford_txts/HF_oxford.txt,This were a feble foundement°,False,False,BOTH,This were a feble foundement°,This were a feble fundament
vein,veine,The Knight's Tale 2240,data/oxford_txts/KnT_oxford.txt,"Ne renoun° in this cas, ne veine glorie",False,False,BOTH,"Ne renoun° in this cas, ne veine glorie",Ne renoun in this cas ne veyne glorie
nice,nice,Troilus and Criseyde; Book II 1286,data/oxford_txts/TC2_oxford.txt,Lat be your nice shame and your folie,False,False,BOTH,Lat be your nice shame and your folie,Lat be youre nyce shame and youre folie
treu,trewe,The General Prologue 531,data/oxford_txts/GP_oxford.txt,A trewe swinkere and a good was he,False,False,BOTH,A trewe swinkere and a good was he,A trewe swynkere and a good was he
mek,meke,The Miller's Tale 3202,data/oxford_txts/MilT_oxford.txt,And lik a maiden meke for to see.,False,False,BOTH,And lik a maiden meke for to see.,And lyk a mayden meke for to see
pale,pale,Troilus and Criseyde; Book V 536,data/oxford_txts/TC5_oxford.txt,For which with chaunged deedlich pale face,False,False,BOTH,For which with chaunged deedlich pale face,For which with chaunged dedlich pale face
god,gode,The Merchant's Tale 2387,data/oxford_txts/MerT_oxford.txt,"“Ye maze,° maze, gode sire,” quod she",False,False,BOTH,"“Ye maze,° maze, gode sire,” quod she",Ye maze maze goode sire quod she
muche,muche,The Squire's Tale 586,data/oxford_txts/SqT_oxford.txt,That he had felt as muche harm as I,False,False,BOTH,That he had felt as muche harm as I,That he had felt as muche harm as I
nice,nice,Troilus and Criseyde; Book IV 536,data/oxford_txts/TC4_oxford.txt,Now is not this a nice vanitee?,False,False,BOTH,Now is not this a nice vanitee?,Now is nat this a nyce vanitee
fair,faire,The Second Nun's Tale 293,data/oxford_txts/SNT_oxford.txt,Seid this blisful faire maide dere;,False,False,BOTH,Seid this blisful faire maide dere;,Seyde this blisful faire mayde deere
neue,newe,Troilus and Criseyde; Book V 1148,data/oxford_txts/TC5_oxford.txt,"Almost, ywis, al newe was my care.",False,False,BOTH,"Almost, ywis, al newe was my care.",Almoost ywys al newe was my care
deinte,deintee,The General Prologue 168,data/oxford_txts/GP_oxford.txt,Ful many a deintee hors hadde he in stable:,False,False,BOTH,Ful many a deintee hors hadde he in stable:,Ful many a deyntee hors hadde he in stable
trouble,trouble,The Clerk's Tale 465,data/oxford_txts/ClT_oxford.txt,With sterne face and with ful trouble chere,False,False,BOTH,With sterne face and with ful trouble chere,With stierne face and with ful trouble cheere
clene,clene,The General Prologue 504,data/oxford_txts/GP_oxford.txt,A shiten shepherde and a clene sheep.,False,False,BOTH,A shiten shepherde and a clene sheep.,A shiten shepherde and a clene sheep
dere,dere,The Summoner's Tale 1752,data/oxford_txts/SumT_oxford.txt,"Our suster dere, lo! here I write your name;",False,False,BOTH,"Our suster dere, lo! here I write your name;",Oure suster deere lo Heere I write youre name
ofte,ofte,The General Prologue 52,data/oxford_txts/GP_oxford.txt,Ful ofte time he had the bord bigonne,False,False,BOTH,Ful ofte time he had the bord bigonne,Ful ofte tyme he hadde the bord bigonne
ofte,ofte,The Merchant's Tale 2038,data/oxford_txts/MerT_oxford.txt,"¶Ful ofte time he, Pluto, and his quene",False,False,BOTH,"¶Ful ofte time he, Pluto, and his quene",Ful ofte tyme he Pluto and his queene
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False,BOTH,So ferde it by this fers and proude knight;,So ferde it by this fierse and proude knyght
fast,faste,Troilus and Criseyde; Book V 1235,data/oxford_txts/TC5_oxford.txt,That in a forest faste he welk to wepe,False,False,BOTH,That in a forest faste he welk to wepe,That in a forest faste he welk to wepe
sobre,sobre,The Clerk's Tale 366,data/oxford_txts/ClT_oxford.txt,And forth he gooth with a ful sobre chere°,False,False,BOTH,And forth he gooth with a ful sobre chere°,And forth he gooth with a ful sobre cheere
treu,trewe,Troilus and Criseyde; Book IV 1439,data/oxford_txts/TC4_oxford.txt,That of hir heste he might hir trewe finde.,False,False,BOTH,That of hir heste he might hir trewe finde.,That of hire heste he myghte hire trewe fynde
humble,humble,Troilus and Criseyde; Book II 828,data/oxford_txts/TC2_oxford.txt,"Ben humble subgit, trewe in min entente",False,False,BOTH,"Ben humble subgit, trewe in min entente",Ben humble subgit trewe in myn entente
dere,dere,The Clerk's Tale 1056,data/oxford_txts/ClT_oxford.txt,"Now knowe I, dere wif, thy stedfastnesse,”",False,False,BOTH,"Now knowe I, dere wif, thy stedfastnesse,”",Now knowe I dere wyf thy stedfastnesse
long,longe,The Clerk's Tale 442,data/oxford_txts/ClT_oxford.txt,Nat longe time after that this Grisild,False,False,BOTH,Nat longe time after that this Grisild,Nat longe tyme after that this Grisild
ouen,owne,The Wife of Bath's Prologue 68,data/oxford_txts/WBPro_oxford.txt,He putte it in our owne jugement.,False,False,BOTH,He putte it in our owne jugement.,He putte it in oure owene juggement
swete,swete,Troilus and Criseyde; Book IV 1449,data/oxford_txts/TC4_oxford.txt,"Dwel rather here, min owene swete herte!",False,False,BOTH,"Dwel rather here, min owene swete herte!",Dwelle rather here myn owen swete herte
prive,privee,The Physician's Tale 281,data/oxford_txts/PhyT_oxford.txt,"Of° wikked lif, though it so privee° be",False,False,BOTH,"Of° wikked lif, though it so privee° be",Of wikked lyf though it so pryvee be
propre,propre,The Wife of Bath's Prologue 103,data/oxford_txts/WBPro_oxford.txt,"And everich hath of God a propre yifte,°",False,False,BOTH,"And everich hath of God a propre yifte,°",And everich hath of God a propre yifte
wise,wise,Troilus and Criseyde; Book V 904,data/oxford_txts/TC5_oxford.txt,“What wene ye your wise fader wolde,False,False,BOTH,“What wene ye your wise fader wolde,What Wene ye youre wise fader wolde
neue,newe,Troilus and Criseyde; Book III 1404,data/oxford_txts/TC3_oxford.txt,And fallen in a newe joye anoon,False,False,BOTH,And fallen in a newe joye anoon,And fallen in a newe joye anoon
secre,secree,The Merchant's Tale 1937,data/oxford_txts/MerT_oxford.txt,"In secree wise° his purs, and eek his bille,°",False,False,BOTH,"In secree wise° his purs, and eek his bille,°",In secree wise his purs and eek his bille
povre,povre,The Clerk's Tale 200,data/oxford_txts/ClT_oxford.txt,In which that povre folk of that village,False,False,BOTH,In which that povre folk of that village,In which that povre folk of that village
swete,sweete,The Wife of Bath's Prologue 459,data/oxford_txts/WBPro_oxford.txt,Whan I had dronke a draughte of sweete win.,False,False,BOTH,Whan I had dronke a draughte of sweete win.,Whan I had dronke a draughte of sweete wyn
softe,softe,Book of the Duchess 919,data/oxford_txts/BD_oxford.txt,¶“And which° a goodly softe speche,False,False,BOTH,¶“And which° a goodly softe speche,And which a goodly softe speche
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False,BOTH,"And seye, ‘Leve° moder,° leet me in!",And seye Leeve mooder leet me in
fre,free,Troilus and Criseyde; Book I 958,data/oxford_txts/TC1_oxford.txt,"Be lusty, free, persevere in thy servise",False,False,BOTH,"Be lusty, free, persevere in thy servise",Be lusty fre persevere in thy servyse
treu,trewe,The Friar's Tale 1529,data/oxford_txts/FriT_oxford.txt,For to be trewe brother in this cas;,False,False,BOTH,For to be trewe brother in this cas;,For to be trewe brother in this cas
derk,derke,The Franklin's Tale 1074,data/oxford_txts/FranT_oxford.txt,Into hir owne derke regioun,False,False,BOTH,Into hir owne derke regioun,Into hir owene dirke regioun
noble,noble,The Second Nun's Tale 121,data/oxford_txts/SNT_oxford.txt,"Was comen of Romains,° and of noble kinde,°",False,False,BOTH,"Was comen of Romains,° and of noble kinde,°",Was comen of Romayns and of noble kynde
humble,humble,Troilus and Criseyde; Book I 433,data/oxford_txts/TC1_oxford.txt,"Into hir hond, and with ful humble chere",False,False,BOTH,"Into hir hond, and with ful humble chere",Into hire hond and with ful humble chere
quik,quike,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
blaunk,blaunche,Troilus and Criseyde; Book I 916,data/oxford_txts/TC1_oxford.txt,"And som, thou seidest, hadde a blaunche fevere",False,False,BOTH,"And som, thou seidest, hadde a blaunche fevere",And som thow seydest hadde a blaunche fevere
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False,BOTH,¶Than were ther yonge povre scolers two,Thanne were ther yonge povre scolers two
blak,blake,Troilus and Criseyde; Book IV 779,data/oxford_txts/TC4_oxford.txt,"Shul blake been, in tokening, herte swete",False,False,BOTH,"Shul blake been, in tokening, herte swete",Shul blake ben in tokenyng herte swete
bar,bare,The Clerk's Tale 879,data/oxford_txts/ClT_oxford.txt,Be seyn al bare; wherfor I yow preye,False,False,BOTH,Be seyn al bare; wherfor I yow preye,Be seyn al bare wherfore I yow preye
povre,poure,The Summoner's Tale 2076,data/oxford_txts/SumT_oxford.txt,But if° it be unto a poure man.,False,False,BOTH,But if° it be unto a poure man.,But if it be unto a povre man
grene,grene,Book of the Duchess 398,data/oxford_txts/BD_oxford.txt,Doun by a floury grene went°,False,False,BOTH,Doun by a floury grene went°,Doun by a floury grene wente
povre,povre,The Wife of Bath's Prologue 249,data/oxford_txts/WBPro_oxford.txt,"To wedde a povre womman, for costage;°",False,False,BOTH,"To wedde a povre womman, for costage;°",To wedde a povre womman for costage
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False,BOTH,"As I best can, gon sithen longe while.",As I best kan gon sithen longe while
lef,leve,The Knight's Tale 1184,data/oxford_txts/KnT_oxford.txt,"And soothly,° leve brother, this is al.",False,False,BOTH,"And soothly,° leve brother, this is al.",And soothly leeve brother this is al
olde,olde,The Wife of Bath's Tale 1004,data/oxford_txts/WBT_oxford.txt,"Thise olde folk can muchel thing,”° quod she.",False,False,BOTH,"Thise olde folk can muchel thing,”° quod she.",Thise olde folk kan muchel thyng quod she
god,goode,The Wife of Bath's Prologue 431,data/oxford_txts/WBPro_oxford.txt,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",False,False,BOTH,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",Thanne wolde I seye Goode lief taak keep
pure,pure,House of Fame 824,data/oxford_txts/HF_oxford.txt,"How speche or soun, of pure kinde,°",False,False,BOTH,"How speche or soun, of pure kinde,°",How speche or soun of pure kynde
deinte,deintee,The Pardoner's Tale 520,data/oxford_txts/PardT_oxford.txt,To gete a glotoun deintee° mete° and drinke!,False,False,BOTH,To gete a glotoun deintee° mete° and drinke!,To gete a glotoun deyntee mete and drynke
hard,harde,The Summoner's Tale 2228,data/oxford_txts/SumT_oxford.txt,"Lo, sires,” quod the lord, “with harde grace,°",False,False,BOTH,"Lo, sires,” quod the lord, “with harde grace,°",Lo sires quod the lord with harde grace
queinte,queinte,House of Fame 126,data/oxford_txts/HF_oxford.txt,And queinte° maner of figures,False,False,BOTH,And queinte° maner of figures,And queynte maner of figures
swete,swete,Troilus and Criseyde; Book III 69,data/oxford_txts/TC3_oxford.txt,"“Ye, swete herte? allas, I may nought rise",False,False,BOTH,"“Ye, swete herte? allas, I may nought rise",Ye swete herte Allas I may nought rise
ouen,owene,The Clerk's Tale 504,data/oxford_txts/ClT_oxford.txt,Your owene thing;° werketh after your wille.,False,False,BOTH,Your owene thing;° werketh after your wille.,Youre owene thyng werketh after youre wille
god,gode,The Physician's Tale 235,data/oxford_txts/PhyT_oxford.txt,"And seide, “Gode fader, shal I die?",False,False,BOTH,"And seide, “Gode fader, shal I die?",And seyde Goode fader shal I dye
treu,trewe,The Merchant's Tale 2164,data/oxford_txts/MerT_oxford.txt,"Than thee offende,° trewe dere wif!",False,False,BOTH,"Than thee offende,° trewe dere wif!",Than thee offende trewe deere wyf
large,large,The Nun's Priest's Tale 3159,data/oxford_txts/NPT_oxford.txt,Of o° thing God hath sent me large grace;°,False,False,BOTH,Of o° thing God hath sent me large grace;°,Of o thyng God hath sent me large grace
deinte,deintee,The Squire's Tale 70,data/oxford_txts/SqT_oxford.txt,"Ther is som mete° that is ful deintee° holde,°",False,False,BOTH,"Ther is som mete° that is ful deintee° holde,°",Ther is som mete that is ful deynte holde
lef,leve,The Friar's Tale 1444,data/oxford_txts/FriT_oxford.txt,"But, leve brother, tel me than thy name,’",False,False,BOTH,"But, leve brother, tel me than thy name,’",But leeve brother tel me thanne thy name
treu,trewe,The Miller's Tale 3781,data/oxford_txts/MilT_oxford.txt,"Thou sholdest have, as I am trewe smith;",False,False,BOTH,"Thou sholdest have, as I am trewe smith;",Thou sholdest have as I am trewe smyth
blithe,blithe,The Monk's Tale 2192,data/oxford_txts/MkT_oxford.txt,"Upon a time, and bad hem blithe° be",False,False,BOTH,"Upon a time, and bad hem blithe° be",Upon a tyme and bad hem blithe bee
grene,grene,The Knight's Tale 2935,data/oxford_txts/KnT_oxford.txt,And than with grene wode and spicerie,False,False,BOTH,And than with grene wode and spicerie,And thanne with grene wode and spicerye
dere,deere,The Wife of Bath's Prologue 804,data/oxford_txts/WBPro_oxford.txt,"And seide, ‘deere suster Alisoun",False,False,BOTH,"And seide, ‘deere suster Alisoun",And seyde Deere suster Alisoun
sobre,sobre,Troilus and Criseyde; Book I 1013,data/oxford_txts/TC1_oxford.txt,"With sobre chere, although his herte pleide",False,False,BOTH,"With sobre chere, although his herte pleide",With sobre chere although his herte pleyde
tame,tame,The Knight's Tale 2186,data/oxford_txts/KnT_oxford.txt,Ful many a tame leoun and lepart.°,False,False,BOTH,Ful many a tame leoun and lepart.°,Ful many a tame leon and leopart
sobre,sobre,Troilus and Criseyde; Book II 1592,data/oxford_txts/TC2_oxford.txt,For which with sobre chere hir herte lough;,False,False,BOTH,For which with sobre chere hir herte lough;,For which with sobre cheere hire herte lough
noble,noble,House of Fame 1535,data/oxford_txts/HF_oxford.txt,Before this ilke noble quene,False,False,BOTH,Before this ilke noble quene,Before this ilke noble quene
noble,noble,The Wife of Bath's Tale 1026,data/oxford_txts/WBT_oxford.txt,"Ful many a noble wif, and many a maide,°",False,False,BOTH,"Ful many a noble wif, and many a maide,°",Ful many a noble wyf and many a mayde
selde,selde,The Clerk's Tale 146,data/oxford_txts/ClT_oxford.txt,That selde time is founde in mariage;,False,False,BOTH,That selde time is founde in mariage;,That seelde tyme is founde in mariage
badde,badde,House of Fame 1768,data/oxford_txts/HF_oxford.txt,Though they gon in ful badde lese.”°,False,False,BOTH,Though they gon in ful badde lese.”°,Though they goon in ful badde lese
glad,gladde,The Friar's Tale 1348,data/oxford_txts/FriT_oxford.txt,And they were gladde for to fille his purs,False,False,BOTH,And they were gladde for to fille his purs,And they were glade for to fille his purs
fair,faire,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False,BOTH,"Welcome be thou, faire fresshe May",Welcome be thou faire fresshe May
softe,softe,The Friar's Tale 1412,data/oxford_txts/FriT_oxford.txt,This yeman him answerde in softe speche,False,False,BOTH,This yeman him answerde in softe speche,This yeman hym answerde in softe speche
foul,foule,Troilus and Criseyde; Book III 1321,data/oxford_txts/TC3_oxford.txt,"Awey, thou foule daunger and thou fere",False,False,BOTH,"Awey, thou foule daunger and thou fere",Awey thow foule daunger and thow feere
ouen,owne,The Wife of Bath's Prologue 449,data/oxford_txts/WBPro_oxford.txt,But I wol kepe it for your owne tooth.°,False,False,BOTH,But I wol kepe it for your owne tooth.°,But I wol kepe it for youre owene tooth
olde,olde,Troilus and Criseyde; Book V 470,data/oxford_txts/TC5_oxford.txt,"The lettres eek, that she of olde time",False,False,BOTH,"The lettres eek, that she of olde time",The lettres ek that she of olde tyme
olde,olde,The Merchant's Tale 2149,data/oxford_txts/MerT_oxford.txt,¶Swiche olde lewed° wordes used he;,False,False,BOTH,¶Swiche olde lewed° wordes used he;,Swiche olde lewed wordes used he
secre,secree,The Physician's Tale 143,data/oxford_txts/PhyT_oxford.txt,"In secree wise,° and made him to ensure,°",False,False,BOTH,"In secree wise,° and made him to ensure,°",In secree wise and made hym to ensure
dere,dere,The Physician's Tale 231,data/oxford_txts/PhyT_oxford.txt,"¶“O mercy, dere fader,” quod this maide",False,False,BOTH,"¶“O mercy, dere fader,” quod this maide",O mercy deere fader quod this mayde
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False,BOTH,"Of youre rede colera,° pardee",Of youre rede colera pardee
rude,rude,The Merchant's Tale 2351,data/oxford_txts/MerT_oxford.txt,"I can nat glose,° I am a rude° man.",False,False,BOTH,"I can nat glose,° I am a rude° man.",I kan nat glose I am a rude man
smothe,smothe,Book of the Duchess 394,data/oxford_txts/BD_oxford.txt,And leide al smothe° doun his heres.°,False,False,BOTH,And leide al smothe° doun his heres.°,And leyde al smothe doun hys heres
dere,dere,Troilus and Criseyde; Book V 1401,data/oxford_txts/TC5_oxford.txt,"“Ywis, min owene dere herte trewe",False,False,BOTH,"“Ywis, min owene dere herte trewe",Iwis myne owene deere herte trewe
bar,bare,Troilus and Criseyde; Book IV 1522,data/oxford_txts/TC4_oxford.txt,"That, though we comen in our bare sherte",False,False,BOTH,"That, though we comen in our bare sherte",That though we comen in oure bare sherte
ouen,owne,The General Prologue 336,data/oxford_txts/GP_oxford.txt,For he was Epicurus owne sone,False,False,BOTH,For he was Epicurus owne sone,For he was Epicurus owene sone
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,BOTH,"¶And ye maistresses° in your olde lif,°",And ye maistresses in youre olde lyf
dere,dere,The Shipman's Tale 69,data/oxford_txts/ShipT_oxford.txt,"Our dere cosin, ful of curteisie?",False,False,BOTH,"Our dere cosin, ful of curteisie?",Oure deere cosyn ful of curteisye
wise,wise,Troilus and Criseyde; Book III 327,data/oxford_txts/TC3_oxford.txt,"For wel wot I, in wise folk, that vice",False,False,BOTH,"For wel wot I, in wise folk, that vice",For wel woot I in wise folk that vice
deinte,deintee,The Nun's Priest's Tale 2835,data/oxford_txts/NPT_oxford.txt,No deintee° morsel passed thurgh hir throte;,False,False,BOTH,No deintee° morsel passed thurgh hir throte;,No deyntee morsel passed thurgh hir throte
