headword,word,line_number,filename,context,is_elided,is_final,text_type
dere,dere,Troilus and Criseyde; Book III 774,data/oxford_txts/TC3_oxford.txt,And him hir ‘leef ’ and ‘dere herte’ calle,False,False,OXFORD
dere,dere,The Merchant's Tale 1683,data/oxford_txts/MerT_oxford.txt,"Beth nat agast° herof,° my brother dere”—",False,True,OXFORD
treu,trewe,Book of the Duchess 1287,data/oxford_txts/BD_oxford.txt,"¶“Therwith she was alway so trewe,°",False,True,OXFORD
right,righte,Troilus and Criseyde; Book II 862,data/oxford_txts/TC2_oxford.txt,"“What, is the sonne wers, of kinde righte",False,True,OXFORD
fresh,fresshe,Troilus and Criseyde; Book V 830,data/oxford_txts/TC5_oxford.txt,"Yong, fresshe, strong, and hardy as lioun;",False,False,OXFORD
treu,trewe,Troilus and Criseyde; Book III 1511,data/oxford_txts/TC3_oxford.txt,"Beth to me trewe, or elles were it routhe;",True,False,OXFORD
dere,dere,House of Fame 213,data/oxford_txts/HF_oxford.txt,"Venus, how ye, my lady dere",False,True,OXFORD
dere,dere,Book of the Duchess 108,data/oxford_txts/BD_oxford.txt,"¶“A mercy, swete ladi dere!”",False,True,OXFORD
treu,trewe,Book of the Duchess 935,data/oxford_txts/BD_oxford.txt,"Was founde as trewe as any bonde,°",True,False,OXFORD
swete,swete,Book of the Duchess 1225,data/oxford_txts/BD_oxford.txt,That she wold be my lady swete;,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 1304,data/oxford_txts/TC3_oxford.txt,"My ground of ese, and al min herte dere",False,True,OXFORD
povre,povre,The Clerk's Tale 904,data/oxford_txts/ClT_oxford.txt,For out of doute this olde povre man,False,False,OXFORD
treu,trewe,Parliament of Fowls 355,data/oxford_txts/PF_oxford.txt,"The wedded turtel,° with hir herte trewe;°",False,True,OXFORD
swete,swete,Troilus and Criseyde; Book IV 1590,data/oxford_txts/TC4_oxford.txt,"“And trusteth this, that certes, herte swete",False,True,OXFORD
worth,worthe,Book of the Duchess 671,data/oxford_txts/BD_oxford.txt,I hold that wish nat worthe a stre!°,True,False,OXFORD
bright,brighte,Book of the Duchess 950,data/oxford_txts/BD_oxford.txt,"She was bothe faire and brighte,°",False,True,OXFORD
dere,dere,The Canon's Yeoman's Tale 1467,data/oxford_txts/CYT_oxford.txt,For unto Crist it is so leef° and dere,False,True,OXFORD
swete,swete,Book of the Duchess 315,data/oxford_txts/BD_oxford.txt,Was nowher herd yet half so swete,False,True,OXFORD
treu,trewe,The Miller's Tale 3781,data/oxford_txts/MilT_oxford.txt,"Thou sholdest have, as I am trewe smith;",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book III 494,data/oxford_txts/TC3_oxford.txt,"In al this while, unto his lady dere;",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book IV 285,data/oxford_txts/TC4_oxford.txt,To reve a wight that most is to him dere,False,True,OXFORD
treu,trewe,Troilus and Criseyde; Book V 651,data/oxford_txts/TC5_oxford.txt,"I shal be glad, if al the world be trewe!",False,True,OXFORD
swete,swete,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book V 187,data/oxford_txts/TC5_oxford.txt,And wol do fain that is him leef and dere;,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 1448,data/oxford_txts/TC3_oxford.txt,Gan therwithal Criseyde his lady dere,False,True,OXFORD
dere,dere,The Monk's Tale 2052,data/oxford_txts/MkT_oxford.txt,"O noble almighty Sampson, leef° and dere",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book II 1693,data/oxford_txts/TC2_oxford.txt,"Deiphebus, and my suster leef and dere",False,True,OXFORD
treu,trewe,The General Prologue 531,data/oxford_txts/GP_oxford.txt,A trewe swinkere and a good was he,False,False,OXFORD
sore,sore,Troilus and Criseyde; Book III 1421,data/oxford_txts/TC3_oxford.txt,"With herte sore, to Troilus thus seide:—",False,False,OXFORD
treu,trewe,The Wife of Bath's Prologue 825,data/oxford_txts/WBPro_oxford.txt,"And also trewe,° and so was he to me.",True,False,OXFORD
wise,wise,The Wife of Bath's Prologue 231,data/oxford_txts/WBPro_oxford.txt,"A wise wif, if that she can hir good,°",False,False,OXFORD
long,longe,Book of the Duchess 952,data/oxford_txts/BD_oxford.txt,"Right faire shuldres, and body longe°",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book V 1457,data/oxford_txts/TC5_oxford.txt,"She gan first smile, and seide, “O brother dere",False,True,OXFORD
dere,dere,The Canon's Yeoman's Tale 1354,data/oxford_txts/CYT_oxford.txt,"¶“By our lady,” quod this chanon, “it is dere,°",False,True,OXFORD
treu,trewe,Troilus and Criseyde; Book IV 1528,data/oxford_txts/TC4_oxford.txt,"Answerde, “Ywis, my dere herte trewe",False,True,OXFORD
dere,dere,The Merchant's Tale 2194,data/oxford_txts/MerT_oxford.txt,"By the leve° of yow, my lord so dere:",False,True,OXFORD
dere,dere,The Knight's Tale 2763,data/oxford_txts/KnT_oxford.txt,"And Palamon, that was his cosin dere;",False,True,OXFORD
swete,swete,The Merchant's Tale 2139,data/oxford_txts/MerT_oxford.txt,"The turtles vois is herd, my douve° swete;",False,True,OXFORD
treu,trewe,The Clerk's Tale 937,data/oxford_txts/ClT_oxford.txt,"As womman can, ne can ben half so trewe",False,True,OXFORD
povre,povre,The Manciple's Tale 219,data/oxford_txts/MancT_oxford.txt,And for that other is a povre womman,False,False,OXFORD
swete,swete,The Miller's Tale 3805,data/oxford_txts/MilT_oxford.txt,"“Spek, swete brid,° I noot° nat wher thou art.”",False,False,OXFORD
treu,trewe,The Knight's Tale 959,data/oxford_txts/KnT_oxford.txt,"And swoor his ooth, as he was trewe knight",False,False,OXFORD
treu,trewe,Troilus and Criseyde; Book IV 1417,data/oxford_txts/TC4_oxford.txt,And that hir herte trewe was and kinde,False,False,OXFORD
dere,dere,Troilus and Criseyde; Book III 127,data/oxford_txts/TC3_oxford.txt,"“What that I mene, O swete herte dere?”",False,True,OXFORD
dere,dere,The Merchant's Tale 1479,data/oxford_txts/MerT_oxford.txt,"Ful litel nede° had ye, my lord so dere",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book V 653,data/oxford_txts/TC5_oxford.txt,Whan hennes rood my righte lady dere,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book II 594,data/oxford_txts/TC2_oxford.txt,"Now beth nought wrooth, my blood, my nece dere.”",False,True,OXFORD
treu,trewe,The Nun's Priest's Tale 3211,data/oxford_txts/NPT_oxford.txt,"This storie is also° trewe, I undertake,°",True,False,OXFORD
dere,dere,The Physician's Tale 148,data/oxford_txts/PhyT_oxford.txt,And yaf° him yiftes preciouse and dere.,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book I 535,data/oxford_txts/TC1_oxford.txt,"O mercy, dere herte, and help me from",False,False,OXFORD
swete,swete,Troilus and Criseyde; Book III 69,data/oxford_txts/TC3_oxford.txt,"“Ye, swete herte? allas, I may nought rise",False,False,OXFORD
dere,dere,The Clerk's Tale 578,data/oxford_txts/ClT_oxford.txt,And him presenteth with his doghter dere.,False,True,OXFORD
dere,dere,The Canon's Yeoman's Tale 795,data/oxford_txts/CYT_oxford.txt,"And other swiche, dere ynough a leek°",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book V 342,data/oxford_txts/TC5_oxford.txt,"For wel thow wost, my leve brother dere",False,True,OXFORD
treu,trewe,Troilus and Criseyde; Book IV 197,data/oxford_txts/TC4_oxford.txt,"O Juvenal, Lord! trewe is thy sentence",True,False,OXFORD
derk,derke,Book of the Duchess 170,data/oxford_txts/BD_oxford.txt,¶This cave was also as derke,False,True,OXFORD
hard,harde,The Clerk's Tale 228,data/oxford_txts/ClT_oxford.txt,And made hir bed ful harde and nothing softe;,True,False,OXFORD
treu,trewe,Troilus and Criseyde; Book III 333,data/oxford_txts/TC3_oxford.txt,For at thy day thou shalt me trewe finde.,False,False,OXFORD
dere,dere,Troilus and Criseyde; Book V 1401,data/oxford_txts/TC5_oxford.txt,"“Ywis, min owene dere herte trewe",False,False,OXFORD
swete,swete,The Friar's Tale 1585,data/oxford_txts/FriT_oxford.txt,"God save you, sir, what is your swete wille?’",False,False,OXFORD
lik,like,Book of the Duchess 1085,data/oxford_txts/BD_oxford.txt,"She was as good, and nothing like",False,True,OXFORD
treu,trewe,The Wife of Bath's Tale 1221,data/oxford_txts/WBT_oxford.txt,And be to yow a trewe° humble wif,False,False,OXFORD
dere,dere,The Second Nun's Tale 333,data/oxford_txts/SNT_oxford.txt,"To whom answerde Tiburce, “O suster dere",False,True,OXFORD
loue,lowe,Parliament of Fowls 601,data/oxford_txts/PF_oxford.txt,Thy kind is of so lowe a wrechednesse,True,False,OXFORD
swete,swete,Troilus and Criseyde; Book III 98,data/oxford_txts/TC3_oxford.txt,"Was, twyes, “Mercy, mercy, swete herte!”",False,False,OXFORD
povre,povre,The Merchant's Tale 1342,data/oxford_txts/MerT_oxford.txt,"If he be povre,° she helpeth him to swinke;°",False,False,OXFORD
dere,dere,The Clerk's Tale 101,data/oxford_txts/ClT_oxford.txt,"Yet for as muche as ye, my lord so dere",False,True,OXFORD
povre,povre,The Clerk's Tale 222,data/oxford_txts/ClT_oxford.txt,Hir olde povre fader fostred she;°,False,False,OXFORD
dere,dere,The Friar's Tale 1626,data/oxford_txts/FriT_oxford.txt,"‘Now Mabely, min owne moder dere",False,True,OXFORD
treu,trewe,The Friar's Tale 1534,data/oxford_txts/FriT_oxford.txt,"Lat him be trewe, and parte it with his brother.’",True,False,OXFORD
treu,trewe,Troilus and Criseyde; Book II 306,data/oxford_txts/TC2_oxford.txt,"Yet trist alwey, ye shal me finde trewe;",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 920,data/oxford_txts/TC3_oxford.txt,And Troilus hir knight to hir so dere,False,True,OXFORD
povre,povre,The Clerk's Tale 1020,data/oxford_txts/ClT_oxford.txt,That in so povre array was for to see,True,False,OXFORD
dere,dere,House of Fame 1730,data/oxford_txts/HF_oxford.txt,"They seiden: “Mercy, lady dere!",False,True,OXFORD
dere,dere,The Nun's Priest's Tale 3006,data/oxford_txts/NPT_oxford.txt,"Now help me, dere brother, er I die;",False,False,OXFORD
dere,dere,Book of the Duchess 774,data/oxford_txts/BD_oxford.txt,And worship° to my lady dere.,False,True,OXFORD
fair,faire,Book of the Duchess 950,data/oxford_txts/BD_oxford.txt,"She was bothe faire and brighte,°",True,False,OXFORD
treu,trewe,Parliament of Fowls 395,data/oxford_txts/PF_oxford.txt,"The wise and worthy, secree,° trewe as stel",True,False,OXFORD
warm,warme,The Merchant's Tale 2117,data/oxford_txts/MerT_oxford.txt,"In warme wex° hath emprented° the cliket,°",False,False,OXFORD
treu,trewe,Parliament of Fowls 483,data/oxford_txts/PF_oxford.txt,And trewe in al that herte may bethinke.”,True,False,OXFORD
treu,trewe,The Wife of Bath's Tale 1243,data/oxford_txts/WBT_oxford.txt,But° I to yow be also good and trewe,False,True,OXFORD
bright,brighte,Book of the Duchess 821,data/oxford_txts/BD_oxford.txt,That as the sommers sonne brighte,False,True,OXFORD
dere,dere,The Wife of Bath's Tale 1230,data/oxford_txts/WBT_oxford.txt,"“My lady and my love, and wif so dere",False,True,OXFORD
wroth,wrothe,Book of the Duchess 513,data/oxford_txts/BD_oxford.txt,Were for his sorwes never so wrothe.°,False,True,OXFORD
treu,trewe,The Clerk's Tale 148,data/oxford_txts/ClT_oxford.txt,But nathelees I see your trewe entente,True,False,OXFORD
treu,trewe,The Merchant's Tale 1298,data/oxford_txts/MerT_oxford.txt,"A trewe servant dooth more diligence,°",False,False,OXFORD
treu,trewe,The Franklin's Tale 1439,data/oxford_txts/FranT_oxford.txt,How trewe eek was to Alcebiades,True,False,OXFORD
treu,trewe,The Miller's Tale 3706,data/oxford_txts/MilT_oxford.txt,That lik a turtel° trewe is my moorninge;,True,False,OXFORD
dere,dere,Troilus and Criseyde; Book III 272,data/oxford_txts/TC3_oxford.txt,May thenken that she is my nece dere,False,True,OXFORD
povre,poure,The General Prologue 225,data/oxford_txts/GP_oxford.txt,For unto a poure ordre for to yive,True,False,OXFORD
dere,dere,The Clerk's Tale 321,data/oxford_txts/ClT_oxford.txt,I wol no thing; ye be my lord so dere;,False,True,OXFORD
dere,dere,The Nun's Priest's Tale 3347,data/oxford_txts/NPT_oxford.txt,"¶O Gaufred,° dere maister soverain,°",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book III 239,data/oxford_txts/TC3_oxford.txt,"“Min alderlevest Lord, and brother dere",False,True,OXFORD
gret,grete,Troilus and Criseyde; Book II 205,data/oxford_txts/TC2_oxford.txt,"Of grete estat, that ever I saw my live;",True,False,OXFORD
treu,trewe,The Friar's Tale 1529,data/oxford_txts/FriT_oxford.txt,For to be trewe brother in this cas;,False,False,OXFORD
dere,dere,The Second Nun's Tale 293,data/oxford_txts/SNT_oxford.txt,Seid this blisful faire maide dere;,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book II 1431,data/oxford_txts/TC2_oxford.txt,"Quod Pandarus, “If ye, my lord so dere",False,True,OXFORD
swete,swete,Troilus and Criseyde; Book III 1284,data/oxford_txts/TC3_oxford.txt,That am unworthy to so swete a wight.,True,False,OXFORD
dere,dere,The Wife of Bath's Prologue 522,data/oxford_txts/WBPro_oxford.txt,"Greet prees° at market maketh dere ware,°",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book II 1359,data/oxford_txts/TC2_oxford.txt,"And seide, “Lord, and freend, and brother dere",False,True,OXFORD
ded,dede,Book of the Duchess 1202,data/oxford_txts/BD_oxford.txt,I most have tolde hir or be dede.,False,True,OXFORD
dere,dere,The Friar's Tale 1337,data/oxford_txts/FriT_oxford.txt,"Ne spareth nat,° min owne maister dere.”",False,True,OXFORD
povre,poure,The Summoner's Tale 2178,data/oxford_txts/SumT_oxford.txt,"That in this world is noon so poure° a page,°",True,False,OXFORD
dere,dere,Troilus and Criseyde; Book IV 895,data/oxford_txts/TC4_oxford.txt,"And, for the love of God, my nece dere",False,True,OXFORD
ded,dede,Book of the Duchess 204,data/oxford_txts/BD_oxford.txt,"For certes, swete, I am but dede;",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 1411,data/oxford_txts/TC3_oxford.txt,"But lest this night, that was to hem so dere",False,True,OXFORD
wroth,wrothe,Book of the Duchess 1190,data/oxford_txts/BD_oxford.txt,I am adred she wol be wrothe;,False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 95,data/oxford_txts/TC3_oxford.txt,"Now pale, unto Criseyde, his lady dere",False,True,OXFORD
ded,dede,Book of the Duchess 588,data/oxford_txts/BD_oxford.txt,"Alway deyinge, and be not dede",False,True,OXFORD
swete,swete,Troilus and Criseyde; Book III 1245,data/oxford_txts/TC3_oxford.txt,"Was Troilus, and hath his lady swete;",False,True,OXFORD
treu,trewe,Troilus and Criseyde; Book II 1610,data/oxford_txts/TC2_oxford.txt,"If that I may, and alle folk be trewe.”",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book III 1289,data/oxford_txts/TC3_oxford.txt,"And for the love of God, my lady dere",False,True,OXFORD
treu,trewe,The Squire's Tale 588,data/oxford_txts/SqT_oxford.txt,"But nathelees, I thoughte he was so trewe",False,True,OXFORD
treu,trewe,The Merchant's Tale 1302,data/oxford_txts/MerT_oxford.txt,Thy verrai° frendes or a trewe knave°,False,False,OXFORD
povre,povre,The General Prologue 702,data/oxford_txts/GP_oxford.txt,A povre person dwelling upon lond,False,False,OXFORD
dere,dere,Troilus and Criseyde; Book III 53,data/oxford_txts/TC3_oxford.txt,Thus wole I pleine unto my lady dere;,False,True,OXFORD
wod,wode,House of Fame 1713,data/oxford_txts/HF_oxford.txt,"“What?” quod she, “and be ye wode?°",False,True,OXFORD
ware,ware,Book of the Duchess 1030,data/oxford_txts/BD_oxford.txt,"And seye, “Sir, be now right ware°",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book II 1724,data/oxford_txts/TC2_oxford.txt,"Quod tho Criseyde, “Go we, uncle dere”;",False,True,OXFORD
swete,swete,Parliament of Fowls 113,data/oxford_txts/PF_oxford.txt,Citherea! thou blisful lady swete,False,True,OXFORD
povre,povre,The General Prologue 478,data/oxford_txts/GP_oxford.txt,And was a povre Parson of a toun;,False,False,OXFORD
fals,false,Book of the Duchess 637,data/oxford_txts/BD_oxford.txt,That is a false flatering beste;,False,False,OXFORD
dere,dere,The Clerk's Tale 999,data/oxford_txts/ClT_oxford.txt,"Ay ful of clapping,° dere ynogh a jane;°",False,False,OXFORD
dere,dere,Troilus and Criseyde; Book II 972,data/oxford_txts/TC2_oxford.txt,"This Troilus, and seide, “O Venus dere",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book I 51,data/oxford_txts/TC1_oxford.txt,As though I were hir owne brother dere.,False,True,OXFORD
povre,pore,The Wife of Bath's Prologue 626,data/oxford_txts/WBPro_oxford.txt,"How pore he was, ne eek of what degree.°",False,False,OXFORD
grei,greye,Parliament of Fowls 335,data/oxford_txts/PF_oxford.txt,"And greye, I mene the goshauk, that doth pine°",True,False,OXFORD
gret,grete,Book of the Duchess 901,data/oxford_txts/BD_oxford.txt,So grete a thing for to devise.°,True,False,OXFORD
dere,dere,Troilus and Criseyde; Book IV 1209,data/oxford_txts/TC4_oxford.txt,"And thou, Criseyde, o swete herte dere",False,True,OXFORD
swete,sweete,The Wife of Bath's Prologue 459,data/oxford_txts/WBPro_oxford.txt,Whan I had dronke a draughte of sweete win.,False,False,OXFORD
dere,dere,The Knight's Tale 1820,data/oxford_txts/KnT_oxford.txt,"And eek of Emelie, my suster dere.",False,True,OXFORD
dere,dere,Troilus and Criseyde; Book V 567,data/oxford_txts/TC5_oxford.txt,Me caughte first my righte lady dere.,False,True,OXFORD
treu,trewe,The Merchant's Tale 2281,data/oxford_txts/MerT_oxford.txt,"Wommen ful trewe, ful gode, and vertuous.",False,False,OXFORD
treu,trewe,The Miller's Tale 3529,data/oxford_txts/MilT_oxford.txt,"For thus seith Salomon, that was ful trewe",False,True,OXFORD
dere,dere,The Clerk's Tale 1056,data/oxford_txts/ClT_oxford.txt,"Now knowe I, dere wif, thy stedfastnesse,”",False,False,OXFORD
povre,povre,The Clerk's Tale 467,data/oxford_txts/ClT_oxford.txt,That I yow took out of your povre array,True,False,OXFORD
dere,dere,Troilus and Criseyde; Book II 1476,data/oxford_txts/TC2_oxford.txt,"But, for the love of God, min uncle dere",False,True,OXFORD
swete,swete,The Miller's Tale 3767,data/oxford_txts/MilT_oxford.txt,"“What, Absolon! for Cristes swete tree,°",False,False,OXFORD
