headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
mek,meke,The Merchant's Tale 1745,data/oxford_txts/MerT_oxford.txt,"On Assuer, so meke a look hath she.",True,False,BOTH,"On Assuer, so meke a look hath she.",On Assuer so meke a look hath she
dere,dere,The Second Nun's Tale 257,data/oxford_txts/SNT_oxford.txt,"So shaltow seen hem, leve° brother dere",False,True,BOTH,"So shaltow seen hem, leve° brother dere",So shaltow seen hem leeve brother deere
large,large,The Knight's Tale 976,data/oxford_txts/KnT_oxford.txt,So shineth in his white baner large,False,True,BOTH,So shineth in his white baner large,So shyneth in his white baner large
lef,leve,Troilus and Criseyde; Book III 330,data/oxford_txts/TC3_oxford.txt,“But now to purpos; leve brother dere,False,False,BOTH,“But now to purpos; leve brother dere,But now to purpos leve brother deere
noble,noble,House of Fame 1409,data/oxford_txts/HF_oxford.txt,That this ilke° noble quene,False,False,BOTH,That this ilke° noble quene,That thys ylke noble quene
humble,humble,The Second Nun's Tale 397,data/oxford_txts/SNT_oxford.txt,With humble herte and sad° devocioun,False,False,BOTH,With humble herte and sad° devocioun,With humble herte and sad devocioun
ouen,owne,The Knight's Tale 1744,data/oxford_txts/KnT_oxford.txt,"Youre owne mouth, by your confessioun",False,False,BOTH,"Youre owne mouth, by your confessioun",Youre owene mouth by youre confessioun
fre,free,Sir Thopas 892,data/oxford_txts/Thop_oxford.txt,"Bothe knight and lady free,°",False,True,BOTH,"Bothe knight and lady free,°",Bothe knyght and lady free
povre,povre,The Friar's Tale 1609,data/oxford_txts/FriT_oxford.txt,Kith° youre almesse° on me povre wrecche.’,False,False,BOTH,Kith° youre almesse° on me povre wrecche.’,Kithe youre almesse on me povre wrecche
fresh,fresshe,Troilus and Criseyde; Book III 128,data/oxford_txts/TC3_oxford.txt,"Quod Troilus, “O goodly fresshe free!",False,False,BOTH,"Quod Troilus, “O goodly fresshe free!",Quod Troilus O goodly fresshe free
juste,juste,Troilus and Criseyde; Book III 1227,data/oxford_txts/TC3_oxford.txt,As she that juste cause hadde him to triste,False,False,BOTH,As she that juste cause hadde him to triste,As she that juste cause hadde hym to triste
ouen,owne,The Knight's Tale 3077,data/oxford_txts/KnT_oxford.txt,"That gentil Palamon, your owne knight",False,False,BOTH,"That gentil Palamon, your owne knight",That gentil Palamon youre owene knyght
pale,pale,Book of the Duchess 470,data/oxford_txts/BD_oxford.txt,"Ful pitous, pale, and nothing red",True,False,BOTH,"Ful pitous, pale, and nothing red",Ful pitous pale and nothyng red
prime,prime,Troilus and Criseyde; Book III 919,data/oxford_txts/TC3_oxford.txt,"And eek so lik a sooth, at prime face",False,False,BOTH,"And eek so lik a sooth, at prime face",And ek so like a sooth at prime face
neue,newe,Troilus and Criseyde; Book I 157,data/oxford_txts/TC1_oxford.txt,"With newe grene, of lusty Ver the prime",False,False,BOTH,"With newe grene, of lusty Ver the prime",With newe grene of lusty Veer the pryme
tame,tame,The Knight's Tale 2178,data/oxford_txts/KnT_oxford.txt,"An egle tame, as eny lilie whit.",True,False,BOTH,"An egle tame, as eny lilie whit.",An egle tame as any lilye whyt
bright,brighte,The Knight's Tale 2141,data/oxford_txts/KnT_oxford.txt,With nailes yelwe and brighte as any gold,True,False,BOTH,With nailes yelwe and brighte as any gold,With nayles yelewe and brighte as any gold
softe,softe,Parliament of Fowls 690,data/oxford_txts/PF_oxford.txt,"Now welcom somer, with thy sonne softe",False,True,BOTH,"Now welcom somer, with thy sonne softe",Now welcome somer with thy sonne softe
pale,pale,Troilus and Criseyde; Book IV 740,data/oxford_txts/TC4_oxford.txt,"Hir hewe, whilom bright, that tho was pale",False,True,BOTH,"Hir hewe, whilom bright, that tho was pale",Hire hewe whilom bright that tho was pale
smal,smale,The Shipman's Tale 24,data/oxford_txts/ShipT_oxford.txt,"Amonges alle his gestes,° grete and smale",False,True,BOTH,"Amonges alle his gestes,° grete and smale",Amonges alle his gestes grete and smale
dere,dere,Troilus and Criseyde; Book I 434,data/oxford_txts/TC1_oxford.txt,"Bicome hir man, as to my lady dere.”",False,True,BOTH,"Bicome hir man, as to my lady dere.”",Bicome hir man as to my lady dere
bar,bare,The Friar's Tale 1480,data/oxford_txts/FriT_oxford.txt,"For, brother min, thy wit is al to bare",False,True,BOTH,"For, brother min, thy wit is al to bare",For brother myn thy wit is al to bare
blak,blake,The Manciple's Tale 299,data/oxford_txts/MancT_oxford.txt,Thou and thin ofspring ever shul be blake,False,True,BOTH,Thou and thin ofspring ever shul be blake,Thou and thyn ofspryng evere shul be blake
dere,dere,The Merchant's Tale 1683,data/oxford_txts/MerT_oxford.txt,"Beth nat agast° herof,° my brother dere”—",False,True,BOTH,"Beth nat agast° herof,° my brother dere”—",Beth nat agast herof my brother deere
treu,trewe,Book of the Duchess 1287,data/oxford_txts/BD_oxford.txt,"¶“Therwith she was alway so trewe,°",False,True,BOTH,"¶“Therwith she was alway so trewe,°",Therwyth she was alway so trewe
prive,privee,The Pardoner's Tale 675,data/oxford_txts/PardT_oxford.txt,"Ther cam a privee° theef, men clepeth° Deeth",False,False,BOTH,"Ther cam a privee° theef, men clepeth° Deeth",Ther cam a privee theef men clepeth Deeth
grene,grene,Parliament of Fowls 130,data/oxford_txts/PF_oxford.txt,Ther grene and lusty° May shal ever endure;,True,False,BOTH,Ther grene and lusty° May shal ever endure;,There grene and lusty May shal evere endure
treu,trewe,Troilus and Criseyde; Book III 1511,data/oxford_txts/TC3_oxford.txt,"Beth to me trewe, or elles were it routhe;",True,False,BOTH,"Beth to me trewe, or elles were it routhe;",Beth to me trewe or ellis were it routhe
wid,wide,The Physician's Tale 112,data/oxford_txts/PhyT_oxford.txt,Bothe of hir beautee and hir bountee° wide;,False,True,BOTH,Bothe of hir beautee and hir bountee° wide;,Bothe of hir beautee and hir bountee wyde
fresh,fresshe,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",True,False,BOTH,"The goode, wise, worthy, fresshe, and free",The goode wise worthi fresshe and free
ofte,ofte,The General Prologue 52,data/oxford_txts/GP_oxford.txt,Ful ofte time he had the bord bigonne,False,False,BOTH,Ful ofte time he had the bord bigonne,Ful ofte tyme he hadde the bord bigonne
lene,lene,Troilus and Criseyde; Book V 1221,data/oxford_txts/TC5_oxford.txt,"So was he lene, and therto pale and wan",True,False,BOTH,"So was he lene, and therto pale and wan",So was he lene and therto pale and wan
red,rede,The Knight's Tale 1053,data/oxford_txts/KnT_oxford.txt,"She gadereth floures, party° white and rede",False,True,BOTH,"She gadereth floures, party° white and rede",She gadereth floures party white and rede
thikke,thikke,The Wife of Bath's Tale 868,data/oxford_txts/WBT_oxford.txt,As thikke as motes° in the sonne-beem,True,False,BOTH,As thikke as motes° in the sonne-beem,As thikke as motes in the sonnebeem
fre,free,The Merchant's Tale 2069,data/oxford_txts/MerT_oxford.txt,"Allas! this noble Januarie free,°",False,True,BOTH,"Allas! this noble Januarie free,°",Allas this noble Januarie free
muche,muche,The Franklin's Tale 1471,data/oxford_txts/FranT_oxford.txt,"This is to muche, and° it were Goddes wille.”",True,False,BOTH,"This is to muche, and° it were Goddes wille.”",This is to muche and it were Goddes wille
red,rede,The Franklin's Tale 1148,data/oxford_txts/FranT_oxford.txt,"Somtime a vine, and grapes white and rede;",False,True,BOTH,"Somtime a vine, and grapes white and rede;",Somtyme a vyne and grapes white and rede
smal,smale,The Miller's Tale 3826,data/oxford_txts/MilT_oxford.txt,"The neighebores, bothe smale and grete,°",True,False,BOTH,"The neighebores, bothe smale and grete,°",The neighebores bothe smale and grete
sik,sike,Troilus and Criseyde; Book III 1362,data/oxford_txts/TC3_oxford.txt,"For wo, or elles whan that folk ben sike",False,True,BOTH,"For wo, or elles whan that folk ben sike",For wo or elles when that folk ben sike
yong,yonge,The Summoner's Tale 1725,data/oxford_txts/SumT_oxford.txt,"Hir freendes soules, as wel olde as yonge",False,True,BOTH,"Hir freendes soules, as wel olde as yonge",Hir freendes soules as wel olde as yonge
dere,dere,Troilus and Criseyde; Book IV 285,data/oxford_txts/TC4_oxford.txt,To reve a wight that most is to him dere,False,True,BOTH,To reve a wight that most is to him dere,To reve a wight that most is to hym deere
dere,dere,Troilus and Criseyde; Book V 187,data/oxford_txts/TC5_oxford.txt,And wol do fain that is him leef and dere;,False,True,BOTH,And wol do fain that is him leef and dere;,And wol do fayn that is hym lief and dere
simple,simple,The Nun's Priest's Tale 3245,data/oxford_txts/NPT_oxford.txt,(Nedely clepe° I simple necessitee);,False,False,BOTH,(Nedely clepe° I simple necessitee);,Nedely clepe I symple necessitee
dere,dere,The Monk's Tale 2052,data/oxford_txts/MkT_oxford.txt,"O noble almighty Sampson, leef° and dere",False,True,BOTH,"O noble almighty Sampson, leef° and dere",O noble almyghty Sampsoun lief and deere
rude,rude,The Merchant's Tale 2351,data/oxford_txts/MerT_oxford.txt,"I can nat glose,° I am a rude° man.",False,False,BOTH,"I can nat glose,° I am a rude° man.",I kan nat glose I am a rude man
treu,trewe,The General Prologue 531,data/oxford_txts/GP_oxford.txt,A trewe swinkere and a good was he,False,False,BOTH,A trewe swinkere and a good was he,A trewe swynkere and a good was he
olde,olde,The Wife of Bath's Prologue 235,data/oxford_txts/WBPro_oxford.txt,"¶“ ‘Sir olde kainard,° is this thin array?",False,False,BOTH,"¶“ ‘Sir olde kainard,° is this thin array?",Sire olde kaynard is this thyn array
dere,dere,The Canon's Yeoman's Tale 1354,data/oxford_txts/CYT_oxford.txt,"¶“By our lady,” quod this chanon, “it is dere,°",False,True,BOTH,"¶“By our lady,” quod this chanon, “it is dere,°",By oure Lady quod this chanon it is deere
huge,huge,Book of the Duchess 447,data/oxford_txts/BD_oxford.txt,"To an oke,° an huge tree.",False,False,BOTH,"To an oke,° an huge tree.",To an ook an huge tree
wise,wise,The Merchant's Tale 1359,data/oxford_txts/MerT_oxford.txt,They been so trewe and therwithal° so wise;,False,True,BOTH,They been so trewe and therwithal° so wise;,They been so trewe and therwithal so wyse
wroth,wrothe,The Wife of Bath's Prologue 125,data/oxford_txts/WBPro_oxford.txt,So that the clerkes° be nat with me wrothe,False,True,BOTH,So that the clerkes° be nat with me wrothe,So that the clerkes be nat with me wrothe
gret,grete,The Pardoner's Tale 629,data/oxford_txts/PardT_oxford.txt,¶Now wol I speke of othes false and grete,False,True,BOTH,¶Now wol I speke of othes false and grete,Now wol I speke of othes false and grete
mek,meke,The Summoner's Tale 1984,data/oxford_txts/SumT_oxford.txt,"Your wif, that is so meke and pacient.",True,False,BOTH,"Your wif, that is so meke and pacient.",Youre wyf that is so meke and pacient
swete,swete,The Miller's Tale 3805,data/oxford_txts/MilT_oxford.txt,"“Spek, swete brid,° I noot° nat wher thou art.”",False,False,BOTH,"“Spek, swete brid,° I noot° nat wher thou art.”",Spek sweete bryd I noot nat where thou art
softe,softe,The Friar's Tale 1412,data/oxford_txts/FriT_oxford.txt,This yeman him answerde in softe speche,False,False,BOTH,This yeman him answerde in softe speche,This yeman hym answerde in softe speche
smal,smale,The Clerk's Tale 382,data/oxford_txts/ClT_oxford.txt,And sette hir ful of nowches° grete and smale;,False,True,BOTH,And sette hir ful of nowches° grete and smale;,And sette hire ful of nowches grete and smale
dere,dere,The Merchant's Tale 1479,data/oxford_txts/MerT_oxford.txt,"Ful litel nede° had ye, my lord so dere",False,True,BOTH,"Ful litel nede° had ye, my lord so dere",Ful litel nede hadde ye my lord so deere
dere,dere,Troilus and Criseyde; Book II 594,data/oxford_txts/TC2_oxford.txt,"Now beth nought wrooth, my blood, my nece dere.”",False,True,BOTH,"Now beth nought wrooth, my blood, my nece dere.”",Now beth naught wroth my blood my nece dere
neue,newe,Troilus and Criseyde; Book III 1654,data/oxford_txts/TC3_oxford.txt,But now I fele a newe qualitee,False,False,BOTH,But now I fele a newe qualitee,But now I feele a newe qualitee
sobre,sobre,Troilus and Criseyde; Book I 1013,data/oxford_txts/TC1_oxford.txt,"With sobre chere, although his herte pleide",False,False,BOTH,"With sobre chere, although his herte pleide",With sobre chere although his herte pleyde
fair,faire,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,BOTH,"And fareth wel, goodly faire fresshe may",And fareth wel goodly faire fresshe may
huge,huge,Troilus and Criseyde; Book III 656,data/oxford_txts/TC3_oxford.txt,"And seide, “Lord, this is an huge rain!",False,False,BOTH,"And seide, “Lord, this is an huge rain!",And seyde Lord this is an huge rayn
sore,sore,Parliament of Fowls 13,data/oxford_txts/PF_oxford.txt,"I dar not seyn, his strokes° been so sore",False,True,BOTH,"I dar not seyn, his strokes° been so sore",I dar nat seyn his strokes been so sore
thikke,thikke,The Knight's Tale 1075,data/oxford_txts/KnT_oxford.txt,"That thurgh a window, thikke of many a barre",True,False,BOTH,"That thurgh a window, thikke of many a barre",That thurgh a wyndow thikke of many a barre
prive,privee,The Prioress' Tale 568,data/oxford_txts/PrT_oxford.txt,That in an aley° hadde a privee place;,False,False,BOTH,That in an aley° hadde a privee place;,That in an aleye hadde a privee place
secre,secree,The Shipman's Tale 277,data/oxford_txts/ShipT_oxford.txt,"But lat this thing be secree,° I yow preye",True,False,BOTH,"But lat this thing be secree,° I yow preye",But lat this thyng be secree I yow preye
dere,dere,Troilus and Criseyde; Book V 342,data/oxford_txts/TC5_oxford.txt,"For wel thow wost, my leve brother dere",False,True,BOTH,"For wel thow wost, my leve brother dere",For wel thou woost my leve brother deere
lene,lene,The General Prologue 287,data/oxford_txts/GP_oxford.txt,As lene was his hors as is a rake,False,False,BOTH,As lene was his hors as is a rake,As leene was his hors as is a rake
lef,leve,Troilus and Criseyde; Book IV 458,data/oxford_txts/TC4_oxford.txt,"It lith not in my power, leve brother.",False,False,BOTH,"It lith not in my power, leve brother.",It lith nat in my power leeve brother
neue,newe,Book of the Duchess 1288,data/oxford_txts/BD_oxford.txt,Our joy was ever yliche newe;°,False,True,BOTH,Our joy was ever yliche newe;°,Our joye was ever ylyche newe
treu,trewe,Troilus and Criseyde; Book III 333,data/oxford_txts/TC3_oxford.txt,For at thy day thou shalt me trewe finde.,False,False,BOTH,For at thy day thou shalt me trewe finde.,For at thi day thow shalt me trewe fynde
riche,riche,The Shipman's Tale 376,data/oxford_txts/ShipT_oxford.txt,For he was riche and cleerly out of dette.,True,False,BOTH,For he was riche and cleerly out of dette.,For he was riche and cleerly out of dette
swete,swete,The Friar's Tale 1585,data/oxford_txts/FriT_oxford.txt,"God save you, sir, what is your swete wille?’",False,False,BOTH,"God save you, sir, what is your swete wille?’",God save you sire what is youre sweete wille
treu,trewe,The Wife of Bath's Tale 1221,data/oxford_txts/WBT_oxford.txt,And be to yow a trewe° humble wif,False,False,BOTH,And be to yow a trewe° humble wif,And be to yow a trewe humble wyf
large,large,Troilus and Criseyde; Book V 804,data/oxford_txts/TC5_oxford.txt,"And som men seyn, he was of tunge large;",False,True,BOTH,"And som men seyn, he was of tunge large;",And som men seyn he was of tonge large
sterne,sterne,Troilus and Criseyde; Book IV 1184,data/oxford_txts/TC4_oxford.txt,"And after this, with sterne and cruel herte",True,False,BOTH,"And after this, with sterne and cruel herte",And after this with sterne and cruel herte
clene,clene,The Second Nun's Tale 269,data/oxford_txts/SNT_oxford.txt,"The idoles and be clene,° and elles naught.”—",True,False,BOTH,"The idoles and be clene,° and elles naught.”—",The ydoles and be clene and elles naught
humble,humble,The Clerk's Tale 603,data/oxford_txts/ClT_oxford.txt,"As glad, as humble, as bisy in servise",True,False,BOTH,"As glad, as humble, as bisy in servise",As glad as humble as bisy in servyse
grene,grene,The Wife of Bath's Tale 861,data/oxford_txts/WBT_oxford.txt,Daunced ful ofte in many a grene mede;°,False,False,BOTH,Daunced ful ofte in many a grene mede;°,Daunced ful ofte in many a grene mede
ofte,ofte,Book of the Duchess 1158,data/oxford_txts/BD_oxford.txt,And ofte time I songe hem loude;,False,False,BOTH,And ofte time I songe hem loude;,And ofte tyme I song hem loude
treu,trewe,The Friar's Tale 1534,data/oxford_txts/FriT_oxford.txt,"Lat him be trewe, and parte it with his brother.’",True,False,BOTH,"Lat him be trewe, and parte it with his brother.’",Lat hym be trewe and parte it with his brother
shene,shene,Parliament of Fowls 299,data/oxford_txts/PF_oxford.txt,"That, as of light the somer sonne shene°",False,True,BOTH,"That, as of light the somer sonne shene°",That as of lyght the somer sonne shene
pale,pale,The Shipman's Tale 106,data/oxford_txts/ShipT_oxford.txt,"But dere nece, why be ye so pale?",False,True,BOTH,"But dere nece, why be ye so pale?",But deere nece why be ye so pale
