headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
glad,gladde,The Friar's Tale 1348,data/oxford_txts/FriT_oxford.txt,And they were gladde for to fille his purs,False,False,BOTH,And they were gladde for to fille his purs,And they were glade for to fille his purs
lef,leve,The Franklin's Tale 1607,data/oxford_txts/FranT_oxford.txt,"¶This philosophre answerd, “Leve° brother",False,False,BOTH,"¶This philosophre answerd, “Leve° brother",This philosophre answerde Leeve brother
fresh,fresshe,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,BOTH,"And fareth wel, goodly faire fresshe may",And fareth wel goodly faire fresshe may
fals,false,The Manciple's Tale 295,data/oxford_txts/MancT_oxford.txt,"Now shaltow, false theef, thy song forgon,°",False,False,BOTH,"Now shaltow, false theef, thy song forgon,°",Now shaltow false theef thy song forgon
blak,blake,Troilus and Criseyde; Book IV 779,data/oxford_txts/TC4_oxford.txt,"Shul blake been, in tokening, herte swete",False,False,BOTH,"Shul blake been, in tokening, herte swete",Shul blake ben in tokenyng herte swete
chaste,chaste,The Knight's Tale 2304,data/oxford_txts/KnT_oxford.txt,"Chaste goddesse, wel wostow° that I",False,False,BOTH,"Chaste goddesse, wel wostow° that I",Chaste goddesse wel wostow that I
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False,BOTH,Dede were his japes and his crueltee,Dede were his japes and his cruelte
quik,quike,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
foul,foule,Troilus and Criseyde; Book III 1321,data/oxford_txts/TC3_oxford.txt,"Awey, thou foule daunger and thou fere",False,False,BOTH,"Awey, thou foule daunger and thou fere",Awey thow foule daunger and thow feere
long,longe,The Franklin's Tale 1081,data/oxford_txts/FranT_oxford.txt,And longe time he lay forth° in a traunce.,False,False,BOTH,And longe time he lay forth° in a traunce.,And longe tyme he lay forth in a traunce
glad,gladde,Book of the Duchess 338,data/oxford_txts/BD_oxford.txt,With many gladde° gilde° stremes;,False,False,BOTH,With many gladde° gilde° stremes;,With many glade gilde stremes
god,goode,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,False,BOTH,"Debonair, goode, glade, and sadde,°",Debonaire goode glade and sadde
wise,wise,Troilus and Criseyde; Book III 327,data/oxford_txts/TC3_oxford.txt,"For wel wot I, in wise folk, that vice",False,False,BOTH,"For wel wot I, in wise folk, that vice",For wel woot I in wise folk that vice
neue,newe,The Clerk's Tale 1005,data/oxford_txts/ClT_oxford.txt,To han a newe lady of hir toun.,False,False,BOTH,To han a newe lady of hir toun.,To han a newe lady of hir toun
prive,privee,The Wife of Bath's Prologue 620,data/oxford_txts/WBPro_oxford.txt,And also in another privee place.,False,False,BOTH,And also in another privee place.,And also in another privee place
muche,muche,The Knight's Tale 1808,data/oxford_txts/KnT_oxford.txt,Can° hem therfor as muche thank as me;,False,False,BOTH,Can° hem therfor as muche thank as me;,Kan hem therfore as muche thank as me
long,longe,The General Prologue 591,data/oxford_txts/GP_oxford.txt,"Ful longe were his legges, and ful lene",False,False,BOTH,"Ful longe were his legges, and ful lene",Ful longe were his legges and ful lene
ouen,owene,The Monk's Tale 2008,data/oxford_txts/MkT_oxford.txt,With Goddes owene finger wroght° was he,False,False,BOTH,With Goddes owene finger wroght° was he,With Goddes owene fynger wroght was he
lef,leve,Troilus and Criseyde; Book V 307,data/oxford_txts/TC5_oxford.txt,"My swerd, min helm, and, leve brother dere",False,False,BOTH,"My swerd, min helm, and, leve brother dere",My swerd myn helm and leve brother deere
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False,BOTH,"And seye, ‘Leve° moder,° leet me in!",And seye Leeve mooder leet me in
olde,olde,House of Fame 127,data/oxford_txts/HF_oxford.txt,"Of olde werke, then I saw ever.",False,False,BOTH,"Of olde werke, then I saw ever.",Of olde werk then I saugh ever
muche,muche,The Knight's Tale 1359,data/oxford_txts/KnT_oxford.txt,So muche sorwe had never creature,False,False,BOTH,So muche sorwe had never creature,So muche sorwe hadde nevere creature
long,longe,The Merchant's Tale 1696,data/oxford_txts/MerT_oxford.txt,"I trowe° it were to longe yow to tarie,°",False,False,BOTH,"I trowe° it were to longe yow to tarie,°",I trowe it were to longe yow to tarie
olde,olde,The Wife of Bath's Prologue 242,data/oxford_txts/WBPro_oxford.txt,"Sir olde lechour, lat thy japes° be!",False,False,BOTH,"Sir olde lechour, lat thy japes° be!",Sire olde lecchour lat thy japes be
blind,blinde,The Merchant's Tale 2259,data/oxford_txts/MerT_oxford.txt,Unto this olde blinde worthy knight,False,False,BOTH,Unto this olde blinde worthy knight,Unto this olde blynde worthy knyght
fals,false,The Wife of Bath's Prologue 800,data/oxford_txts/WBPro_oxford.txt,"‘O! hastow slain me, false theef?’° I seide",False,False,BOTH,"‘O! hastow slain me, false theef?’° I seide",O hastow slayn me false theef I seyde
yong,yonge,The Clerk's Tale 567,data/oxford_txts/ClT_oxford.txt,“Have heer again your litel yonge maide.°,False,False,BOTH,“Have heer again your litel yonge maide.°,Have heer agayn youre litel yonge mayde
olde,olde,House of Fame 1155,data/oxford_txts/HF_oxford.txt,"Of olde time, and yit they were",False,False,BOTH,"Of olde time, and yit they were",Of olde tyme and yet they were
wroth,wrothe,The Clerk's Tale 437,data/oxford_txts/ClT_oxford.txt,"Were wrothe,° she wold bringen hem atoon;°",False,False,BOTH,"Were wrothe,° she wold bringen hem atoon;°",Were wrothe she wolde bryngen hem aton
olde,olde,The Merchant's Tale 2149,data/oxford_txts/MerT_oxford.txt,¶Swiche olde lewed° wordes used he;,False,False,BOTH,¶Swiche olde lewed° wordes used he;,Swiche olde lewed wordes used he
long,longe,The Clerk's Tale 442,data/oxford_txts/ClT_oxford.txt,Nat longe time after that this Grisild,False,False,BOTH,Nat longe time after that this Grisild,Nat longe tyme after that this Grisild
fair,faire,The Second Nun's Tale 461,data/oxford_txts/SNT_oxford.txt,At which the holy blisful faire maide,False,False,BOTH,At which the holy blisful faire maide,At which the hooly blisful faire mayde
long,longe,The General Prologue 784,data/oxford_txts/GP_oxford.txt,Our counseil was nat longe for to seche;,False,False,BOTH,Our counseil was nat longe for to seche;,Oure conseil was nat longe for to seche
olde,olde,House of Fame 694,data/oxford_txts/HF_oxford.txt,Of olde forleten° aqueintaunces;,False,False,BOTH,Of olde forleten° aqueintaunces;,Of olde forleten aqueyntaunces
vein,veine,The Knight's Tale 2240,data/oxford_txts/KnT_oxford.txt,"Ne renoun° in this cas, ne veine glorie",False,False,BOTH,"Ne renoun° in this cas, ne veine glorie",Ne renoun in this cas ne veyne glorie
prive,privee,The Prioress' Tale 568,data/oxford_txts/PrT_oxford.txt,That in an aley° hadde a privee place;,False,False,BOTH,That in an aley° hadde a privee place;,That in an aleye hadde a privee place
neue,newe,Troilus and Criseyde; Book III 1654,data/oxford_txts/TC3_oxford.txt,But now I fele a newe qualitee,False,False,BOTH,But now I fele a newe qualitee,But now I feele a newe qualitee
olde,olde,Book of the Duchess 53,data/oxford_txts/BD_oxford.txt,"That clerkes° had, in olde time",False,False,BOTH,"That clerkes° had, in olde time",That clerkes had in olde tyme
fals,false,The Knight's Tale 1580,data/oxford_txts/KnT_oxford.txt,"And seide: “Arcite, false traitour wikke,°",False,False,BOTH,"And seide: “Arcite, false traitour wikke,°",And seide Arcite false traytour wikke
muche,muche,The Friar's Tale 1546,data/oxford_txts/FriT_oxford.txt,So muche wo as I have with yow tholed!°,False,False,BOTH,So muche wo as I have with yow tholed!°,So muche wo as I have with yow tholed
ouen,owne,The Wife of Bath's Prologue 68,data/oxford_txts/WBPro_oxford.txt,He putte it in our owne jugement.,False,False,BOTH,He putte it in our owne jugement.,He putte it in oure owene juggement
god,gode,House of Fame 1832,data/oxford_txts/HF_oxford.txt,As gode folk han in goodnes;,False,False,BOTH,As gode folk han in goodnes;,As goode folk han in godnesse
hot,hote,The Knight's Tale 2319,data/oxford_txts/KnT_oxford.txt,"That al hir hote love, and hir desir",False,False,BOTH,"That al hir hote love, and hir desir",That al hire hoote love and hir desir
fair,faire,Troilus and Criseyde; Book II 1670,data/oxford_txts/TC2_oxford.txt,"Now faire brother, beth al hool, I preie!”",False,False,BOTH,"Now faire brother, beth al hool, I preie!”",Now faire brother beth al hool I preye
lef,leve,Troilus and Criseyde; Book V 477,data/oxford_txts/TC5_oxford.txt,"And seide, “Leve brother Pandarus",False,False,BOTH,"And seide, “Leve brother Pandarus",And seyde Leve brother Pandarus
lef,leve,The Knight's Tale 1184,data/oxford_txts/KnT_oxford.txt,"And soothly,° leve brother, this is al.",False,False,BOTH,"And soothly,° leve brother, this is al.",And soothly leeve brother this is al
lef,leve,Troilus and Criseyde; Book IV 926,data/oxford_txts/TC4_oxford.txt,"And nought encresse, leve nece swete;",False,False,BOTH,"And nought encresse, leve nece swete;",And nought encresse leeve nece swete
god,goode,Book of the Duchess 891,data/oxford_txts/BD_oxford.txt,"But goode folk, over al other",False,False,BOTH,"But goode folk, over al other",But goode folk over al other
ouen,owne,The Summoner's Tale 1977,data/oxford_txts/SumT_oxford.txt,And for to builden Cristes owne chirche.,False,False,BOTH,And for to builden Cristes owne chirche.,And for to buylden Cristes owene chirche
god,gode,Troilus and Criseyde; Book III 975,data/oxford_txts/TC3_oxford.txt,"Now doth him sitte, gode nece dere",False,False,BOTH,"Now doth him sitte, gode nece dere",Now doth hym sitte goode nece deere
juste,juste,Troilus and Criseyde; Book III 1227,data/oxford_txts/TC3_oxford.txt,As she that juste cause hadde him to triste,False,False,BOTH,As she that juste cause hadde him to triste,As she that juste cause hadde hym to triste
wise,wise,Troilus and Criseyde; Book V 790,data/oxford_txts/TC5_oxford.txt,For wise folk in bokes it expresse,False,False,BOTH,For wise folk in bokes it expresse,For wise folk in bookes it expresse
ouen,owene,The Merchant's Tale 1490,data/oxford_txts/MerT_oxford.txt,I hold° your owene conseil is the beste.,False,False,BOTH,I hold° your owene conseil is the beste.,I holde youre owene conseil is the beste
proud,proude,The Summoner's Tale 2227,data/oxford_txts/SumT_oxford.txt,"O nice° proude cherl, I shrewe° his face!",False,False,BOTH,"O nice° proude cherl, I shrewe° his face!",O nyce proude cherl I shrewe his face
bright,brighte,Troilus and Criseyde; Book V 1022,data/oxford_txts/TC5_oxford.txt,Inwith hir fadres faire brighte tente.,False,False,BOTH,Inwith hir fadres faire brighte tente.,Inwith hire fadres faire brighte tente
olde,olde,Troilus and Criseyde; Book V 470,data/oxford_txts/TC5_oxford.txt,"The lettres eek, that she of olde time",False,False,BOTH,"The lettres eek, that she of olde time",The lettres ek that she of olde tyme
long,longe,Book of the Duchess 20,data/oxford_txts/BD_oxford.txt,Not longe time to endure,False,False,BOTH,Not longe time to endure,Nat longe tyme to endure
god,goode,The Reeve's Tale 4247,data/oxford_txts/RvT_oxford.txt,"And, goode lemman, God thee save and kepe!”°",False,False,BOTH,"And, goode lemman, God thee save and kepe!”°",And goode lemman God thee save and kepe
long,longe,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,False,False,BOTH,How longe time wol ye rekene° and caste°,How longe tyme wol ye rekene and caste
neue,newe,Troilus and Criseyde; Book III 1404,data/oxford_txts/TC3_oxford.txt,And fallen in a newe joye anoon,False,False,BOTH,And fallen in a newe joye anoon,And fallen in a newe joye anoon
lef,leve,The Wife of Bath's Tale 1171,data/oxford_txts/WBT_oxford.txt,"And therfor, leve° housbond, I thus conclude",False,False,BOTH,"And therfor, leve° housbond, I thus conclude",And therfore leeve housbonde I thus conclude
god,goode,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BOTH,"¶“And goode faire White she hete,°",And goode faire White she het
fair,faire,House of Fame 518,data/oxford_txts/HF_oxford.txt,"¶Now faire blisfull, O Cipris,°",False,False,BOTH,"¶Now faire blisfull, O Cipris,°",Now faire blisfull O Cipris
neue,newe,House of Fame 2045,data/oxford_txts/HF_oxford.txt,A newe tiding prevely,False,False,BOTH,A newe tiding prevely,A newe tydynge prively
fair,faire,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BOTH,"¶“And goode faire White she hete,°",And goode faire White she het
olde,olde,The Friar's Tale 1582,data/oxford_txts/FriT_oxford.txt,"‘Com out,’ quod he, ‘thou olde viritrate!",False,False,BOTH,"‘Com out,’ quod he, ‘thou olde viritrate!",Com out quod he thou olde virytrate
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False,BOTH,¶Than were ther yonge povre scolers two,Thanne were ther yonge povre scolers two
god,goode,The Canon's Yeoman's Tale 1295,data/oxford_txts/CYT_oxford.txt,"Now, goode sir, go forth thy wey and hy the.”°",False,False,BOTH,"Now, goode sir, go forth thy wey and hy the.”°",Now goode sire go forth thy wey and hy the
wise,wise,Troilus and Criseyde; Book I 233,data/oxford_txts/TC1_oxford.txt,"Ye wise, proude, and worthy folkes alle",False,False,BOTH,"Ye wise, proude, and worthy folkes alle",Ye wise proude and worthi folkes alle
neue,newe,Troilus and Criseyde; Book V 1255,data/oxford_txts/TC5_oxford.txt,"What newe lust, what beaute, what science",False,False,BOTH,"What newe lust, what beaute, what science",What newe lust what beaute what science
prive,privee,The Pardoner's Tale 675,data/oxford_txts/PardT_oxford.txt,"Ther cam a privee° theef, men clepeth° Deeth",False,False,BOTH,"Ther cam a privee° theef, men clepeth° Deeth",Ther cam a privee theef men clepeth Deeth
yong,yonge,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False,BOTH,"To sleen us yonge folk, thou false theef!”°",To sleen us yonge folk thou false theef
fresh,fresshe,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False,BOTH,"Welcome be thou, faire fresshe May",Welcome be thou faire fresshe May
bitter,bittre,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,False,False,BOTH,Ful bittre drink; and for to han gladnesse,Ful bittre drynke and for to han gladnesse
queinte,queinte,The Wife of Bath's Prologue 516,data/oxford_txts/WBPro_oxford.txt,In this matere a queinte° fantasie;,False,False,BOTH,In this matere a queinte° fantasie;,In this matere a queynte fantasye
ouen,owne,The Clerk's Tale 652,data/oxford_txts/ClT_oxford.txt,"Ye been our lord, doth with your owne thing",False,False,BOTH,"Ye been our lord, doth with your owne thing",Ye been oure lord dooth with youre owene thyng
muche,muche,Troilus and Criseyde; Book III 638,data/oxford_txts/TC3_oxford.txt,"Criseyde, whiche that coude as muche good",False,False,BOTH,"Criseyde, whiche that coude as muche good",Criseyde which that koude as muche good
yong,yonge,The Knight's Tale 2386,data/oxford_txts/KnT_oxford.txt,"Of faire yonge fresshe Venus free,°",False,False,BOTH,"Of faire yonge fresshe Venus free,°",Of faire yonge fresshe Venus free
god,gode,The Physician's Tale 235,data/oxford_txts/PhyT_oxford.txt,"And seide, “Gode fader, shal I die?",False,False,BOTH,"And seide, “Gode fader, shal I die?",And seyde Goode fader shal I dye
long,longe,Troilus and Criseyde; Book II 722,data/oxford_txts/TC2_oxford.txt,"“And eek I knowe, of longe time agoon",False,False,BOTH,"“And eek I knowe, of longe time agoon",And ek I knowe of longe tyme agon
fin,fine,Troilus and Criseyde; Book V 421,data/oxford_txts/TC5_oxford.txt,“But sin of fine force I moot arise,False,False,BOTH,“But sin of fine force I moot arise,But syn of fyne force I mot arise
wise,wise,The Wife of Bath's Tale 1231,data/oxford_txts/WBT_oxford.txt,I put me in your wise governance;,False,False,BOTH,I put me in your wise governance;,I put me in youre wise governance
long,longe,The Pardoner's Tale 726,data/oxford_txts/PardT_oxford.txt,As longe time as° it is Goddes wille.,False,False,BOTH,As longe time as° it is Goddes wille.,As longe tyme as it is Goddes wille
yong,yonge,The Pardoner's Tale 464,data/oxford_txts/PardT_oxford.txt,"Of yonge folk, that haunteden° folie",False,False,BOTH,"Of yonge folk, that haunteden° folie",Of yonge folk that haunteden folye
juste,juste,Troilus and Criseyde; Book V 1256,data/oxford_txts/TC5_oxford.txt,What wratthe of juste cause have ye to me?,False,False,BOTH,What wratthe of juste cause have ye to me?,What wratthe of juste cause have ye to me
long,longe,Troilus and Criseyde; Book V 1325,data/oxford_txts/TC5_oxford.txt,As ye wel knowe how longe time agoon,False,False,BOTH,As ye wel knowe how longe time agoon,As ye wel knowe how longe tyme agon
gret,grete,Troilus and Criseyde; Book II 1403,data/oxford_txts/TC2_oxford.txt,Which hadde his lord and grete freend ben ay;,False,False,BOTH,Which hadde his lord and grete freend ben ay;,Which hadde his lord and grete frend ben ay
fresh,fresshe,Troilus and Criseyde; Book III 1296,data/oxford_txts/TC3_oxford.txt,"For certes, fresshe wommanliche wif",False,False,BOTH,"For certes, fresshe wommanliche wif",For certes fresshe wommanliche wif
muche,muche,The Squire's Tale 586,data/oxford_txts/SqT_oxford.txt,That he had felt as muche harm as I,False,False,BOTH,That he had felt as muche harm as I,That he had felt as muche harm as I
fair,faire,The Wife of Bath's Prologue 296,data/oxford_txts/WBPro_oxford.txt,And clep° me “faire dame” in every place;,False,False,BOTH,And clep° me “faire dame” in every place;,And clepe me faire dame in every place
neue,newe,The Summoner's Tale 2293,data/oxford_txts/SumT_oxford.txt,And Jankin hath ywonne a newe goune.—,False,False,BOTH,And Jankin hath ywonne a newe goune.—,And Jankyn hath ywonne a newe gowne
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,BOTH,"¶And ye maistresses° in your olde lif,°",And ye maistresses in youre olde lyf
fresh,fresshe,Troilus and Criseyde; Book V 244,data/oxford_txts/TC5_oxford.txt,Shal been your fresshe wommanliche face,False,False,BOTH,Shal been your fresshe wommanliche face,Shal ben youre fresshe wommanliche face
neue,newe,Troilus and Criseyde; Book V 1148,data/oxford_txts/TC5_oxford.txt,"Almost, ywis, al newe was my care.",False,False,BOTH,"Almost, ywis, al newe was my care.",Almoost ywys al newe was my care
god,gode,House of Fame 1854,data/oxford_txts/HF_oxford.txt,As gode folk han for goodnesse;,False,False,BOTH,As gode folk han for goodnesse;,As goode folk han for godnesse
god,gode,The Merchant's Tale 2387,data/oxford_txts/MerT_oxford.txt,"“Ye maze,° maze, gode sire,” quod she",False,False,BOTH,"“Ye maze,° maze, gode sire,” quod she",Ye maze maze goode sire quod she
prive,privee,Parliament of Fowls 260,data/oxford_txts/PF_oxford.txt,"And in a privee corner, in disporte,°",False,False,BOTH,"And in a privee corner, in disporte,°",And in a prive corner in disport
god,goode,Troilus and Criseyde; Book III 631,data/oxford_txts/TC3_oxford.txt,"“But goode nece, if I mighte ever plese",False,False,BOTH,"“But goode nece, if I mighte ever plese",But goode nece if I myghte evere plese
ouen,owne,The Knight's Tale 1744,data/oxford_txts/KnT_oxford.txt,"Youre owne mouth, by your confessioun",False,False,BOTH,"Youre owne mouth, by your confessioun",Youre owene mouth by youre confessioun
ouen,owne,The Wife of Bath's Prologue 449,data/oxford_txts/WBPro_oxford.txt,But I wol kepe it for your owne tooth.°,False,False,BOTH,But I wol kepe it for your owne tooth.°,But I wol kepe it for youre owene tooth
heigh,heighe,The Pardoner's Tale 640,data/oxford_txts/PardT_oxford.txt,Of heighe Goddes hestes° honurable,False,False,BOTH,Of heighe Goddes hestes° honurable,Of heighe Goddes heestes honurable
fair,faire,The Merchant's Tale 1955,data/oxford_txts/MerT_oxford.txt,¶Who studieth° now but faire fresshe May?,False,False,BOTH,¶Who studieth° now but faire fresshe May?,Who studieth now but faire fresshe May
ouen,owne,The Knight's Tale 3077,data/oxford_txts/KnT_oxford.txt,"That gentil Palamon, your owne knight",False,False,BOTH,"That gentil Palamon, your owne knight",That gentil Palamon youre owene knyght
long,longe,The Pardoner's Tale 735,data/oxford_txts/PardT_oxford.txt,That in my chambre longe time hath be,False,False,BOTH,That in my chambre longe time hath be,That in my chambre longe tyme hath be
olde,olde,The Wife of Bath's Prologue 642,data/oxford_txts/WBPro_oxford.txt,And me of olde Roman gestes° teche,False,False,BOTH,And me of olde Roman gestes° teche,And me of olde Romayn geestes teche
ouen,owne,House of Fame 1311,data/oxford_txts/HF_oxford.txt,Our owne gentil lady Fame,False,False,BOTH,Our owne gentil lady Fame,Our oune gentil lady Fame
red,rede,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,False,BOTH,"Right as the fresshe, rede rose newe",Ryght as the freshe rede rose newe
god,goode,The Shipman's Tale 107,data/oxford_txts/ShipT_oxford.txt,I trowe° certes that our goode man,False,False,BOTH,I trowe° certes that our goode man,I trowe certes that oure goode man
olde,olde,The Wife of Bath's Tale 1004,data/oxford_txts/WBT_oxford.txt,"Thise olde folk can muchel thing,”° quod she.",False,False,BOTH,"Thise olde folk can muchel thing,”° quod she.",Thise olde folk kan muchel thyng quod she
chaste,chaste,The Summoner's Tale 1940,data/oxford_txts/SumT_oxford.txt,Of charitable and chaste bisy freres,False,False,BOTH,Of charitable and chaste bisy freres,Of charitable and chaste bisy freres
muche,moche,House of Fame 1358,data/oxford_txts/HF_oxford.txt,"Ful moche prees° of folk ther nas,°",False,False,BOTH,"Ful moche prees° of folk ther nas,°",Ful moche prees of folk ther nas
ouen,owne,The Miller's Tale 3588,data/oxford_txts/MilT_oxford.txt,For it is Goddes owne heste° dere.,False,False,BOTH,For it is Goddes owne heste° dere.,For it is Goddes owene heeste deere
ouen,owene,The Pardoner's Tale 790,data/oxford_txts/PardT_oxford.txt,And for our owene tresor doon us honge.°,False,False,BOTH,And for our owene tresor doon us honge.°,And for oure owene tresor doon us honge
lef,leve,The Summoner's Tale 1751,data/oxford_txts/SumT_oxford.txt,"A dagon° of your blanket,° leve° dame",False,False,BOTH,"A dagon° of your blanket,° leve° dame",A dagon of youre blanket leeve dame
lef,leve,Troilus and Criseyde; Book IV 458,data/oxford_txts/TC4_oxford.txt,"It lith not in my power, leve brother.",False,False,BOTH,"It lith not in my power, leve brother.",It lith nat in my power leeve brother
bai,baye,Troilus and Criseyde; Book V 1038,data/oxford_txts/TC5_oxford.txt,That she him yaf the faire baye stede,False,False,BOTH,That she him yaf the faire baye stede,That she hym yaf the faire baye stede
fals,false,The Reeve's Tale 4269,data/oxford_txts/RvT_oxford.txt,A! false traitour! false clerk!” quod he,False,False,BOTH,A! false traitour! false clerk!” quod he,A false traitour False clerk quod he
olde,olde,The Wife of Bath's Prologue 331,data/oxford_txts/WBPro_oxford.txt,"For certein, olde dotard, by your leve,°",False,False,BOTH,"For certein, olde dotard, by your leve,°",For certeyn olde dotard by youre leve
lef,leve,Troilus and Criseyde; Book II 251,data/oxford_txts/TC2_oxford.txt,"And seide, “Gladly, leve nece dere",False,False,BOTH,"And seide, “Gladly, leve nece dere",And seyde Gladly leve nece dere
neue,newe,The General Prologue 428,data/oxford_txts/GP_oxford.txt,Hir frendshipe nas nat newe to biginne.,False,False,BOTH,Hir frendshipe nas nat newe to biginne.,Hir frendshipe nas nat newe to bigynne
cler,clere,Book of the Duchess 340,data/oxford_txts/BD_oxford.txt,"Blew, bright, clere was the aire",False,False,BOTH,"Blew, bright, clere was the aire",Blew bryght clere was the ayr
juste,juste,Troilus and Criseyde; Book II 727,data/oxford_txts/TC2_oxford.txt,"That he may make avaunt, by juste cause;",False,False,BOTH,"That he may make avaunt, by juste cause;",That he may make avaunt by juste cause
long,longe,Troilus and Criseyde; Book II 507,data/oxford_txts/TC2_oxford.txt,"This other day, nought gon ful longe while",False,False,BOTH,"This other day, nought gon ful longe while",This other day naught gon ful longe while
fals,false,The Merchant's Tale 1785,data/oxford_txts/MerT_oxford.txt,"O servant traitour, false hoomly° hewe,°",False,False,BOTH,"O servant traitour, false hoomly° hewe,°",O servant traytour false hoomly hewe
fals,false,The Nun's Priest's Tale 3228,data/oxford_txts/NPT_oxford.txt,"False dissimilour,° O Greek Sinon",False,False,BOTH,"False dissimilour,° O Greek Sinon",False dissymulour o Greek Synon
neue,newe,The Clerk's Tale 942,data/oxford_txts/ClT_oxford.txt,"Was couth° eek, that a newe markisesse",False,False,BOTH,"Was couth° eek, that a newe markisesse",Was kouth eek that a newe markysesse
muche,moche,House of Fame 1748,data/oxford_txts/HF_oxford.txt,Hit shal don us as moche gode,False,False,BOTH,Hit shal don us as moche gode,Hyt shal doon us as moche good
wise,wise,Troilus and Criseyde; Book V 904,data/oxford_txts/TC5_oxford.txt,“What wene ye your wise fader wolde,False,False,BOTH,“What wene ye your wise fader wolde,What Wene ye youre wise fader wolde
neue,newe,Troilus and Criseyde; Book V 1269,data/oxford_txts/TC5_oxford.txt,I fele now so sharpe a newe peine,False,False,BOTH,I fele now so sharpe a newe peine,I fele now so sharp a newe peyne
neue,newe,Parliament of Fowls 250,data/oxford_txts/PF_oxford.txt,Of newe flaume; and wel aspied I thenne,False,False,BOTH,Of newe flaume; and wel aspied I thenne,Of newe flaume and wel espyed I thenne
muche,muche,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,False,False,BOTH,I coude of ire sey so muche sorwe,I koude of ire seye so muche sorwe
yong,yonge,The Franklin's Tale 956,data/oxford_txts/FranT_oxford.txt,"Ther° yonge folk kepen° hir observaunces,°",False,False,BOTH,"Ther° yonge folk kepen° hir observaunces,°",Ther yonge folk kepen hir observaunces
