headword,word,tag,line_number,filename,context,text_type
shulen,shal,v%pr_pl,Troilus and Criseyde; Book II 1114,data/riverside_cats/TC2_riv.cat,Into the gardyn go we and ye shal here,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1124,data/riverside_cats/TC2_riv.cat,Avyseth yow on it whan ye han space,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book II 1163,data/riverside_cats/TC2_riv.cat,Therwith she lough and seyde Go we dyne,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1171,data/riverside_cats/TC2_riv.cat,Now em quod she we wol go dyne anon,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book II 1171,data/riverside_cats/TC2_riv.cat,Now em quod she we wol go dyne anon,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book II 1173,data/riverside_cats/TC2_riv.cat,And streght into hire chambre gan she gon,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1240,data/riverside_cats/TC2_riv.cat,But ye han played tirant neigh to longe,RIVERSIDE
don,doon,v%inf,Troilus and Criseyde; Book II 1244,data/riverside_cats/TC2_riv.cat,But hasteth you to doon hym joye have,RIVERSIDE
declamen,declamed,v%pt_pl,Troilus and Criseyde; Book II 1247,data/riverside_cats/TC2_riv.cat,And right as they declamed this matere,RIVERSIDE
seien,sey,v%pr_pl,Troilus and Criseyde; Book II 1282,data/riverside_cats/TC2_riv.cat,God help me so quod he ye sey me soth,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book II 1288,data/riverside_cats/TC2_riv.cat,Lat nycete nat do yow bothe smerte,RIVERSIDE
don,don,v%pr_pl,Troilus and Criseyde; Book II 1386,data/riverside_cats/TC2_riv.cat,Whan it descendeth than don thynges lighte,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book II 1391,data/riverside_cats/TC2_riv.cat,Men shal rejoissen of a gret empryse,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1393,data/riverside_cats/TC2_riv.cat,Al han men ben the lenger theraboute,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book II 1438,data/riverside_cats/TC2_riv.cat,To han some of youre bretheren here with yow,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book II 1454,data/riverside_cats/TC2_riv.cat,May seyn no bet swich hap to hym hath she,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1456,data/riverside_cats/TC2_riv.cat,He shal be swich right as we wol hym have,RIVERSIDE
ginnen,gan,v%pt_pl,Troilus and Criseyde; Book II 1544,data/riverside_cats/TC2_riv.cat,How men gan hym with clothes for to lade,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1547,data/riverside_cats/TC2_riv.cat,That ye han herd Pandare er this devyse,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book II 1565,data/riverside_cats/TC2_riv.cat,For love of God and lat us faste go,RIVERSIDE
don,don,v%pr_pl,Troilus and Criseyde; Book II 1584,data/riverside_cats/TC2_riv.cat,As folk don yet whan som wight hath bygonne,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book II 1594,data/riverside_cats/TC2_riv.cat,To mowen swich a knyght don lyve or dye,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1601,data/riverside_cats/TC2_riv.cat,And seide to Deiphebus Wol ye gon,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book II 1601,data/riverside_cats/TC2_riv.cat,And seide to Deiphebus Wol ye gon,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book II 1605,data/riverside_cats/TC2_riv.cat,Took first the tale and seyde Go we blyve,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book II 1614,data/riverside_cats/TC2_riv.cat,What sholde I lenger quod he do yow dwelle,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book II 1635,data/riverside_cats/TC2_riv.cat,And do yow wyte and that anon iwys,RIVERSIDE
witen,woot,v%pr_pl,Troilus and Criseyde; Book II 1646,data/riverside_cats/TC2_riv.cat,But wel ye woot the chaumbre is but lite,RIVERSIDE
loken,loketh,v%pr_pl,Troilus and Criseyde; Book II 1648,data/riverside_cats/TC2_riv.cat,Now loketh ye for I wol have no wite,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book II 1649,data/riverside_cats/TC2_riv.cat,To brynge in prees that myghte don hym harm,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book II 1684,data/riverside_cats/TC2_riv.cat,Quod Troilus As sone as I may gon,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book II 1691,data/riverside_cats/TC2_riv.cat,If that she vouche sauf for to do so,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book II 1711,data/riverside_cats/TC2_riv.cat,That al was wel and out he gan to gon,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book II 1720,data/riverside_cats/TC2_riv.cat,Hem alle thre and whan ye may goodly,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book II 1724,data/riverside_cats/TC2_riv.cat,Quod tho Criseyde Go we uncle deere,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1740,data/riverside_cats/TC2_riv.cat,That wol ye bothe seyn whan ye ben oon,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book II 1740,data/riverside_cats/TC2_riv.cat,That wol ye bothe seyn whan ye ben oon,RIVERSIDE
durren,dar,v%pr_pl,Troilus and Criseyde; Book II 1747,data/riverside_cats/TC2_riv.cat,Than dar ye naught And whi For she and she,RIVERSIDE
mouen,may,v%pr_pl,The Summoner's Tale 1748,data/riverside_cats/SumT_riv.cat,Or elles what yow lyst we may nat cheese,RIVERSIDE
yeven,yaf,v%pt_pl,The Summoner's Tale 1756,data/riverside_cats/SumT_riv.cat,And what men yaf hem leyde it on his bak,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 1782,data/riverside_cats/SumT_riv.cat,How han ye fare sith that March bigan,RIVERSIDE
seien,seyn,v%pr_pl,The Summoner's Tale 1794,data/riverside_cats/SumT_riv.cat,For lettre sleeth so as we clerkes seyn,RIVERSIDE
preien,prey,v%inf,The Summoner's Tale 1814,data/riverside_cats/SumT_riv.cat,I wolde prey yow that ye nat yow greve,RIVERSIDE
willen,wol,v%pr_pl,The Summoner's Tale 1837,data/riverside_cats/SumT_riv.cat,What wol ye dyne I wol go theraboute,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 1837,data/riverside_cats/SumT_riv.cat,What wol ye dyne I wol go theraboute,RIVERSIDE
seien,seyn,v%inf,The Summoner's Tale 1856,data/riverside_cats/SumT_riv.cat,I dar wel seyn that er that half an hour,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 1860,data/riverside_cats/SumT_riv.cat,That han been trewe freres fifty yeer,RIVERSIDE
mouen,may,v%pr_pl,The Summoner's Tale 1861,data/riverside_cats/SumT_riv.cat,They may now God be thanked of his loone,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 1876,data/riverside_cats/SumT_riv.cat,We han this worldes lust al in despit,RIVERSIDE
gon,gon,v%inf,The Summoner's Tale 1896,data/riverside_cats/SumT_riv.cat,Into the temple whan they sholde gon,RIVERSIDE
don,do,v%inf,The Summoner's Tale 1897,data/riverside_cats/SumT_riv.cat,To preye for the peple and do servyse,RIVERSIDE
mouen,may,v%pr_pl,The Summoner's Tale 1911,data/riverside_cats/SumT_riv.cat,And therfore may ye se that oure preyeres,RIVERSIDE
seien,seyn,v%inf,The Summoner's Tale 1918,data/riverside_cats/SumT_riv.cat,But herkne now Thomas what I shal seyn,RIVERSIDE
mouen,may,v%pr_pl,The Summoner's Tale 1924,data/riverside_cats/SumT_riv.cat,And so forth al the gospel may ye seen,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 1942,data/riverside_cats/SumT_riv.cat,Thomas Thomas So moote I ryde or go,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 1962,data/riverside_cats/SumT_riv.cat,Youre maladye is for we han to lyte,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 1965,data/riverside_cats/SumT_riv.cat,A yif that frere a peny and lat hym go,RIVERSIDE
willen,wol,v%pr_pl,The Summoner's Tale 1978,data/riverside_cats/SumT_riv.cat,Thomas if ye wol lernen for to wirche,RIVERSIDE
mouen,may,v%pr_pl,The Summoner's Tale 1979,data/riverside_cats/SumT_riv.cat,Of buyldynge up of chirches may ye fynde,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 1997,data/riverside_cats/SumT_riv.cat,That twenty thousand men han lost hir lyves,RIVERSIDE
slen,slayn,v%ppl,The Summoner's Tale 2023,data/riverside_cats/SumT_riv.cat,That seyde thus Thou hast thy felawe slayn,RIVERSIDE
slen,slayn,v%ppl,The Summoner's Tale 2032,data/riverside_cats/SumT_riv.cat,They seiden Lord the knyght ne hath nat slayn,RIVERSIDE
shulen,shul,v%pr_pl,The Summoner's Tale 2034,data/riverside_cats/SumT_riv.cat,Ye shul be deed quod he so moot I thryve,RIVERSIDE
seien,seyn,v%inf,The Summoner's Tale 2035,data/riverside_cats/SumT_riv.cat,That is to seyn bothe oon and two and thre,RIVERSIDE
don,doon,v%inf,The Summoner's Tale 2042,data/riverside_cats/SumT_riv.cat,And thus he dide doon sleen hem alle thre,RIVERSIDE
slen,slayn,v%ppl,The Summoner's Tale 2073,data/riverside_cats/SumT_riv.cat,His sone was slayn ther is namoore to seye,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 2078,data/riverside_cats/SumT_riv.cat,But nat to a lord thogh he sholde go to helle,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 2101,data/riverside_cats/SumT_riv.cat,Whan othere men han ben ful wel at eyse,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 2117,data/riverside_cats/SumT_riv.cat,Han freres been that fynde I of record,RIVERSIDE
seien,sey,v%pr_pl,The Summoner's Tale 2126,data/riverside_cats/SumT_riv.cat,Ye sey me thus how that I am youre brother,RIVERSIDE
comen,cam,v%pt_pl,The Summoner's Tale 2157,data/riverside_cats/SumT_riv.cat,Cam lepynge in and chaced out the frere,RIVERSIDE
witen,woot,v%pr_pl,The Summoner's Tale 2194,data/riverside_cats/SumT_riv.cat,Sire quod the lord ye woot what is to doone,RIVERSIDE
haven,han,v%pr_pl,The Summoner's Tale 2199,data/riverside_cats/SumT_riv.cat,As ye han herd biforn ye woot wel what,RIVERSIDE
witen,wel,v%pr_pl,The Summoner's Tale 2199,data/riverside_cats/SumT_riv.cat,As ye han herd biforn ye woot wel what,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 2241,data/riverside_cats/SumT_riv.cat,Now ete youre mete and lat the cherl go pleye,RIVERSIDE
gon,go,v%inf,The Summoner's Tale 2242,data/riverside_cats/SumT_riv.cat,Lat hym go honge hymself a devel weye,RIVERSIDE
shulen,shal,v%pr_pl,The Summoner's Tale 2262,data/riverside_cats/SumT_riv.cat,Thanne shal they knele doun by oon assent,RIVERSIDE
shulen,shul,v%pr_pl,The Summoner's Tale 2271,data/riverside_cats/SumT_riv.cat,And ye shul seen up peril of my lyf,RIVERSIDE
shulen,shul,v%pr_pl,The Summoner's Tale 2279,data/riverside_cats/SumT_riv.cat,The worthy men of hem shul first be served,RIVERSIDE
shulen,shul,v%pr_pl,The Clerk's Tale 91,data/riverside_cats/ClT_riv.cat,He to the markys seyde as ye shul heere,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 105,data/riverside_cats/ClT_riv.cat,And ye my lord to doon right as yow leste,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 107,data/riverside_cats/ClT_riv.cat,And al youre werk and evere han doon that we,RIVERSIDE
shulen,shul,v%pr_pl,The Clerk's Tale 125,data/riverside_cats/ClT_riv.cat,That we shul deye as uncerteyn we alle,RIVERSIDE
willen,wol,v%pr_pl,The Clerk's Tale 129,data/riverside_cats/ClT_riv.cat,And we wol lord if that ye wole assente,RIVERSIDE
connen,kan,v%pr_pl,The Clerk's Tale 133,data/riverside_cats/ClT_riv.cat,Honour to God and yow as we kan deeme,RIVERSIDE
preien,pray,v%pr_pl,The Clerk's Tale 140,data/riverside_cats/ClT_riv.cat,Wherfore we pray you hastily to wyve,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 142,data/riverside_cats/ClT_riv.cat,Made the markys herte han pitee,RIVERSIDE
willen,wol,v%pr_pl,The Clerk's Tale 143,data/riverside_cats/ClT_riv.cat,Ye wol quod he myn owene peple deere,RIVERSIDE
shulen,shal,v%pr_pl,The Clerk's Tale 169,data/riverside_cats/ClT_riv.cat,And forthermoore this shal ye swere that ye,RIVERSIDE
shulen,shul,v%pr_pl,The Clerk's Tale 170,data/riverside_cats/ClT_riv.cat,Agayn my choys shul neither grucche ne stryve,RIVERSIDE
forgon,forgoon,v%inf,The Clerk's Tale 171,data/riverside_cats/ClT_riv.cat,For sith I shal forgoon my libertee,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 231,data/riverside_cats/ClT_riv.cat,That child may doon to fadres reverence,RIVERSIDE
wondren,wondred,v%pt_pl,The Clerk's Tale 248,data/riverside_cats/ClT_riv.cat,For which merveille wondred many a man,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 273,data/riverside_cats/ClT_riv.cat,In this array the righte wey han holde,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 280,data/riverside_cats/ClT_riv.cat,She wolde fayn han seyn som of that sighte,RIVERSIDE
gon,gon,v%inf,The Clerk's Tale 288,data/riverside_cats/ClT_riv.cat,And as she wolde over hir thresshfold gon,RIVERSIDE
seien,seyn,v%inf,The Clerk's Tale 311,data/riverside_cats/ClT_riv.cat,And al that liketh me I dar wel seyn,RIVERSIDE
ben,arn,v%pr_pl,The Clerk's Tale 342,data/riverside_cats/ClT_riv.cat,Thise arn the wordes that the markys sayde,RIVERSIDE
shulen,shal,v%pr_pl,The Clerk's Tale 344,data/riverside_cats/ClT_riv.cat,Grisilde he seyde ye shal wel understonde,RIVERSIDE
willen,wol,v%pr_pl,The Clerk's Tale 347,data/riverside_cats/ClT_riv.cat,As I suppose ye wol that it so be,RIVERSIDE
willen,wol,v%pr_pl,The Clerk's Tale 350,data/riverside_cats/ClT_riv.cat,Wol ye assente or elles yow avyse,RIVERSIDE
don,do,v%inf,The Clerk's Tale 353,data/riverside_cats/ClT_riv.cat,As me best thynketh do yow laughe or smerte,RIVERSIDE
seien,sey,v%inf,The Clerk's Tale 355,data/riverside_cats/ClT_riv.cat,And eek whan I sey ye ne sey nat nay,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 379,data/riverside_cats/ClT_riv.cat,Hir heris han they kembd that lay untressed,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 381,data/riverside_cats/ClT_riv.cat,A corone on hire heed they han ydressed,RIVERSIDE
trouen,trowed,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE
durren,han,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE
gon,goon,v%pr_pl,The Clerk's Tale 420,data/riverside_cats/ClT_riv.cat,Goon to Saluce upon hire to biholde,RIVERSIDE
souken,souked,v%ppl,The Clerk's Tale 450,data/riverside_cats/ClT_riv.cat,Whan that this child had souked but a throwe,RIVERSIDE
moten,moot,v%pr_pl,The Clerk's Tale 474,data/riverside_cats/ClT_riv.cat,For any wele ye moot youreselven knowe,RIVERSIDE
witen,woot,v%pr_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE
comen,cam,v%pt_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/riverside_cats/ClT_riv.cat,They seyn to hem it is greet shame and wo,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 485,data/riverside_cats/ClT_riv.cat,Thise wordes han they spoken doutelees,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 489,data/riverside_cats/ClT_riv.cat,I moot doon with thy doghter for the beste,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 493,data/riverside_cats/ClT_riv.cat,I wol nat doon but this wol I quod he,RIVERSIDE
gon,go,v%inf,The Clerk's Tale 515,data/riverside_cats/ClT_riv.cat,Whan that he sholde out of the chambre go,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 536,data/riverside_cats/ClT_riv.cat,As though he wolde han slayn it er he wente,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 544,data/riverside_cats/ClT_riv.cat,She wende he wolde han slawen it right tho,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 563,data/riverside_cats/ClT_riv.cat,Wel myghte a mooder thanne han cryd allas,RIVERSIDE
don,doon,v%pr_pl,The Clerk's Tale 581,data/riverside_cats/ClT_riv.cat,As lordes doon whan they wol han hir wille,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 624,data/riverside_cats/ClT_riv.cat,Wyf quod this markys ye han herd er this,RIVERSIDE
seien,sey,v%pr_pl,The Clerk's Tale 631,data/riverside_cats/ClT_riv.cat,Now sey they thus Whan Walter is agon,RIVERSIDE
slen,slayn,v%ppl,The Clerk's Tale 648,data/riverside_cats/ClT_riv.cat,Though that my doughter and my sone be slayn,RIVERSIDE
seien,sayn,v%inf,The Clerk's Tale 649,data/riverside_cats/ClT_riv.cat,At youre comandement this is to sayn,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 661,data/riverside_cats/ClT_riv.cat,I wolde it doon withouten necligence,RIVERSIDE
don,do,v%inf,The Clerk's Tale 664,data/riverside_cats/ClT_riv.cat,For wiste I that my deeth wolde do yow ese,RIVERSIDE
connen,kan,v%pr_pl,The Clerk's Tale 703,data/riverside_cats/ClT_riv.cat,They kan nat stynte of hire entencion,RIVERSIDE
willen,wol,v%pr_pl,The Clerk's Tale 705,data/riverside_cats/ClT_riv.cat,They wol nat of that firste purpos slake,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 749,data/riverside_cats/ClT_riv.cat,The which they han publiced atte fulle,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 793,data/riverside_cats/ClT_riv.cat,To han yow to my wyf for youre goodnesse,RIVERSIDE
haven,han,v%inf,The Clerk's Tale 810,data/riverside_cats/ClT_riv.cat,No man may alwey han prosperitee,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 828,data/riverside_cats/ClT_riv.cat,Han holden me in honour and nobleye,RIVERSIDE
gon,goon,v%inf,The Clerk's Tale 847,data/riverside_cats/ClT_riv.cat,That I shal goon I wol goon whan yow leste,RIVERSIDE
semen,semed,v%pt_pl,The Clerk's Tale 853,data/riverside_cats/ClT_riv.cat,Ye semed by youre speche and youre visage,RIVERSIDE
witen,woot,v%pr_pl,The Clerk's Tale 862,data/riverside_cats/ClT_riv.cat,My lord ye woot that in my fadres place,RIVERSIDE
seien,sayn,v%inf,The Clerk's Tale 870,data/riverside_cats/ClT_riv.cat,Inwith youre chambre dar I saufly sayn,RIVERSIDE
don,doon,v%inf,The Clerk's Tale 876,data/riverside_cats/ClT_riv.cat,Ye koude nat doon so dishonest a thyng,RIVERSIDE
gon,go,v%inf,The Clerk's Tale 880,data/riverside_cats/ClT_riv.cat,Lat me nat lyk a worm go by the weye,RIVERSIDE
gon,goon,v%pr_pl,The Clerk's Tale 898,data/riverside_cats/ClT_riv.cat,And Fortune ay they cursen as they goon,RIVERSIDE
