OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
And broghte hire hoom with hym in his contree,And broghte hir hoom with him in his contree,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 869,,10,10,And broghte hire hoom with hym in his contree,And broghte hir hoom with him in his contree,u Sx ux S u S u S uS,u Sx u S u S u S uS,and@conj bringen@v%pt_3 hire@pron2%fem_obj hom@adv with@prep him@pron%obj in@prep his@pron1%gen contree@n,and@conj bringen@v%pt_3 hire@pron2%fem_obj hom@adv with@prep him@pron%obj in@prep his@pron1%gen contree@n,
With muchel glorie and greet solempnytee,With muchel glorie and greet solempnitee,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 870,,0,0,With muchel glorie and greet solempnytee,With muchel glorie and greet solempnitee,     ,     ,with@prep muchel@adj glorie@n and@conj gret@adj solempnite@n,with@prep muchel@adj glorie@n and@conj gret@adj solempnite@n,
And eek hir yonge suster Emelye.,And eek hir yonge suster Emelie.,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 871,,0,10,And eek hir yonge suster Emelye,And eek hir yonge suster Emelie,     ,u S u Su Su SuS,and@conj ek@adv hire@pron1%fem_gen yong@adj suster@n emelie@n#propn,and@conj ek@adv hire@pron1%fem_gen yong@adj suster@n emelie@n#propn,
And thus with victorie and with melodye,¶And thus with victorie and with melodie,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 872,,0,0,And thus with victorie and with melodye,And thus with victorie and with melodie,      ,      ,and@conj thus@adv with@prep victorie@n and@conj with@prep melodie@n,and@conj thus@adv with@prep victorie@n and@conj with@prep melodie@n,
Lete I this noble duc to Atthenes ryde,Lete I this noble duk to Athenes ride,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 873,,10,10,Lete I this noble duc to Atthenes ryde,Lete I this noble duk to Athenes ride,ux S u Su S u Sux Sx,ux S u Su S u Sux Sx,leten@v%pr_1 ich@pron%nom this@gram_adj noble@adj duk@n to@prep athenes@n#propn riden@v%inf,leten@v%pr_1 ich@pron%nom this@gram_adj noble@adj duk@n to@prep athenes@n#propn riden@v%inf,
And al his hoost in armes hym bisyde.,"And al his hoost, in armes, him biside.",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 874,,10,10,And al his hoost in armes hym bisyde,And al his hoost in armes him biside,u S u S u Su S uSx,u S u S u Su S uSx,and@conj al@gram_adj his@pron1%gen hoste@n1 in@prep armes@n%pl him@pron%obj bisides@prep,and@conj al@gram_adj his@pron1%gen hoste@n1 in@prep armes@n%pl him@pron%obj bisides@prep,
"And certes, if it nere to long to heere","And certes, if it nere° to long to here",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 875,,10,10,And certes if it nere to long to heere,And certes if it nere to long to here,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,and@conj certes@adv if@conj hit@pron ben@v%pt_3_neg to@adv2 long@adj1 to@part heren@v%inf,and@conj certes@adv if@conj hit@pron ben@v%pt_3_neg to@adv2 long@adj1 to@part heren@v%inf,
I wolde have toold yow fully the manere,I wolde have told yow fully the manere,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 876,,10,10,I wolde have toold yow fully the manere,I wolde have told yow fully the manere,u Sx ux S u Su S uSx,u Sx ux S u Su S uSx,ich@pron%nom willen@v%pt_1 haven@v%inf tellen@v%ppl you@pron%pl_obj fulli@adv the@def_art manere@n,ich@pron%nom willen@v%pt_1 haven@v%inf tellen@v%ppl you@pron%pl_obj fulli@adv the@def_art manere@n,
How wonnen was the regne of Femenye,How wonnen was the regne of Femenie,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 877,,0,10,How wonnen was the regne of Femenye,How wonnen was the regne of Femenie,      ,u Su S u Sx u SuS,hou@adv&conj winnen@v%ppl ben@v%pt_3 the@def_art regne@n1 of@prep femenie@n#propn,hou@adv&conj winnen@v%ppl ben@v%pt_3 the@def_art regne@n1 of@prep femenie@n#propn,
By Theseus and by his chivalrye;,"By Theseus, and by his chivalrie;",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 878,,0,10,By Theseus and by his chivalrye,By Theseus and by his chivalrie,     ,u SuS u S u SuS,bi@prep theseus@n1#propn and@conj bi@prep his@pron1%gen chevalrie@n,bi@prep theseus@n1#propn and@conj bi@prep his@pron1%gen chevalrie@n,
And of the grete bataille for the nones,And of the grete bataille for the nones°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 879,,10,10,And of the grete bataille for the nones,And of the grete bataille for the nones,u S u Sx uSx u S uS,u S u Sx uSx u S uS,and@conj of@prep the@def_art gret@adj bataille@n for@prep the@def_art nones@n1,and@conj of@prep the@def_art gret@adj bataille@n for@prep the@def_art nones@n1,
Bitwixen Atthenes and Amazones;,Bitwixen° Athenës and Amazones;,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 880,,10,10,Bitwixen Atthenes and Amazones,Bitwixen Athens and Amazones,uSu SuS u SuSx,uSu Su S uSuS,bitwixe@prep athenes@n#propn and@conj amazones@n%pl,bitwixe@prep athenes@n#propn and@conj amazones@n%pl,
And how asseged was Ypolita,And how asseged was Ipolita,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 881,,10,10,And how asseged was Ypolita,And how asseged was Ipolita,u S uSu S uSuS,u S uSu S uSuS,and@conj hou@adv&conj assegen@v%ppl ben@v%pt_3 ipolita@n#propn,and@conj hou@adv&conj assegen@v%ppl ben@v%pt_3 ipolita@n#propn,
"The faire, hardy queene of Scithia;",The faire hardy quene of Scithia;,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 882,,10,10,The faire hardy queene of Scithia,The faire hardy quene of Scithia,u Su Su Sx u SuS,u Su Su Sx u SuS,the@def_art fair@adj hardi@adj quene@n2 of@prep scithia@n#propn,the@def_art fair@adj hardi@adj quene@n2 of@prep scithia@n#propn,
And of the feste that was at hir weddynge,And of the feste that was at hir weddinge,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 883,,10,10,And of the feste that was at hir weddynge,And of the feste that was at hir weddinge,u S u Sx u S u S uSx,u S u Sx u S u S uSx,and@conj of@prep the@def_art feste@n that@pron ben@v%pt_3 at@prep hire@pron1%fem_gen weddinge@ger,and@conj of@prep the@def_art feste@n that@pron ben@v%pt_3 at@prep hire@pron1%fem_gen weddinge@ger,
And of the tempest at hir hoom-comynge;,And of the tempest at hir hoomcominge;,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 884,,10,10,And of the tempest at hir hoomcomynge,And of the tempest at hir hoomcominge,u S u Su S u SuSx,u S u Su S u SuSx,and@conj of@prep the@def_art tempest@n at@prep hire@pron1%fem_gen hom-cominge@n,and@conj of@prep the@def_art tempest@n at@prep hire@pron1%fem_gen hom-cominge@n,
But al that thyng I moot as now forbere.,But al that thing I moot as now forbere.°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 885,,10,10,But al that thyng I moot as now forbere,But al that thing I moot as now forbere,u S u S u S u S uSx,u S u S u S u S uSx,but@conj al@gram_adj that@art&gram_adj thing@n ich@pron%nom moten@v2%pr_1 as@conj nou@adv forberen@v%inf,but@conj al@gram_adj that@art&gram_adj thing@n ich@pron%nom moten@v2%pr_1 as@conj nou@adv forberen@v%inf,
"I have, God woot, a large feeld to ere","I have, God woot,° a large feeld to ere,°",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 886,,10,10,I have God woot a large feeld to ere,I have God woot a large feeld to ere,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,ich@pron%nom haven@v%pr_1 god@n1#propn witen@v1%pr_3 a@indef_art large@adj feld@n to@part eren@v1%inf,ich@pron%nom haven@v%pr_1 god@n1#propn witen@v1%pr_3 a@indef_art large@adj feld@n to@part eren@v1%inf,
And wayke been the oxen in my plough.,And waike° been the oxen in my plough.,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 887,,10,10,And wayke been the oxen in my plough,And waike been the oxen in my plough,u Su S u Su S u S,u Su S u Su S u S,and@conj weik@adj ben@v%pr_pl the@def_art oxe@n%pl in@prep min@pron%gen plough@n,and@conj weik@adj ben@v%pr_pl the@def_art oxe@n%pl in@prep min@pron%gen plough@n,
The remenant of the tale is long ynough.,The remenant of the tale is long ynough.°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 888,,10,10,The remenant of the tale is long ynough,The remenant of the tale is long ynough,u Sxu S u Sx u S uS,u Sxu S u Sx u S uS,the@def_art remenaunt@n of@prep the@def_art tale@n ben@v%pr_3 long@adj1 inough@adv,the@def_art remenaunt@n of@prep the@def_art tale@n ben@v%pr_3 long@adj1 inough@adv,
I wol nat letten eek noon of this route;,I wol nat letten° eek noon of this route;°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 889,,10,10,I wol nat letten eek noon of this route,I wol nat letten eek noon of this route,u S u Su S u S u Sx,u S u Su S u S u Sx,ich@pron%nom willen@v%pr_1 not@adv letten@v%inf ek@adv non@pron of@prep this@gram_adj route@n1,ich@pron%nom willen@v%pr_1 not@adv letten@v%inf ek@adv non@pron of@prep this@gram_adj route@n1,
Lat every felawe telle his tale aboute,Lat every felawe telle his tale aboute,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 890,,10,10,Lat every felawe telle his tale aboute,Lat every felawe telle his tale aboute,u Sxu Sux Sx u Sx uSx,u Sxu Sux Sx u Sx uSx,leten@v%imp everi@pron_gram_adj felaue@n tellen@v%inf his@pron1%gen tale@n abouten@adv,leten@v%imp everi@pron_gram_adj felaue@n tellen@v%inf his@pron1%gen tale@n abouten@adv,
And lat se now who shal the soper wynne;,And lat see now who shal the soper° winne;,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 891,,10,10,And lat se now who shal the soper wynne,And lat see now who shal the soper winne,u S u S u S u Su Sx,u S u S u S u Su Sx,and@conj leten@v%imp sen@v1%inf nou@adv who@pron%nom shulen@v1%pr_3 the@def_art sopere@n1 winnen@v%inf,and@conj leten@v%imp sen@v1%inf nou@adv who@pron%nom shulen@v1%pr_3 the@def_art sopere@n1 winnen@v%inf,
"And ther I lefte, I wol ayeyn bigynne.","And ther° I lefte, I wol agein biginne.",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 892,DIFF,10,10,And ther I lefte I wol ayeyn bigynne,And ther I lefte I wol agein biginne,u S u Sx u S uS uSx,u S u Sx u S uS uSx,and@conj ther@adv ich@pron%nom leven@v1%pt_1 ich@pron%nom willen@v%pr_1 ayen@adv biginnen@v%inf,and@conj ther@adv ich@pron%nom leven@v1%pt_1 ich@pron%nom willen@v%pr_1 ayen@adv biginnen@v%inf,green
"This duc, of whom I make mencioun","¶This duk, of whom I make mencioun",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 893,,10,10,This duc of whom I make mencioun,This duk of whom I make mencioun,u S u S u Su SuS,u S u S u Su SuS,this@gram_adj duk@n of@prep whom@pron%obj ich@pron%nom maken@v1%pr_1 mencioun@n,this@gram_adj duk@n of@prep whom@pron%obj ich@pron%nom maken@v1%pr_1 mencioun@n,
Whan he was come almoost unto the toun,When he was come almost unto the toun,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 894,,10,10,Whan he was come almoost unto the toun,When he was come almost unto the toun,u S u Sx uS uS u S,u S u Sx uS uS u S,whan@adv&conj he@pron1%nom ben@v%pt_3 comen@v%ppl al-most@adv unto@prep the@def_art toun@n,whan@adv&conj he@pron1%nom ben@v%pt_3 comen@v%ppl al-most@adv unto@prep the@def_art toun@n,
In al his wele and in his mooste pride,In al his wele° and in his moste pride,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 895,,10,10,In al his wele and in his mooste pride,In al his wele and in his moste pride,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,in@prep al@gram_adj his@pron1%gen wele@n1 and@conj in@prep his@pron1%gen most@adj%sup pride@n2,in@prep al@gram_adj his@pron1%gen wele@n1 and@conj in@prep his@pron1%gen most@adj%sup pride@n2,
"He was war, as he caste his eye aside","He was war, as he caste his eye aside",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 896,,10,10,He was war as he caste his eye aside,He was war as he caste his eye aside,u S u S u Sx u S uSx,u S u S u Sx u S uSx,he@pron1%nom ben@v%pt_3 ware@adj as@conj he@pron1%nom casten@v%pt_3 his@pron1%gen eie@n1 aside@adv,he@pron1%nom ben@v%pt_3 ware@adj as@conj he@pron1%nom casten@v%pt_3 his@pron1%gen eie@n1 aside@adv,
Where that ther kneled in the heighe weye,Wher that ther kneled in the heighe weye,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 897,,10,10,Where that ther kneled in the heighe weye,Wher that ther kneled in the heighe weye,ux S u Su S u Su S,u S u Su S u Su S,wher@adv&conj that@part ther@adv knelen@v%pt_3 in@prep the@def_art heigh@adj wei@n,wher@adv&conj that@part ther@adv knelen@v%pt_3 in@prep the@def_art heigh@adj wei@n,
"A compaignye of ladyes, tweye and tweye","A companie of ladies, tweie and tweie,°",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 898,,0,0,A compaignye of ladyes tweye and tweye,A companie of ladies tweie and tweie,      ,      ,a@indef_art compaignie@n of@prep ladie@n%pl twein@num_adv and@conj twein@num_adv,a@indef_art compaignie@n of@prep ladie@n%pl twein@num_adv and@conj twein@num_adv,
Ech after oother clad in clothes blake;,"Ech after other, clad in clothes blake;",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 899,,10,10,Ech after oother clad in clothes blake,Ech after other clad in clothes blake,u Su Su S u Su Sx,u Su Su S u Su Sx,ech@pron after@prep other@pron clothen@v%ppl_abs in@prep cloth@n%pl blak@adj,ech@pron after@prep other@pron clothen@v%ppl_abs in@prep cloth@n%pl blak@adj,
But swich a cry and swich a wo they make,But swich a cry and swich a wo they make,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 900,,10,10,But swich a cry and swich a wo they make,But swich a cry and swich a wo they make,u S u S u S u S u Sx,u S u S u S u S u Sx,but@conj swich@gram_adj a@indef_art crie@n and@conj swich@gram_adj a@indef_art wo@n thei@pron%pl_nom maken@v1%pr_pl,but@conj swich@gram_adj a@indef_art crie@n and@conj swich@gram_adj a@indef_art wo@n thei@pron%pl_nom maken@v1%pr_pl,
That in this world nys creature lyvynge,That in this world nis creature livinge,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 901,,10,10,That in this world nys creature lyvynge,That in this world nis creature livinge,u S u S u SuSx uSx,u S u S u SuSx uSx,that@conj in@prep this@gram_adj world@n ben@v%pr_3_neg creature@n liven@v1%prp_abs,that@conj in@prep this@gram_adj world@n ben@v%pr_3_neg creature@n liven@v1%prp_abs,
That herde swich another waymentynge;,That herde swich another weimentinge;°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 902,,10,10,That herde swich another waymentynge,That herde swich another weimentinge,u Su S uSu SuSx,u Su S uSu SuSx,that@pron heren@v%pt_3 swich@gram_adj another@gram_adj waimentinge@ger,that@pron heren@v%pt_3 swich@gram_adj another@gram_adj waimentinge@ger,
And of this cry they nolde nevere stenten,And of this cry they nolde° never stenten,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 903,,10,10,And of this cry they nolde nevere stenten,And of this cry they nolde never stenten,u S u S u Sx uSx uS,u S u S u Sx uS uS,and@conj of@prep this@gram_adj crie@n thei@pron%pl_nom willen@v%pt_pl_neg never@adv stinten@v%inf,and@conj of@prep this@gram_adj crie@n thei@pron%pl_nom willen@v%pt_pl_neg never@adv stinten@v%inf,
Til they the reynes of his brydel henten.,Til they the reines of his bridel henten.°,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 904,,11,11,Til they the reynes of his brydel henten,Til they the reines of his bridel henten,u S u Su S u Su Su,u S u Su S u Su Su,til@conj thei@pron%pl_nom the@def_art reine@n1%pl of@prep his@pron1%gen bridel@n henten@v%pr_pl,til@conj thei@pron%pl_nom the@def_art reine@n1%pl of@prep his@pron1%gen bridel@n henten@v%pr_pl,
"What folk been ye, that at myn hom-comynge","“What folk ben ye, that at min hoomcominge",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 905,,10,10,What folk been ye that at myn homcomynge,What folk ben ye that at min hoomcominge,u S u S u S u SuSx,u S u S u S u SuSx,what@gram_adj folk@n ben@v%pr_pl ye@pron%pl_nom that@pron at@prep min@pron%gen hom-cominge@n,what@gram_adj folk@n ben@v%pr_pl ye@pron%pl_nom that@pron at@prep min@pron%gen hom-cominge@n,
Perturben so my feste with criynge?,Perturben so my feste with cryinge?”,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 906,,0,10,Perturben so my feste with criynge,Perturben so my feste with cryinge,     ,uSu S u Su S uSx,perturben@v%pr_pl so@adv min@pron%gen feste@n with@prep criing@ger,perturben@v%pr_pl so@adv min@pron%gen feste@n with@prep criing@ger,
"Quod Theseus. """"Have ye so greet envye","Quod Theseus, “Have ye so greet envie°",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 907,,0,10,Quod Theseus Have ye so greet envye,Quod Theseus Have ye so greet envie,      ,u SuS ux S u S uS,quethen@v%pt_3 theseus@n1#propn haven@v%pr_pl ye@pron%pl_nom so@adv gret@adj envie@n,quethen@v%pt_3 theseus@n1#propn haven@v%pr_pl ye@pron%pl_nom so@adv gret@adj envie@n,
"Of myn honour, that thus compleyne and crye?","Of min honour, that thus compleine and crie?",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 908,,10,10,Of myn honour that thus compleyne and crye,Of min honour that thus compleine and crie,u S uS u S uSx u S,u S uS u S uSx u S,of@prep min@pron%gen honour@n that@pron thus@adv compleinen@v%pr_pl and@conj crien@v%pr_pl,of@prep min@pron%gen honour@n that@pron thus@adv compleinen@v%pr_pl and@conj crien@v%pr_pl,
Or who hath yow mysboden or offended?,"Or who hath yow misboden,° or offended?",data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 909,,10,10,Or who hath yow mysboden or offended,Or who hath yow misboden or offended,u S u S uSu S uSx,u S u S uSu S uSx,or@conj who@pron%nom haven@v%pr_3 you@pron%pl_obj misbeden@v%ppl or@conj offenden@v%ppl,or@conj who@pron%nom haven@v%pr_3 you@pron%pl_obj misbeden@v%ppl or@conj offenden@v%ppl,
And telleth me if it may been amended,And telleth me if it may been amended,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 910,,10,10,And telleth me if it may been amended,And telleth me if it may been amended,u Su x S u S u SuS,u Su x S u S u SuS,and@conj tellen@v%imp me@pron2%obj if@conj hit@pron mouen@v3%pr_3 ben@v%inf amenden@v%ppl,and@conj tellen@v%imp me@pron2%obj if@conj hit@pron mouen@v3%pr_3 ben@v%inf amenden@v%ppl,
And why that ye been clothed thus in blak.,And why that ye ben clothed thus in blak.”,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 911,,10,10,And why that ye been clothed thus in blak,And why that ye ben clothed thus in blak,u S u S u Su S u S,u S u S u Su S u S,and@conj whi@adv that@part ye@pron%pl_nom ben@v%pr_pl clothen@v%ppl thus@adv in@prep blak@n,and@conj whi@adv that@part ye@pron%pl_nom ben@v%pr_pl clothen@v%ppl thus@adv in@prep blak@n,
The eldeste lady of hem alle spak,The eldest lady of hem alle spak,data/riverside_cats/KnT_riv.cat,data/oxford_txts/KnT_oxford.txt,data/csvs/KnT,The Knight's Tale 912,,10,10,The eldeste lady of hem alle spak,The eldest lady of hem alle spak,u Sux Su S u Su S,u Su Su S u Su S,the@def_art olde@adj%sup ladie@n of@prep hem@pron%pl_obj al@gram_adj speken@v%pt_3,the@def_art olde@adj%sup ladie@n of@prep hem@pron%pl_obj al@gram_adj speken@v%pt_3,
