OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
For I have felynge in nothyng,For I have feling in no thinge,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 11,DIFF,8,8,For I have felynge in nothyng,For I have feling in no thinge,u S ux Sux S uS,u S ux Su S u Sx,for@conj ich@pron%nom haven@v%pr_1 felinge@ger1 in@prep no-thing@pron,for@conj ich@pron%nom haven@v%pr_1 felinge@ger1 in@prep  thing@n,
But as yt were a mased thyng,"But, as it were, a mased° thinge",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 12,,8,8,But as yt were a mased thyng,But as it were a mased thinge,u S u Sx u Su S,u S u Sx u Su Sx,but@conj as@conj hit@pron ben@v%pt_3 a@indef_art masen@v#adj%ppl thing@n,but@conj as@conj hit@pron ben@v%pt_3 a@indef_art masen@v#adj%ppl thing@n,
Alway in poynt to falle a-doun;,Alway in point to° falle adoun;,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 13,,8,8,Alway in poynt to falle adoun,Alway in point to falle adoun,uS u S u Sx uS,uS u S u Sx uS,al-wei@adv in@prep pointe@n1 to@part fallen@v%inf adoun@adv,al-wei@adv in@prep pointe@n1 to@part fallen@v%inf adoun@adv,
For sorwful ymagynacioun,For sorwful imaginacioun°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 14,,0,0,For sorwful ymagynacioun,For sorwful imaginacioun,  ,  ,for@conj sorweful@adj imaginacioun@n,for@conj sorweful@adj imaginacioun@n,
Ys alway hooly in my mynde.,Is alway hooly in° my minde.,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 15,,8,8,Ys alway hooly in my mynde,Is alway hooly in my minde,u Su Su S u Sx,u Su Su S u Sx,ben@v%pr_3 al-wei@adv holli@adv in@prep min@pron%gen minde@n1,ben@v%pr_3 al-wei@adv holli@adv in@prep min@pron%gen minde@n1,
"And wel ye woot, agaynes kynde","¶And wel ye wote,° againes kinde°",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 16,,8,8,And wel ye woot agaynes kynde,And wel ye wote againes kinde,u S u S uSu Sx,u S u Sx uSu Sx,and@conj wel@adv ye@pron%pl_nom witen@v1%pr_pl ayenes@prep kinde@n,and@conj wel@adv ye@pron%pl_nom witen@v1%pr_pl ayenes@prep kinde@n,
Hyt were to lyven in thys wyse,It were to liven in this wise;°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 17,,8,8,Hyt were to lyven in thys wyse,It were to liven in this wise,u Sx u Su S u Sx,u Sx u Su S u Sx,hit@pron ben@v%pt_3 to@part liven@v1%inf in@prep this@gram_adj wise@n2,hit@pron ben@v%pt_3 to@part liven@v1%inf in@prep this@gram_adj wise@n2,
For nature wolde nat suffyse,For Nature wolde nat suffise°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 18,,8,8,For nature wolde nat suffyse,For Nature wolde nat suffise,u Sux Su S uSx,u Sux Su S uSx,for@conj nature@n willen@v%pt_3 not@adv suffisen@v%inf,for@conj nature@n willen@v%pt_3 not@adv suffisen@v%inf,
To noon erthly creature,Unto noon erthly creature,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 19,DIFF,7,8,To noon erthly creature,Unto noon erthly creature,S u Su SuSx,uS u Su SuSx,to@prep non@gram_adj ertheli@adj creature@n, non@gram_adj ertheli@adj creature@n,
Nat longe tyme to endure,Not longe time to endure,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 20,,8,8,Nat longe tyme to endure,Not longe time to endure,u Su Su S uSx,u Su Su S uSx,not@adv long@adj1 time@n to@part enduren@v%inf,not@adv long@adj1 time@n to@part enduren@v%inf,
Withoute slep and be in sorwe.,"Withoute slepe, and be in sorwe;",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 21,,8,8,Withoute slep and be in sorwe,Withoute slepe and be in sorwe,uSu S u S u Sx,uSu Sx u S u Sx,withouten@prep slep@n and@conj ben@v%inf in@prep sorwe@n,withouten@prep slep@n and@conj ben@v%inf in@prep sorwe@n,
"And I ne may, ne nyght ne morwe","And I ne may, ne night ne morwe",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 22,,8,8,And I ne may ne nyght ne morwe,And I ne may ne night ne morwe,u S u S u S u Sx,u S u S u S u Sx,and@conj ich@pron%nom ne@adv mouen@v3%pr_1 ne@conj1 night@n ne@conj1 morwe@n,and@conj ich@pron%nom ne@adv mouen@v3%pr_1 ne@conj1 night@n ne@conj1 morwe@n,
Slepe; and [thus] melancolye,Slepe; and this melancolie,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 23,,0,7,Slepe and thus melancolye,Slepe and this melancolie,   ,Sx u S uSuS,slepen@v%inf and@conj thus@adv malencolie@n,slepen@v%inf and@conj thus@adv malencolie@n,
And drede I have for to dye.,And drede I have for to die.,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 24,,8,8,And drede I have for to dye,And drede I have for to die,u Sx u Su S u S,u Sx u Su S u S,and@conj drede@n ich@pron%nom haven@v%pr_1 for@prep#adv to@part dien@v%inf,and@conj drede@n ich@pron%nom haven@v%pr_1 for@prep#adv to@part dien@v%inf,
Defaute of slep and hevynesse,"Defaulte of slepe, and hevinesse",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 25,,8,8,Defaute of slep and hevynesse,Defaulte of slepe and hevinesse,uSx u S u SuSx,uSx u Sx u SuSx,defaute@n of@prep slep@n and@conj hevinesse@n,defaute@n of@prep slep@n and@conj hevinesse@n,
Hath sleyn my spirit of quyknesse,"Hath slain° my spirit of quiknesse,°",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 26,,8,8,Hath sleyn my spirit of quyknesse,Hath slain my spirit of quiknesse,u S u Su S uSx,u S u Su S uSx,haven@v%pr_3 slen@v%ppl min@pron%gen spirit@n of@prep quiknesse@n,haven@v%pr_3 slen@v%ppl min@pron%gen spirit@n of@prep quiknesse@n,
That I have lost al lustyhede.,That° I have loste al lustihede.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 27,,8,8,That I have lost al lustyhede,That I have loste al lustihede,u S ux S u SuSx,u S ux Sx u SuSx,that@conj ich@pron%nom haven@v%pr_1 losen@v2%ppl al@gram_adj lustihede@n,that@conj ich@pron%nom haven@v%pr_1 losen@v2%ppl al@gram_adj lustihede@n,
Suche fantasies ben in myn hede,Such fantasies ben in min hede,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 28,,8,8,Suche fantasies ben in myn hede,Such fantasies ben in min hede,ux SuSu S u S xx,u SuSu S u S xx,swich@gram_adj fantasie@n%pl ben@v%pr_pl in@prep min@pron%gen hed@n1,swich@gram_adj fantasie@n%pl ben@v%pr_pl in@prep min@pron%gen hed@n1,
So I not what is best to doo.,So I not° what is best to do.,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 29,,8,8,So I not what is best to doo,So I not what is best to do,u S u S u S u S,u S u S u S u S,so@adv ich@pron%nom witen@v1%pr_1_neg what@pron ben@v%pr_3 best@adjas_n%sup to@part don@v1%inf,so@adv ich@pron%nom witen@v1%pr_1_neg what@pron ben@v%pr_3 best@adjas_n%sup to@part don@v1%inf,
But men myght axe me why soo,"¶But men might axe° me, why so",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 30,,8,8,But men myght axe me why soo,But men might axe me why so,u S u Su S u S,u S u Su S u S,but@conj man@n%pl mouen@v3%pt_pl asken@v%inf me@pron2%obj whi@adv so@adv,but@conj man@n%pl mouen@v3%pt_pl asken@v%inf me@pron2%obj whi@adv so@adv,
I may not slepe and what me is.,"I may not slepe, and what me is.°",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 31,,8,8,I may not slepe and what me is,I may not slepe and what me is,u S u Sx u S u S,u S u Sx u S u S,ich@pron%nom mouen@v3%pr_1 not@adv slepen@v%inf and@conj what@adv me@pron2%obj ben@v%pr_3,ich@pron%nom mouen@v3%pr_1 not@adv slepen@v%inf and@conj what@adv me@pron2%obj ben@v%pr_3,
"But natheles, who aske this","But natheles, who aske this",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 32,,8,8,But natheles who aske this,But natheles who aske this,u SuS u Su S,u SuS u Su S,but@conj no-the-lesse@adv who@pron%nom asken@v%pr_3 this@pron,but@conj no-the-lesse@adv who@pron%nom asken@v%pr_3 this@pron,
Leseth his asking trewely.,Leseth° his asking trewely.,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 33,,8,8,Leseth his asking trewely,Leseth his asking trewely,uS u Su SuS,uS u Su SuS,lesen@v4%pr_3 his@pron1%gen askinge@ger treuli@adv,lesen@v4%pr_3 his@pron1%gen askinge@ger treuli@adv,
Myselven can not telle why,Myselven can not telle why,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 34,,8,8,Myselven can not telle why,Myselven can not telle why,uSu S u Su S,uSu S u Su S,mi-self@pron connen@v%pr_1 not@adv tellen@v%inf whi@adv,mi-self@pron connen@v%pr_1 not@adv tellen@v%inf whi@adv,
"The sothe; but trewly, as I gesse","The soth;° but trewly, as I gesse",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 35,,8,8,The sothe but trewly as I gesse,The soth but trewly as I gesse,u Sx u Su S u Sx,u S u Su S u Sx,the@def_art soth@n but@conj treuli@adv as@conj ich@pron%nom gessen@v%pr_1,the@def_art soth@n but@conj treuli@adv as@conj ich@pron%nom gessen@v%pr_1,
I holde hit be a sicknesse,I hold° it be a sikenesse,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 36,DIFF,8,8,I holde hit be a sicknesse,I hold it be a sikenesse,u Su S u S uSx,u S u S u SuSx,ich@pron%nom holden@v1%pr_1 hit@pron ben@v%inf a@indef_art siknesse@n,ich@pron%nom holden@v1%pr_1 hit@pron ben@v%inf a@indef_art ,
That I have suffred this eight yeer;,That I have suffred this eight yere,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 37,,8,8,That I have suffred this eight yeer,That I have suffred this eight yere,u S ux Su S u S,u S ux Sx u S uSx,that@pron ich@pron%nom haven@v%pr_1 sufferen@v%ppl this@gram_adj eighte@num_adj yer@n,that@pron ich@pron%nom haven@v%pr_1 sufferen@v%ppl this@gram_adj eighte@num_adj yer@n,
And yet my boote is never the ner,And yet my boote° is never the nere;°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 38,,8,8,And yet my boote is never the ner,And yet my boote is never the nere,u S u Sx u S u S,u S u Sx u Su S xx,and@conj yet@adv min@pron%gen bote@n1 ben@v%pr_3 never@adv the@adv nerre@adj%comp,and@conj yet@adv min@pron%gen bote@n1 ben@v%pr_3 never@adv the@adv nerre@adj%comp,
For there is phisicien but oon,For ther is phisicien but° one,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 39,,8,0,For there is phisicien but oon,For ther is phisicien but one,u xx S uSuS u S,     ,for@conj ther@adv ben@v%pr_3 phisicien@n but@conj on@num_adj,for@conj ther@adv ben@v%pr_3 phisicien@n but@conj on@num_adj,
That may me hele; but that is don.,That may me heel; but that is done.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 40,,8,8,That may me hele but that is don,That may me heel but that is done,u S u Sx u S u S,u S u S u S u Sx,that@pron mouen@v3%pr_3 me@pron2%obj helen@v1%inf but@conj that@pron ben@v%pr_3 don@v1%ppl,that@pron mouen@v3%pr_3 me@pron2%obj helen@v1%inf but@conj that@pron ben@v%pr_3 don@v1%ppl,
Passe we over untill eft;,Pass we over until efte;°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 41,,7,7,Passe we over untill eft,Pass we over until efte,Sx u Su Su S,S u Su Su Sx,passen@v%pr_pl we@pron%pl_nom over@adv until@prep eft@adv,passen@v%pr_pl we@pron%pl_nom over@adv until@prep eft@adv,
That wil not be mot nede be left;,"That° wil not be, moot needs° be lefte;",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 42,DIFF,8,8,That wil not be mot nede be left,That wil not be moot needs be lefte,u S u S u Sx u S,u S u S u S u Sx,that@pron willen@v%pr_3 not@adv ben@v%inf moten@v2%pr_3 nede@adv ben@v%inf leven@v1%ppl,that@pron willen@v%pr_3 not@adv ben@v%inf moten@v2%pr_3  ben@v%inf leven@v1%ppl,
Our first mater is good to kepe.,Our first mater° is good to kepe.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 43,,8,8,Our first mater is good to kepe,Our first mater is good to kepe,u S uS u S u Sx,u S uS u S u Sx,oure@pron%pl_gen first@num_adj matere@n ben@v%pr_3 god@adj to@part kepen@v%inf,oure@pron%pl_gen first@num_adj matere@n ben@v%pr_3 god@adj to@part kepen@v%inf,
So whan I saw I might not slepe,So whan I saw I might° not slepe,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 44,,8,8,So whan I saw I might not slepe,So whan I saw I might not slepe,u S u S u S u Sx,u S u S u S u Sx,so@adv whan@adv&conj ich@pron%nom sen@v1%pt_1 ich@pron%nom mouen@v3%pt_1 not@adv slepen@v%inf,so@adv whan@adv&conj ich@pron%nom sen@v1%pt_1 ich@pron%nom mouen@v3%pt_1 not@adv slepen@v%inf,
Til now late this other night,"Til now late, this other night",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 45,,7,7,Til now late this other night,Til now late this other night,S u Sx u Su S,S u Sx u Su S,til@conj nou@n late@adv this@gram_adj other@gram_adj night@n,til@conj nou@n late@adv this@gram_adj other@gram_adj night@n,
Upon my bed I sat upright,Upon my bedde I sat upright,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 46,,8,8,Upon my bed I sat upright,Upon my bedde I sat upright,uS u S u S uS,uS u Sx u S uS,upon@prep min@pron%gen bed@n1 ich@pron%nom sitten@v%pt_1 uprighte@adv,upon@prep min@pron%gen bed@n1 ich@pron%nom sitten@v%pt_1 uprighte@adv,
And bad oon reche me a book,And bade one° reche° me a booke,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 47,,8,8,And bad oon reche me a book,And bade one reche me a booke,u S u Su S u S,u Sx ux Su S u Sx,and@conj bidden@v%pt_1 on@pron rechen@v1%inf me@pron2%obj a@indef_art bok@n1,and@conj bidden@v%pt_1 on@pron rechen@v1%inf me@pron2%obj a@indef_art bok@n1,
"A romaunce, and he it me tok","A romaunce, and he it me toke°",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 48,,8,8,A romaunce and he it me tok,A romaunce and he it me toke,u Sux S u S u S,u Sux S u S u Sx,a@indef_art romaunce@n and@conj he@pron1%nom hit@pron me@pron2%obj taken@v%pt_3,a@indef_art romaunce@n and@conj he@pron1%nom hit@pron me@pron2%obj taken@v%pt_3,
To rede and drive the night away;,To rede and drive the night away;°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 49,,8,8,To rede and drive the night away,To rede and drive the night away,u Sx u Sx u S uS,u Sx u Sx u S uS,to@part reden@v1%inf and@conj driven@v%inf the@def_art night@n awei@adv,to@part reden@v1%inf and@conj driven@v%inf the@def_art night@n awei@adv,
For me thoughte it better play,For me thought it better play°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 50,,7,7,For me thoughte it better play,For me thought it better play,S u Sx u Su S,S u S u Su S,for@conj me@pron2%obj thinken@v1%pt_3 hit@pron bettre@adj%comp pleie@n,for@conj me@pron2%obj thinken@v1%pt_3 hit@pron bettre@adj%comp pleie@n,
Then playe either at ches or tables.,Then play either at chesse or tables.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 51,,8,8,Then playe either at ches or tables,Then play either at chesse or tables,u S uS u S u Sx,u S uS u Sx u Sx,than@conj pleien@v1%inf either@conj at@prep ches@n or@conj table@n%pl,than@conj pleien@v1%inf either@conj at@prep ches@n or@conj table@n%pl,
And in this bok were written fables,¶And in this book were written fables°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 52,,8,8,And in this bok were written fables,And in this book were written fables,u S u S ux Su Sx,u S u S ux Su Sx,and@conj in@prep this@gram_adj bok@n1 ben@v%pt_pl writen@v%ppl fable@n%pl,and@conj in@prep this@gram_adj bok@n1 ben@v%pt_pl writen@v%ppl fable@n%pl,
That clerkes had in olde tyme,"That clerkes° had, in olde time",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 53,,8,8,That clerkes had in olde tyme,That clerkes had in olde time,u Su S u Su Sx,u Su S u Su Sx,that@pron clerk@n%pl haven@v%pt_pl in@prep olde@adj time@n,that@pron clerk@n%pl haven@v%pt_pl in@prep olde@adj time@n,
"And other poetes, put in rime","And other poets, put in rime",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 54,,8,8,And other poetes put in rime,And other poets put in rime,u Su Sux S u Sx,u Su Su S u Sx,and@conj other@gram_adj poete@n%pl putten@v%ppl in@prep rime@n3,and@conj other@gram_adj poete@n%pl putten@v%ppl in@prep rime@n3,
To rede and for to be in minde,"To rede, and for to be° in minde",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 55,,8,8,To rede and for to be in minde,To rede and for to be in minde,u Sx u S u S u Sx,u Sx u S u S u Sx,to@part reden@v1%inf and@conj for@prep#adv to@part ben@v%inf in@prep minde@n1,to@part reden@v1%inf and@conj for@prep#adv to@part ben@v%inf in@prep minde@n1,
While men loved the lawe of kinde.,Whil° men loved the lawe of kinde.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 56,,8,8,While men loved the lawe of kinde,Whil men loved the lawe of kinde,ux S uS u Sx u Sx,u S uS u Sx u Sx,whil@conj man@n%pl loven@v1%pt_pl the@def_art laue@n of@prep kinde@n,whil@conj man@n%pl loven@v1%pt_pl the@def_art laue@n of@prep kinde@n,
This bok ne spak but of such thinges,This book ne spak but of° such thinges,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 57,,8,8,This bok ne spak but of such thinges,This book ne spak but of such thinges,u S u S u S u Sx,u S u S u S u Sx,this@gram_adj bok@n1 ne@adv speken@v%pt_3 but@conj of@prep swich@gram_adj thing@n%pl,this@gram_adj bok@n1 ne@adv speken@v%pt_3 but@conj of@prep swich@gram_adj thing@n%pl,
"Of quenes lives, and of kinges","Of quenes lives, and of kinges",data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 58,,8,8,Of quenes lives and of kinges,Of quenes lives and of kinges,u Su Su S u Sx,u Su Su S u Sx,of@prep quene@n2%pl_gen lif@n%pl and@conj of@prep king@n%pl_gen,of@prep quene@n2%pl_gen lif@n%pl and@conj of@prep king@n%pl_gen,
And many other thinges smale.,And many other thinges smalle.°,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 59,,8,8,And many other thinges smale,And many other thinges smalle,u Su Su Su Sx,u Su Su Su Sx,and@conj mani@gram_adj other@gram_adj thing@n%pl smal@adj,and@conj mani@gram_adj other@gram_adj thing@n%pl smal@adj,
Amonge al this I fond a tale,Amonge al this I fonde a tale,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 60,,8,8,Amonge al this I fond a tale,Amonge al this I fonde a tale,uSx u S u S u Sx,uSx u S u Sx u Sx,amonges@prep al@gram_adj this@pron ich@pron%nom finden@v%pt_1 a@indef_art tale@n,amonges@prep al@gram_adj this@pron ich@pron%nom finden@v%pt_1 a@indef_art tale@n,
That me thoughte a wonder thing.,That me thought° a wonder thing.,data/riverside_cats/BD_riv.cat,data/oxford_txts/BD_oxford.txt,data/csvs/BD,Book of the Duchess 61,,7,7,That me thoughte a wonder thing,That me thought a wonder thing,S u Sx u Su S,S u S u Su S,that@pron me@pron2%obj thinken@v1%pt_3 a@indef_art wonder@adj thing@n,that@pron me@pron2%obj thinken@v1%pt_3 a@indef_art wonder@adj thing@n,
