source_file,exception_count,headword,word,tag,line_number,filename,context,text_type
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 188,data/oxford_txts/ShipT_oxford.txt,"Pardee,° I wol nat faille yow° my thankes",OXFORD
ShipT_gui_complete.csv,114,don,doon,v%inf,The Shipman's Tale 189,data/oxford_txts/ShipT_oxford.txt,If that yow list° to doon that° I yow praye.,OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 190,data/oxford_txts/ShipT_oxford.txt,For at a certein day I wol yow paye,OXFORD
ShipT_gui_complete.csv,114,don,doon,v%inf,The Shipman's Tale 191,data/oxford_txts/ShipT_oxford.txt,And doon to yow what plesance° and service,OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_1,The Shipman's Tale 192,data/oxford_txts/ShipT_oxford.txt,"That I may doon, right as° yow list° devise.",OXFORD
ShipT_gui_complete.csv,114,don,doon,v%inf,The Shipman's Tale 192,data/oxford_txts/ShipT_oxford.txt,"That I may doon, right as° yow list° devise.",OXFORD
ShipT_gui_complete.csv,114,don,do,v%pr_1,The Shipman's Tale 193,data/oxford_txts/ShipT_oxford.txt,"And but° I do, God take on me vengeance",OXFORD
ShipT_gui_complete.csv,114,plighten,plighte,v%pr_1,The Shipman's Tale 198,data/oxford_txts/ShipT_oxford.txt,"That I yow swere and plighte° yow my trouthe,°",OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 200,data/oxford_txts/ShipT_oxford.txt,I wol deliver yow out of this care;°,OXFORD
ShipT_gui_complete.csv,114,deliveren,deliver,v%inf,The Shipman's Tale 200,data/oxford_txts/ShipT_oxford.txt,I wol deliver yow out of this care;°,OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 201,data/oxford_txts/ShipT_oxford.txt,For I wol bringe yow an hundred frankes.”,OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_pl,The Shipman's Tale 205,data/oxford_txts/ShipT_oxford.txt,And lat us dine as soone as that ye may;,OXFORD
ShipT_gui_complete.csv,114,shulen,shal,v%pr_1,The Shipman's Tale 207,data/oxford_txts/ShipT_oxford.txt,"Goth now, and beeth as trewe as I shal be.”",OXFORD
ShipT_gui_complete.csv,114,forbeden,forbede,v%pr_3,The Shipman's Tale 208,data/oxford_txts/ShipT_oxford.txt,"¶“Now, elles° God forbede, sir,” quod she",OXFORD
ShipT_gui_complete.csv,114,shulen,sholde,v%pt_pl,The Shipman's Tale 210,data/oxford_txts/ShipT_oxford.txt,"And bad the cookes that they sholde hem hie,°",OXFORD
ShipT_gui_complete.csv,114,mouen,mighte,v%pt_pl,The Shipman's Tale 211,data/oxford_txts/ShipT_oxford.txt,"So that men mighte dine, and that anon.°",OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_pl,The Shipman's Tale 215,data/oxford_txts/ShipT_oxford.txt,"Quod she, “what, sir, how longe wol ye faste?",OXFORD
ShipT_gui_complete.csv,114,fasten,faste,v%inf,The Shipman's Tale 215,data/oxford_txts/ShipT_oxford.txt,"Quod she, “what, sir, how longe wol ye faste?",OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_pl,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,OXFORD
ShipT_gui_complete.csv,114,casten,caste,v%inf,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,OXFORD
ShipT_gui_complete.csv,114,haven,have,v%pr_3,The Shipman's Tale 218,data/oxford_txts/ShipT_oxford.txt,The devel have part° of al swich rekeninges!,OXFORD
ShipT_gui_complete.csv,114,stonden,stonde,v%inf,The Shipman's Tale 220,data/oxford_txts/ShipT_oxford.txt,"Com doun today, and lat your bagges stonde.",OXFORD
ShipT_gui_complete.csv,114,gon,goon,v%inf,The Shipman's Tale 222,data/oxford_txts/ShipT_oxford.txt,Shal fasting al this day elenge° goon?,OXFORD
ShipT_gui_complete.csv,114,gon,go,v%pr_pl,The Shipman's Tale 223,data/oxford_txts/ShipT_oxford.txt,"What! Lat us here° a messe,° and go we° dine.”",OXFORD
ShipT_gui_complete.csv,114,saven,save,v%pr_3,The Shipman's Tale 226,data/oxford_txts/ShipT_oxford.txt,"For of us chapmen,° also God me save",OXFORD
ShipT_gui_complete.csv,114,shulen,shul,v%pr_pl,The Shipman's Tale 228,data/oxford_txts/ShipT_oxford.txt,"Scarsly amonges twelve twein° shul thrive,°",OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_pl,The Shipman's Tale 230,data/oxford_txts/ShipT_oxford.txt,"We may wel make chere° and good visage,°",OXFORD
ShipT_gui_complete.csv,114,moten,mote,v%pr_pl,The Shipman's Tale 237,data/oxford_txts/ShipT_oxford.txt,For evermo we mote° stonde in drede°,OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_1,The Shipman's Tale 240,data/oxford_txts/ShipT_oxford.txt,"And come again, as soone as ever I may.",OXFORD
ShipT_gui_complete.csv,114,ben,be,v%imp,The Shipman's Tale 242,data/oxford_txts/ShipT_oxford.txt,As be to every wight buxom° and meke,OXFORD
ShipT_gui_complete.csv,114,ben,be,v%imp,The Shipman's Tale 243,data/oxford_txts/ShipT_oxford.txt,"And for to kepe our good° be curious,°",OXFORD
ShipT_gui_complete.csv,114,governen,governe,v%imp,The Shipman's Tale 244,data/oxford_txts/ShipT_oxford.txt,And honestly governe wel our hous.,OXFORD
ShipT_gui_complete.csv,114,letten,lette,v%inf,The Shipman's Tale 250,data/oxford_txts/ShipT_oxford.txt,"And doun he gooth, no lenger wolde he lette,°",OXFORD
ShipT_gui_complete.csv,114,speden,spedde,v%pt_pl,The Shipman's Tale 253,data/oxford_txts/ShipT_oxford.txt,And to the diner faste they hem spedde;°,OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_pl,The Shipman's Tale 258,data/oxford_txts/ShipT_oxford.txt,That wel I see to Brugges wol ye go.,OXFORD
ShipT_gui_complete.csv,114,speden,spede,v%pr_3,The Shipman's Tale 259,data/oxford_txts/ShipT_oxford.txt,God and Seint Austin spede° yow and gide!°,OXFORD
ShipT_gui_complete.csv,114,giden,gide,v%pr_3,The Shipman's Tale 259,data/oxford_txts/ShipT_oxford.txt,God and Seint Austin spede° yow and gide!°,OXFORD
ShipT_gui_complete.csv,114,preien,pray,v%pr_1,The Shipman's Tale 260,data/oxford_txts/ShipT_oxford.txt,"I pray yow, cosin, wisly that ye ride;",OXFORD
ShipT_gui_complete.csv,114,riden,ride,v%pr_pl,The Shipman's Tale 260,data/oxford_txts/ShipT_oxford.txt,"I pray yow, cosin, wisly that ye ride;",OXFORD
ShipT_gui_complete.csv,114,shelden,shilde,v%pr_3,The Shipman's Tale 264,data/oxford_txts/ShipT_oxford.txt,"Farwel, cosin; God shilde° yow fro care.°",OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_pl,The Shipman's Tale 267,data/oxford_txts/ShipT_oxford.txt,That ye me wol comande in any wise,OXFORD
ShipT_gui_complete.csv,114,don,doon,v%ppl,The Shipman's Tale 268,data/oxford_txts/ShipT_oxford.txt,"It shal be doon, right as ye wol devise.°",OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_pl,The Shipman's Tale 268,data/oxford_txts/ShipT_oxford.txt,"It shal be doon, right as ye wol devise.°",OXFORD
ShipT_gui_complete.csv,114,preien,prey,v%inf,The Shipman's Tale 270,data/oxford_txts/ShipT_oxford.txt,I wolde prey yow; for to lene° me,OXFORD
ShipT_gui_complete.csv,114,ben,were,v%pt_3,The Shipman's Tale 274,data/oxford_txts/ShipT_oxford.txt,"God help me so, I wolde° it were youres!",OXFORD
ShipT_gui_complete.csv,114,shulen,shal,v%pr_1,The Shipman's Tale 275,data/oxford_txts/ShipT_oxford.txt,I shal nat faille seurly of° my day,OXFORD
ShipT_gui_complete.csv,114,shelden,shilde,v%pr_3,The Shipman's Tale 286,data/oxford_txts/ShipT_oxford.txt,"Tak what yow list, God shilde° that ye spare.°",OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_pl,The Shipman's Tale 289,data/oxford_txts/ShipT_oxford.txt,We may creaunce° whil we have a name,OXFORD
ShipT_gui_complete.csv,114,comen,denis,v%ppl,The Shipman's Tale 308,data/oxford_txts/ShipT_oxford.txt,To Seint Denis ycomen is daun John,OXFORD
ShipT_gui_complete.csv,114,gon,gon,v%inf,The Shipman's Tale 313,data/oxford_txts/ShipT_oxford.txt,And shortly to the point right for to gon,OXFORD
ShipT_gui_complete.csv,114,leden,lede,v%pr_pl,The Shipman's Tale 318,data/oxford_txts/ShipT_oxford.txt,In mirthe° al night a bisy lif they lede,OXFORD
ShipT_gui_complete.csv,114,haven,have,v%imp,The Shipman's Tale 320,data/oxford_txts/ShipT_oxford.txt,"And bad the meinee° “Farwel, have good day!”",OXFORD
ShipT_gui_complete.csv,114,gon,gon,v%ppl,The Shipman's Tale 332,data/oxford_txts/ShipT_oxford.txt,For which this marchant is to Paris gon,OXFORD
ShipT_gui_complete.csv,114,don,doon,v%pr_pl,The Shipman's Tale 341,data/oxford_txts/ShipT_oxford.txt,As freendes doon whan they ben met yfere.°,OXFORD
ShipT_gui_complete.csv,114,ben,be,v%pr_3,The Shipman's Tale 345,data/oxford_txts/ShipT_oxford.txt,"Thanked be God, al hool° his marchandise.",OXFORD
ShipT_gui_complete.csv,114,ben,am,v%pr_1,The Shipman's Tale 349,data/oxford_txts/ShipT_oxford.txt,"Daun John answerde, “Certes, I am fain°",OXFORD
ShipT_gui_complete.csv,114,ben,ar,v%pr_pl,The Shipman's Tale 350,data/oxford_txts/ShipT_oxford.txt,That ye in hele° ar comen hoom again.,OXFORD
ShipT_gui_complete.csv,114,ben,were,v%pt_1,The Shipman's Tale 351,data/oxford_txts/ShipT_oxford.txt,"And if that I were riche, as have I blisse",OXFORD
ShipT_gui_complete.csv,114,shulen,shold,v%pt_pl,The Shipman's Tale 352,data/oxford_txts/ShipT_oxford.txt,"Of twenty thousand sheeld shold ye nat misse,°",OXFORD
ShipT_gui_complete.csv,114,lenen,lent,v%pt_pl,The Shipman's Tale 354,data/oxford_txts/ShipT_oxford.txt,Lent me gold; and as I can and may,OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_1,The Shipman's Tale 354,data/oxford_txts/ShipT_oxford.txt,Lent me gold; and as I can and may,OXFORD
ShipT_gui_complete.csv,114,connen,can,v%pr_1,The Shipman's Tale 359,data/oxford_txts/ShipT_oxford.txt,By certein toknes° that I can yow telle.,OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_1,The Shipman's Tale 360,data/oxford_txts/ShipT_oxford.txt,"Now, by your leve, I may no lenger dwelle,°",OXFORD
ShipT_gui_complete.csv,114,gon,gon,v%inf,The Shipman's Tale 362,data/oxford_txts/ShipT_oxford.txt,And in his compaignye moot I gon.,OXFORD
ShipT_gui_complete.csv,114,meten,mete,v%pr_pl,The Shipman's Tale 364,data/oxford_txts/ShipT_oxford.txt,"And farwel, dere cosin, til we mete!”",OXFORD
ShipT_gui_complete.csv,114,bisetten,bisette,v%pt_pl,The Shipman's Tale 375,data/oxford_txts/ShipT_oxford.txt,And al that night in mirthe° they bisette;°,OXFORD
ShipT_gui_complete.csv,114,ben,be,v%pr_3,The Shipman's Tale 384,data/oxford_txts/ShipT_oxford.txt,"With yow, my wif, although it be me looth.°",OXFORD
ShipT_gui_complete.csv,114,witen,woot,v%pr_pl,The Shipman's Tale 385,data/oxford_txts/ShipT_oxford.txt,"And woot ye why? by God, as that I gesse",OXFORD
ShipT_gui_complete.csv,114,haven,han,v%pr_pl,The Shipman's Tale 386,data/oxford_txts/ShipT_oxford.txt,That ye han maad° a maner straungenesse°,OXFORD
ShipT_gui_complete.csv,114,haven,han,v%inf,The Shipman's Tale 388,data/oxford_txts/ShipT_oxford.txt,"Ye sholde han warned me, er° I had gon",OXFORD
ShipT_gui_complete.csv,114,gon,gon,v%ppl,The Shipman's Tale 388,data/oxford_txts/ShipT_oxford.txt,"Ye sholde han warned me, er° I had gon",OXFORD
ShipT_gui_complete.csv,114,preien,pray,v%pr_1,The Shipman's Tale 395,data/oxford_txts/ShipT_oxford.txt,"I pray thee, wif, ne do namoore so;",OXFORD
ShipT_gui_complete.csv,114,gon,go,v%pr_1,The Shipman's Tale 396,data/oxford_txts/ShipT_oxford.txt,"Tel me alwey, er that I fro thee go",OXFORD
ShipT_gui_complete.csv,114,defien,defy,v%pr_1,The Shipman's Tale 402,data/oxford_txts/ShipT_oxford.txt,"“Mary, I defy° the false monk, daun John!",OXFORD
ShipT_gui_complete.csv,114,kepen,keep,v%pr_1,The Shipman's Tale 403,data/oxford_txts/ShipT_oxford.txt,I keep nat of° hise toknes° nevere a deel;,OXFORD
ShipT_gui_complete.csv,114,don,doon,v%inf,The Shipman's Tale 408,data/oxford_txts/ShipT_oxford.txt,"To doon therwith min honour and my prow,°",OXFORD
ShipT_gui_complete.csv,114,answeren,answer,v%inf,The Shipman's Tale 412,data/oxford_txts/ShipT_oxford.txt,"I wol answer yow shortly, to the point.",OXFORD
ShipT_gui_complete.csv,114,haven,han,v%pr_pl,The Shipman's Tale 413,data/oxford_txts/ShipT_oxford.txt,Ye han mo slakker° dettours than am I!,OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 414,data/oxford_txts/ShipT_oxford.txt,For I wol pay yow wel and redily,OXFORD
ShipT_gui_complete.csv,114,paien,pay,v%inf,The Shipman's Tale 414,data/oxford_txts/ShipT_oxford.txt,For I wol pay yow wel and redily,OXFORD
ShipT_gui_complete.csv,114,ben,am,v%pr_1,The Shipman's Tale 416,data/oxford_txts/ShipT_oxford.txt,"I am your wif; score it upon my taille,°",OXFORD
ShipT_gui_complete.csv,114,shulen,shal,v%pr_1,The Shipman's Tale 417,data/oxford_txts/ShipT_oxford.txt,"And I shal paye, as soone as evere I may.",OXFORD
ShipT_gui_complete.csv,114,mouen,may,v%pr_1,The Shipman's Tale 417,data/oxford_txts/ShipT_oxford.txt,"And I shal paye, as soone as evere I may.",OXFORD
ShipT_gui_complete.csv,114,ben,be,v%imp,The Shipman's Tale 422,data/oxford_txts/ShipT_oxford.txt,"As be nat wrooth,° but lat us laughe and pleye.",OXFORD
ShipT_gui_complete.csv,114,shulen,shal,v%pr_pl,The Shipman's Tale 423,data/oxford_txts/ShipT_oxford.txt,Ye shal my joly° body have to wedde;°,OXFORD
ShipT_gui_complete.csv,114,willen,wol,v%pr_1,The Shipman's Tale 424,data/oxford_txts/ShipT_oxford.txt,"By God, I wol nat pay yow but abedde.",OXFORD
ShipT_gui_complete.csv,114,paien,pay,v%inf,The Shipman's Tale 424,data/oxford_txts/ShipT_oxford.txt,"By God, I wol nat pay yow but abedde.",OXFORD
ShipT_gui_complete.csv,114,ben,be,v%imp,The Shipman's Tale 431,data/oxford_txts/ShipT_oxford.txt,"But, by thy lif, ne be namoor so large;°",OXFORD
ShipT_gui_complete.csv,114,senden,sende,v%pr_3,The Shipman's Tale 433,data/oxford_txts/ShipT_oxford.txt,"Thus endeth now my tale, and God us sende",OXFORD
WBT_gui_complete.csv,110,reden,rede,v%pr_1,The Wife of Bath's Tale 862,data/oxford_txts/WBT_oxford.txt,"This was the olde opinion, as I rede,°",OXFORD
WBT_gui_complete.csv,110,mouen,may,v%pr_pl,The Wife of Bath's Tale 878,data/oxford_txts/WBT_oxford.txt,Wommen may go now saufly up and doun,OXFORD
WBT_gui_complete.csv,110,don,doon,v%inf,The Wife of Bath's Tale 881,data/oxford_txts/WBT_oxford.txt,And he ne wol doon hem but dishonour.,OXFORD
WBT_gui_complete.csv,110,beren,born,v%ppl,The Wife of Bath's Tale 885,data/oxford_txts/WBT_oxford.txt,"And happed° that, allone as she was born",OXFORD
WBT_gui_complete.csv,110,haven,han,v%inf,The Wife of Bath's Tale 892,data/oxford_txts/WBT_oxford.txt,"By cours of lawe, and sholde han lost his heed",OXFORD
WBT_gui_complete.csv,110,chesen,chees,v%inf,The Wife of Bath's Tale 898,data/oxford_txts/WBT_oxford.txt,"To chees,° whether she wolde him save or spille.°",OXFORD
WBT_gui_complete.csv,110,graunten,grant,v%pr_1,The Wife of Bath's Tale 904,data/oxford_txts/WBT_oxford.txt,"I grant thee lif, if thou canst tellen me",OXFORD
WBT_gui_complete.csv,110,ben,be,v%imp,The Wife of Bath's Tale 906,data/oxford_txts/WBT_oxford.txt,"Be war,° and keep thy nekke-boon from iren.°",OXFORD
WBT_gui_complete.csv,110,gon,gon,v%inf,The Wife of Bath's Tale 908,data/oxford_txts/WBT_oxford.txt,Yet wol I yeve thee leve° for to gon,OXFORD
WBT_gui_complete.csv,110,passen,pace,v%pr_2,The Wife of Bath's Tale 911,data/oxford_txts/WBT_oxford.txt,"And suertee° wol I han, er that thou pace",OXFORD
WBT_gui_complete.csv,110,wenden,wende,v%inf,The Wife of Bath's Tale 915,data/oxford_txts/WBT_oxford.txt,"And at the laste, he chees° him for to wende,°",OXFORD
WBT_gui_complete.csv,110,finden,finde,v%inf,The Wife of Bath's Tale 920,data/oxford_txts/WBT_oxford.txt,Whereas he hopeth for to finde grace,OXFORD
WBT_gui_complete.csv,110,seien,seide,v%pt_pl,The Wife of Bath's Tale 925,data/oxford_txts/WBT_oxford.txt,"Som seide, wommen loven best richesse",OXFORD
WBT_gui_complete.csv,110,seien,seide,v%pt_pl,The Wife of Bath's Tale 926,data/oxford_txts/WBT_oxford.txt,"Som seide, honour, som seide, jolinesse;",OXFORD
WBT_gui_complete.csv,110,seien,seide,v%pt_pl,The Wife of Bath's Tale 926,data/oxford_txts/WBT_oxford.txt,"Som seide, honour, som seide, jolinesse;",OXFORD
WBT_gui_complete.csv,110,wedden,wedde,v%ppl,The Wife of Bath's Tale 928,data/oxford_txts/WBT_oxford.txt,And ofte time to be widwe° and wedde.,OXFORD
WBT_gui_complete.csv,110,seien,seide,v%pt_pl,The Wife of Bath's Tale 929,data/oxford_txts/WBT_oxford.txt,"Somme seide, that our hertes been most esed",OXFORD
WBT_gui_complete.csv,110,willen,wol,v%pr_1,The Wife of Bath's Tale 931,data/oxford_txts/WBT_oxford.txt,"He gooth ful ny° the sothe,° I wol nat lie;",OXFORD
WBT_gui_complete.csv,110,shulen,shal,v%pr_1,The Wife of Bath's Tale 932,data/oxford_txts/WBT_oxford.txt,A man shal winne us best with flaterie;,OXFORD
WBT_gui_complete.csv,110,seien,seyn,v%pr_pl,The Wife of Bath's Tale 935,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, how that we loven best",OXFORD
WBT_gui_complete.csv,110,willen,wol,v%pr_pl,The Wife of Bath's Tale 944,data/oxford_txts/WBT_oxford.txt,"We wol° been holden° wise, and clene of sinne.°",OXFORD
WBT_gui_complete.csv,110,seien,seyn,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD
WBT_gui_complete.csv,110,haven,han,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD
WBT_gui_complete.csv,110,haven,han,v%inf,The Wife of Bath's Tale 963,data/oxford_txts/WBT_oxford.txt,To make hir housbonde han so foul a name;,OXFORD
WBT_gui_complete.csv,110,hiden,hide,v%inf,The Wife of Bath's Tale 966,data/oxford_txts/WBT_oxford.txt,That she so longe sholde a conseil° hide;,OXFORD
WBT_gui_complete.csv,110,asterten,asterte,v%inf,The Wife of Bath's Tale 968,data/oxford_txts/WBT_oxford.txt,That nedely° som word hir moste asterte;°,OXFORD
WBT_gui_complete.csv,110,biwreien,biwreie,v%imp,The Wife of Bath's Tale 974,data/oxford_txts/WBT_oxford.txt,"“Biwreie° me nat, thou water, with thy soun,”",OXFORD
WBT_gui_complete.csv,110,mouen,may,v%pr_pl,The Wife of Bath's Tale 979,data/oxford_txts/WBT_oxford.txt,"Heer may ye se, thogh we a time abide,°",OXFORD
WBT_gui_complete.csv,110,abiden,abide,v%pr_pl,The Wife of Bath's Tale 979,data/oxford_txts/WBT_oxford.txt,"Heer may ye se, thogh we a time abide,°",OXFORD
WBT_gui_complete.csv,110,connen,can,v%pr_pl,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",OXFORD
WBT_gui_complete.csv,110,hiden,hide,v%inf,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",OXFORD
WBT_gui_complete.csv,110,willen,wol,v%pr_pl,The Wife of Bath's Tale 981,data/oxford_txts/WBT_oxford.txt,The remenant of the tale if ye wol heere,OXFORD
WBT_gui_complete.csv,110,comen,com,v%inf,The Wife of Bath's Tale 984,data/oxford_txts/WBT_oxford.txt,Whan that he saugh he might nat com therby,OXFORD
WBT_gui_complete.csv,110,seien,sey,v%inf,The Wife of Bath's Tale 985,data/oxford_txts/WBT_oxford.txt,"This is to sey, what wommen loven moost",OXFORD
WBT_gui_complete.csv,110,comen,com,v%ppl,The Wife of Bath's Tale 988,data/oxford_txts/WBT_oxford.txt,"The day was com that hoomward moste he tourne,°",OXFORD
WBT_gui_complete.csv,110,riden,ride,v%inf,The Wife of Bath's Tale 989,data/oxford_txts/WBT_oxford.txt,And in his wey it happed him° to ride,OXFORD
WBT_gui_complete.csv,110,connen,can,v%pr_1,The Wife of Bath's Tale 1006,data/oxford_txts/WBT_oxford.txt,"“I nam but deed,° but if° that I can seyn",OXFORD
WBT_gui_complete.csv,110,seien,seyn,v%inf,The Wife of Bath's Tale 1006,data/oxford_txts/WBT_oxford.txt,"“I nam but deed,° but if° that I can seyn",OXFORD
WBT_gui_complete.csv,110,connen,coud,v%pt_pl,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD
WBT_gui_complete.csv,110,quiten,quit,v%inf,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD
WBT_gui_complete.csv,110,willen,wol,v%pr_1,The Wife of Bath's Tale 1012,data/oxford_txts/WBT_oxford.txt,And I wol telle it yow er it be night.”,OXFORD
WBT_gui_complete.csv,110,ben,be,v%pr_3,The Wife of Bath's Tale 1012,data/oxford_txts/WBT_oxford.txt,And I wol telle it yow er it be night.”,OXFORD
WBT_gui_complete.csv,110,haven,have,v%imp,The Wife of Bath's Tale 1013,data/oxford_txts/WBT_oxford.txt,"¶“Have heer my trouthe,” quod the knight, “I grante.”",OXFORD
WBT_gui_complete.csv,110,graunten,grante,v%pr_1,The Wife of Bath's Tale 1013,data/oxford_txts/WBT_oxford.txt,"¶“Have heer my trouthe,” quod the knight, “I grante.”",OXFORD
WBT_gui_complete.csv,110,durren,dar,v%pr_1,The Wife of Bath's Tale 1014,data/oxford_txts/WBT_oxford.txt,"“Than,” quod she, “I dar me wel avante,°",OXFORD
WBT_gui_complete.csv,110,avaunten,avante,v%inf,The Wife of Bath's Tale 1014,data/oxford_txts/WBT_oxford.txt,"“Than,” quod she, “I dar me wel avante,°",OXFORD
WBT_gui_complete.csv,110,willen,wol,v%pr_1,The Wife of Bath's Tale 1015,data/oxford_txts/WBT_oxford.txt,"Thy lif is sauf, for I wol stonde therby",OXFORD
