file,file_path,text_type,line_number,filename,headword,tag,word,context,full_tagging
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 915,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Whan al was hust than lay she stille and thoughte,whan@adv&conj al@gram_adjas_n ben@v%pt_3 hust@adj thanne@adv lien@v1%pt_3 she@pron%nom stille@adv and@conj thinken@v2%pt_3
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 915,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Whan al was hust than lay she stille and thoughte,whan@adv&conj al@gram_adjas_n ben@v%pt_3 hust@adj thanne@adv lien@v1%pt_3 she@pron%nom stille@adv and@conj thinken@v2%pt_3
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1002,data/oxford_txts/TC2_oxford.txt,than,conj,than,I woot wel that thow wiser art than I,ich@pron%nom witen@v1%pr_1 wel@adv that@conj thou@pron%nom wise@adj%comp ben@v%pr_2 than@conj ich@pron%nom
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1002,data/riverside_cats/TC2_riv.cat,than,conj,than,I woot wel that thow wiser art than I,ich@pron%nom witen@v1%pr_1 wel@adv that@conj thou@pron%nom wise@adj%comp ben@v%pr_2 than@conj ich@pron%nom
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1016,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,And if thee list than maystow us saluwe,and@conj if@conj the@pron2%obj listen@v1%pr_3 thanne@adv mouen@v3%pr_2_pron us@pron%pl_obj saluen@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1016,data/riverside_cats/TC2_riv.cat,thanne,adv,than,And if the list than maystow us salue,and@conj if@conj the@pron2%obj listen@v1%pr_3 thanne@adv mouen@v3%pr_2_pron us@pron%pl_obj saluen@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1050,data/oxford_txts/TC2_oxford.txt,thanne,adv,thanne,Thanne were I deed ther mighte it nothing weive,thanne@adv ben@v%pt_1 ich@pron%nom ded@adj ther@adv mouen@v3%pt_3 hit@pron no-thing@pron weiven@v1&2%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1050,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Than were I ded ther myght it nothyng weyve,thanne@adv ben@v%pt_1 ich@pron%nom ded@adj ther@adv mouen@v3%pt_3 hit@pron no-thing@pron weiven@v1&2%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1082,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,And after that than gan he telle his wo,and@conj after@prep that@pron thanne@adv ginnen@v%pt_3 he@pron1%nom tellen@v%inf his@pron1%gen wo@n --@dash
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1082,data/riverside_cats/TC2_riv.cat,thanne,adv,than,And after that than gan he telle his woo,and@conj after@prep that@pron thanne@adv ginnen@v%pt_3 he@pron1%nom tellen@v%inf his@pron1%gen wo@n --@dash
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1134,data/oxford_txts/TC2_oxford.txt,than,conj,than,Than to his lust what sholde I more seye,than@conj to@prep his@pron1%gen lust@n what@pron shulen@v1%pt_1 ich@pron%nom more@n3 seien@v1%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1134,data/riverside_cats/TC2_riv.cat,than,conj,than,Than to his lust What sholde I more seye,than@conj to@prep his@pron1%gen lust@n what@pron shulen@v1%pt_1 ich@pron%nom more@n3 seien@v1%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1162,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,No than wol I quod he so ye endite,no@interj thanne@adv willen@v%pr_1 ich@pron%nom quethen@v%pt_3 he@pron1%nom so@adv ye@pron%pl_nom enditen@v%pr_pl
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1162,data/riverside_cats/TC2_riv.cat,thanne,adv,than,No than wol I quod he so ye endite,no@interj thanne@adv willen@v%pr_1 ich@pron%nom quethen@v%pt_3 he@pron1%nom so@adv ye@pron%pl_nom enditen@v%pr_pl
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1232,data/oxford_txts/TC2_oxford.txt,than,conj,than,Than write this to which ye me constreine,than@conj  this@pron to@prep which@pron ye@pron%pl_nom me@pron2%obj constreinen@v%pr_pl
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1232,data/riverside_cats/TC2_riv.cat,than,conj,than,Than writen this to which ye me constreyne,than@conj writen@v%inf this@pron to@prep which@pron ye@pron%pl_nom me@pron2%obj constreinen@v%pr_pl
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1340,data/oxford_txts/TC2_oxford.txt,than,conj,than,Than he dide erst thurgh hope and dide his might,than@conj he@pron1%nom don@v1%pt_3 erest@adv%sup thurgh@prep hope@n1 and@conj don@v1%pt_3 his@pron1%gen might@n
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1340,data/riverside_cats/TC2_riv.cat,than,conj,thanne,Thanne he did erst thorugh hope and did his myght,than@conj he@pron1%nom don@v1%pt_3 erest@adv%sup thurgh@prep hope@n1 and@conj don@v1%pt_3 his@pron1%gen might@n
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1386,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Whan it descendeth than don thinges lighte,whan@adv&conj hit@pron descenden@v%pr_3 thanne@adv don@v1%pr_pl thing@n%pl light@adj2
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1386,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Whan it descendeth than don thynges lighte,whan@adv&conj hit@pron descenden@v%pr_3 thanne@adv don@v1%pr_pl thing@n%pl light@adj2
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1425,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Than nedeth quod Deiphebus hardely,thanne@adv neden@v2%pr_3 quethen@v%pt_3 deiphebus@n#propn hardili@adv
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1425,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Than nedeth quod Deiphebus hardyly,thanne@adv neden@v2%pr_3 quethen@v%pt_3 deiphebus@n#propn hardili@adv
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1440,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Than woot I wel she mighte never faile,thanne@adv witen@v1%pt_1 ich@pron%nom wel@adv she@pron%nom mouen@v3%pt_3 never@adv failen@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1440,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Than wot I wel she myghte nevere faille,thanne@adv witen@v1%pt_1 ich@pron%nom wel@adv she@pron%nom mouen@v3%pt_3 never@adv failen@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1553,data/oxford_txts/TC2_oxford.txt,thanne,adv,thenne,But swich a nede was to preie him thenne,but@conj swich@gram_adj a@indef_art nede@n1 ben@v%pt_3 to@part preien@v1%inf him@pron%obj thanne@adv
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1553,data/riverside_cats/TC2_riv.cat,thanne,adv,thenne,But swich a nede was to preye hym thenne,but@conj swich@gram_adj a@indef_art nede@n1 ben@v%pt_3 to@part preien@v1%inf him@pron%obj thanne@adv
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1586,data/oxford_txts/TC2_oxford.txt,than,conj,hyer,A thousand fold yet hyer than the sonne,a@indef_art thousand@num_adj folde@n2 yet@adv  than@conj the@def_art sonne@n
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1586,data/riverside_cats/TC2_riv.cat,than,conj,than,A thousand fold yet heigher than the sonne,a@indef_art thousand@num_adj folde@n2 yet@adv heighe@adv%comp than@conj the@def_art sonne@n
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1618,data/oxford_txts/TC2_oxford.txt,than,conj,than,Answerde of this ech worse of hem than other,answeren@v%pt_3 of@prep this@pron ech@pron werse@adj%comp of@prep hem@pron%pl_obj than@conj other@pron
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1618,data/riverside_cats/TC2_riv.cat,than,conj,than,Answerde of this ech werse of hem than other,answeren@v%pt_3 of@prep this@pron ech@pron werse@adj%comp of@prep hem@pron%pl_obj than@conj other@pron
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1625,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Spak than Eleine and seide Pandarus,speken@v%pt_3 thanne@adv eleine@n1#propn and@conj seien@v1%pt_3 pandare@n#propn
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1625,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Spak than Eleyne and seyde Pandarus,speken@v%pt_3 thanne@adv eleine@n1#propn and@conj seien@v1%pt_3 pandare@n#propn
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1680,data/oxford_txts/TC2_oxford.txt,than,conj,than,That can hir cas wel bet than I declare,that@pron connen@v%pr_3 hire@pron1%fem_gen cas@n wel@adv bet@adv%comp than@conj ich@pron%nom declaren@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1680,data/riverside_cats/TC2_riv.cat,than,conj,than,That kan hire cas wel bet than I declare,that@pron connen@v%pr_3 hire@pron1%fem_gen cas@n wel@adv bet@adv%comp than@conj ich@pron%nom declaren@v%inf
TC2_gui.csv,data/csvs/TC2_gui.csv,OXFORD,Troilus and Criseyde; Book II 1747,data/oxford_txts/TC2_oxford.txt,thanne,adv,than,Than dar ye nought and why for she and she,thanne@adv durren@v%pr_pl ye@pron%pl_nom nought@adv and@conj whi@adv for@conj she@pron%indef and@conj she@pron%indef
TC2_gui.csv,data/csvs/TC2_gui.csv,RIVERSIDE,Troilus and Criseyde; Book II 1747,data/riverside_cats/TC2_riv.cat,thanne,adv,than,Than dar ye naught And whi For she and she,thanne@adv durren@v%pr_pl ye@pron%pl_nom nought@adv and@conj whi@adv for@conj she@pron%indef and@conj she@pron%indef
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1767,data/oxford_txts/SumT_oxford.txt,than,conj,than,Refresshed mor than in an hundred placis,refreshen@v%ppl more@adv%comp than@conj in@prep a@indef_art hundred@num_adj place@n%pl
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1767,data/riverside_cats/SumT_riv.cat,than,conj,than,Refresshed moore than in an hundred placis,refreshen@v%ppl more@adv%comp than@conj in@prep a@indef_art hundred@num_adj place@n%pl
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1843,data/oxford_txts/SumT_oxford.txt,thanne,adv,thanne,Thanne hadde I with yow hoomly suffisaunce,thanne@adv haven@v%pt_1 ich@pron%nom with@prep you@pron%pl_obj homli@adj suffisaunce@n
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1843,data/riverside_cats/SumT_riv.cat,thanne,adv,thanne,Thanne hadde I with yow hoomly suffisaunce,thanne@adv haven@v%pt_1 ich@pron%nom with@prep you@pron%pl_obj homli@adj suffisaunce@n
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1872,data/oxford_txts/SumT_oxford.txt,than,conj,than,Than burel folk although they weren kinges,than@conj burel@n1#adj folk@n al-thogh@conj thei@pron%pl_nom ben@v%pt_pl king@n%pl
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1872,data/riverside_cats/SumT_riv.cat,than,conj,than,Than burel folk although they weren kynges,than@conj burel@n1#adj folk@n al-thogh@conj thei@pron%pl_nom ben@v%pt_pl king@n%pl
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1914,data/oxford_txts/SumT_oxford.txt,than,conj,than,Than youres with your festes at the table,than@conj youres@pron%pl with@prep your@pron%pl_gen feste@n%pl at@prep the@def_art table@n
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1914,data/riverside_cats/SumT_riv.cat,than,conj,than,Than youres with youre feestes at the table,than@conj youres@pron%pl with@prep your@pron%pl_gen feste@n%pl at@prep the@def_art table@n
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1959,data/oxford_txts/SumT_oxford.txt,thanne,adv,than,Hold ye than me or elles our covent,holden@v1%pr_pl ye@pron%pl_nom thanne@adv me@pron2%obj or@conj elles@adv oure@pron%pl_gen covent@n
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1959,data/riverside_cats/SumT_riv.cat,thanne,adv,thanne,Holde ye thanne me or elles oure covent,holden@v1%pr_pl ye@pron%pl_nom thanne@adv me@pron2%obj or@conj elles@adv oure@pron%pl_gen covent@n
SumT_gui.csv,data/csvs/SumT_gui.csv,OXFORD,The Summoner's Tale 1969,data/oxford_txts/SumT_oxford.txt,than,conj,than,Is more strong than whan it is toscatered,ben@v%pr_3 more@adv%comp strong@adj than@conj whan@adv&conj hit@pron ben@v%pr_3 toscateren@v%ppl
SumT_gui.csv,data/csvs/SumT_gui.csv,RIVERSIDE,The Summoner's Tale 1969,data/riverside_cats/SumT_riv.cat,than,conj,than,Is moore strong than whan it is toscatered,ben@v%pr_3 more@adv%comp strong@adj than@conj whan@adv&conj hit@pron ben@v%pr_3 toscateren@v%ppl
