OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Aboute the peytrel stood the foom ful hye;,About the peitrel° stood the foom ful hie,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 564,,10,10,Aboute the peytrel stood the foom ful hye,About the peitrel stood the foom ful hie,uSx u Su S u S u S,uS u Su S u S u S,abouten@prep the@def_art peitrel@n1 stonden@v1%pt_3 the@def_art fom@n ful@adv heighe@adv,abouten@prep the@def_art peitrel@n1 stonden@v1%pt_3 the@def_art fom@n ful@adv heighe@adv,
He was of foom al flekked as a pye.,He was of foom as flekked° as a pie.°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 565,DIFF,10,10,He was of foom al flekked as a pye,He was of foom as flekked as a pie,u S u S u Su S u S,u S u S u Su S u S,he@pron1%nom ben@v%pt_3 of@prep fom@n al@adv flekked@ppl#adj as@conj a@indef_art pie@n1,he@pron1%nom ben@v%pt_3 of@prep fom@n as@conj flekked@ppl#adj as@conj a@indef_art pie@n1,green
A male tweyfoold on his croper lay;,A male tweifold° on his croper° lay,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 566,,10,10,A male tweyfoold on his croper lay,A male tweifold on his croper lay,u Su Su S u Su S,u Su Su S u Su S,a@indef_art male@n2 tweifold@adj on@prep his@pron1%gen crouper@n lien@v1%pt_3,a@indef_art male@n2 tweifold@adj on@prep his@pron1%gen crouper@n lien@v1%pt_3,
It semed that he caried lite array.,It semed that he caried lite° array.°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 567,,10,10,It semed that he caried lite array,It semed that he caried lite array,u Sx u S uSu Sx uS,u Sx u S uSu Sx uS,hit@pron semen@v2%pt_3 that@conj he@pron1%nom carien@v%pt_3 lite@adj1 arrai@n,hit@pron semen@v2%pt_3 that@conj he@pron1%nom carien@v%pt_3 lite@adj1 arrai@n,
Al light for somer rood this worthy man,Al light° for somer rood this worthy man,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 568,,10,10,Al light for somer rood this worthy man,Al light for somer rood this worthy man,u S u Su S u Su S,u S u Su S u Su S,al@adv lighte@adv2 for@prep somer@n1 riden@v%pt_3 this@gram_adj worthi@adj man@n,al@adv lighte@adv2 for@prep somer@n1 riden@v%pt_3 this@gram_adj worthi@adj man@n,
And in myn herte wondren I bigan,And in min herte wondren I bigan,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 569,,10,10,And in myn herte wondren I bigan,And in min herte wondren I bigan,u S u Su Su S uS,u S u Su Su S uS,and@conj in@prep min@pron%gen herte@n wondren@v%inf ich@pron%nom biginnen@v%pt_1,and@conj in@prep min@pron%gen herte@n wondren@v%inf ich@pron%nom biginnen@v%pt_1,
What that he was til that I understood,"What that he was, til that I understood",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 570,,10,10,What that he was til that I understood,What that he was til that I understood,u S u S u S u SuS,u S u S u S u SuS,what@pron that@pron he@pron1%nom ben@v%pt_3 til@conj that@part ich@pron%nom understonden@v%pt_1,what@pron that@pron he@pron1%nom ben@v%pt_3 til@conj that@part ich@pron%nom understonden@v%pt_1,
How that his cloke was sowed to his hood,How that° his cloke was sowed° to his hood;,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 571,,10,10,How that his cloke was sowed to his hood,How that his cloke was sowed to his hood,u S u Sx u Su S u S,u S u Sx u Su S u S,hou@adv&conj that@part his@pron1%gen cloke@n1 ben@v%pt_3 seuen@v2%ppl to@prep his@pron1%gen hod@n,hou@adv&conj that@part his@pron1%gen cloke@n1 ben@v%pt_3 seuen@v2%ppl to@prep his@pron1%gen hod@n,
"For which, whan I hadde longe avysed me","For which,° when I had longe avised° me",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 572,,10,10,For which whan I hadde longe avysed me,For which when I had longe avised me,u S u S ux Sx uSu S,u S u S u Sx uSu S,for@prep which@pron whan@adv&conj ich@pron%nom haven@v%pt_1 longe@adv avisen@v%ppl me@pron2%obj,for@prep which@pron whan@adv&conj ich@pron%nom haven@v%pt_1 longe@adv avisen@v%ppl me@pron2%obj,
I demed hym som chanoun for to be.,I demed him som chanoun° for to be.,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 573,,10,10,I demed hym som chanoun for to be,I demed him som chanoun for to be,u Su S u Su S u S,u Su S u Su S u S,ich@pron%nom demen@v%pt_1 him@pron%obj som@gram_adj canoun@n2 for@prep#adv to@part ben@v%inf,ich@pron%nom demen@v%pt_1 him@pron%obj som@gram_adj canoun@n2 for@prep#adv to@part ben@v%inf,
His hat heeng at his bak doun by a laas,"His hat heng at his bak doun by a laas,°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 574,,10,10,His hat heeng at his bak doun by a laas,His hat heng at his bak doun by a laas,u S u S u S u S u S,u S u S u S u S u S,his@pron1%gen hat@n hongen@v%pt_3 at@prep his@pron1%gen bak@n doun@adv bi@prep a@indef_art las@n,his@pron1%gen hat@n hongen@v%pt_3 at@prep his@pron1%gen bak@n doun@adv bi@prep a@indef_art las@n,
For he hadde riden moore than trot or paas;,For he had riden more than trot or paas;°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 575,,10,10,For he hadde riden moore than trot or paas,For he had riden more than trot or paas,u S ux Su Sx u S u S,u S u Su Sx u S u S,for@conj he@pron1%nom haven@v%pt_3 riden@v%ppl more@adv%comp than@conj trot@n1 or@conj pase@n1,for@conj he@pron1%nom haven@v%pt_3 riden@v%ppl more@adv%comp than@conj trot@n1 or@conj pase@n1,
He hadde ay priked lik as he were wood.,He hadde ay priked lik as he were wood.°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 576,,10,10,He hadde ay priked lik as he were wood,He hadde ay priked lik as he were wood,u Sx u Su S u S ux S,u Sx u Su S u S ux S,he@pron1%nom haven@v%pt_3 ai@adv priken@v%ppl like@adv as@conj he@pron1%nom ben@v%pt_3 wod@adj,he@pron1%nom haven@v%pt_3 ai@adv priken@v%ppl like@adv as@conj he@pron1%nom ben@v%pt_3 wod@adj,
A clote-leef he hadde under his hood,A clote leef° he hadde under his hood,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 577,DIFF,10,10,A cloteleef he hadde under his hood,A clote leef he hadde under his hood,u SuS u Sx uS u S,u Su S u Sx uS u S,a@indef_art clote-leef@n he@pron1%nom haven@v%pt_3 under@prep his@pron1%gen hod@n,a@indef_art clote@n lef@n1 he@pron1%nom haven@v%pt_3 under@prep his@pron1%gen hod@n,green
For swoot and for to keep his heed from heete.,"For swoot,° and for to kepe his heed from hete.",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 578,,10,10,For swoot and for to keep his heed from heete,For swoot and for to kepe his heed from hete,u S u S u S u S u Sx,u S u S u Sx u S u Sx,for@prep swot@n and@conj for@prep#adv to@part kepen@v%inf his@pron1%gen hed@n1 from@prep hete@n1,for@prep swot@n and@conj for@prep#adv to@part kepen@v%inf his@pron1%gen hed@n1 from@prep hete@n1,
But it was joye for to seen hym swete!,But it was joye for to seen him swete!,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 579,,10,10,But it was joye for to seen hym swete,But it was joye for to seen him swete,u S u Su S u S u Sx,u S u Su S u S u Sx,but@conj hit@pron ben@v%pt_3 joie@n for@prep#adv to@part sen@v1%inf him@pron%obj sweten@v1%inf,but@conj hit@pron ben@v%pt_3 joie@n for@prep#adv to@part sen@v1%inf him@pron%obj sweten@v1%inf,
His forheed dropped as a stillatorie,"His forheed dropped as a stillatorie,°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 580,,10,10,His forheed dropped as a stillatorie,His forheed dropped as a stillatorie,u Su Sx u S uSuS,u Su Sx u S uSuS,his@pron1%gen forhed@n droppen@v%pt_3 as@conj a@indef_art stillatorie@n,his@pron1%gen forhed@n droppen@v%pt_3 as@conj a@indef_art stillatorie@n,
Were ful of plantayne and of paritorie.,Were ful of plantain° and of paritorie.°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 581,,10,10,Were ful of plantayne and of paritorie,Were ful of plantain and of paritorie,xx u S uSx u S uSuS,xx u S uS u S uSuS,ben@v%pt_3 ful@adj of@prep planteine@n and@conj of@prep peritorie@n,ben@v%pt_3 ful@adj of@prep planteine@n and@conj of@prep peritorie@n,
"And whan that he was come, he gan to crye","And whan that he was come, he gan to crie",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 582,,10,10,And whan that he was come he gan to crye,And whan that he was come he gan to crie,u S u S u Sx u S u S,u S u S u Sx u S u S,and@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 comen@v%ppl he@pron1%nom ginnen@v%pt_3 to@part crien@v%inf,and@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 comen@v%ppl he@pron1%nom ginnen@v%pt_3 to@part crien@v%inf,
"God save,"""" quod he, """"this joly compaignye!","“God save,” quod he, “this joly compaignie!",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 583,,0,10,God save quod he this joly compaignye,God save quod he this joly compaignie,"      ",u Sx u S u Su SuS,god@n1#propn saven@v%pr_3 quethen@v%pt_3 he@pron1%nom this@gram_adj joli@adj compaignie@n,god@n1#propn saven@v%pr_3 quethen@v%pt_3 he@pron1%nom this@gram_adj joli@adj compaignie@n,
"Faste have I priked,"""" quod he, """"for youre sake","Faste have I priked,” quod he, “for your sake",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 584,,10,10,Faste have I priked quod he for youre sake,Faste have I priked quod he for your sake,ux Sx u Su S u S ux Sx,ux Sx u Su S u S u Sx,faste@adv haven@v%pr_1 ich@pron%nom priken@v%ppl quethen@v%pt_3 he@pron1%nom for@prep your@pron%pl_gen sake@n,faste@adv haven@v%pr_1 ich@pron%nom priken@v%ppl quethen@v%pt_3 he@pron1%nom for@prep your@pron%pl_gen sake@n,
By cause that I wolde yow atake,Bicause that I wolde yow atake,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 585,DIFF,10,10,By cause that I wolde yow atake,Bicause that I wolde yow atake,u Su S u Su S uSx,uSu S u Su S uSx,bi@prep cause@n that@part ich@pron%nom willen@v%pt_1 you@pron%pl_obj ataken@v%inf,bicause@conj that@part ich@pron%nom willen@v%pt_1 you@pron%pl_obj ataken@v%inf,green
To riden in this myrie compaignye.,To riden in this mirie companie.”,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 586,,0,10,To riden in this myrie compaignye,To riden in this mirie companie,"     ",u Su S u Su SuS,to@part riden@v%inf in@prep this@gram_adj mirie@adj compaignie@n,to@part riden@v%inf in@prep this@gram_adj mirie@adj compaignie@n,
His yeman eek was ful of curteisye,His yeman eek was ful of curteisie,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 587,,0,10,His yeman eek was ful of curteisye,His yeman eek was ful of curteisie,"      ",u Su S u S u SuS,his@pron1%gen yeman@n ek@adv ben@v%pt_3 ful@adj of@prep courteisie@n,his@pron1%gen yeman@n ek@adv ben@v%pt_3 ful@adj of@prep courteisie@n,
"And seyde, """"Sires, now in the morwe-tyde","And seide, “Sirs, now in the morwetide°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 588,,10,10,And seyde Sires now in the morwetyde,And seide Sirs now in the morwetide,u Sx uS u S u SuSx,u Su S u S u SuSx,and@conj seien@v1%pt_3 sire@n%pl nou@adv in@prep the@def_art morwe-tide@n,and@conj seien@v1%pt_3 sire@n%pl nou@adv in@prep the@def_art morwe-tide@n,
Out of youre hostelrie I saugh yow ryde,Out of youre hostelrie° I saugh you ride,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 589,,10,10,Out of youre hostelrie I saugh yow ryde,Out of youre hostelrie I saugh you ride,u S ux SuS u S u Sx,u S ux SuS u S u Sx,oute@adv#prep of@prep your@pron%pl_gen hostelrie@n ich@pron%nom sen@v1%pt_1 you@pron%pl_obj riden@v%inf,oute@adv#prep of@prep your@pron%pl_gen hostelrie@n ich@pron%nom sen@v1%pt_1 you@pron%pl_obj riden@v%inf,
And warned heer my lord and my soverayn,"And warned° heer my lord and my soverain,°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 590,,10,10,And warned heer my lord and my soverayn,And warned heer my lord and my soverain,u Su S u S u S uxS,u Su S u S u S uxS,and@conj warnen@v1%pt_3 her@adv min@pron%gen lord@n and@conj min@pron%gen soverain@n,and@conj warnen@v1%pt_3 her@adv min@pron%gen lord@n and@conj min@pron%gen soverain@n,
Which that to ryden with yow is ful fayn,"Which° that to riden with yow is ful fain,°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 591,,10,10,Which that to ryden with yow is ful fayn,Which that to riden with yow is ful fain,u S u Su S u S u S,u S u Su S u S u S,which@pron that@pron to@part riden@v%inf with@prep you@pron%pl_obj ben@v%pr_3 ful@adv fain@adj,which@pron that@pron to@part riden@v%inf with@prep you@pron%pl_obj ben@v%pr_3 ful@adv fain@adj,
For his desport; he loveth daliaunce.,For his desport;° he loveth daliaunce.”°,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 592,,10,10,For his desport he loveth daliaunce,For his desport he loveth daliaunce,u S uS u Su SuSx,u S uS u Su SuSx,for@prep his@pron1%gen disport@n he@pron1%nom loven@v1%pr_3 daliaunce@n,for@prep his@pron1%gen disport@n he@pron1%nom loven@v1%pr_3 daliaunce@n,
"Freend, for thy warnyng God yeve thee good chaunce","¶“Freend, for thy warning God yeve thee good chaunce,”°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 593,,10,10,Freend for thy warnyng God yeve thee good chaunce,Freend for thy warning God yeve thee good chaunce,u S u Su S ux S u Sx,u S u Su S ux S u Sx,frend@n for@conj thin@pron%gen warninge@ger1 god@n1#propn yeven@v%pr_3 the@pron2%obj god@adj chaunce@n,frend@n for@conj thin@pron%gen warninge@ger1 god@n1#propn yeven@v%pr_3 the@pron2%obj god@adj chaunce@n,
"Thanne seyde oure Hoost, """"for certein it wolde seme","Than seide our Host, “for certes, it wold seme",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 594,DIFF,10,10,Thanne seyde oure Hoost for certein it wolde seme,Than seide our Host for certes it wold seme,ux Sx ux S u Su S ux Sx,u Sx u S u Su S u Sx,thanne@adv seien@v1%pt_3 oure@pron%pl_gen hoste@n2 for@prep certain@adv hit@pron willen@v%pt_3 semen@v2%inf,thanne@adv seien@v1%pt_3 oure@pron%pl_gen hoste@n2 for@prep certes@adv hit@pron willen@v%pt_3 semen@v2%inf,green
"Thy lord were wys, and so I may wel deme.","Thy lord wer wis, and so I may wel deme;°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 595,,10,10,Thy lord were wys and so I may wel deme,Thy lord wer wis and so I may wel deme,u S ux S u S u S u Sx,u S u S u S u S u Sx,thin@pron%gen lord@n ben@v%pt_3 wise@adj and@conj so@adv ich@pron%nom mouen@v3%pr_1 wel@adv demen@v%inf,thin@pron%gen lord@n ben@v%pt_3 wise@adj and@conj so@adv ich@pron%nom mouen@v3%pr_1 wel@adv demen@v%inf,
"He is ful jocunde also, dar I leye!","He is ful jocunde° also, dar I leye.°",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 596,,10,10,He is ful jocunde also dar I leye,He is ful jocunde also dar I leye,u S u Sux Su S u S,u S u Sux Su S u S,he@pron1%nom ben@v%pr_3 ful@adv jocounde@adj also@adv durren@v%pr_1 ich@pron%nom leien@v1%inf,he@pron1%nom ben@v%pr_3 ful@adv jocounde@adj also@adv durren@v%pr_1 ich@pron%nom leien@v1%inf,
Can he oght telle a myrie tale or tweye,Can he oght° telle a mirie tale or tweye,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 597,,10,10,Can he oght telle a myrie tale or tweye,Can he oght telle a mirie tale or tweye,u S u Sx u Su Sx u S,u S u Sx u Su Sx u S,connen@v%pr_3 he@pron1%nom ought@adv tellen@v%inf a@indef_art mirie@adj tale@n or@conj twein@num_adj,connen@v%pr_3 he@pron1%nom ought@adv tellen@v%inf a@indef_art mirie@adj tale@n or@conj twein@num_adj,
With which he glade may this compaignye?,With which he glade° may this compaignie?”,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 598,,0,10,With which he glade may this compaignye,With which he glade may this compaignie,"      ",u S u Su S u SuS,with@prep which@pron he@pron1%nom gladen@v%inf mouen@v3%pr_3 this@gram_adj compaignie@n,with@prep which@pron he@pron1%nom gladen@v%inf mouen@v3%pr_3 this@gram_adj compaignie@n,
"Who, sire? My lord? Ye, ye, withouten lye","¶“Who, sir? my lord? ye, ye, withouten lie",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 599,,10,10,Who sire My lord Ye ye withouten lye,Who sir my lord ye ye withouten lie,u Sx u S u S uSu S,u S u S u S uSu S,who@pron%nom sire@n min@pron%gen lord@n ye@adv ye@adv withouten@prep lie@n1,who@pron%nom sire@n min@pron%gen lord@n ye@adv ye@adv withouten@prep lie@n1,
He kan of murthe and eek of jolitee,"He can of° murthe, and eek of jolitee",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 600,,10,10,He kan of murthe and eek of jolitee,He can of murthe and eek of jolitee,u S u Sx u S u SuS,u S u Sx u S u SuS,he@pron1%nom connen@v%pr_3 of@prep mirthe@n and@conj ek@adv of@prep jolite@n,he@pron1%nom connen@v%pr_3 of@prep mirthe@n and@conj ek@adv of@prep jolite@n,
"Nat but ynough; also, sire, trusteth me","Nat but ynough;° also sir, trusteth me",data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 601,,10,10,Nat but ynough also sire trusteth me,Nat but ynough also sir trusteth me,u S uS uS ux Su S,u S uS uS u Su S,not@adv but@conj inough@n also@adv sire@n trusten@v%imp me@pron2%obj,not@adv but@conj inough@n also@adv sire@n trusten@v%imp me@pron2%obj,
And ye hym knewe as wel as do I,And° ye him knewe as wel as do I,data/riverside_cats/CYPro_riv.cat,data/oxford_txts/CYPro_oxford.txt,data/csvs/CYPro,Prologue to the Canon's Yeoman's Tale 602,,10,10,And ye hym knewe as wel as do I,And ye him knewe as wel as do I,u S u Su S u S u S,u S u Su S u S u S,and@conj ye@pron%pl_nom him@pron%obj knouen@v%pt_pl as@conj wel@adv as@conj don@v1%pr_1 ich@pron%nom,and@conj ye@pron%pl_nom him@pron%obj knouen@v%pt_pl as@conj wel@adv as@conj don@v1%pr_1 ich@pron%nom,
