OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
And lord he was of that contree,And lord he was of that contree,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 722,,0,0,And lord he was of that contree,And lord he was of that contree,"      ","      ",and@conj lord@n he@pron1%nom ben@v%pt_3 of@prep that@art&gram_adj contree@n,and@conj lord@n he@pron1%nom ben@v%pt_3 of@prep that@art&gram_adj contree@n,
As it was Goddes grace.,    As it was Goddes grace.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 723,,0,0,As it was Goddes grace,As it was Goddes grace,"    ","    ",as@conj hit@pron ben@v%pt_3 god@n1#propn%gen grace@n,as@conj hit@pron ben@v%pt_3 god@n1#propn%gen grace@n,
Sire Thopas wax a doghty swayn;,"Sir Thopas wax° a doghty° swain,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 724,,9,0,Sire Thopas wax a doghty swayn,Sir Thopas wax a doghty swain,Su Su S u Su S,"     ",sire@n#adj thopas@n#propn waxen@v1%pt_3 a@indef_art doughti@adj swein@n,sire@n#adj thopas@n#propn waxen@v1%pt_3 a@indef_art doughti@adj swein@n,
Whit was his face as payndemayn,"Whit was his face as paindemain,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 725,,0,0,Whit was his face as payndemayn,Whit was his face as paindemain,"     ","     ",whit@adj ben@v%pt_3 his@pron1%gen face@n as@conj pain-demeine@n,whit@adj ben@v%pt_3 his@pron1%gen face@n as@conj pain-demeine@n,
His lippes rede as rose;,    His lippes rede as rose;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 726,,0,0,His lippes rede as rose,His lippes rede as rose,"    ","    ",his@pron1%gen lippe@n1%pl red@adj as@conj rose@n1,his@pron1%gen lippe@n1%pl red@adj as@conj rose@n1,
His rode is lyk scarlet in grayn,"His rode° is lik scarlet° in grain,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 727,,0,0,His rode is lyk scarlet in grayn,His rode is lik scarlet in grain,"      ","      ",his@pron1%gen rode@n1 ben@v%pr_3 like@prep scarlet@n in@prep grain@n,his@pron1%gen rode@n1 ben@v%pr_3 like@prep scarlet@n in@prep grain@n,
And I yow telle in good certayn,And I yow telle in good certain,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 728,,0,0,And I yow telle in good certayn,And I yow telle in good certain,"      ","      ",and@conj ich@pron%nom you@pron%pl_obj tellen@v%pr_1 in@prep god@adj certain@n,and@conj ich@pron%nom you@pron%pl_obj tellen@v%pr_1 in@prep god@adj certain@n,
He hadde a semely nose.,    He hadde a semly° nose.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 729,,0,0,He hadde a semely nose,He hadde a semly nose,"    ","    ",he@pron1%nom haven@v%pt_3 a@indef_art semeli@adj nose@n1,he@pron1%nom haven@v%pt_3 a@indef_art semeli@adj nose@n1,
"His heer, his berd was lyk saffroun","His heer, his berd was lik saffroun,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 730,,0,0,His heer his berd was lyk saffroun,His heer his berd was lik saffroun,"      ","      ",his@pron1%gen her@n his@pron1%gen berd@n1 ben@v%pt_3 like@prep saffroun@n,his@pron1%gen her@n his@pron1%gen berd@n1 ben@v%pt_3 like@prep saffroun@n,
That to his girdel raughte adoun;,That to his girdel raughte° adoun;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 731,,0,0,That to his girdel raughte adoun,That to his girdel raughte adoun,"     ","     ",that@pron to@prep his@pron1%gen girdel@n rechen@v1%pt_3 adoun@adv,that@pron to@prep his@pron1%gen girdel@n rechen@v1%pt_3 adoun@adv,
His shoon of cordewane.,    His shoon° of cordewane.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 732,,0,0,His shoon of cordewane,His shoon of cordewane,"   ","   ",his@pron1%gen sho@n%pl of@prep cordewane@n,his@pron1%gen sho@n%pl of@prep cordewane@n,
Of Brugges were his hosen broun,Of Brugges were his hosen° broun,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 733,,0,0,Of Brugges were his hosen broun,Of Brugges were his hosen broun,"     ","     ",of@prep brugges@n#propn ben@v%pt_pl his@pron1%gen hose@n%pl broun@adj,of@prep brugges@n#propn ben@v%pt_pl his@pron1%gen hose@n%pl broun@adj,
His robe was of syklatoun,"His robe was of siclatoun,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 734,,0,0,His robe was of syklatoun,His robe was of siclatoun,"    ","    ",his@pron1%gen robe@n ben@v%pt_3 of@prep siclatoun@n,his@pron1%gen robe@n ben@v%pt_3 of@prep siclatoun@n,
That coste many a jane.,    That coste many a jane.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 735,,0,0,That coste many a jane,That coste many a jane,"    ","    ",that@pron costen@v%pt_3 mani@gram_adj a@indef_art gene@n,that@pron costen@v%pt_3 mani@gram_adj a@indef_art gene@n,
He koude hunte at wilde deer,He coude° hunte at° wilde deer,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 736,,0,0,He koude hunte at wilde deer,He coude hunte at wilde deer,"     ","     ",he@pron1%nom connen@v%pt_3 hunten@v%inf at@prep wilde@adj der@n,he@pron1%nom connen@v%pt_3 hunten@v%inf at@prep wilde@adj der@n,
And ride an haukyng for river,"And ride an hauking for riveer,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 737,,0,0,And ride an haukyng for river,And ride an hauking for riveer,"     ","     ",and@conj riden@v%inf on@prep hauking@ger1 for@prep rivere@n,and@conj riden@v%inf on@prep hauking@ger1 for@prep rivere@n,
With grey goshauk on honde;,    With grey goshauk on honde;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 738,,0,0,With grey goshauk on honde,With grey goshauk on honde,"    ","    ",with@prep grei@adj gos-hauk@n on@prep honde@n,with@prep grei@adj gos-hauk@n on@prep honde@n,
Therto he was a good archeer;,Therto° he was a good archeer,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 739,,0,0,Therto he was a good archeer,Therto he was a good archeer,"     ","     ",ther-to@adv he@pron1%nom ben@v%pt_3 a@indef_art god@adj archer@n,ther-to@adv he@pron1%nom ben@v%pt_3 a@indef_art god@adj archer@n,
Of wrastlyng was ther noon his peer,Of° wrastling was ther noon his peer,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 740,,0,0,Of wrastlyng was ther noon his peer,Of wrastling was ther noon his peer,"      ","      ",of@prep wrestling@ger ben@v%pt_3 ther@adv non@pron his@pron1%gen per@n,of@prep wrestling@ger ben@v%pt_3 ther@adv non@pron his@pron1%gen per@n,
Ther any ram shal stonde.,    Ther° any ram shal stonde.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 741,,0,0,Ther any ram shal stonde,Ther any ram shal stonde,"    ","    ",ther@adv ani@gram_adj ram@n shulen@v1%pr_3 stonden@v1%inf,ther@adv ani@gram_adj ram@n shulen@v1%pr_3 stonden@v1%inf,
"Ful many a mayde, bright in bour","Ful many a maide, bright in bour,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 742,,9,9,Ful many a mayde bright in bour,Ful many a maide bright in bour,S uS u Su S u S,S uS u Su S u S,ful@adv mani@gram_adj a@indef_art maide@n bright@adj in@prep bour@n,ful@adv mani@gram_adj a@indef_art maide@n bright@adj in@prep bour@n,
They moorne for hym paramour,"They moorne° for him, par amour,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 743,DIFF,0,0,They moorne for hym paramour,They moorne for him par amour,"    ","     ",thei@pron%pl_nom mornen@v%pr_pl for@prep him@pron%obj par_amoure@adv,thei@pron%pl_nom mornen@v%pr_pl for@prep him@pron%obj par@prep amour@n%fr,green
Whan hem were bet to slepe;,    Whan hem were bet° to slepe;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 744,,0,0,Whan hem were bet to slepe,Whan hem were bet to slepe,"     ","     ",whan@adv&conj hem@pron%pl_obj ben@v%pt_3 bet@adj%comp to@part slepen@v%inf,whan@adv&conj hem@pron%pl_obj ben@v%pt_3 bet@adj%comp to@part slepen@v%inf,
But he was chaast and no lechour,But he was chast and no lechour,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 745,,0,0,But he was chaast and no lechour,But he was chast and no lechour,"      ","      ",but@conj he@pron1%nom ben@v%pt_3 chaste@adj and@conj no@gram_adj lechour@n,but@conj he@pron1%nom ben@v%pt_3 chaste@adj and@conj no@gram_adj lechour@n,
And sweete as is the brembul flour,And sweet as is the brambel-flour°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 746,DIFF,0,0,And sweete as is the brembul flour,And sweet as is the brambelflour,"      ","     ",and@conj swete@adj as@conj ben@v%pr_3 the@def_art brembel@n flour@n1,and@conj swete@adj as@conj ben@v%pr_3 the@def_art brembul-flour@n,green
That bereth the rede hepe.,    That bereth the red hepe.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 747,,0,0,That bereth the rede hepe,That bereth the red hepe,"    ","    ",that@pron beren@v1%pr_3 the@def_art red@adj hepe@n2,that@pron beren@v1%pr_3 the@def_art red@adj hepe@n2,
And so bifel upon a day,"And so bifel upon a day,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 748,,0,0,And so bifel upon a day,And so bifel upon a day,"     ","     ",and@conj so@adv bifallen@v%pt_3 upon@prep a@indef_art dai@n,and@conj so@adv bifallen@v%pt_3 upon@prep a@indef_art dai@n,
"For sothe, as I yow telle may","For sothe,° as I yow telle may",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 749,,0,0,For sothe as I yow telle may,For sothe as I yow telle may,"      ","      ",for@prep soth@n as@conj ich@pron%nom you@pron%pl_obj tellen@v%inf mouen@v3%pr_1,for@prep soth@n as@conj ich@pron%nom you@pron%pl_obj tellen@v%inf mouen@v3%pr_1,
Sire Thopas wolde out ride.,    Sir Thopas wolde° out ride;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 750,,0,0,Sire Thopas wolde out ride,Sir Thopas wolde out ride,"    ","    ",sire@n#adj thopas@n#propn willen@v%pt_3 oute@adv riden@v%inf,sire@n#adj thopas@n#propn willen@v%pt_3 oute@adv riden@v%inf,
He worth upon his steede gray,He worth upon° his stede gray,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 751,,0,0,He worth upon his steede gray,He worth upon his stede gray,"     ","     ",he@pron1%nom worthen@v%pr_3 upon@prep his@pron1%gen stede@n2 grei@adj,he@pron1%nom worthen@v%pr_3 upon@prep his@pron1%gen stede@n2 grei@adj,
And in his hand a launcegay,"And in his hand a launcegay,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 752,,0,0,And in his hand a launcegay,And in his hand a launcegay,"     ","     ",and@conj in@prep his@pron1%gen honde@n a@indef_art launcegai@n,and@conj in@prep his@pron1%gen honde@n a@indef_art launcegai@n,
A long swerd by his side.,    A long swerd by his side.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 753,,0,0,A long swerd by his side,A long swerd by his side,"     ","     ",a@indef_art long@adj1 sword@n bi@prep his@pron1%gen side@n,a@indef_art long@adj1 sword@n bi@prep his@pron1%gen side@n,
He priketh thurgh a fair forest,He priketh° thurgh a fair forest,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 754,,0,0,He priketh thurgh a fair forest,He priketh thurgh a fair forest,"     ","     ",he@pron1%nom priken@v%pr_3 thurgh@prep a@indef_art fair@adj forest@n,he@pron1%nom priken@v%pr_3 thurgh@prep a@indef_art fair@adj forest@n,
Therinne is many a wilde best,Therinne° is many a wilde best,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 755,,10,10,Therinne is many a wilde best,Therinne is many a wilde best,uSu S uS u Su S,uSu S uS u Su S,ther-inne@adv ben@v%pr_3 mani@gram_adj a@indef_art wilde@adj beste@n,ther-inne@adv ben@v%pr_3 mani@gram_adj a@indef_art wilde@adj beste@n,
"Ye, bothe bukke and hare;","    Ye,° both bukke° and hare;",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 756,,0,0,Ye bothe bukke and hare,Ye both bukke and hare,"    ","    ",ye@adv bothe@num_conj bukke@n and@conj hare@n,ye@adv bothe@num_conj bukke@n and@conj hare@n,
And as he priketh north and est,"And, as he priketh north and est",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 757,,0,0,And as he priketh north and est,And as he priketh north and est,"      ","      ",and@conj as@conj he@pron1%nom priken@v%pr_3 north@adv and@conj est@n#adv,and@conj as@conj he@pron1%nom priken@v%pr_3 north@adv and@conj est@n#adv,
"I telle it yow, hym hadde almest","I telle it yow, him hadde almest",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 758,,0,0,I telle it yow hym hadde almest,I telle it yow him hadde almest,"      ","      ",ich@pron%nom tellen@v%pr_1 hit@pron you@pron%pl_obj him@pron%obj haven@v%pt_3 al-most@adv,ich@pron%nom tellen@v%pr_1 hit@pron you@pron%pl_obj him@pron%obj haven@v%pt_3 al-most@adv,
Bitid a sory care.,    Bitidde° a sory° care.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 759,,0,0,Bitid a sory care,Bitidde a sory care,"   ","   ",bitiden@v%ppl a@indef_art sori@adj care@n1,bitiden@v%ppl a@indef_art sori@adj care@n1,
Ther spryngen herbes grete and smale,Ther springen herbes grete and smale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 760,,0,0,Ther spryngen herbes grete and smale,Ther springen herbes grete and smale,"     ","     ",ther@adv springen@v%pr_pl herbe@n%pl gret@adj and@conj smal@adj,ther@adv springen@v%pr_pl herbe@n%pl gret@adj and@conj smal@adj,
The lycorys and the cetewale,"The licoris and cetewale,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 761,DIFF,9,0,The lycorys and the cetewale,The licoris and cetewale,S uSu S u SuSx,"   ",the@def_art licoris@n and@conj the@def_art setewale@n,the@def_art licoris@n and@conj setewale@n,green
And many a clowe-gylofre;,    And many a clow-gilofre;°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 762,,0,0,And many a clowegylofre,And many a clowgilofre,"   ","   ",and@conj mani@gram_adj a@indef_art clowe-gilofre@n,and@conj mani@gram_adj a@indef_art clowe-gilofre@n,
And notemuge to putte in ale,And notemuge° to putte in ale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 763,,0,0,And notemuge to putte in ale,And notemuge to putte in ale,"     ","     ",and@conj note-muge@n to@part putten@v%inf in@prep ale@n,and@conj note-muge@n to@part putten@v%inf in@prep ale@n,
Wheither it be moyste or stale,Whether it be moiste° or stale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 764,,0,0,Wheither it be moyste or stale,Whether it be moiste or stale,"     ","     ",whether@conj hit@pron ben@v%pr_3 moiste@adj or@conj stale@adj1,whether@conj hit@pron ben@v%pr_3 moiste@adj or@conj stale@adj1,
Or for to leye in cofre.,    Or for to leye in cofre.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 765,,0,0,Or for to leye in cofre,Or for to leye in cofre,"     ","     ",or@conj for@prep#adv to@part leien@v1%inf in@prep cofre@n,or@conj for@prep#adv to@part leien@v1%inf in@prep cofre@n,
"The briddes synge, it is no nay","The briddes singe, it is no nay,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 766,,0,0,The briddes synge it is no nay,The briddes singe it is no nay,"      ","      ",the@def_art brid@n%pl singen@v%pr_pl hit@pron ben@v%pr_3 no@gram_adj nai@n,the@def_art brid@n%pl singen@v%pr_pl hit@pron ben@v%pr_3 no@gram_adj nai@n,
The sparhauk and the papejay,"The sparhauk° and the papejay,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 767,,0,0,The sparhauk and the papejay,The sparhauk and the papejay,"    ","    ",the@def_art spar-hauk@n and@conj the@def_art papejaie@n,the@def_art spar-hauk@n and@conj the@def_art papejaie@n,
That joye it was to heere;,    That joye it was to heere;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 768,,0,0,That joye it was to heere,That joye it was to heere,"     ","     ",that@conj joie@n hit@pron ben@v%pt_3 to@part heren@v%inf,that@conj joie@n hit@pron ben@v%pt_3 to@part heren@v%inf,
The thrustelcok made eek hir lay,The thrustelcok° made eek his lay,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 769,DIFF,9,9,The thrustelcok made eek hir lay,The thrustelcok made eek his lay,S uSu Su S u S,S uSu Su S u S,the@def_art throstel-cok@n maken@v1%pt_3 ek@adv hire@pron1%fem_gen lai@n2,the@def_art throstel-cok@n maken@v1%pt_3 ek@adv his@pron1%gen lai@n2,green
The wodedowve upon the spray,The wodedouve° upon the spray,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 770,,0,0,The wodedowve upon the spray,The wodedouve upon the spray,"    ","    ",the@def_art wode-douve@n upon@prep the@def_art sprai@n1,the@def_art wode-douve@n upon@prep the@def_art sprai@n1,
She sang ful loude and cleere.,    She sang ful loude and clere.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 771,,0,0,She sang ful loude and cleere,She sang ful loude and clere,"     ","     ",she@pron%nom singen@v%pt_3 ful@adv loude@adv and@conj cler@adv,she@pron%nom singen@v%pt_3 ful@adv loude@adv and@conj cler@adv,
Sire Thopas fil in love-longynge,Sir Thopas fil° in luf-longinge,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 772,DIFF,9,0,Sire Thopas fil in lovelongynge,Sir Thopas fil in luflonginge,Sx uS u S uSuSx,"    ",sire@n#adj thopas@n#propn fallen@v%pt_3 in@prep love-longinge@n,sire@n#adj thopas@n#propn fallen@v%pt_3 in@prep love-longinge@n,green
Al whan he herde the thrustel synge,Al whan he herd the thrustel° singe,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 773,,0,0,Al whan he herde the thrustel synge,Al whan he herd the thrustel singe,"      ","      ",al@adv whan@adv&conj he@pron1%nom heren@v%pt_3 the@def_art throstel@n singen@v%inf,al@adv whan@adv&conj he@pron1%nom heren@v%pt_3 the@def_art throstel@n singen@v%inf,
And pryked as he were wood.,    And priked° as he wer wood:°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 774,,0,0,And pryked as he were wood,And priked as he wer wood,"     ","     ",and@conj priken@v%pt_3 as@conj he@pron1%nom ben@v%pt_3 wod@adj,and@conj priken@v%pt_3 as@conj he@pron1%nom ben@v%pt_3 wod@adj,
His faire steede in his prikynge,His faire stede in his prikinge,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 775,,0,0,His faire steede in his prikynge,His faire stede in his prikinge,"     ","     ",his@pron1%gen fair@adj stede@n2 in@prep his@pron1%gen prikinge@ger,his@pron1%gen fair@adj stede@n2 in@prep his@pron1%gen prikinge@ger,
So swatte that men myghte him wrynge;,"So swatte° that men mighte him wringe,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 776,,0,0,So swatte that men myghte him wrynge,So swatte that men mighte him wringe,"      ","      ",so@adv sweten@v1%pt_3 that@conj man@n%pl mouen@v3%pt_pl him@pron%obj wringen@v%inf,so@adv sweten@v1%pt_3 that@conj man@n%pl mouen@v3%pt_pl him@pron%obj wringen@v%inf,
His sydes were al blood.,    His sides were al blood.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 777,,0,0,His sydes were al blood,His sides were al blood,"    ","    ",his@pron1%gen side@n%pl ben@v%pt_pl al@gram_adj blod@n1,his@pron1%gen side@n%pl ben@v%pt_pl al@gram_adj blod@n1,
Sire Thopas eek so wery was,Sir Thopas eek so wery was,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 778,,9,0,Sire Thopas eek so wery was,Sir Thopas eek so wery was,Su Su S u Su S,"     ",sire@n#adj thopas@n#propn ek@adv so@adv weri@adj ben@v%pt_3,sire@n#adj thopas@n#propn ek@adv so@adv weri@adj ben@v%pt_3,
For prikyng on the softe gras,For° prikinge on the softe gras,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 779,,0,9,For prikyng on the softe gras,For prikinge on the softe gras,"     ",S uSu S u Su S,for@conj prikinge@ger on@prep the@def_art softe@adj gras@n,for@conj prikinge@ger on@prep the@def_art softe@adj gras@n,
