OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
I hadde levere than twenty pound worth lond,I hadde lever° than twenty pound worth lond,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 683,,10,10,I hadde levere than twenty pound worth lond,I hadde lever than twenty pound worth lond,u Sx uSx u Su S u S,u Sx uS u Su S u S,ich@pron%nom haven@v%pt_1 lef@adj%comp than@conj twenti@num_adj pounde@n1 worth@adj lond@n,ich@pron%nom haven@v%pt_1 lef@adj%comp than@conj twenti@num_adj pounde@n1 worth@adj lond@n,
Though it right now were fallen in myn hond,Though it right now were fallen in min hond,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 684,,10,10,Though it right now were fallen in myn hond,Though it right now were fallen in min hond,u S u S ux Su S u S,u S u S ux Su S u S,though@conj hit@pron righte@adv nou@adv ben@v%pt_3 fallen@v%ppl in@prep min@pron%gen honde@n,though@conj hit@pron righte@adv nou@adv ben@v%pt_3 fallen@v%ppl in@prep min@pron%gen honde@n,
He were a man of swich discrecioun,He° were a man of swich discrecioun°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 685,,10,10,He were a man of swich discrecioun,He were a man of swich discrecioun,u Sx u S u S uSuS,u Sx u S u S uSuS,he@pron1%nom ben@v%pt_3 a@indef_art man@n of@prep swich@gram_adj discrecioun@n,he@pron1%nom ben@v%pt_3 a@indef_art man@n of@prep swich@gram_adj discrecioun@n,
As that ye been! Fy on possessioun,As that ye been. Fy on possessioun°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 686,,10,10,As that ye been Fy on possessioun,As that ye been Fy on possessioun,u S u S u S uSuS,u S u S u S uSuS,as@conj that@part ye@pron%pl_nom ben@v%pr_pl fi@interj on@prep possessioun@n,as@conj that@part ye@pron%pl_nom ben@v%pr_pl fi@interj on@prep possessioun@n,
But if a man be vertuous withal!,But if° a man be vertuous withal.,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 687,,10,10,But if a man be vertuous withal,But if a man be vertuous withal,u S u S u SuS uS,u S u S u SuS uS,but@conj if@conj a@indef_art man@n ben@v%pr_3 vertuous@adj with-al@adv,but@conj if@conj a@indef_art man@n ben@v%pr_3 vertuous@adj with-al@adv,
"I have my sone snybbed, and yet shal","I have my sone snibbed,° and yet° shal",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 688,,10,10,I have my sone snybbed and yet shal,I have my sone snibbed and yet shal,u Sx u Su Su S u S,u Sx u Su Su S u S,ich@pron%nom haven@v%pr_1 min@pron%gen sone@n snibben@v%ppl and@conj yet@adv shulen@v1%pr_1,ich@pron%nom haven@v%pr_1 min@pron%gen sone@n snibben@v%ppl and@conj yet@adv shulen@v1%pr_1,
For he to vertu listeth nat entende;,For he to vertu listeth nat° entende;°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 689,,10,10,For he to vertu listeth nat entende,For he to vertu listeth nat entende,u S u Su Su S uSx,u S u Su Su S uSx,for@conj he@pron1%nom to@prep vertu@n listen@v1%pr_3 not@adv entenden@v%inf,for@conj he@pron1%nom to@prep vertu@n listen@v1%pr_3 not@adv entenden@v%inf,
"But for to pleye at dees, and to despende","But for to pleye at dees,° and to despende,°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 690,,10,10,But for to pleye at dees and to despende,But for to pleye at dees and to despende,u S u S u S u S uSx,u S u S u S u S uSx,but@conj for@prep#adv to@part pleien@v1%inf at@prep de@n%pl and@conj to@part dispenden@v%inf,but@conj for@prep#adv to@part pleien@v1%inf at@prep de@n%pl and@conj to@part dispenden@v%inf,
And lese al that he hath is his usage.,"And lese° al that he hath, is his usage.°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 691,,10,10,And lese al that he hath is his usage,And lese al that he hath is his usage,u Sx u S u S u S uSx,u Sx u S u S u S uSx,and@conj lesen@v4%inf al@gram_adjas_n that@pron he@pron1%nom haven@v%pr_3 ben@v%pr_3 his@pron1%gen usage@n,and@conj lesen@v4%inf al@gram_adjas_n that@pron he@pron1%nom haven@v%pr_3 ben@v%pr_3 his@pron1%gen usage@n,
And he hath levere talken with a page,And he hath lever° talken with a page°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 692,,10,10,And he hath levere talken with a page,And he hath lever talken with a page,u S u Sux Su S u Sx,u S u Su Su S u Sx,and@conj he@pron1%nom haven@v%pr_3 lef@adj%comp talken@v%inf with@prep a@indef_art page@n1,and@conj he@pron1%nom haven@v%pr_3 lef@adj%comp talken@v%inf with@prep a@indef_art page@n1,
Than to comune with any gentil wight,Than to comune° with any gentil° wight°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 693,,10,10,Than to comune with any gentil wight,Than to comune with any gentil wight,u S uSx u Su Su S,u S uSx u Su Su S,than@conj to@part communen@v%inf with@prep ani@gram_adj gentil@adj wight@n,than@conj to@part communen@v%inf with@prep ani@gram_adj gentil@adj wight@n,
Where he myghte lerne gentillesse aright.,There° he might lerne gentillesse aright.”—,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 694,DIFF,10,10,Where he myghte lerne gentillesse aright,There he might lerne gentillesse aright,ux S ux Su SuSx uS,x S u Su SuSx uS,wher@adv&conj he@pron1%nom mouen@v3%pt_3 lernen@v%inf gentilesse@n a-right@adv,there@adv he@pron1%nom mouen@v3%pt_3 lernen@v%inf gentilesse@n a-right@adv,green
"Straw for youre gentillesse!"""" quod oure Hoost.","¶“Straw for° your gentillesse,” quod our Host;",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 695,,10,10,Straw for youre gentillesse quod oure Hoost,Straw for your gentillesse quod our Host,u S ux SuSx u Su S,u S u SuSu S u S,strau@n#interj for@prep your@pron%pl_gen gentilesse@n quethen@v%pt_3 oure@pron%pl_gen hoste@n2,strau@n#interj for@prep your@pron%pl_gen gentilesse@n quethen@v%pt_3 oure@pron%pl_gen hoste@n2,
"What, Frankeleyn! Pardee, sire, wel thou woost","“What, Frankelein? pardee,° sir, wel thou wost°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 696,,10,10,What Frankeleyn Pardee sire wel thou woost,What Frankelein pardee sir wel thou wost,u SuS uS ux S u S,u SuS uS u S u S,what@interj frankelein@n parde@interj sire@n wel@adv thou@pron%nom witen@v1%pr_2,what@interj frankelein@n parde@interj sire@n wel@adv thou@pron%nom witen@v1%pr_2,
That ech of yow moot tellen atte leste,That eche of yow mot° tellen atte leste,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 697,,10,10,That ech of yow moot tellen atte leste,That eche of yow mot tellen atte leste,u S u S u Su Su Sx,u Sx u S u Su Su Sx,that@conj ech@pron of@prep you@pron%pl_obj moten@v2%pr_3 tellen@v%inf atte@prep leste@adj1#n%sup,that@conj ech@pron of@prep you@pron%pl_obj moten@v2%pr_3 tellen@v%inf atte@prep leste@adj1#n%sup,
"A tale or two, or breken his biheste.","A tale or two, or breken his biheste.”°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 698,,10,10,A tale or two or breken his biheste,A tale or two or breken his biheste,u Sx u S u Su S uSx,u Sx u S u Su S uSx,a@indef_art tale@n or@conj two@num_adj or@conj breken@v%inf his@pron1%gen biheste@n,a@indef_art tale@n or@conj two@num_adj or@conj breken@v%inf his@pron1%gen biheste@n,
"That knowe I wel, sire,"""" quod the Frankeleyn.","¶“That knowe I wel, sir,” quod the Frankelein;",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 699,,10,10,That knowe I wel sire quod the Frankeleyn,That knowe I wel sir quod the Frankelein,u Sx u S ux S u SuS,u Sx u S u S u SuS,that@pron knouen@v%pr_1 ich@pron%nom wel@adv sire@n quethen@v%pt_3 the@def_art frankelein@n,that@pron knouen@v%pr_1 ich@pron%nom wel@adv sire@n quethen@v%pt_3 the@def_art frankelein@n,
"I prey yow, haveth me nat in desdeyn","“I prey yow, haveth me nat° in desdein",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 700,,10,10,I prey yow haveth me nat in desdeyn,I prey yow haveth me nat in desdein,u S u Su S u S uS,u S u Su S u S uS,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj haven@v%imp me@pron2%obj not@adv in@prep disdeine@n,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj haven@v%imp me@pron2%obj not@adv in@prep disdeine@n,
Though to this man I speke a word or two.,Though to this man I speke a word or two.”,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 701,,10,10,Though to this man I speke a word or two,Though to this man I speke a word or two,u S u S u Sx u S u S,u S u S u Sx u S u S,though@conj to@prep this@gram_adj man@n ich@pron%nom speken@v%pr_1 a@indef_art word@n or@conj two@num_adj,though@conj to@prep this@gram_adj man@n ich@pron%nom speken@v%pr_1 a@indef_art word@n or@conj two@num_adj,
Telle on thy tale withouten wordes mo.,¶“Telle on thy tale withouten wordes mo.”,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 702,,10,10,Telle on thy tale withouten wordes mo,Telle on thy tale withouten wordes mo,ux S u Sx uSu Su S,ux S u Sx uSu Su S,tellen@v%imp on@adv1 thin@pron%gen tale@n withouten@prep word@n%pl mo@adj%comp,tellen@v%imp on@adv1 thin@pron%gen tale@n withouten@prep word@n%pl mo@adj%comp,
"Gladly, sire Hoost,"""" quod he, """"I wole obeye","¶“Gladly, sir Host,” quod he, “I wol obeye",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 703,,0,0,Gladly sire Hoost quod he I wole obeye,Gladly sir Host quod he I wol obeye,"       ","       ",gladli@adv sire@n#adj hoste@n2 quethen@v%pt_3 he@pron1%nom ich@pron%nom willen@v%pr_1 obeien@v%inf,gladli@adv sire@n#adj hoste@n2 quethen@v%pt_3 he@pron1%nom ich@pron%nom willen@v%pr_1 obeien@v%inf,
Unto your wyl; now herkneth what I seye.,Unto your wil; now herkneth° what I seye.,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 704,,10,10,Unto your wyl now herkneth what I seye,Unto your wil now herkneth what I seye,uS u S u Su S u S,uS u S u Su S u S,unto@prep your@pron%pl_gen wille@n nou@adv herkenen@v%imp what@pron ich@pron%nom seien@v1%pr_1,unto@prep your@pron%pl_gen wille@n nou@adv herkenen@v%imp what@pron ich@pron%nom seien@v1%pr_1,
I wol yow nat contrarien in no wyse,I wol yow nat contrarien° in no wise,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 705,,0,0,I wol yow nat contrarien in no wyse,I wol yow nat contrarien in no wise,"       ","       ",ich@pron%nom willen@v%pr_1 you@pron%pl_obj not@adv contrarien@v%inf in@prep no@gram_adj wise@n2,ich@pron%nom willen@v%pr_1 you@pron%pl_obj not@adv contrarien@v%inf in@prep no@gram_adj wise@n2,
As fer as that my wittes wol suffyse.,As fer as that my wittes° wol suffise;,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 706,,10,10,As fer as that my wittes wol suffyse,As fer as that my wittes wol suffise,u S u S u Su S uSx,u S u S u Su S uSx,as@conj fer@adv as@conj that@part min@pron%gen wit@n%pl willen@v%pr_pl suffisen@v%inf,as@conj fer@adv as@conj that@part min@pron%gen wit@n%pl willen@v%pr_pl suffisen@v%inf,
I prey to God that it may plesen yow;,I prey to God that it may plesen yow,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 707,,10,10,I prey to God that it may plesen yow,I prey to God that it may plesen yow,u S u S u S u Su S,u S u S u S u Su S,ich@pron%nom preien@v1%pr_1 to@prep god@n1#propn that@conj hit@pron mouen@v3%pr_3 plesen@v%inf you@pron%pl_obj,ich@pron%nom preien@v1%pr_1 to@prep god@n1#propn that@conj hit@pron mouen@v3%pr_3 plesen@v%inf you@pron%pl_obj,
Thanne woot I wel that it is good ynow.,Than woot I wel that it is good ynow.”°,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 708,,10,10,Thanne woot I wel that it is good ynow,Than woot I wel that it is good ynow,ux S u S u S u S uS,u S u S u S u S uS,thanne@adv witen@v1%pr_1 ich@pron%nom wel@adv that@conj hit@pron ben@v%pr_3 god@adj inough@adv,thanne@adv witen@v1%pr_1 ich@pron%nom wel@adv that@conj hit@pron ben@v%pr_3 god@adj inough@adv,
Thise olde gentil Britouns in hir dayes,¶Thise olde gentil° Britons° in hir dayes,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 709,,10,10,Thise olde gentil Britouns in hir dayes,Thise olde gentil Britons in hir dayes,ux Sx uS uS u S uS,ux Sx uS uS u S uS,these@gram_adj%pl olde@adj gentil@adj britoun@n%pl in@prep here@pron%pl_gen dai@n%pl,these@gram_adj%pl olde@adj gentil@adj britoun@n%pl in@prep here@pron%pl_gen dai@n%pl,
Of diverse aventures maden layes,"Of diverse aventures maden laies,°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 710,,10,10,Of diverse aventures maden layes,Of diverse aventures maden laies,u Sux SuSu Sx uS,u Sux SuSu Sx uS,of@prep diverse@adj aventure@n%pl maken@v1%pr_pl lai@n2%pl,of@prep diverse@adj aventure@n%pl maken@v1%pr_pl lai@n2%pl,
Rymeyed in hir firste Briton tonge,Rimeyed° in hir firste Briton tonge;,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 711,,10,10,Rymeyed in hir firste Briton tonge,Rimeyed in hir firste Briton tonge,uSu S u Su Su Sx,uSu S u Su Su Sx,rimeien@v%ppl_abs in@prep here@pron%pl_gen first@num_adj britoun@adj tonge@n2,rimeien@v%ppl_abs in@prep here@pron%pl_gen first@num_adj britoun@adj tonge@n2,
Whiche layes with hir instrumentz they songe,Which laies with hir instrumentz they songe,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 712,,10,10,Whiche layes with hir instrumentz they songe,Which laies with hir instrumentz they songe,ux Su S u SuS u Sx,u Su S u SuS u Sx,which@gram_adj lai@n2%pl with@prep here@pron%pl_gen instrument@n%pl thei@pron%pl_nom singen@v%pt_pl,which@gram_adj lai@n2%pl with@prep here@pron%pl_gen instrument@n%pl thei@pron%pl_nom singen@v%pt_pl,
Or elles redden hem for hir plesaunce;,Or elles redden° hem for hir plesaunce;,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 713,,10,10,Or elles redden hem for hir plesaunce,Or elles redden hem for hir plesaunce,u Su Su S u S uSx,u Su Su S u S uSx,or@conj elles@adv reden@v1%pt_pl hem@pron%pl_obj for@prep here@pron%pl_gen plesaunce@n1,or@conj elles@adv reden@v1%pt_pl hem@pron%pl_obj for@prep here@pron%pl_gen plesaunce@n1,
And oon of hem have I in remembraunce,"And oon of hem have I in remembraunce,°",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 714,,10,10,And oon of hem have I in remembraunce,And oon of hem have I in remembraunce,u S u S ux S u SuSx,u S u S ux S u SuSx,and@conj on@pron of@prep hem@pron%pl_obj haven@v%pr_1 ich@pron%nom in@prep remembraunce@n,and@conj on@pron of@prep hem@pron%pl_obj haven@v%pr_1 ich@pron%nom in@prep remembraunce@n,
Which I shal seyn with good wyl as I kan.,Which I shal seyn° with good wil° as I can.,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 715,,10,10,Which I shal seyn with good wyl as I kan,Which I shal seyn with good wil as I can,u S u S u S u S u S,u S u S u S u S u S,which@pron ich@pron%nom shulen@v1%pr_1 seien@v1%inf with@prep god@adj wille@n as@conj ich@pron%nom connen@v%pr_1,which@pron ich@pron%nom shulen@v1%pr_1 seien@v1%inf with@prep god@adj wille@n as@conj ich@pron%nom connen@v%pr_1,
"But, sires, by cause I am a burel man","¶But, sirs, bicause I am a burel° man",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 716,DIFF,10,10,But sires by cause I am a burel man,But sirs bicause I am a burel man,u Su S ux x S u Su S,u S uSx u S u Su S,but@conj sire@n%pl bi@prep cause@n ich@pron%nom ben@v%pr_1 a@indef_art burel@n1#adj man@n,but@conj sire@n%pl bicause@conj ich@pron%nom ben@v%pr_1 ich@pron%nom burel@n1#adj man@n,green
At my bigynnyng first I yow biseche,At my biginning first I yow biseche,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 717,,10,10,At my bigynnyng first I yow biseche,At my biginning first I yow biseche,u S uSu S u S uSx,u S uSu S u S uSx,at@prep min@pron%gen biginninge@ger first@adv ich@pron%nom you@pron%pl_obj bisechen@v%pr_1,at@prep min@pron%gen biginninge@ger first@adv ich@pron%nom you@pron%pl_obj bisechen@v%pr_1,
Have me excused of my rude speche.,Have me excused of my rude° speche;,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 718,,10,10,Have me excused of my rude speche,Have me excused of my rude speche,ux S uSu S u Su Sx,ux S uSu S u Su Sx,haven@v%imp me@pron2%obj excusen@v%ppl of@prep min@pron%gen rude@adj speche@n,haven@v%imp me@pron2%obj excusen@v%ppl of@prep min@pron%gen rude@adj speche@n,
"I lerned nevere rethorik, certeyn;",I lerned never rethorik certein;,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 719,,10,10,I lerned nevere rethorik certeyn,I lerned never rethorik certein,u Su Sux SuS uS,u Su Su SuS uS,ich@pron%nom lernen@v%pt_1 never@adv rethorike@n certain@adv,ich@pron%nom lernen@v%pt_1 never@adv rethorike@n certain@adv,
"Thyng that I speke, it moot be bare and pleyn.","Thing that I speke, it moot° be bare° and plein.",data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 720,,10,10,Thyng that I speke it moot be bare and pleyn,Thing that I speke it moot be bare and plein,u S u Sx u S u Sx u S,u S u Sx u S u Sx u S,thing@n that@pron ich@pron%nom speken@v%pr_1 hit@pron moten@v2%pr_3 ben@v%inf bar@adj and@conj plaine@adj,thing@n that@pron ich@pron%nom speken@v%pr_1 hit@pron moten@v2%pr_3 ben@v%inf bar@adj and@conj plaine@adj,
I sleep nevere on the Mount of Pernaso,I sleep° never on the mount of Parnaso,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 721,,10,10,I sleep nevere on the Mount of Pernaso,I sleep never on the mount of Parnaso,u S uxx S u S u SuS,u S u S u S u SuS,ich@pron%nom slepen@v%pt_1 never@adv on@prep the@def_art mount@n1 of@prep parnaso@n#propn,ich@pron%nom slepen@v%pt_1 never@adv on@prep the@def_art mount@n1 of@prep parnaso@n#propn,
Ne lerned Marcus Tullius Scithero.,Ne lerned Marcus Tullius Cithero.,data/riverside_cats/FranPro_riv.cat,data/oxford_txts/FranPro_oxford.txt,data/csvs/FranPro,Prologue to the Franklin's Tale 722,DIFF,10,10,Ne lerned Marcus Tullius Scithero,Ne lerned Marcus Tullius Cithero,u Su Su SuS uxS,u Su Su SuS uxS,ne@conj1 lernen@v%pt_1 marcus@n#propn tullius@n1#propn scithero@n#propn,ne@conj1 lernen@v%pt_1 marcus@n#propn tullius@n1#propn scithero@n#propn,green
